id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,7,2,1935,caf
3,Alaska,3,2,1935,caf
4,Hawaii (Sandwich Is.),2,2,1935,caf
5,Virgin Islands (Danish West Indies),5,2,1935,caf
6,Puerto Rico,7,4,1935,caf
10,Greenland,0,2,1935,caf
11,Faeroe Is.,0,3,1935,caf
20,Canada (Province of Canada),5,2,1935,caf
21,Newfoundland and Labrador (Newfoundland),5,2,1935,caf
30,Bermuda,5,5,1935,caf
31,Bahamas,5,5,1935,caf
40,Cuba,7,2,1935,caf
41,Haiti,7,5,1935,caf
42,Dominican Republic (Santo Domingo),7,5,1935,caf
51,Jamaica,5,5,1935,caf
52,Trinidad and Tobago,5,5,1935,caf
53,Barbados,5,5,1935,caf
65,Guadeloupe,5,2,1935,caf
66,Martinique,3,2,1935,caf
68,Netherlands Antilles,7,6,1935,caf
70,Mexico,7,2,1935,caf
80,Belize (British Honduras),7,10,1935,caf
90,Guatemala,7,4,1935,caf
91,Honduras,7,10,1935,caf
92,El Salvador,7,10,1935,caf
93,Nicaragua,7,10,1935,caf
94,Costa Rica,7,10,1935,caf
95,Panama,7,5,1935,caf
96,Panama Canal Zone,7,5,1935,caf
100,Colombia (New Granada) (Gran Colombia),7,11,1935,caf
101,Venezuela,7,11,1935,caf
110,Guyana (British Guiana),5,11,1935,caf
115,Surinam (Dutch Guiana),5,6,1935,caf
120,French Guiana,5,11,1935,caf
130,Ecuador,7,11,1935,caf
135,Peru,7,11,1935,caf
140,Brazil,7,11,1935,caf
145,Bolivia,7,11,1935,caf
150,Paraguay,7,11,1935,caf
155,Chile,7,11,1935,caf
160,Argentina (La Plata),7,7,1935,caf
165,Uruguay,7,11,1935,caf
200,United Kingdom,0,11,1935,caf
205,Ireland,0,11,1935,caf
210,Netherlands,7,6,1935,caf
211,Belgium,4,11,1935,caf
212,Luxemburg,7,11,1935,caf
220,France,3,4,1935,caf
221,Monaco,7,,1935,caf
223,Liechtenstein,6,5,1935,caf
225,Switzerland,6,1,1935,caf
230,Spain,7,6,1935,caf
231,Gibraltar,7,11,1935,caf
232,Andorra,7,5,1935,caf
235,Portugal,4,6,1935,caf
255,Germany (Zollverein),6,1,1935,caf
256,Saar,6,1,1935,caf
290,Poland,6,11,1935,caf
291,Danzig (Free City of Danzig),0,11,1935,caf
305,Austria,6,1,1935,caf
310,Hungary,6,1,1935,caf
315,Czechoslovakia,6,1,1935,caf
