id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,5,3,1904,fob
3,Alaska,5,3,1904,fob
4,Hawaii (Sandwich Is.),7,3,1904,fob
5,Virgin Islands (Danish West Indies),5,3,1904,fob
6,Puerto Rico,4,3,1904,fob
10,Greenland,4,1,1904,fob
11,Faeroe Is.,4,8,1904,fob
20,Canada (Province of Canada),5,3,1904,fob
21,Newfoundland and Labrador (Newfoundland),5,3,1904,fob
30,Bermuda,5,1,1904,fob
31,Bahamas,5,1,1904,fob
40,Cuba,4,3,1904,fob
41,Haiti,5,3,1904,fob
42,Dominican Republic (Santo Domingo),4,3,1904,fob
51,Jamaica,5,1,1904,fob
52,Trinidad and Tobago,5,1,1904,fob
53,Barbados,5,1,1904,fob
65,Guadeloupe,6,3,1904,fob
66,Martinique,6,4,1904,fob
68,Netherlands Antilles,7,4,1904,fob
70,Mexico,1,3,1904,fob
80,Belize (British Honduras),1,3,1904,fob
90,Guatemala,1,4,1904,fob
91,Honduras,1,4,1904,fob
92,El Salvador,1,4,1904,fob
93,Nicaragua,5,4,1904,fob
94,Costa Rica,1,4,1904,fob
95,Panama,1,1,1904,fob
100,Colombia (New Granada) (Gran Colombia),4,1,1904,fob
101,Venezuela,4,1,1904,fob
110,Guyana (British Guiana),5,1,1904,fob
115,Surinam (Dutch Guiana),7,4,1904,fob
120,French Guiana,5,1,1904,fob
130,Ecuador,1,1,1904,fob
135,Peru,1,1,1904,fob
140,Brazil,1,1,1904,fob
145,Bolivia,1,1,1904,fob
150,Paraguay,1,1,1904,fob
155,Chile,1,1,1904,fob
160,Argentina (La Plata),1,1,1904,fob
165,Uruguay,1,1,1904,fob
200,United Kingdom,1,4,1904,fob
210,Netherlands,7,2,1904,fob
211,Belgium,2,2,1904,fob
212,Luxemburg,2,4,1904,fob
220,France,6,1,1904,fob
221,Monaco,2,4,1904,fob
225,Switzerland,0,5,1904,fob
230,Spain,4,3,1904,fob
231,Gibraltar,0,1,1904,fob
232,Andorra,4,3,1904,fob
235,Portugal,2,3,1904,fob
255,Germany (Zollverein),3,2,1904,fob
300,Austria-Hungary (Austrian Empire),0,2,1904,fob
325,Italy,0,2,1904,fob
338,Malta,0,1,1904,fob
341,Montenegro,3,2,1904,fob
342,Kingdom of Serbia,0,2,1904,fob
346,Bosnia-Herzegovina,0,2,1904,fob
350,Greece,0,1,1904,fob
351,Crete,0,1,1904,fob
352,Cyprus,0,2,1904,fob
355,Bulgaria,0,2,1904,fob
360,Romania,0,5,1904,fob
365,Russia (USSR),0,3,1904,fob
380,Sweden,4,8,1904,fob
385,Norway,4,8,1904,fob
390,Denmark,4,1,1904,fob
395,Iceland,4,8,1904,fob
402,Cape Verde,2,1,1904,fob
403,Sao Tome-Principe,2,1,1904,fob
404,Guinea-Bissau (Portuguese Guinea),3,1,1904,fob
420,Gambia,3,4,1904,fob
430,French West Africa,3,3,1904,fob
437,Ivory Coast,6,3,1904,fob
450,Liberia,3,1,1904,fob
451,Sierra Leone,3,1,1904,fob
452,Ghana (Gold Coast),3,4,1904,fob
460,German Togoland,3,2,1904,fob
470,Kamerun,3,2,1904,fob
484,Congo (Brazzaville) (French Congo) (Middle Congo),6,,1904,fob
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),2,2,1904,fob
500,Uganda,8,1,1904,fob
501,Kenya (British East Africa Protectorate),8,1,1904,fob
510,German East Africa,8,2,1904,fob
511,Zanzibar,8,5,1904,fob
521,Somaliland Republic (British Somaliland),8,5,1904,fob
522,Djibouti (Afar and Issas) (French Somaliland),8,5,1904,fob
530,Ethiopia (Abyssinia),8,1,1904,fob
531,Eritrea,8,1,1904,fob
540,Angola,2,1,1904,fob
541,Mozambique (Portuguese East Africa),2,1,1904,fob
553,Malawi (Nyasaland) (British Central Africa Protectorate),2,1,1904,fob
561,Cape Colony (Cape of Good Hope),6,1,1904,fob
562,Natal,2,1,1904,fob
563,Transvaal (South African Republic),2,3,1904,fob
564,Orange Free State (Orange River Colony),2,4,1904,fob
565,Namibia (South West Africa) (German South West Africa),6,2,1904,fob
580,Madagascar (Malagasy Republic),6,1,1904,fob
581,Comoros,6,1,1904,fob
585,Reunion (Bourbon I.),6,5,1904,fob
590,Mauritius,6,1,1904,fob
591,Seychelles,6,1,1904,fob
600,Morocco,0,3,1904,fob
615,Algeria (Regency of Algiers),0,3,1904,fob
616,Tunisia (Regency of Tunis),0,5,1904,fob
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),8,1,1904,fob
630,Iran (Persia),0,3,1904,fob
640,Turkey (Ottoman Empire),0,3,1904,fob
651,Egypt Arab Republic (Egypt),0,3,1904,fob
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),8,1,1904,fob
681,Aden,8,3,1904,fob
692,Bahrain,8,2,1904,fob
698,Oman (Sultanate of Muscat and Oman),1,1,1904,fob
700,Afghanistan,0,2,1904,fob
710,People's Republic of China (China),7,3,1904,fob
713,Republic of China (Taiwan) (Formosa),7,3,1904,fob
720,Hong Kong,7,1,1904,fob
721,Macao,7,2,1904,fob
730,Korea (Chosen),7,1,1904,fob
740,Japan,7,3,1904,fob
750,India,8,1,1904,fob
751,French India,7,1,1904,fob
752,Portuguese India,2,3,1904,fob
780,Sri Lanka (Ceylon),9,1,1904,fob
781,Maldive Islands,9,1,1904,fob
800,Thailand (Siam),7,2,1904,fob
810,French Indochina,7,2,1904,fob
821,Federated Malay States,7,2,1904,fob
823,Sabah (North Borneo),7,1,1904,fob
824,Sarawak,7,2,1904,fob
827,Straits Settlements,7,2,1904,fob
835,Brunei,7,2,1904,fob
840,Philippines,4,1,1904,fob
850,Indonesia (Dutch East Indies),7,4,1904,fob
860,East Timor (Portuguese Timor),2,3,1904,fob
900,Australia,9,3,1904,fob
911,Papua (British New Guinea),9,1,1904,fob
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),9,1,1904,fob
920,New Zealand,9,3,1904,fob
930,New Caledonia,9,4,1904,fob
950,Fiji,9,1,1904,fob
960,French Polynesia,6,4,1904,fob
983,Marshall Is.,9,1,1904,fob
985,Guam,1,1,1904,fob
990,Samoa (Western Samoa) (German Samoa),3,2,1904,fob
1029,St. Pierre and Miquelon,5,2,1904,fob
1032,Turks and Caicos Is.,5,3,1904,fob
1055,Windward Is.,5,1,1904,fob
1063,Leeward Is.,5,1,1904,fob
1163,Falkland Is.,1,1,1904,fob
