id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,5,1,1983,fob
10,Greenland,0,10,1983,fob
11,Faeroe Is.,0,10,1983,fob
20,Canada (Province of Canada),5,3,1983,fob
30,Bermuda,5,1,1983,fob
31,Bahamas,0,2,1983,fob
40,Cuba,3,2,1983,fob
41,Haiti,5,1,1983,fob
42,Dominican Republic (Santo Domingo),5,4,1983,fob
51,Jamaica,5,1,1983,fob
52,Trinidad and Tobago,5,1,1983,fob
53,Barbados,5,1,1983,fob
54,Dominica,5,1,1983,fob
55,Grenada,5,1,1983,fob
56,St. Lucia,5,1,1983,fob
57,St. Vincent and the Grenadines,5,1,1983,fob
58,Antigua and Barbuda (Antigua),5,1,1983,fob
60,St. Kitts-Nevis,5,1,1983,fob
68,Netherlands Antilles,5,1,1983,fob
70,Mexico,5,4,1983,fob
80,Belize (British Honduras),5,1,1983,fob
90,Guatemala,5,1,1983,fob
91,Honduras,5,5,1983,fob
92,El Salvador,5,5,1983,fob
93,Nicaragua,5,5,1983,fob
94,Costa Rica,5,5,1983,fob
95,Panama,5,1,1983,fob
100,Colombia (New Granada) (Gran Colombia),5,5,1983,fob
101,Venezuela,5,4,1983,fob
110,Guyana (British Guiana),5,1,1983,fob
115,Surinam (Dutch Guiana),5,1,1983,fob
130,Ecuador,5,5,1983,fob
135,Peru,4,2,1983,fob
140,Brazil,4,1,1983,fob
145,Bolivia,4,6,1983,fob
150,Paraguay,4,1,1983,fob
155,Chile,4,10,1983,fob
160,Argentina (La Plata),4,6,1983,fob
165,Uruguay,4,4,1983,fob
200,United Kingdom,5,2,1983,fob
205,Ireland,0,1,1983,fob
210,Netherlands,0,1,1983,fob
220,France,0,3,1983,fob
225,Switzerland,3,13,1983,fob
230,Spain,0,4,1983,fob
231,Gibraltar,0,13,1983,fob
235,Portugal,0,1,1983,fob
255,Germany (Zollverein),0,8,1983,fob
265,German Democratic Republic,3,5,1983,fob
290,Poland,3,1,1983,fob
305,Austria,3,1,1983,fob
310,Hungary,3,2,1983,fob
315,Czechoslovakia,3,10,1983,fob
325,Italy,3,3,1983,fob
338,Malta,3,1,1983,fob
339,Albania,3,13,1983,fob
345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",3,3,1983,fob
350,Greece,3,2,1983,fob
352,Cyprus,3,1,1983,fob
355,Bulgaria,3,5,1983,fob
360,Romania,3,1,1983,fob
365,Russia (USSR),3,3,1983,fob
375,Finland,0,11,1983,fob
380,Sweden,0,5,1983,fob
385,Norway,0,6,1983,fob
390,Denmark,0,10,1983,fob
395,Iceland,0,13,1983,fob
402,Cape Verde,0,3,1983,fob
403,Sao Tome-Principe,0,5,1983,fob
404,Guinea-Bissau (Portuguese Guinea),0,3,1983,fob
411,Equatorial Guinea (Spanish Guinea),0,3,1983,fob
420,Gambia,0,3,1983,fob
432,Mali (French Sudan) (Upper Senegal and Niger),0,10,1983,fob
433,Senegal,0,3,1983,fob
434,Benin (Dahomey),0,1,1983,fob
435,Mauritania,0,3,1983,fob
436,Niger,0,10,1983,fob
437,Ivory Coast,0,3,1983,fob
438,Guinea (French Guinea) (Rivieres du Sud),0,3,1983,fob
439,Burkina Faso (Upper Volta),0,3,1983,fob
450,Liberia,0,1,1983,fob
451,Sierra Leone,0,1,1983,fob
452,Ghana (Gold Coast),0,3,1983,fob
461,Togo (French Togoland),0,3,1983,fob
471,Cameroun (French Cameroon),0,3,1983,fob
475,Nigeria,0,3,1983,fob
481,Gabon,0,6,1983,fob
482,Central African Republic (Ubangi Shari),0,1,1983,fob
483,Chad,0,3,1983,fob
484,Congo (Brazzaville) (French Congo) (Middle Congo),0,8,1983,fob
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),0,1,1983,fob
500,Uganda,2,1,1983,fob
501,Kenya (British East Africa Protectorate),2,13,1983,fob
512,Tanzania (Tanganyika),2,1,1983,fob
516,Burundi,2,1,1983,fob
517,Rwanda,2,2,1983,fob
520,Somalia,2,9,1983,fob
522,Djibouti (Afar and Issas) (French Somaliland),2,9,1983,fob
530,Ethiopia (Abyssinia),2,1,1983,fob
540,Angola,0,1,1983,fob
541,Mozambique (Portuguese East Africa),6,8,1983,fob
551,Zambia (Northern Rhodesia),6,8,1983,fob
552,Zimbabwe (Rhodesia) (Southern Rhodesia),6,8,1983,fob
553,Malawi (Nyasaland) (British Central Africa Protectorate),6,1,1983,fob
560,South Africa,6,8,1983,fob
565,Namibia (South West Africa) (German South West Africa),6,1,1983,fob
570,Lesotho (Basutoland),6,1,1983,fob
571,Botswana (Bechuanaland),6,1,1983,fob
572,Eswatini (Swaziland),6,8,1983,fob
580,Madagascar (Malagasy Republic),2,1,1983,fob
581,Comoros,2,1,1983,fob
590,Mauritius,2,1,1983,fob
591,Seychelles,2,9,1983,fob
600,Morocco,0,3,1983,fob
615,Algeria (Regency of Algiers),3,1,1983,fob
616,Tunisia (Regency of Tunis),3,1,1983,fob
620,Libya,3,1,1983,fob
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),2,9,1983,fob
630,Iran (Persia),3,2,1983,fob
640,Turkey (Ottoman Empire),3,12,1983,fob
645,Iraq (Mesopotamia),3,2,1983,fob
651,Egypt Arab Republic (Egypt),3,9,1983,fob
