id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,1,4,1836,caf
4,Hawaii (Sandwich Is.),6,,1836,caf
5,Virgin Islands (Danish West Indies),1,4,1836,caf
6,Puerto Rico,1,1,1836,caf
21,Newfoundland and Labrador (Newfoundland),0,3,1836,caf
31,Bahamas,1,2,1836,caf
40,Cuba,1,1,1836,caf
41,Haiti,3,6,1836,caf
65,Guadeloupe,2,4,1836,caf
66,Martinique,2,4,1836,caf
68,Netherlands Antilles,4,1,1836,caf
70,Mexico,1,1,1836,caf
80,Belize (British Honduras),1,3,1836,caf
89,United States of Central America,1,4,1836,caf
100,Colombia (New Granada) (Gran Colombia),1,3,1836,caf
101,Venezuela,3,3,1836,caf
110,Guyana (British Guiana),4,4,1836,caf
120,French Guiana,2,1,1836,caf
135,Peru,6,3,1836,caf
136,Bolivia-Peru Confederation,1,1,1836,caf
140,Brazil,1,3,1836,caf
155,Chile,2,3,1836,caf
160,Argentina (La Plata),1,1,1836,caf
165,Uruguay,1,3,1836,caf
200,United Kingdom,1,3,1836,caf
210,Netherlands,4,1,1836,caf
211,Belgium,3,1,1836,caf
220,France,2,1,1836,caf
225,Switzerland,0,1,1836,caf
230,Spain,1,1,1836,caf
231,Gibraltar,1,3,1836,caf
235,Portugal,4,3,1836,caf
239,Prussia,3,3,1836,caf
240,Hanover,3,3,1836,caf
246,Bremen,3,1,1836,caf
248,Hamburg,3,1,1836,caf
257,Oldenburg,3,,1836,caf
276,Lübeck,3,1,1836,caf
280,Mecklenburg Schwerin,3,3,1836,caf
300,Austria-Hungary (Austrian Empire),0,3,1836,caf
324,Kingdom of Sardinia,0,3,1836,caf
327,Papal States,0,3,1836,caf
329,Two Sicilies,0,3,1836,caf
335,Parma,0,3,1836,caf
337,Tuscany,0,3,1836,caf
338,Malta,0,3,1836,caf
350,Greece,0,1,1836,caf
365,Russia (USSR),3,3,1836,caf
380,Sweden,3,3,1836,caf
385,Norway,3,1,1836,caf
390,Denmark,3,1,1836,caf
402,Cape Verde,1,3,1836,caf
433,Senegal,2,1,1836,caf
451,Sierra Leone,1,3,1836,caf
561,Cape Colony (Cape of Good Hope),5,1,1836,caf
585,Reunion (Bourbon I.),2,1,1836,caf
590,Mauritius,5,1,1836,caf
600,Morocco,1,1,1836,caf
615,Algeria (Regency of Algiers),0,1,1836,caf
616,Tunisia (Regency of Tunis),0,1,1836,caf
630,Iran (Persia),0,1,1836,caf
640,Turkey (Ottoman Empire),0,1,1836,caf
651,Egypt Arab Republic (Egypt),0,1,1836,caf
652,Syria,0,1,1836,caf
710,People's Republic of China (China),6,1,1836,caf
721,Macao,4,,1836,caf
740,Japan,4,3,1836,caf
750,India,5,3,1836,caf
751,French India,5,3,1836,caf
752,Portuguese India,5,3,1836,caf
775,Myanmar (Burma),5,3,1836,caf
780,Sri Lanka (Ceylon),5,3,1836,caf
781,Maldive Islands,5,3,1836,caf
800,Thailand (Siam),4,,1836,caf
815,Vietnam,4,1,1836,caf
840,Philippines,6,1,1836,caf
850,Indonesia (Dutch East Indies),4,3,1836,caf
901,New South Wales,5,3,1836,caf
902,Western Australia,6,3,1836,caf
1022,Nova Scotia,5,,1836,caf
1023,New Brunswick,5,,1836,caf
1029,St. Pierre and Miquelon,2,1,1836,caf
1055,Windward Is.,1,4,1836,caf
1064,St. Barthelemy,1,4,1836,caf
2901,Congress Poland,3,3,1836,caf
3349,Ionian Is.,0,1,1836,caf
4050,St. Helena,5,3,1836,caf
4070,Ascension I.,5,,1836,caf
7010,Kokand,3,3,1836,caf
7020,Bokhara,3,3,1836,caf
7030,Khiva,3,3,1836,caf
7504,Tranquebar,5,3,1836,caf
7693,Sindh,5,3,1836,caf
