id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,2,1,1931,caf
3,Alaska,7,1,1931,caf
4,Hawaii (Sandwich Is.),5,1,1931,caf
5,Virgin Islands (Danish West Indies),4,1,1931,caf
6,Puerto Rico,4,3,1931,caf
10,Greenland,1,1,1931,caf
11,Faeroe Is.,1,1,1931,caf
20,Canada (Province of Canada),4,1,1931,caf
21,Newfoundland and Labrador (Newfoundland),4,1,1931,caf
30,Bermuda,4,1,1931,caf
31,Bahamas,4,1,1931,caf
40,Cuba,2,1,1931,caf
41,Haiti,4,1,1931,caf
42,Dominican Republic (Santo Domingo),4,1,1931,caf
51,Jamaica,4,1,1931,caf
52,Trinidad and Tobago,4,1,1931,caf
53,Barbados,4,1,1931,caf
65,Guadeloupe,0,1,1931,caf
66,Martinique,0,1,1931,caf
68,Netherlands Antilles,2,5,1931,caf
70,Mexico,2,1,1931,caf
80,Belize (British Honduras),2,1,1931,caf
90,Guatemala,2,3,1931,caf
91,Honduras,2,1,1931,caf
92,El Salvador,2,1,1931,caf
93,Nicaragua,2,1,1931,caf
94,Costa Rica,2,1,1931,caf
95,Panama,2,1,1931,caf
96,Panama Canal Zone,2,1,1931,caf
100,Colombia (New Granada) (Gran Colombia),2,1,1931,caf
101,Venezuela,2,1,1931,caf
110,Guyana (British Guiana),4,1,1931,caf
115,Surinam (Dutch Guiana),4,5,1931,caf
120,French Guiana,4,1,1931,caf
130,Ecuador,2,1,1931,caf
135,Peru,2,1,1931,caf
140,Brazil,2,1,1931,caf
145,Bolivia,2,1,1931,caf
150,Paraguay,2,1,1931,caf
155,Chile,2,1,1931,caf
160,Argentina (La Plata),2,1,1931,caf
165,Uruguay,2,1,1931,caf
200,United Kingdom,7,1,1931,caf
205,Ireland,7,1,1931,caf
210,Netherlands,7,5,1931,caf
211,Belgium,8,1,1931,caf
212,Luxemburg,1,1,1931,caf
220,France,0,3,1931,caf
223,Liechtenstein,1,1,1931,caf
225,Switzerland,1,3,1931,caf
230,Spain,0,4,1931,caf
231,Gibraltar,1,1,1931,caf
232,Andorra,0,4,1931,caf
235,Portugal,8,5,1931,caf
255,Germany (Zollverein),1,6,1931,caf
256,Saar,1,,1931,caf
290,Poland,1,1,1931,caf
291,Danzig (Free City of Danzig),1,1,1931,caf
305,Austria,1,6,1931,caf
310,Hungary,1,6,1931,caf
315,Czechoslovakia,1,6,1931,caf
325,Italy,1,2,1931,caf
338,Malta,1,1,1931,caf
339,Albania,1,1,1931,caf
345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",1,6,1931,caf
350,Greece,1,1,1931,caf
352,Cyprus,1,1,1931,caf
355,Bulgaria,1,1,1931,caf
360,Romania,1,1,1931,caf
365,Russia (USSR),1,1,1931,caf
366,Estonia,1,6,1931,caf
367,Latvia,1,6,1931,caf
368,Lithuania,1,6,1931,caf
375,Finland,1,1,1931,caf
380,Sweden,1,1,1931,caf
385,Norway,1,1,1931,caf
390,Denmark,1,1,1931,caf
395,Iceland,1,1,1931,caf
402,Cape Verde,8,5,1931,caf
403,Sao Tome-Principe,8,5,1931,caf
404,Guinea-Bissau (Portuguese Guinea),8,5,1931,caf
