id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,0,6,1851,caf
3,Alaska,5,2,1851,caf
4,Hawaii (Sandwich Is.),0,,1851,caf
5,Virgin Islands (Danish West Indies),4,4,1851,caf
6,Puerto Rico,7,3,1851,caf
10,Greenland,0,4,1851,caf
20,Canada (Province of Canada),0,,1851,caf
21,Newfoundland and Labrador (Newfoundland),7,2,1851,caf
30,Bermuda,0,5,1851,caf
31,Bahamas,0,4,1851,caf
40,Cuba,7,4,1851,caf
41,Haiti,5,3,1851,caf
51,Jamaica,5,2,1851,caf
54,Dominica,0,2,1851,caf
65,Guadeloupe,1,4,1851,caf
66,Martinique,1,4,1851,caf
68,Netherlands Antilles,0,3,1851,caf
70,Mexico,7,2,1851,caf
80,Belize (British Honduras),0,2,1851,caf
90,Guatemala,7,3,1851,caf
100,Colombia (New Granada) (Gran Colombia),0,2,1851,caf
101,Venezuela,4,3,1851,caf
110,Guyana (British Guiana),0,6,1851,caf
115,Surinam (Dutch Guiana),4,3,1851,caf
120,French Guiana,1,4,1851,caf
130,Ecuador,7,6,1851,caf
135,Peru,7,6,1851,caf
140,Brazil,4,6,1851,caf
145,Bolivia,7,3,1851,caf
155,Chile,7,6,1851,caf
160,Argentina (La Plata),7,2,1851,caf
165,Uruguay,7,2,1851,caf
200,United Kingdom,0,2,1851,caf
210,Netherlands,4,2,1851,caf
211,Belgium,6,2,1851,caf
212,Luxemburg,6,3,1851,caf
220,France,1,3,1851,caf
225,Switzerland,4,3,1851,caf
230,Spain,7,4,1851,caf
231,Gibraltar,7,2,1851,caf
235,Portugal,7,2,1851,caf
239,Prussia,6,3,1851,caf
240,Hanover,4,2,1851,caf
246,Bremen,4,2,1851,caf
248,Hamburg,5,2,1851,caf
257,Oldenburg,5,3,1851,caf
276,Lübeck,4,2,1851,caf
280,Mecklenburg Schwerin,4,2,1851,caf
300,Austria-Hungary (Austrian Empire),8,3,1851,caf
324,Kingdom of Sardinia,7,3,1851,caf
327,Papal States,8,2,1851,caf
329,Two Sicilies,8,3,1851,caf
337,Tuscany,1,3,1851,caf
338,Malta,8,2,1851,caf
350,Greece,8,3,1851,caf
365,Russia (USSR),6,1,1851,caf
380,Sweden,4,4,1851,caf
385,Norway,4,4,1851,caf
390,Denmark,4,2,1851,caf
402,Cape Verde,7,2,1851,caf
411,Equatorial Guinea (Spanish Guinea),0,2,1851,caf
420,Gambia,6,3,1851,caf
433,Senegal,1,3,1851,caf
451,Sierra Leone,0,2,1851,caf
452,Ghana (Gold Coast),0,2,1851,caf
511,Zanzibar,3,,1851,caf
541,Mozambique (Portuguese East Africa),3,,1851,caf
561,Cape Colony (Cape of Good Hope),3,3,1851,caf
585,Reunion (Bourbon I.),1,1,1851,caf
590,Mauritius,3,1,1851,caf
600,Morocco,0,2,1851,caf
615,Algeria (Regency of Algiers),1,3,1851,caf
616,Tunisia (Regency of Tunis),8,3,1851,caf
630,Iran (Persia),6,1,1851,caf
640,Turkey (Ottoman Empire),8,3,1851,caf
651,Egypt Arab Republic (Egypt),8,6,1851,caf
681,Aden,2,1,1851,caf
710,People's Republic of China (China),2,3,1851,caf
720,Hong Kong,0,2,1851,caf
740,Japan,2,3,1851,caf
750,India,2,3,1851,caf
751,French India,1,2,1851,caf
775,Myanmar (Burma),2,,1851,caf
780,Sri Lanka (Ceylon),2,3,1851,caf
781,Maldive Islands,2,1,1851,caf
800,Thailand (Siam),2,3,1851,caf
840,Philippines,2,3,1851,caf
850,Indonesia (Dutch East Indies),2,3,1851,caf
901,New South Wales,0,2,1851,caf
902,Western Australia,2,2,1851,caf
903,South Australia,3,2,1851,caf
904,Victoria,0,2,1851,caf
906,Tasmania,0,2,1851,caf
920,New Zealand,0,2,1851,caf
1019,Rupert's Land,0,2,1851,caf
1022,Nova Scotia,0,2,1851,caf
1023,New Brunswick,0,2,1851,caf
1024,Prince Edward Is.,0,2,1851,caf
1029,St. Pierre and Miquelon,1,4,1851,caf
1055,Windward Is.,0,2,1851,caf
1063,Leeward Is.,0,2,1851,caf
1064,St. Barthelemy,0,6,1851,caf
1163,Falkland Is.,0,2,1851,caf
2003,Channel Is.,0,2,1851,caf
2247,Schleswig,4,2,1851,caf
2248,Holstein,4,2,1851,caf
2249,Heligoland,5,2,1851,caf
3349,Ionian Is.,8,3,1851,caf
3361,Moldavia,8,3,1851,caf
4050,St. Helena,3,2,1851,caf
4070,Ascension I.,0,2,1851,caf
7010,Kokand,6,1,1851,caf
7020,Bokhara,6,1,1851,caf
7030,Khiva,6,1,1851,caf
7501,Andaman Is.,0,,1851,caf
8231,Labuan I.,0,,1851,caf
9974,Crozet Is.,3,,1851,caf
