id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,1,9,1881,caf
4,Hawaii (Sandwich Is.),1,1,1881,caf
5,Virgin Islands (Danish West Indies),1,3,1881,caf
6,Puerto Rico,2,2,1881,caf
10,Greenland,5,3,1881,caf
11,Faeroe Is.,5,9,1881,caf
20,Canada (Province of Canada),1,9,1881,caf
21,Newfoundland and Labrador (Newfoundland),1,6,1881,caf
30,Bermuda,1,6,1881,caf
31,Bahamas,1,6,1881,caf
40,Cuba,1,2,1881,caf
41,Haiti,1,7,1881,caf
42,Dominican Republic (Santo Domingo),1,1,1881,caf
51,Jamaica,1,6,1881,caf
65,Guadeloupe,3,3,1881,caf
66,Martinique,1,3,1881,caf
68,Netherlands Antilles,4,1,1881,caf
70,Mexico,1,6,1881,caf
80,Belize (British Honduras),1,2,1881,caf
90,Guatemala,2,2,1881,caf
92,El Salvador,2,3,1881,caf
93,Nicaragua,1,6,1881,caf
94,Costa Rica,2,2,1881,caf
100,Colombia (New Granada) (Gran Colombia),1,1,1881,caf
101,Venezuela,1,1,1881,caf
110,Guyana (British Guiana),1,1,1881,caf
115,Surinam (Dutch Guiana),4,1,1881,caf
120,French Guiana,3,1,1881,caf
130,Ecuador,2,1,1881,caf
135,Peru,2,1,1881,caf
140,Brazil,2,1,1881,caf
145,Bolivia,2,1,1881,caf
150,Paraguay,2,1,1881,caf
155,Chile,2,1,1881,caf
160,Argentina (La Plata),2,1,1881,caf
165,Uruguay,2,1,1881,caf
200,United Kingdom,0,5,1881,caf
210,Netherlands,4,5,1881,caf
211,Belgium,2,5,1881,caf
212,Luxemburg,2,7,1881,caf
220,France,3,5,1881,caf
225,Switzerland,3,9,1881,caf
230,Spain,2,3,1881,caf
231,Gibraltar,2,5,1881,caf
235,Portugal,7,3,1881,caf
255,Germany (Zollverein),3,9,1881,caf
300,Austria-Hungary (Austrian Empire),3,9,1881,caf
325,Italy,3,2,1881,caf
338,Malta,3,5,1881,caf
341,Montenegro,0,9,1881,caf
342,Kingdom of Serbia,3,5,1881,caf
346,Bosnia-Herzegovina,3,5,1881,caf
350,Greece,3,5,1881,caf
352,Cyprus,3,5,1881,caf
355,Bulgaria,3,9,1881,caf
360,Romania,3,5,1881,caf
365,Russia (USSR),3,9,1881,caf
380,Sweden,5,1,1881,caf
385,Norway,5,1,1881,caf
390,Denmark,5,4,1881,caf
395,Iceland,5,9,1881,caf
402,Cape Verde,7,1,1881,caf
403,Sao Tome-Principe,7,3,1881,caf
404,Guinea-Bissau (Portuguese Guinea),7,1,1881,caf
411,Equatorial Guinea (Spanish Guinea),1,6,1881,caf
433,Senegal,3,2,1881,caf
450,Liberia,0,1,1881,caf
451,Sierra Leone,0,7,1881,caf
452,Ghana (Gold Coast),0,1,1881,caf
511,Zanzibar,7,7,1881,caf
530,Ethiopia (Abyssinia),7,1,1881,caf
540,Angola,7,3,1881,caf
541,Mozambique (Portuguese East Africa),7,1,1881,caf
561,Cape Colony (Cape of Good Hope),6,7,1881,caf
562,Natal,6,1,1881,caf
580,Madagascar (Malagasy Republic),6,1,1881,caf
585,Reunion (Bourbon I.),6,,1881,caf
590,Mauritius,6,1,1881,caf
600,Morocco,3,2,1881,caf
615,Algeria (Regency of Algiers),3,5,1881,caf
616,Tunisia (Regency of Tunis),3,2,1881,caf
630,Iran (Persia),3,9,1881,caf
640,Turkey (Ottoman Empire),3,1,1881,caf
651,Egypt Arab Republic (Egypt),3,1,1881,caf
681,Aden,7,1,1881,caf
698,Oman (Sultanate of Muscat and Oman),0,1,1881,caf
710,People's Republic of China (China),4,1,1881,caf
720,Hong Kong,4,1,1881,caf
721,Macao,0,,1881,caf
740,Japan,4,1,1881,caf
750,India,7,1,1881,caf
751,French India,6,1,1881,caf
752,Portuguese India,7,3,1881,caf
775,Myanmar (Burma),0,1,1881,caf
780,Sri Lanka (Ceylon),7,1,1881,caf
781,Maldive Islands,7,1,1881,caf
800,Thailand (Siam),4,1,1881,caf
824,Sarawak,4,1,1881,caf
827,Straits Settlements,4,1,1881,caf
840,Philippines,2,1,1881,caf
850,Indonesia (Dutch East Indies),4,1,1881,caf
901,New South Wales,6,1,1881,caf
902,Western Australia,6,1,1881,caf
903,South Australia,6,1,1881,caf
904,Victoria,6,1,1881,caf
905,Queensland,6,1,1881,caf
906,Tasmania,6,1,1881,caf
920,New Zealand,6,1,1881,caf
930,New Caledonia,6,1,1881,caf
950,Fiji,6,1,1881,caf
960,French Polynesia,3,2,1881,caf
1029,St. Pierre and Miquelon,3,3,1881,caf
1032,Turks and Caicos Is.,1,6,1881,caf
1048,Trinidad,1,6,1881,caf
1055,Windward Is.,1,6,1881,caf
1063,Leeward Is.,1,6,1881,caf
1163,Falkland Is.,0,1,1881,caf
2003,Channel Is.,0,1,1881,caf
3504,Samos,3,5,1881,caf
4050,St. Helena,0,1,1881,caf
4060,Tristan da Cunha,6,,1881,caf
4070,Ascension I.,0,1,1881,caf
5651,Walvis Bay,6,1,1881,caf
6067,Captaincy-general of north Africa,2,2,1881,caf
8231,Labuan I.,4,,1881,caf
