id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,4,3,1903,caf
3,Alaska,4,2,1903,caf
4,Hawaii (Sandwich Is.),6,3,1903,caf
5,Virgin Islands (Danish West Indies),4,3,1903,caf
6,Puerto Rico,3,4,1903,caf
10,Greenland,7,3,1903,caf
11,Faeroe Is.,1,11,1903,caf
20,Canada (Province of Canada),4,3,1903,caf
21,Newfoundland and Labrador (Newfoundland),4,3,1903,caf
30,Bermuda,4,6,1903,caf
31,Bahamas,4,6,1903,caf
40,Cuba,3,3,1903,caf
41,Haiti,5,4,1903,caf
42,Dominican Republic (Santo Domingo),5,4,1903,caf
51,Jamaica,4,6,1903,caf
52,Trinidad and Tobago,4,6,1903,caf
53,Barbados,4,6,1903,caf
65,Guadeloupe,4,4,1903,caf
66,Martinique,5,4,1903,caf
68,Netherlands Antilles,6,4,1903,caf
70,Mexico,3,3,1903,caf
80,Belize (British Honduras),3,3,1903,caf
90,Guatemala,3,4,1903,caf
91,Honduras,3,4,1903,caf
92,El Salvador,3,4,1903,caf
93,Nicaragua,3,4,1903,caf
94,Costa Rica,4,4,1903,caf
95,Panama,1,6,1903,caf
100,Colombia (New Granada) (Gran Colombia),3,6,1903,caf
101,Venezuela,4,6,1903,caf
110,Guyana (British Guiana),4,3,1903,caf
115,Surinam (Dutch Guiana),6,4,1903,caf
120,French Guiana,4,6,1903,caf
130,Ecuador,3,6,1903,caf
135,Peru,3,6,1903,caf
140,Brazil,3,6,1903,caf
145,Bolivia,3,6,1903,caf
150,Paraguay,3,6,1903,caf
155,Chile,3,6,1903,caf
160,Argentina (La Plata),3,6,1903,caf
165,Uruguay,3,6,1903,caf
200,United Kingdom,1,1,1903,caf
210,Netherlands,6,2,1903,caf
211,Belgium,2,2,1903,caf
212,Luxemburg,2,9,1903,caf
220,France,5,1,1903,caf
225,Switzerland,0,5,1903,caf
230,Spain,3,3,1903,caf
231,Gibraltar,0,1,1903,caf
232,Andorra,3,3,1903,caf
235,Portugal,2,3,1903,caf
255,Germany (Zollverein),3,7,1903,caf
300,Austria-Hungary (Austrian Empire),0,7,1903,caf
325,Italy,0,2,1903,caf
338,Malta,0,1,1903,caf
341,Montenegro,0,7,1903,caf
342,Kingdom of Serbia,0,7,1903,caf
346,Bosnia-Herzegovina,0,7,1903,caf
350,Greece,0,1,1903,caf
351,Crete,0,6,1903,caf
352,Cyprus,0,1,1903,caf
355,Bulgaria,0,1,1903,caf
360,Romania,0,5,1903,caf
365,Russia (USSR),0,2,1903,caf
380,Sweden,7,11,1903,caf
385,Norway,7,9,1903,caf
390,Denmark,7,6,1903,caf
395,Iceland,7,11,1903,caf
402,Cape Verde,2,6,1903,caf
403,Sao Tome-Principe,2,6,1903,caf
404,Guinea-Bissau (Portuguese Guinea),1,6,1903,caf
411,Equatorial Guinea (Spanish Guinea),1,4,1903,caf
420,Gambia,1,6,1903,caf
430,French West Africa,1,4,1903,caf
437,Ivory Coast,1,3,1903,caf
450,Liberia,1,4,1903,caf
451,Sierra Leone,1,4,1903,caf
452,Ghana (Gold Coast),1,6,1903,caf
460,German Togoland,3,7,1903,caf
470,Kamerun,3,7,1903,caf
484,Congo (Brazzaville) (French Congo) (Middle Congo),5,4,1903,caf
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),2,2,1903,caf
500,Uganda,10,6,1903,caf
501,Kenya (British East Africa Protectorate),6,6,1903,caf
510,German East Africa,10,7,1903,caf
511,Zanzibar,10,6,1903,caf
521,Somaliland Republic (British Somaliland),10,5,1903,caf
522,Djibouti (Afar and Issas) (French Somaliland),10,6,1903,caf
530,Ethiopia (Abyssinia),10,7,1903,caf
531,Eritrea,10,6,1903,caf
540,Angola,2,6,1903,caf
541,Mozambique (Portuguese East Africa),2,6,1903,caf
553,Malawi (Nyasaland) (British Central Africa Protectorate),2,3,1903,caf
561,Cape Colony (Cape of Good Hope),8,6,1903,caf
562,Natal,2,6,1903,caf
563,Transvaal (South African Republic),2,9,1903,caf
565,Namibia (South West Africa) (German South West Africa),8,7,1903,caf
580,Madagascar (Malagasy Republic),10,1,1903,caf
581,Comoros,5,1,1903,caf
585,Reunion (Bourbon I.),8,6,1903,caf
590,Mauritius,8,1,1903,caf
591,Seychelles,8,1,1903,caf
600,Morocco,5,3,1903,caf
615,Algeria (Regency of Algiers),5,3,1903,caf
616,Tunisia (Regency of Tunis),0,5,1903,caf
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),10,1,1903,caf
630,Iran (Persia),0,3,1903,caf
640,Turkey (Ottoman Empire),0,3,1903,caf
651,Egypt Arab Republic (Egypt),0,3,1903,caf
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),10,1,1903,caf
681,Aden,10,3,1903,caf
698,Oman (Sultanate of Muscat and Oman),1,6,1903,caf
700,Afghanistan,0,2,1903,caf
710,People's Republic of China (China),6,3,1903,caf
713,Republic of China (Taiwan) (Formosa),6,3,1903,caf
720,Hong Kong,6,6,1903,caf
721,Macao,6,2,1903,caf
730,Korea (Chosen),6,3,1903,caf
740,Japan,6,3,1903,caf
750,India,6,6,1903,caf
751,French India,6,1,1903,caf
752,Portuguese India,2,3,1903,caf
780,Sri Lanka (Ceylon),6,6,1903,caf
781,Maldive Islands,6,6,1903,caf
800,Thailand (Siam),6,6,1903,caf
810,French Indochina,6,3,1903,caf
821,Federated Malay States,6,7,1903,caf
823,Sabah (North Borneo),6,6,1903,caf
824,Sarawak,6,6,1903,caf
827,Straits Settlements,6,6,1903,caf
835,Brunei,6,6,1903,caf
840,Philippines,6,6,1903,caf
850,Indonesia (Dutch East Indies),6,4,1903,caf
900,Australia,9,3,1903,caf
