id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,6,5,1896,fob
4,Hawaii (Sandwich Is.),0,5,1896,fob
5,Virgin Islands (Danish West Indies),1,4,1896,fob
6,Puerto Rico,7,4,1896,fob
10,Greenland,3,3,1896,fob
11,Faeroe Is.,3,2,1896,fob
20,Canada (Province of Canada),6,2,1896,fob
21,Newfoundland and Labrador (Newfoundland),6,2,1896,fob
30,Bermuda,6,5,1896,fob
31,Bahamas,6,5,1896,fob
40,Cuba,7,4,1896,fob
41,Haiti,1,4,1896,fob
42,Dominican Republic (Santo Domingo),6,4,1896,fob
51,Jamaica,6,5,1896,fob
52,Trinidad and Tobago,6,5,1896,fob
53,Barbados,6,5,1896,fob
65,Guadeloupe,6,4,1896,fob
66,Martinique,6,5,1896,fob
68,Netherlands Antilles,0,3,1896,fob
70,Mexico,6,3,1896,fob
80,Belize (British Honduras),6,3,1896,fob
90,Guatemala,6,4,1896,fob
91,Honduras,6,2,1896,fob
92,El Salvador,6,2,1896,fob
93,Nicaragua,6,2,1896,fob
94,Costa Rica,6,4,1896,fob
100,Colombia (New Granada) (Gran Colombia),1,2,1896,fob
101,Venezuela,6,2,1896,fob
110,Guyana (British Guiana),6,2,1896,fob
115,Surinam (Dutch Guiana),0,3,1896,fob
120,French Guiana,1,2,1896,fob
130,Ecuador,2,2,1896,fob
135,Peru,2,2,1896,fob
140,Brazil,2,4,1896,fob
145,Bolivia,2,2,1896,fob
150,Paraguay,2,2,1896,fob
155,Chile,2,2,1896,fob
160,Argentina (La Plata),2,4,1896,fob
165,Uruguay,2,2,1896,fob
200,United Kingdom,3,3,1896,fob
210,Netherlands,0,1,1896,fob
211,Belgium,2,1,1896,fob
212,Luxemburg,2,6,1896,fob
220,France,1,3,1896,fob
221,Monaco,7,4,1896,fob
225,Switzerland,4,8,1896,fob
230,Spain,7,1,1896,fob
231,Gibraltar,4,3,1896,fob
232,Andorra,7,4,1896,fob
235,Portugal,8,1,1896,fob
255,Germany (Zollverein),2,2,1896,fob
300,Austria-Hungary (Austrian Empire),4,2,1896,fob
325,Italy,4,8,1896,fob
338,Malta,4,3,1896,fob
341,Montenegro,2,2,1896,fob
342,Kingdom of Serbia,4,8,1896,fob
346,Bosnia-Herzegovina,4,2,1896,fob
350,Greece,4,2,1896,fob
352,Cyprus,4,5,1896,fob
355,Bulgaria,4,1,1896,fob
360,Romania,4,2,1896,fob
365,Russia (USSR),4,3,1896,fob
380,Sweden,3,3,1896,fob
385,Norway,3,3,1896,fob
390,Denmark,3,3,1896,fob
395,Iceland,3,2,1896,fob
402,Cape Verde,8,3,1896,fob
403,Sao Tome-Principe,8,5,1896,fob
404,Guinea-Bissau (Portuguese Guinea),8,3,1896,fob
420,Gambia,9,5,1896,fob
430,French West Africa,9,4,1896,fob
434,Benin (Dahomey),9,3,1896,fob
437,Ivory Coast,1,4,1896,fob
450,Liberia,9,5,1896,fob
451,Sierra Leone,9,4,1896,fob
452,Ghana (Gold Coast),9,3,1896,fob
484,Congo (Brazzaville) (French Congo) (Middle Congo),8,6,1896,fob
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),8,2,1896,fob
500,Uganda,8,6,1896,fob
510,German East Africa,10,1,1896,fob
511,Zanzibar,10,1,1896,fob
521,Somaliland Republic (British Somaliland),10,1,1896,fob
522,Djibouti (Afar and Issas) (French Somaliland),3,3,1896,fob
530,Ethiopia (Abyssinia),10,1,1896,fob
531,Eritrea,4,1,1896,fob
540,Angola,8,5,1896,fob
541,Mozambique (Portuguese East Africa),8,1,1896,fob
561,Cape Colony (Cape of Good Hope),3,3,1896,fob
562,Natal,5,3,1896,fob
563,Transvaal (South African Republic),2,2,1896,fob
580,Madagascar (Malagasy Republic),5,1,1896,fob
581,Comoros,1,4,1896,fob
585,Reunion (Bourbon I.),5,1,1896,fob
590,Mauritius,5,1,1896,fob
600,Morocco,3,3,1896,fob
615,Algeria (Regency of Algiers),1,3,1896,fob
616,Tunisia (Regency of Tunis),4,8,1896,fob
625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),10,1,1896,fob
630,Iran (Persia),4,3,1896,fob
640,Turkey (Ottoman Empire),4,3,1896,fob
651,Egypt Arab Republic (Egypt),4,3,1896,fob
670,Saudi Arabia (Emirate of Nejd) (Emirate of Diriyah),10,1,1896,fob
681,Aden,10,3,1896,fob
698,Oman (Sultanate of Muscat and Oman),3,3,1896,fob
700,Afghanistan,4,2,1896,fob
710,People's Republic of China (China),0,3,1896,fob
713,Republic of China (Taiwan) (Formosa),0,2,1896,fob
720,Hong Kong,0,3,1896,fob
721,Macao,0,3,1896,fob
730,Korea (Chosen),0,3,1896,fob
740,Japan,0,3,1896,fob
750,India,5,3,1896,fob
751,French India,5,1,1896,fob
752,Portuguese India,8,3,1896,fob
780,Sri Lanka (Ceylon),5,3,1896,fob
781,Maldive Islands,5,3,1896,fob
800,Thailand (Siam),0,3,1896,fob
810,French Indochina,1,2,1896,fob
821,Federated Malay States,0,2,1896,fob
823,Sabah (North Borneo),0,3,1896,fob
824,Sarawak,0,3,1896,fob
827,Straits Settlements,0,3,1896,fob
835,Brunei,0,3,1896,fob
840,Philippines,7,4,1896,fob
850,Indonesia (Dutch East Indies),0,3,1896,fob
901,New South Wales,5,3,1896,fob
902,Western Australia,5,3,1896,fob
903,South Australia,5,3,1896,fob
904,Victoria,5,3,1896,fob
905,Queensland,5,3,1896,fob
906,Tasmania,5,3,1896,fob
911,Papua (British New Guinea),5,3,1896,fob
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),2,3,1896,fob
920,New Zealand,5,3,1896,fob
930,New Caledonia,5,3,1896,fob
950,Fiji,5,3,1896,fob
960,French Polynesia,1,5,1896,fob
1029,St. Pierre and Miquelon,1,4,1896,fob
1032,Turks and Caicos Is.,6,5,1896,fob
1055,Windward Is.,6,5,1896,fob
1063,Leeward Is.,6,5,1896,fob
1163,Falkland Is.,3,2,1896,fob
2003,Channel Is.,3,3,1896,fob
4050,St. Helena,3,3,1896,fob
4070,Ascension I.,3,3,1896,fob
4361,Aïr,3,3,1896,fob
4781,Lagos,9,3,1896,fob
4782,Oil Rivers Protectorate,9,3,1896,fob
4783,Southern Nigeria (Niger Coast Protectorate),9,4,1896,fob
5200,Italian Somaliland,10,1,1896,fob
5801,Nossi Be,5,3,1896,fob
6067,Captaincy-general of north Africa,7,2,1896,fob
6802,Perim I.,10,1,1896,fob
8152,Annam,0,3,1896,fob
8153,Tonkin,0,3,1896,fob
9601,Society Is.,5,3,1896,fob
9900,Samoa,2,2,1896,fob
