id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,1,2,1884,fob
4,Hawaii (Sandwich Is.),1,1,1884,fob
5,Virgin Islands (Danish West Indies),5,6,1884,fob
6,Puerto Rico,4,2,1884,fob
10,Greenland,3,6,1884,fob
11,Faeroe Is.,3,4,1884,fob
20,Canada (Province of Canada),5,2,1884,fob
21,Newfoundland and Labrador (Newfoundland),5,5,1884,fob
30,Bermuda,5,6,1884,fob
31,Bahamas,1,5,1884,fob
40,Cuba,4,2,1884,fob
41,Haiti,1,3,1884,fob
42,Dominican Republic (Santo Domingo),1,1,1884,fob
51,Jamaica,5,6,1884,fob
65,Guadeloupe,5,6,1884,fob
66,Martinique,5,6,1884,fob
68,Netherlands Antilles,7,1,1884,fob
70,Mexico,1,5,1884,fob
80,Belize (British Honduras),1,5,1884,fob
90,Guatemala,1,2,1884,fob
91,Honduras,1,2,1884,fob
92,El Salvador,4,1,1884,fob
93,Nicaragua,1,5,1884,fob
94,Costa Rica,2,2,1884,fob
100,Colombia (New Granada) (Gran Colombia),5,1,1884,fob
101,Venezuela,1,1,1884,fob
110,Guyana (British Guiana),5,1,1884,fob
115,Surinam (Dutch Guiana),7,1,1884,fob
120,French Guiana,2,1,1884,fob
130,Ecuador,4,1,1884,fob
135,Peru,4,1,1884,fob
140,Brazil,4,1,1884,fob
145,Bolivia,4,1,1884,fob
150,Paraguay,4,1,1884,fob
155,Chile,4,1,1884,fob
160,Argentina (La Plata),4,1,1884,fob
165,Uruguay,4,1,1884,fob
200,United Kingdom,0,1,1884,fob
210,Netherlands,7,1,1884,fob
211,Belgium,4,1,1884,fob
212,Luxemburg,4,3,1884,fob
220,France,2,1,1884,fob
225,Switzerland,6,4,1884,fob
230,Spain,4,6,1884,fob
231,Gibraltar,6,1,1884,fob
235,Portugal,5,2,1884,fob
255,Germany (Zollverein),3,4,1884,fob
300,Austria-Hungary (Austrian Empire),3,4,1884,fob
325,Italy,6,2,1884,fob
338,Malta,6,1,1884,fob
341,Montenegro,3,4,1884,fob
342,Kingdom of Serbia,3,4,1884,fob
346,Bosnia-Herzegovina,3,4,1884,fob
350,Greece,3,1,1884,fob
352,Cyprus,6,1,1884,fob
355,Bulgaria,3,4,1884,fob
360,Romania,3,4,1884,fob
365,Russia (USSR),3,4,1884,fob
380,Sweden,3,1,1884,fob
385,Norway,3,1,1884,fob
390,Denmark,3,3,1884,fob
395,Iceland,3,4,1884,fob
402,Cape Verde,1,5,1884,fob
411,Equatorial Guinea (Spanish Guinea),0,1,1884,fob
433,Senegal,2,2,1884,fob
437,Ivory Coast,2,2,1884,fob
450,Liberia,1,5,1884,fob
451,Sierra Leone,1,3,1884,fob
452,Ghana (Gold Coast),8,1,1884,fob
484,Congo (Brazzaville) (French Congo) (Middle Congo),4,3,1884,fob
511,Zanzibar,0,3,1884,fob
530,Ethiopia (Abyssinia),0,1,1884,fob
541,Mozambique (Portuguese East Africa),0,1,1884,fob
561,Cape Colony (Cape of Good Hope),0,3,1884,fob
562,Natal,0,1,1884,fob
580,Madagascar (Malagasy Republic),0,1,1884,fob
585,Reunion (Bourbon I.),0,2,1884,fob
590,Mauritius,0,3,1884,fob
600,Morocco,0,3,1884,fob
615,Algeria (Regency of Algiers),6,1,1884,fob
616,Tunisia (Regency of Tunis),6,4,1884,fob
630,Iran (Persia),3,1,1884,fob
640,Turkey (Ottoman Empire),3,1,1884,fob
651,Egypt Arab Republic (Egypt),6,1,1884,fob
681,Aden,0,1,1884,fob
698,Oman (Sultanate of Muscat and Oman),0,1,1884,fob
710,People's Republic of China (China),7,1,1884,fob
720,Hong Kong,7,1,1884,fob
730,Korea (Chosen),7,1,1884,fob
740,Japan,7,1,1884,fob
750,India,0,1,1884,fob
751,French India,0,1,1884,fob
752,Portuguese India,0,1,1884,fob
775,Myanmar (Burma),0,1,1884,fob
780,Sri Lanka (Ceylon),0,1,1884,fob
781,Maldive Islands,0,1,1884,fob
800,Thailand (Siam),7,1,1884,fob
824,Sarawak,7,1,1884,fob
827,Straits Settlements,7,1,1884,fob
840,Philippines,4,2,1884,fob
850,Indonesia (Dutch East Indies),7,1,1884,fob
901,New South Wales,0,1,1884,fob
902,Western Australia,0,1,1884,fob
903,South Australia,0,1,1884,fob
904,Victoria,0,1,1884,fob
905,Queensland,0,1,1884,fob
906,Tasmania,0,1,1884,fob
920,New Zealand,0,1,1884,fob
930,New Caledonia,0,1,1884,fob
950,Fiji,0,1,1884,fob
960,French Polynesia,2,2,1884,fob
1029,St. Pierre and Miquelon,2,6,1884,fob
1032,Turks and Caicos Is.,5,6,1884,fob
1048,Trinidad,5,6,1884,fob
1055,Windward Is.,5,6,1884,fob
1063,Leeward Is.,5,6,1884,fob
1163,Falkland Is.,4,1,1884,fob
2003,Channel Is.,5,6,1884,fob
3504,Samos,3,1,1884,fob
3551,Eastern Rumelia,3,4,1884,fob
4050,St. Helena,0,1,1884,fob
4070,Ascension I.,0,1,1884,fob
4341,Old Dahomey,8,1,1884,fob
4792,Old Calabar (Efik),8,1,1884,fob
5651,Walvis Bay,0,1,1884,fob
5801,Nossi Be,2,2,1884,fob
5803,St. Marie de Madagascar,2,2,1884,fob
8151,Cochin China,2,2,1884,fob
8231,Labuan I.,7,1,1884,fob
10210,Labrador,5,5,1884,fob
