id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,1,2,1887,fob
4,Hawaii (Sandwich Is.),1,,1887,fob
5,Virgin Islands (Danish West Indies),1,6,1887,fob
6,Puerto Rico,4,6,1887,fob
10,Greenland,3,5,1887,fob
11,Faeroe Is.,3,5,1887,fob
20,Canada (Province of Canada),1,1,1887,fob
21,Newfoundland and Labrador (Newfoundland),1,1,1887,fob
30,Bermuda,1,1,1887,fob
31,Bahamas,1,1,1887,fob
40,Cuba,4,6,1887,fob
41,Haiti,1,7,1887,fob
42,Dominican Republic (Santo Domingo),1,1,1887,fob
51,Jamaica,1,1,1887,fob
53,Barbados,1,1,1887,fob
65,Guadeloupe,1,2,1887,fob
66,Martinique,1,2,1887,fob
68,Netherlands Antilles,6,1,1887,fob
70,Mexico,1,6,1887,fob
80,Belize (British Honduras),5,1,1887,fob
90,Guatemala,5,2,1887,fob
91,Honduras,5,2,1887,fob
92,El Salvador,1,2,1887,fob
93,Nicaragua,5,6,1887,fob
94,Costa Rica,1,2,1887,fob
100,Colombia (New Granada) (Gran Colombia),1,1,1887,fob
101,Venezuela,1,1,1887,fob
110,Guyana (British Guiana),1,1,1887,fob
115,Surinam (Dutch Guiana),6,1,1887,fob
120,French Guiana,2,1,1887,fob
130,Ecuador,5,1,1887,fob
135,Peru,5,1,1887,fob
140,Brazil,4,1,1887,fob
145,Bolivia,4,1,1887,fob
150,Paraguay,4,1,1887,fob
155,Chile,5,1,1887,fob
160,Argentina (La Plata),4,1,1887,fob
165,Uruguay,4,1,1887,fob
200,United Kingdom,0,8,1887,fob
210,Netherlands,6,8,1887,fob
211,Belgium,4,8,1887,fob
212,Luxemburg,4,7,1887,fob
220,France,2,8,1887,fob
225,Switzerland,7,5,1887,fob
230,Spain,4,2,1887,fob
231,Gibraltar,7,8,1887,fob
235,Portugal,4,3,1887,fob
255,Germany (Zollverein),7,5,1887,fob
300,Austria-Hungary (Austrian Empire),7,5,1887,fob
325,Italy,7,2,1887,fob
338,Malta,7,8,1887,fob
341,Montenegro,7,5,1887,fob
342,Kingdom of Serbia,7,5,1887,fob
346,Bosnia-Herzegovina,7,5,1887,fob
350,Greece,7,8,1887,fob
352,Cyprus,7,8,1887,fob
355,Bulgaria,7,5,1887,fob
360,Romania,7,5,1887,fob
365,Russia (USSR),7,5,1887,fob
380,Sweden,3,1,1887,fob
385,Norway,3,1,1887,fob
390,Denmark,3,5,1887,fob
395,Iceland,3,5,1887,fob
402,Cape Verde,4,1,1887,fob
403,Sao Tome-Principe,4,6,1887,fob
404,Guinea-Bissau (Portuguese Guinea),4,1,1887,fob
411,Equatorial Guinea (Spanish Guinea),0,1,1887,fob
433,Senegal,2,7,1887,fob
437,Ivory Coast,2,1,1887,fob
450,Liberia,1,6,1887,fob
451,Sierra Leone,2,7,1887,fob
452,Ghana (Gold Coast),2,6,1887,fob
490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),4,7,1887,fob
511,Zanzibar,8,7,1887,fob
530,Ethiopia (Abyssinia),8,1,1887,fob
540,Angola,4,6,1887,fob
541,Mozambique (Portuguese East Africa),4,6,1887,fob
561,Cape Colony (Cape of Good Hope),0,1,1887,fob
562,Natal,0,1,1887,fob
565,Namibia (South West Africa) (German South West Africa),0,1,1887,fob
580,Madagascar (Malagasy Republic),8,1,1887,fob
581,Comoros,2,2,1887,fob
585,Reunion (Bourbon I.),8,1,1887,fob
590,Mauritius,8,7,1887,fob
600,Morocco,7,7,1887,fob
615,Algeria (Regency of Algiers),7,1,1887,fob
616,Tunisia (Regency of Tunis),7,5,1887,fob
630,Iran (Persia),7,1,1887,fob
640,Turkey (Ottoman Empire),7,1,1887,fob
651,Egypt Arab Republic (Egypt),7,1,1887,fob
681,Aden,8,1,1887,fob
698,Oman (Sultanate of Muscat and Oman),0,1,1887,fob
710,People's Republic of China (China),6,1,1887,fob
720,Hong Kong,6,1,1887,fob
721,Macao,6,1,1887,fob
730,Korea (Chosen),6,1,1887,fob
740,Japan,6,1,1887,fob
750,India,8,1,1887,fob
751,French India,8,1,1887,fob
752,Portuguese India,4,,1887,fob
780,Sri Lanka (Ceylon),8,1,1887,fob
781,Maldive Islands,8,1,1887,fob
800,Thailand (Siam),6,1,1887,fob
810,French Indochina,2,2,1887,fob
823,Sabah (North Borneo),6,1,1887,fob
827,Straits Settlements,6,1,1887,fob
840,Philippines,4,5,1887,fob
850,Indonesia (Dutch East Indies),6,1,1887,fob
901,New South Wales,0,1,1887,fob
902,Western Australia,0,1,1887,fob
903,South Australia,0,1,1887,fob
904,Victoria,0,1,1887,fob
905,Queensland,0,1,1887,fob
906,Tasmania,0,1,1887,fob
911,Papua (British New Guinea),0,1,1887,fob
920,New Zealand,0,1,1887,fob
930,New Caledonia,0,1,1887,fob
950,Fiji,0,1,1887,fob
960,French Polynesia,2,2,1887,fob
1029,St. Pierre and Miquelon,2,2,1887,fob
1033,Cayman Is.,5,6,1887,fob
1048,Trinidad,1,1,1887,fob
