id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,0,2,1866,caf
3,Alaska,0,2,1866,caf
4,Hawaii (Sandwich Is.),0,2,1866,caf
5,Virgin Islands (Danish West Indies),0,17,1866,caf
6,Puerto Rico,0,3,1866,caf
10,Greenland,5,,1866,caf
20,Canada (Province of Canada),0,2,1866,caf
21,Newfoundland and Labrador (Newfoundland),0,1,1866,caf
30,Bermuda,0,1,1866,caf
31,Bahamas,0,3,1866,caf
40,Cuba,2,3,1866,caf
41,Haiti,0,3,1866,caf
42,Dominican Republic (Santo Domingo),4,1,1866,caf
51,Jamaica,0,1,1866,caf
54,Dominica,0,1,1866,caf
65,Guadeloupe,2,1,1866,caf
66,Martinique,0,1,1866,caf
68,Netherlands Antilles,0,5,1866,caf
70,Mexico,0,12,1866,caf
80,Belize (British Honduras),0,1,1866,caf
90,Guatemala,2,6,1866,caf
100,Colombia (New Granada) (Gran Colombia),2,6,1866,caf
101,Venezuela,0,3,1866,caf
110,Guyana (British Guiana),0,1,1866,caf
115,Surinam (Dutch Guiana),2,5,1866,caf
120,French Guiana,2,3,1866,caf
130,Ecuador,2,4,1866,caf
135,Peru,2,4,1866,caf
140,Brazil,2,3,1866,caf
145,Bolivia,2,4,1866,caf
150,Paraguay,2,,1866,caf
155,Chile,2,4,1866,caf
160,Argentina (La Plata),2,3,1866,caf
165,Uruguay,2,15,1866,caf
200,United Kingdom,0,3,1866,caf
210,Netherlands,5,5,1866,caf
211,Belgium,5,3,1866,caf
212,Luxemburg,5,3,1866,caf
220,France,2,3,1866,caf
225,Switzerland,3,3,1866,caf
230,Spain,2,1,1866,caf
231,Gibraltar,2,1,1866,caf
235,Portugal,2,5,1866,caf
239,Prussia,3,3,1866,caf
240,Hanover,5,3,1866,caf
246,Bremen,2,4,1866,caf
248,Hamburg,4,4,1866,caf
257,Oldenburg,5,5,1866,caf
276,Lübeck,4,4,1866,caf
280,Mecklenburg Schwerin,4,5,1866,caf
300,Austria-Hungary (Austrian Empire),3,1,1866,caf
325,Italy,3,1,1866,caf
338,Malta,3,1,1866,caf
350,Greece,3,1,1866,caf
360,Romania,3,3,1866,caf
365,Russia (USSR),3,3,1866,caf
380,Sweden,4,5,1866,caf
385,Norway,4,5,1866,caf
390,Denmark,4,3,1866,caf
402,Cape Verde,2,1,1866,caf
411,Equatorial Guinea (Spanish Guinea),0,1,1866,caf
420,Gambia,1,3,1866,caf
433,Senegal,1,3,1866,caf
450,Liberia,1,3,1866,caf
451,Sierra Leone,1,3,1866,caf
452,Ghana (Gold Coast),0,1,1866,caf
511,Zanzibar,1,4,1866,caf
541,Mozambique (Portuguese East Africa),1,4,1866,caf
561,Cape Colony (Cape of Good Hope),1,4,1866,caf
562,Natal,1,4,1866,caf
580,Madagascar (Malagasy Republic),1,1,1866,caf
585,Reunion (Bourbon I.),6,3,1866,caf
590,Mauritius,6,1,1866,caf
600,Morocco,2,1,1866,caf
615,Algeria (Regency of Algiers),2,1,1866,caf
616,Tunisia (Regency of Tunis),3,1,1866,caf
630,Iran (Persia),3,3,1866,caf
640,Turkey (Ottoman Empire),3,1,1866,caf
651,Egypt Arab Republic (Egypt),3,1,1866,caf
681,Aden,7,1,1866,caf
698,Oman (Sultanate of Muscat and Oman),6,1,1866,caf
710,People's Republic of China (China),6,3,1866,caf
720,Hong Kong,6,1,1866,caf
721,Macao,0,,1866,caf
740,Japan,0,1,1866,caf
750,India,6,1,1866,caf
751,French India,6,1,1866,caf
775,Myanmar (Burma),0,1,1866,caf
780,Sri Lanka (Ceylon),6,1,1866,caf
781,Maldive Islands,6,1,1866,caf
800,Thailand (Siam),6,1,1866,caf
840,Philippines,6,1,1866,caf
850,Indonesia (Dutch East Indies),5,5,1866,caf
901,New South Wales,6,1,1866,caf
902,Western Australia,6,1,1866,caf
903,South Australia,6,1,1866,caf
904,Victoria,6,1,1866,caf
905,Queensland,6,1,1866,caf
906,Tasmania,6,1,1866,caf
920,New Zealand,6,1,1866,caf
1019,Rupert's Land,0,1,1866,caf
1022,Nova Scotia,0,1,1866,caf
1023,New Brunswick,0,4,1866,caf
1024,Prince Edward Is.,0,1,1866,caf
1027,British Columbia,0,1,1866,caf
1028,Vancouver,0,1,1866,caf
1029,St. Pierre and Miquelon,2,3,1866,caf
1032,Turks and Caicos Is.,0,1,1866,caf
1048,Trinidad,0,1,1866,caf
1055,Windward Is.,0,1,1866,caf
1063,Leeward Is.,0,1,1866,caf
1064,St. Barthelemy,0,1,1866,caf
1163,Falkland Is.,0,4,1866,caf
2003,Channel Is.,0,1,1866,caf
2247,Schleswig,4,1,1866,caf
2248,Holstein,4,1,1866,caf
2249,Heligoland,4,1,1866,caf
4050,St. Helena,1,4,1866,caf
4070,Ascension I.,0,4,1866,caf
4348,Porto Novo,1,4,1866,caf
4781,Lagos,1,4,1866,caf
6067,Captaincy-general of north Africa,2,3,1866,caf
7010,Kokand,3,3,1866,caf
7020,Bokhara,3,3,1866,caf
7030,Khiva,3,3,1866,caf
7506,Hyderabad,7,,1866,caf
8231,Labuan I.,0,1,1866,caf
9820,Mariana Is.,0,1,1866,caf
9900,Samoa,4,,1866,caf
9974,Crozet Is.,1,4,1866,caf
