id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,4,5,1841,fob
5,Virgin Islands (Danish West Indies),4,4,1841,fob
6,Puerto Rico,4,2,1841,fob
7,Texas,4,2,1841,fob
10,Greenland,3,7,1841,fob
30,Bermuda,2,4,1841,fob
31,Bahamas,4,4,1841,fob
40,Cuba,4,2,1841,fob
41,Haiti,3,1,1841,fob
51,Jamaica,4,5,1841,fob
54,Dominica,2,4,1841,fob
65,Guadeloupe,0,4,1841,fob
66,Martinique,0,4,1841,fob
68,Netherlands Antilles,3,4,1841,fob
70,Mexico,3,2,1841,fob
80,Belize (British Honduras),4,5,1841,fob
89,United States of Central America,4,5,1841,fob
90,Guatemala,0,2,1841,fob
100,Colombia (New Granada) (Gran Colombia),3,1,1841,fob
101,Venezuela,3,5,1841,fob
110,Guyana (British Guiana),4,5,1841,fob
120,French Guiana,0,2,1841,fob
130,Ecuador,2,4,1841,fob
135,Peru,0,2,1841,fob
140,Brazil,3,6,1841,fob
155,Chile,3,2,1841,fob
160,Argentina (La Plata),2,4,1841,fob
165,Uruguay,0,4,1841,fob
200,United Kingdom,2,2,1841,fob
210,Netherlands,3,7,1841,fob
211,Belgium,0,2,1841,fob
212,Luxemburg,0,2,1841,fob
220,France,0,2,1841,fob
225,Switzerland,0,2,1841,fob
230,Spain,0,2,1841,fob
231,Gibraltar,1,7,1841,fob
235,Portugal,3,1,1841,fob
239,Prussia,3,7,1841,fob
240,Hanover,3,7,1841,fob
246,Bremen,3,7,1841,fob
248,Hamburg,3,7,1841,fob
257,Oldenburg,2,2,1841,fob
276,Lübeck,3,7,1841,fob
280,Mecklenburg Schwerin,3,7,1841,fob
300,Austria-Hungary (Austrian Empire),1,2,1841,fob
324,Kingdom of Sardinia,1,4,1841,fob
327,Papal States,1,4,1841,fob
329,Two Sicilies,1,4,1841,fob
337,Tuscany,1,2,1841,fob
338,Malta,1,2,1841,fob
350,Greece,1,2,1841,fob
365,Russia (USSR),6,1,1841,fob
380,Sweden,3,7,1841,fob
385,Norway,3,2,1841,fob
390,Denmark,3,7,1841,fob
402,Cape Verde,4,4,1841,fob
433,Senegal,0,,1841,fob
451,Sierra Leone,2,4,1841,fob
541,Mozambique (Portuguese East Africa),7,1,1841,fob
561,Cape Colony (Cape of Good Hope),7,1,1841,fob
562,Natal,7,1,1841,fob
580,Madagascar (Malagasy Republic),5,4,1841,fob
585,Reunion (Bourbon I.),0,1,1841,fob
590,Mauritius,5,1,1841,fob
600,Morocco,2,5,1841,fob
615,Algeria (Regency of Algiers),1,2,1841,fob
616,Tunisia (Regency of Tunis),1,2,1841,fob
630,Iran (Persia),1,2,1841,fob
640,Turkey (Ottoman Empire),1,7,1841,fob
651,Egypt Arab Republic (Egypt),1,2,1841,fob
681,Aden,5,1,1841,fob
710,People's Republic of China (China),5,2,1841,fob
750,India,5,2,1841,fob
751,French India,5,,1841,fob
775,Myanmar (Burma),5,1,1841,fob
780,Sri Lanka (Ceylon),5,1,1841,fob
781,Maldive Islands,5,,1841,fob
800,Thailand (Siam),5,1,1841,fob
840,Philippines,2,4,1841,fob
850,Indonesia (Dutch East Indies),3,5,1841,fob
901,New South Wales,7,1,1841,fob
902,Western Australia,2,1,1841,fob
903,South Australia,2,1,1841,fob
906,Tasmania,7,1,1841,fob
920,New Zealand,2,4,1841,fob
1025,Quebec (Lower Canada),0,2,1841,fob
1029,St. Pierre and Miquelon,0,,1841,fob
1055,Windward Is.,2,4,1841,fob
1063,Leeward Is.,2,4,1841,fob
1064,St. Barthelemy,4,,1841,fob
1163,Falkland Is.,2,4,1841,fob
2003,Channel Is.,2,4,1841,fob
2249,Heligoland,2,2,1841,fob
2901,Congress Poland,6,1,1841,fob
3349,Ionian Is.,2,2,1841,fob
4050,St. Helena,7,1,1841,fob
4070,Ascension I.,2,4,1841,fob
7010,Kokand,6,1,1841,fob
7020,Bokhara,6,1,1841,fob
7030,Khiva,6,1,1841,fob
9974,Crozet Is.,7,1,1841,fob
