id,label,blockLouvain,blockIntraMax,year,cafFob
2,United States of America,2,6,1892,caf
4,Hawaii (Sandwich Is.),2,3,1892,caf
5,Virgin Islands (Danish West Indies),1,2,1892,caf
6,Puerto Rico,4,3,1892,caf
10,Greenland,1,1,1892,caf
11,Faeroe Is.,1,4,1892,caf
20,Canada (Province of Canada),4,3,1892,caf
21,Newfoundland and Labrador (Newfoundland),4,3,1892,caf
30,Bermuda,4,6,1892,caf
31,Bahamas,4,3,1892,caf
40,Cuba,2,3,1892,caf
41,Haiti,5,1,1892,caf
42,Dominican Republic (Santo Domingo),2,1,1892,caf
51,Jamaica,4,3,1892,caf
52,Trinidad and Tobago,4,3,1892,caf
53,Barbados,4,3,1892,caf
65,Guadeloupe,5,3,1892,caf
66,Martinique,4,3,1892,caf
68,Netherlands Antilles,4,1,1892,caf
70,Mexico,2,1,1892,caf
80,Belize (British Honduras),2,1,1892,caf
90,Guatemala,2,2,1892,caf
91,Honduras,2,4,1892,caf
92,El Salvador,2,4,1892,caf
93,Nicaragua,2,4,1892,caf
94,Costa Rica,2,2,1892,caf
100,Colombia (New Granada) (Gran Colombia),2,1,1892,caf
101,Venezuela,4,1,1892,caf
110,Guyana (British Guiana),4,1,1892,caf
115,Surinam (Dutch Guiana),4,1,1892,caf
120,French Guiana,4,1,1892,caf
130,Ecuador,2,1,1892,caf
135,Peru,2,1,1892,caf
140,Brazil,2,1,1892,caf
145,Bolivia,2,1,1892,caf
150,Paraguay,2,1,1892,caf
155,Chile,2,1,1892,caf
160,Argentina (La Plata),2,1,1892,caf
165,Uruguay,2,1,1892,caf
200,United Kingdom,0,1,1892,caf
210,Netherlands,3,8,1892,caf
211,Belgium,2,8,1892,caf
212,Luxemburg,2,5,1892,caf
220,France,5,4,1892,caf
225,Switzerland,6,8,1892,caf
230,Spain,2,1,1892,caf
231,Gibraltar,2,4,1892,caf
232,Andorra,2,2,1892,caf
235,Portugal,7,1,1892,caf
255,Germany (Zollverein),2,4,1892,caf
