"key";"source";"source_nom";"target";"target_nom";"distance_km";"premiere_annee";"derniere_annee";"n_annees";"conttype"
"3353-6402";"6402";"Western Anatolia";"3353";"Dodecanese Is. (Aegean Is.)";734,683509407864;1918;1923;6;NA
"8151-8225";"8225";"Trengganu";"8151";"Cochin China";735,194821785642;1909;1910;2;NA
"835-8401";"8401";"Sulu Sultanate";"835";"Brunei";736,686685077745;1903;1915;12;NA
"1023-1029";"1029";"St. Pierre and Miquelon";"1023";"New Brunswick";740,254668482521;1838;1867;27;NA
"1023-1025";"1025";"Quebec (Lower Canada)";"1023";"New Brunswick";741,783973819803;1838;1838;1;NA
"730-7352";"7352";"Vladivostok";"730";"Korea (Chosen)";743,33234191737;1919;1922;4;NA
"4341-4792";"4792";"Old Calabar (Efik)";"4341";"Old Dahomey";743,393083217055;1884;1884;1;NA
"470-4781";"4781";"Lagos";"470";"Kamerun";746,73789687371;1902;1906;5;NA
"470-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"470";"Kamerun";746,73789687371;1902;1913;12;NA
"8151-8223";"8223";"Kelantan";"8151";"Cochin China";749,036398901661;1910;1910;1;NA
"470-4784";"4784";"Northern Nigeria (British Nigeria)";"470";"Kamerun";751,079936430458;1902;1913;9;NA
"2901-360";"2901";"Congress Poland";"360";"Romania";751,853109283337;1917;1917;1;NA
"248-2901";"2901";"Congress Poland";"248";"Hamburg";753,464617025212;1833;1854;20;NA
"240-2903";"2903";"Cracow (Free City of Cracow)";"240";"Hanover";755,497913233468;1833;1843;3;NA
"5803-585";"5803";"St. Marie de Madagascar";"585";"Reunion (Bourbon I.)";755,839508686242;1884;1892;5;NA
"1073-42";"1073";"Sint Maarten";"42";"Dominican Republic (Santo Domingo)";758,076126314127;2010;2025;16;NA
"850-8510";"8510";"Lombok";"850";"Indonesia (Dutch East Indies)";761,348661582142;1852;1852;1;NA
"276-2903";"2903";"Cracow (Free City of Cracow)";"276";"Lübeck";762,163202313379;1834;1843;2;NA
"245-2901";"2901";"Congress Poland";"245";"Bavaria";764,223907855422;1847;1847;1;NA
"411-5403";"5403";"Cabinda (Portuguese Congo)";"411";"Equatorial Guinea (Spanish Guinea)";764,567794736945;1912;1938;24;NA
"240-2901";"2901";"Congress Poland";"240";"Hanover";767,067708576061;1833;1854;20;NA
"750-7506";"7506";"Hyderabad";"750";"India";768,180341347964;1867;1904;3;NA
"200-2556";"2556";"Rhineland";"200";"United Kingdom";769,195078990465;1920;1920;1;NA
"403-4781";"4781";"Lagos";"403";"Sao Tome-Principe";769,73423906056;1886;1906;21;NA
"403-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"403";"Sao Tome-Principe";769,73423906056;1893;1913;21;NA
"315-3363";"3363";"Memel";"315";"Czechoslovakia";771,386882984489;1920;1920;1;NA
"255-2901";"2901";"Congress Poland";"255";"Germany (Zollverein)";772,961508688016;1917;1917;1;NA
"2901-3361";"3361";"Moldavia";"2901";"Congress Poland";773,076744632111;1834;1853;6;NA
"1044-31";"1044";"Navassa I.";"31";"Bahamas";774,743784706598;1916;1917;2;NA
"1049-1064";"1064";"St. Barthelemy";"1049";"Tobago";775,936511621483;1833;1833;1;NA
"6402-665";"6402";"Western Anatolia";"665";"Palestine";779,564708810251;1918;1923;6;NA
"3349-342";"3349";"Ionian Is.";"342";"Kingdom of Serbia";780,694013279094;1850;1857;2;NA
"9321-955";"9321";"Wallis and Futuna Is.";"955";"Tonga (Haʻapai)";782,456474322891;1914;1933;19;NA
"101-1049";"1049";"Tobago";"101";"Venezuela";783,48451196345;1833;1833;1;NA
"1064-42";"1064";"St. Barthelemy";"42";"Dominican Republic (Santo Domingo)";784,654832701358;1850;1878;24;NA
"850-8501";"8501";"Bali";"850";"Indonesia (Dutch East Indies)";785,167383418529;1838;1840;3;NA
"248-2903";"2903";"Cracow (Free City of Cracow)";"248";"Hamburg";785,559639147294;1833;1843;3;NA
"2248-2901";"2901";"Congress Poland";"2248";"Holstein";785,873704023633;1844;1854;9;NA
"7504-775";"7504";"Tranquebar";"775";"Myanmar (Burma)";792,823405493117;1833;1840;8;NA
"212-3343";"3343";"Fiume";"212";"Luxemburg";794,889322561795;1919;1924;5;NA
"1032-40";"1032";"Turks and Caicos Is.";"40";"Cuba";795,652932681506;1856;1938;75;NA
"2003-247";"2003";"Channel Is.";"247";"Frankfurt";796,047802548677;1846;1850;5;NA
"9321-991";"9321";"Wallis and Futuna Is.";"991";"American Samoa";798,407366158767;1914;1933;19;NA
"1048-1058";"1058";"Barbuda";"1048";"Trinidad";801,50453665254;1856;1859;4;NA
"721-8153";"8153";"Tonkin";"721";"Macao";807,001222060099;1892;1900;9;NA
"8151-8222";"8222";"Kedah";"8151";"Cochin China";808,287716383034;1910;1910;1;NA
"2248-300";"2248";"Holstein";"300";"Austria-Hungary (Austrian Empire)";810,698032663048;1844;1867;15;NA
"3353-339";"3353";"Dodecanese Is. (Aegean Is.)";"339";"Albania";810,953893775117;1915;1938;24;NA
"290-3343";"3343";"Fiume";"290";"Poland";814,139810580584;1919;1924;5;NA
"403-4347";"4347";"Cotonou";"403";"Sao Tome-Principe";818,2316582709;1885;1892;5;NA
"1025-21";"1025";"Quebec (Lower Canada)";"21";"Newfoundland and Labrador (Newfoundland)";819,797688284768;1836;1836;1;NA
"5201-521";"5201";"Italian East Africa";"521";"Somaliland Republic (British Somaliland)";821,554202432801;1936;1938;3;NA
"2003-232";"2003";"Channel Is.";"232";"Andorra";822,123772714025;1889;1938;49;NA
"2249-225";"2249";"Heligoland";"225";"Switzerland";822,340114856099;1841;1889;42;NA
"2248-380";"2248";"Holstein";"380";"Sweden";823,930571810839;1844;1867;15;NA
"3343-360";"3343";"Fiume";"360";"Romania";824,748360756824;1919;1924;5;NA
"1087-94";"1087";"Swan Is.";"94";"Costa Rica";824,982391301891;1930;1930;1;NA
"2248-225";"2248";"Holstein";"225";"Switzerland";826,442268174633;1844;1867;15;NA
"2901-342";"2901";"Congress Poland";"342";"Kingdom of Serbia";827,271662359439;1850;1917;2;NA
"620-6203";"6203";"Tripolitania (Regency of Tripoli)";"620";"Libya";829,175782051924;1934;1934;1;NA
"2901-390";"2901";"Congress Poland";"390";"Denmark";830,795247246073;1833;1917;21;NA
"372-6402";"6402";"Western Anatolia";"372";"Georgia";831,257833803104;1919;1919;1;NA
"246-2901";"2901";"Congress Poland";"246";"Bremen";833,911753098548;1833;1854;20;NA
"2003-225";"2003";"Channel Is.";"225";"Switzerland";838,368190507652;1836;1938;99;NA
"403-4345";"4345";"Ouidah";"403";"Sao Tome-Principe";839,811930871956;1886;1886;1;NA
"2247-2901";"2901";"Congress Poland";"2247";"Schleswig";840,072187698724;1845;1854;7;NA
"5803-581";"5803";"St. Marie de Madagascar";"581";"Comoros";841,416650382423;1889;1892;3;NA
"521-6800";"6800";"Socotra I.";"521";"Somaliland Republic (British Somaliland)";841,759847261483;1930;1938;8;NA
"2003-257";"2003";"Channel Is.";"257";"Oldenburg";842,518580709428;1841;1867;27;NA
"6401-645";"6401";"Cilicia";"645";"Iraq (Mesopotamia)";844,053494406939;1919;1921;3;NA
"246-2903";"2903";"Cracow (Free City of Cracow)";"246";"Bremen";845,677325637612;1833;1843;3;NA
"403-4344";"4344";"Grand Popo";"403";"Sao Tome-Principe";849,435625655474;1885;1885;1;NA
"5519-571";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"571";"Botswana (Bechuanaland)";852,321029959861;1910;1910;1;NA
"5109-553";"5109";"Mafia I.";"553";"Malawi (Nyasaland) (British Central Africa Protectorate)";853,969335255746;1915;1919;3;NA
"341-3504";"3504";"Samos";"341";"Montenegro";854,073643300569;1879;1913;31;NA
"7531-7588";"7588";"Baluchistan (Kalat)";"7531";"Kathiawar";859,451002007353;1926;1937;4;NA
"6800-6811";"6811";"West Aden Protectorate";"6800";"Socotra I.";863,922153464443;1937;1938;2;NA
"511-5814";"5814";"Moheli";"511";"Zanzibar";864,528312035806;1902;1903;2;NA
"3271-338";"3271";"Ancona";"338";"Malta";864,955633831482;1838;1839;2;NA
"371-6402";"6402";"Western Anatolia";"371";"Armenia";865,618589462029;1919;1919;1;NA
"2556-290";"2556";"Rhineland";"290";"Poland";868,192480670358;1920;1920;1;NA
"2249-380";"2249";"Heligoland";"380";"Sweden";868,437395221518;1841;1889;42;NA
"257-2901";"2901";"Congress Poland";"257";"Oldenburg";868,619123810031;1839;1854;13;NA
"1033-93";"1033";"Cayman Is.";"93";"Nicaragua";868,637721197365;1887;1938;29;NA
"5519-553";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"553";"Malawi (Nyasaland) (British Central Africa Protectorate)";869,111332026613;1910;1910;1;NA
"7105-7111";"7111";"Manchuria";"7105";"Weihaiwei";869,29722746992;1910;1926;2;NA
"8231-850";"8231";"Labuan I.";"850";"Indonesia (Dutch East Indies)";869,443820222516;1860;1889;24;NA
"403-5403";"5403";"Cabinda (Portuguese Congo)";"403";"Sao Tome-Principe";870,815135387401;1912;1938;24;NA
"811-8223";"8223";"Kelantan";"811";"Cambodia (Kampuchea)";871,821731976223;1910;1910;1;NA
"437-4383";"4383";"Loos Is.";"437";"Ivory Coast";872,955014558702;1897;1904;8;NA
"811-8222";"8222";"Kedah";"811";"Cambodia (Kampuchea)";873,0957928344;1910;1910;1;NA
"2003-246";"2003";"Channel Is.";"246";"Bremen";873,618407311477;1836;1867;28;NA
"561-5614";"5614";"British Kaffraria";"561";"Cape Colony (Cape of Good Hope)";877,97132303054;1861;1866;6;NA
"257-2903";"2903";"Cracow (Free City of Cracow)";"257";"Oldenburg";878,892028618738;1843;1843;1;NA
"800-8222";"8222";"Kedah";"800";"Thailand (Siam)";879,044212536134;1910;1910;1;NA
"2003-2249";"2249";"Heligoland";"2003";"Channel Is.";879,62614777871;1841;1889;42;NA
"5803-590";"5803";"St. Marie de Madagascar";"590";"Mauritius";882,008004730124;1884;1892;5;NA
"3353-665";"3353";"Dodecanese Is. (Aegean Is.)";"665";"Palestine";883,132298475433;1918;1938;21;NA
"541-5518";"5518";"Northeastern Rhodesia";"541";"Mozambique (Portuguese East Africa)";884,284234421409;1906;1910;4;NA
"4344-437";"4344";"Grand Popo";"437";"Ivory Coast";886,046178415884;1885;1885;1;NA
"4341-437";"4341";"Old Dahomey";"437";"Ivory Coast";886,060063132133;1884;1894;10;NA
"329-6203";"6203";"Tripolitania (Regency of Tripoli)";"329";"Two Sicilies";888,207328227514;1833;1835;3;NA
"811-8225";"8225";"Trengganu";"811";"Cambodia (Kampuchea)";890,320422151683;1909;1910;2;NA
"9201-9321";"9321";"Wallis and Futuna Is.";"9201";"Tokelau Is.";891,240846553134;1914;1914;1;NA
"247-2901";"2901";"Congress Poland";"247";"Frankfurt";891,492371859121;1846;1850;5;NA
"10210-1029";"10210";"Labrador";"1029";"St. Pierre and Miquelon";892,021055259933;1876;1900;11;NA
"721-8152";"8152";"Annam";"721";"Macao";892,942122034496;1892;1900;9;NA
"7010-7030";"7030";"Khiva";"7010";"Kokand";893,826277550449;1833;1867;32;NA
"2003-255";"2003";"Channel Is.";"255";"Germany (Zollverein)";895,804003863095;1867;1938;72;NA
"1058-42";"1058";"Barbuda";"42";"Dominican Republic (Santo Domingo)";896,396030884452;1856;1859;4;NA
"2003-324";"2003";"Channel Is.";"324";"Kingdom of Sardinia";898,056960157686;1836;1860;21;NA
"1044-6";"1044";"Navassa I.";"6";"Puerto Rico";899,634314125848;1916;1917;2;NA
"2249-2901";"2901";"Congress Poland";"2249";"Heligoland";900,51124133911;1841;1854;12;NA
"220-2249";"2249";"Heligoland";"220";"France";900,525918430485;1841;1889;42;NA
"511-5813";"5813";"Anjouan";"511";"Zanzibar";900,69487747761;1863;1903;4;NA
"355-6402";"6402";"Western Anatolia";"355";"Bulgaria";901,289867270591;1918;1923;6;NA
"436-4784";"4784";"Northern Nigeria (British Nigeria)";"436";"Niger";903,298036652499;1907;1907;1;NA
"255-3363";"3363";"Memel";"255";"Germany (Zollverein)";905,218514388591;1920;1920;1;NA
"9004-930";"9004";"Norfolk I.";"930";"New Caledonia";906,547332794823;1901;1938;38;NA
"1049-5";"1049";"Tobago";"5";"Virgin Islands (Danish West Indies)";906,929657275533;1833;1833;1;NA
"2003-240";"2003";"Channel Is.";"240";"Hanover";908,388092080068;1836;1866;27;NA
"580-5813";"5813";"Anjouan";"580";"Madagascar (Malagasy Republic)";909,246615025633;1863;1903;6;NA
"7501-800";"7501";"Andaman Is.";"800";"Thailand (Siam)";909,329822275507;1857;1860;3;NA
"6800-681";"6800";"Socotra I.";"681";"Aden";909,338394503482;1930;1938;8;NA
"4345-437";"4345";"Ouidah";"437";"Ivory Coast";911,054301425287;1886;1886;1;NA
"2247-300";"2247";"Schleswig";"300";"Austria-Hungary (Austrian Empire)";916,156312677957;1845;1867;13;NA
"2003-223";"2003";"Channel Is.";"223";"Liechtenstein";916,573816669641;1922;1938;17;NA
"411-4783";"4783";"Southern Nigeria (Niger Coast Protectorate)";"411";"Equatorial Guinea (Spanish Guinea)";916,785997777068;1899;1913;11;NA
"5201-678";"5201";"Italian East Africa";"678";"Yemen Arab Republic (North Yemen) (Kingdom of Yemen)";918,7888038723;1936;1938;3;NA
"2556-291";"2556";"Rhineland";"291";"Danzig (Free City of Danzig)";920,059356623003;1920;1920;1;NA
"403-4341";"4341";"Old Dahomey";"403";"Sao Tome-Principe";920,221560837981;1885;1894;9;NA
"580-5814";"5814";"Moheli";"580";"Madagascar (Malagasy Republic)";923,747838828821;1902;1903;2;NA
"5201-6811";"6811";"West Aden Protectorate";"5201";"Italian East Africa";924,148729722879;1937;1938;2;NA
"2903-335";"2903";"Cracow (Free City of Cracow)";"335";"Parma";929,584774476655;1833;1834;2;NA
"3343-355";"3343";"Fiume";"355";"Bulgaria";930,175705548068;1919;1924;5;NA
"3504-360";"3504";"Samos";"360";"Romania";930,799222158287;1879;1913;31;NA
"371-6401";"6401";"Cilicia";"371";"Armenia";933,503155511268;1919;1919;1;NA
"2247-225";"2247";"Schleswig";"225";"Switzerland";934,234234542407;1845;1867;13;NA
"8151-8218";"8218";"Manjung (Dindings)";"8151";"Cochin China";935,68171588242;1910;1910;1;NA
"211-3343";"3343";"Fiume";"211";"Belgium";935,940661986602;1919;1924;5;NA
"2903-390";"2903";"Cracow (Free City of Cracow)";"390";"Denmark";936,160821203569;1833;1843;3;NA
"225-2903";"2903";"Cracow (Free City of Cracow)";"225";"Switzerland";936,499739377403;1833;1843;3;NA
"1032-1033";"1033";"Cayman Is.";"1032";"Turks and Caicos Is.";940,997924240052;1906;1938;28;NA
"2249-2903";"2903";"Cracow (Free City of Cracow)";"2249";"Heligoland";941,110800371823;1843;1843;1;NA
"300-3551";"3551";"Eastern Rumelia";"300";"Austria-Hungary (Austrian Empire)";941,559146484815;1882;1884;3;NA
"372-6401";"6401";"Cilicia";"372";"Georgia";944,455466398224;1919;1919;1;NA
"2901-3362";"3362";"Wallachia";"2901";"Congress Poland";946,046417581696;1837;1850;4;NA
"4347-437";"4347";"Cotonou";"437";"Ivory Coast";947,154685390839;1885;1892;5;NA
"342-3504";"3504";"Samos";"342";"Kingdom of Serbia";948,961492867937;1879;1913;31;NA
"232-6067";"6067";"Captaincy-general of north Africa";"232";"Andorra";949,800721988057;1889;1913;25;NA
"232-2556";"2556";"Rhineland";"232";"Andorra";950,22155195942;1920;1920;1;NA
"1081-51";"1081";"Mosquito Coast";"51";"Jamaica";951,950062008232;1865;1867;2;NA
"450-4535";"4535";"Dutch Posts (Gold Coast)";"450";"Liberia";954,383021198462;1869;1869;1;NA
"7104-7352";"7352";"Vladivostok";"7104";"Kwangtung Territory";955,7128635218;1919;1922;4;NA
"8401-850";"8401";"Sulu Sultanate";"850";"Indonesia (Dutch East Indies)";956,436829428383;1838;1915;16;NA
"2003-244";"2003";"Channel Is.";"244";"Brunswick";956,671627433335;1847;1867;2;NA
"8151-821";"8151";"Cochin China";"821";"Federated Malay States";960,465872885553;1897;1938;41;NA
"2556-310";"2556";"Rhineland";"310";"Hungary";963,190367684688;1920;1920;1;NA
"220-2248";"2248";"Holstein";"220";"France";963,216482410905;1844;1867;15;NA
"2556-325";"2556";"Rhineland";"325";"Italy";967,297285886135;1920;1920;1;NA
"2003-248";"2003";"Channel Is.";"248";"Hamburg";969,311797445174;1836;1867;28;NA
"7352-740";"7352";"Vladivostok";"740";"Japan";970,521847310802;1919;1922;4;NA
"1032-68";"1032";"Turks and Caicos Is.";"68";"Netherlands Antilles";971,804109042248;1856;1938;75;NA
"824-8401";"8401";"Sulu Sultanate";"824";"Sarawak";972,184018399002;1903;1915;12;NA
"220-3343";"3343";"Fiume";"220";"France";975,243461288207;1919;1924;5;NA
"2003-221";"2003";"Channel Is.";"221";"Monaco";979,057864920116;1893;1936;25;NA
"2003-2248";"2248";"Holstein";"2003";"Channel Is.";979,070083755094;1844;1867;15;NA
"3349-360";"3349";"Ionian Is.";"360";"Romania";979,494626533591;1859;1864;6;NA
"800-8223";"8223";"Kelantan";"800";"Thailand (Siam)";980,196344586369;1910;1910;1;NA
"310-3363";"3363";"Memel";"310";"Hungary";981,037223839403;1920;1920;1;NA
"339-6202";"6202";"Cyrenaica";"339";"Albania";981,18505300605;1927;1930;3;NA
"6402-645";"6402";"Western Anatolia";"645";"Iraq (Mesopotamia)";981,67147156941;1918;1923;6;NA
"5011-5200";"5200";"Italian Somaliland";"5011";"Kenya Protectorate";981,78452148238;1928;1928;1;NA
"5200-530";"5200";"Italian Somaliland";"530";"Ethiopia (Abyssinia)";984,198245178277;1893;1936;42;NA
"3353-341";"3353";"Dodecanese Is. (Aegean Is.)";"341";"Montenegro";986,523171654882;1915;1917;3;NA
"305-3363";"3363";"Memel";"305";"Austria";987,644327219718;1920;1920;1;NA
"540-5403";"5403";"Cabinda (Portuguese Congo)";"540";"Angola";988,532016894707;1912;1938;24;NA
"212-2903";"2903";"Cracow (Free City of Cracow)";"212";"Luxemburg";988,826254952046;1843;1843;1;NA
"411-4348";"4348";"Porto Novo";"411";"Equatorial Guinea (Spanish Guinea)";989,729730027181;1863;1866;3;NA
"239-3271";"3271";"Ancona";"239";"Prussia";991,392935270257;1838;1839;2;NA
"2003-245";"2003";"Channel Is.";"245";"Bavaria";997,390436739142;1847;1871;6;NA
"540-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"540";"Angola";999,189714002079;1910;1910;1;NA
"1049-6";"1049";"Tobago";"6";"Puerto Rico";1000,44434987574;1833;1833;1;NA
"411-4347";"4347";"Cotonou";"411";"Equatorial Guinea (Spanish Guinea)";1001,16698095532;1885;1889;3;NA
"500-5011";"5011";"Kenya Protectorate";"500";"Uganda";1003,26352286606;1928;1928;1;NA
"327-6203";"6203";"Tripolitania (Regency of Tripoli)";"327";"Papal States";1004,38748888472;1833;1835;3;NA
"9453-9462";"9462";"Malden I.";"9453";"Fanning I.";1006,07107309003;1904;1911;8;NA
"325-3551";"3551";"Eastern Rumelia";"325";"Italy";1008,0737831643;1882;1884;3;NA
"2903-337";"2903";"Cracow (Free City of Cracow)";"337";"Tuscany";1009,48875174945;1833;1843;3;NA
"4792-484";"4792";"Old Calabar (Efik)";"484";"Congo (Brazzaville) (French Congo) (Middle Congo)";1010,00146802909;1884;1884;1;NA
"3551-640";"3551";"Eastern Rumelia";"640";"Turkey (Ottoman Empire)";1012,70837856301;1882;1884;3;NA
"2003-2247";"2247";"Schleswig";"2003";"Channel Is.";1013,39356536642;1845;1867;13;NA
"240-3271";"3271";"Ancona";"240";"Hanover";1014,35679021005;1838;1839;2;NA
"346-3504";"3504";"Samos";"346";"Bosnia-Herzegovina";1017,17406790736;1879;1908;26;NA
"411-4784";"4784";"Northern Nigeria (British Nigeria)";"411";"Equatorial Guinea (Spanish Guinea)";1017,47683743203;1902;1913;7;NA
"2248-324";"2248";"Holstein";"324";"Kingdom of Sardinia";1020,6900512257;1844;1856;13;NA
"9253-9321";"9321";"Wallis and Futuna Is.";"9253";"Niue I.";1020,77308016339;1930;1930;1;NA
"6800-698";"6800";"Socotra I.";"698";"Oman (Sultanate of Muscat and Oman)";1020,90058295931;1930;1938;8;NA
"752-8151";"8151";"Cochin China";"752";"Portuguese India";1021,37303456473;1863;1938;55;NA
"1022-1025";"1025";"Quebec (Lower Canada)";"1022";"Nova Scotia";1022,13680480587;1837;1837;1;NA
"501-5814";"5814";"Moheli";"501";"Kenya (British East Africa Protectorate)";1023,35541999819;1902;1903;2;NA
"775-8153";"8153";"Tonkin";"775";"Myanmar (Burma)";1024,78246700059;1885;1886;2;NA
"2003-276";"2003";"Channel Is.";"276";"Lübeck";1024,94870393891;1836;1867;28;NA
"3353-652";"3353";"Dodecanese Is. (Aegean Is.)";"652";"Syria";1026,91644355926;1918;1938;21;NA
"211-3271";"3271";"Ancona";"211";"Belgium";1028,38316863776;1838;1839;2;NA
"1087-96";"1087";"Swan Is.";"96";"Panama Canal Zone";1029,10644593539;1930;1930;1;NA
"1019-20";"1019";"Rupert's Land";"20";"Canada (Province of Canada)";1029,47432996764;1849;1869;21;NA
"2003-230";"2003";"Channel Is.";"230";"Spain";1031,45000881635;1836;1938;99;NA
"8221-824";"8221";"Johore";"824";"Sarawak";1031,78418353615;1899;1923;25;NA
"411-4345";"4345";"Ouidah";"411";"Equatorial Guinea (Spanish Guinea)";1032,48231989906;1886;1886;1;NA
"1044-68";"1044";"Navassa I.";"68";"Netherlands Antilles";1032,67244274625;1916;1917;2;NA
"1073-41";"1073";"Sint Maarten";"41";"Haiti";1032,80096702207;2010;2025;16;NA
"210-2903";"2903";"Cracow (Free City of Cracow)";"210";"Netherlands";1032,80244367738;1833;1843;3;NA
"1032-1064";"1064";"St. Barthelemy";"1032";"Turks and Caicos Is.";1033,19719000177;1856;1878;19;NA
"7105-7352";"7352";"Vladivostok";"7105";"Weihaiwei";1038,39955785952;1919;1922;4;NA
"220-2247";"2247";"Schleswig";"220";"France";1039,64925863223;1845;1867;13;NA
"541-5519";"5519";"Barotseland_North_Western Rhodesia (Northwestern Rhodesia)";"541";"Mozambique (Portuguese East Africa)";1040,92010483725;1910;1910;1;NA
"355-6401";"6401";"Cilicia";"355";"Bulgaria";1041,64446449767;1919;1921;3;NA
"2901-380";"2901";"Congress Poland";"380";"Sweden";1042,12018277593;1833;1917;21;NA
"811-8218";"8218";"Manjung (Dindings)";"811";"Cambodia (Kampuchea)";1042,22842423166;1910;1910;1;NA
"350-6402";"6402";"Western Anatolia";"350";"Greece";1042,52547857864;1918;1923;6;NA
