year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade,totreat_flows,treated_flows
1839,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,276,Lübeck,363874.97,135.04248,238,27
1839,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,246,Bremen,363874.97,14146.562,238,27
1839,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,248,Hamburg,363874.97,349593.38,238,27
1839,210<-Cuba & Puerto Rico,Netherlands,Cuba & Puerto Rico,I,FromImporter,210,Netherlands,6,Puerto Rico,381611.38,153384.08,238,27
1839,210<-Cuba & Puerto Rico,Netherlands,Cuba & Puerto Rico,I,FromImporter,210,Netherlands,40,Cuba,381611.38,228227.3,238,27
1839,211<-Cuba & Puerto Rico,Belgium,Cuba & Puerto Rico,I,FromImporter,211,Belgium,6,Puerto Rico,211968.19,85198.047,238,27
1839,211<-Cuba & Puerto Rico,Belgium,Cuba & Puerto Rico,I,FromImporter,211,Belgium,40,Cuba,211968.19,126770.14,238,27
1839,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,276,Lübeck,93189.133,34.584663,238,27
1839,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,246,Bremen,93189.133,3622.9636,238,27
1839,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,248,Hamburg,93189.133,89531.586,238,27
1839,211<-Norway & Sweden,Belgium,Norway & Sweden,I,FromImporter,211,Belgium,385,Norway,82986.438,37821.988,238,27
1839,211<-Norway & Sweden,Belgium,Norway & Sweden,I,FromImporter,211,Belgium,380,Sweden,82986.438,45164.445,238,27
1839,220<-Cape Colony (Cape of Good Hope) & Mauritius,France,Cape Colony (Cape of Good Hope) & Mauritius,I,FromImporter,220,France,561,Cape Colony (Cape of Good Hope),3976.7756,555.6153,238,27
1839,220<-Cape Colony (Cape of Good Hope) & Mauritius,France,Cape Colony (Cape of Good Hope) & Mauritius,I,FromImporter,220,France,590,Mauritius,3976.7756,3421.1604,238,27
1839,220<-Hanover & Hanse Towns,France,Hanover & Hanse Towns,I,FromImporter,220,France,276,Lübeck,220154.3,81.704391,238,27
1839,220<-Hanover & Hanse Towns,France,Hanover & Hanse Towns,I,FromImporter,220,France,246,Bremen,220154.3,8559.0557,238,27
1839,220<-Hanover & Hanse Towns,France,Hanover & Hanse Towns,I,FromImporter,220,France,248,Hamburg,220154.3,211513.55,238,27
1839,220<-Spanish America,France,Spanish America,I,FromImporter,220,France,6,Puerto Rico,202815.56,81519.258,238,27
1839,220<-Spanish America,France,Spanish America,I,FromImporter,220,France,40,Cuba,202815.56,121296.3,238,27
1839,230<-246|248|276,Spain,,I,FromImporter,230,Spain,276,Lübeck,62992.125,23.377848,238,27
1839,230<-246|248|276,Spain,,I,FromImporter,230,Spain,246,Bremen,62992.125,2448.9785,238,27
1839,230<-246|248|276,Spain,,I,FromImporter,230,Spain,248,Hamburg,62992.125,60519.77,238,27
1839,230<-433|585|615,Spain,,I,FromImporter,230,Spain,433,Senegal,795.3551,58.335617,238,27
1839,230<-433|585|615,Spain,,I,FromImporter,230,Spain,615,Algeria (Regency of Algiers),795.3551,62.912411,238,27
1839,230<-433|585|615,Spain,,I,FromImporter,230,Spain,585,Reunion (Bourbon I.),795.3551,674.10712,238,27
1839,235<-380|385,Portugal,,I,FromImporter,235,Portugal,385,Norway,122150.64,55671.512,238,27
1839,235<-380|385,Portugal,,I,FromImporter,235,Portugal,380,Sweden,122150.64,66479.125,238,27
1839,248<-Norway & Sweden,Hamburg,Norway & Sweden,I,FromImporter,248,Hamburg,385,Norway,90789.789,41378.453,238,27
1839,248<-Norway & Sweden,Hamburg,Norway & Sweden,I,FromImporter,248,Hamburg,380,Sweden,90789.789,49411.328,238,27
1839,2<-Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),United States of America,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),I,FromImporter,2,United States of America,652,Syria,129695.13,23835.563,238,27
1839,2<-Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),United States of America,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),I,FromImporter,2,United States of America,651,Egypt Arab Republic (Egypt),129695.13,33413.004,238,27
1839,2<-Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),United States of America,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),I,FromImporter,2,United States of America,640,Turkey (Ottoman Empire),129695.13,72446.57,238,27
1839,2<-French West Indies,United States of America,French West Indies,I,FromImporter,2,United States of America,66,Martinique,144867.97,62653.43,238,27
1839,2<-French West Indies,United States of America,French West Indies,I,FromImporter,2,United States of America,65,Guadeloupe,144867.97,82214.539,238,27
1839,2<-Norway & Sweden,United States of America,Norway & Sweden,I,FromImporter,2,United States of America,385,Norway,320261.38,145962.67,238,27
1839,2<-Norway & Sweden,United States of America,Norway & Sweden,I,FromImporter,2,United States of America,380,Sweden,320261.38,174298.69,238,27
1839,300<-200|3349,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),3349,Ionian Is.,139.18715,2.5562243,238,27
1839,300<-200|3349,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),200,United Kingdom,139.18715,136.63094,238,27
1839,300<-246|248|276,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),276,Lübeck,13779.527,5.113904,238,27
1839,300<-246|248|276,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),246,Bremen,13779.527,535.71399,238,27
1839,300<-246|248|276,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),248,Hamburg,13779.527,13238.699,238,27
1839,300<-380|385,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),385,Norway,25753.6,11737.489,238,27
1839,300<-380|385,Austria-Hungary (Austrian Empire),,I,FromImporter,300,Austria-Hungary (Austrian Empire),380,Sweden,25753.6,14016.11,238,27
1839,3271<-Norway & Sweden,Ancona,Norway & Sweden,I,FromImporter,3271,Ancona,385,Norway,2505.3687,1141.8496,238,27
1839,3271<-Norway & Sweden,Ancona,Norway & Sweden,I,FromImporter,3271,Ancona,380,Sweden,2505.3687,1363.519,238,27
1839,329<-Argentina (La Plata) & Brazil,Two Sicilies,Argentina (La Plata) & Brazil,I,FromImporter,329,Two Sicilies,160,Argentina (La Plata),19446.434,2682.6323,238,27
1839,329<-Argentina (La Plata) & Brazil,Two Sicilies,Argentina (La Plata) & Brazil,I,FromImporter,329,Two Sicilies,140,Brazil,19446.434,16763.801,238,27
1839,337<-3349|338,Tuscany,,I,FromImporter,337,Tuscany,3349,Ionian Is.,37779.367,16635.463,238,27
1839,337<-3349|338,Tuscany,,I,FromImporter,337,Tuscany,338,Malta,37779.367,21143.902,238,27
1839,337<-380|385,Tuscany,,I,FromImporter,337,Tuscany,385,Norway,31018.85,14137.186,238,27
1839,337<-380|385,Tuscany,,I,FromImporter,337,Tuscany,380,Sweden,31018.85,16881.664,238,27
1839,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),276,Lübeck,1535176.8,569.73993,238,27
1839,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),246,Bremen,1535176.8,59683.887,238,27
1839,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),248,Hamburg,1535176.8,1474923.1,238,27
1839,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,276,Lübeck,449822.16,155.09836,238,27
1839,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,280,Mecklenburg Schwerin,449822.16,169.42531,238,27
1839,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,246,Bremen,449822.16,16247.543,238,27
1839,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,240,Hanover,449822.16,31736.768,238,27
