year,CafFob,status,value,importerLabel,exporterLabel
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Algeria (Regency of Algiers)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Austria-Hungary (Austrian Empire)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Bahamas
1842,FromExporter,unknown despite gravity,,Abdelkader Emirate,Belgium
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Bermuda
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Brazil
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Canada (Province of Canada)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Cape Colony (Cape of Good Hope)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Colombia (New Granada) (Gran Colombia)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Dominica
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Egypt Arab Republic (Egypt)
1842,FromExporter,unknown despite gravity,,Abdelkader Emirate,France
1842,FromExporter,imputed zero,0,Abdelkader Emirate,French Guiana
1842,FromExporter,imputed zero,0,Abdelkader Emirate,French India
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Guadeloupe
1842,FromExporter,unknown despite gravity,,Abdelkader Emirate,Hamburg
1842,FromExporter,imputed zero,0,Abdelkader Emirate,India
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Leeward Is.
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Martinique
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Mauritius
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Morocco
1842,FromExporter,imputed zero,0,Abdelkader Emirate,New Brunswick
1842,FromExporter,imputed zero,0,Abdelkader Emirate,New South Wales
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Newfoundland and Labrador (Newfoundland)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Nova Scotia
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Papal States
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Philippines
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Portugal
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Prince Edward Is.
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Prussia
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Reunion (Bourbon I.)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Russia (USSR)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Senegal
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Sierra Leone
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Sri Lanka (Ceylon)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,St. Pierre and Miquelon
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Sweden
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Tasmania
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Trinidad
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Tunisia (Regency of Tunis)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Turkey (Ottoman Empire)
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Tuscany
1842,FromExporter,imputed zero,0,Abdelkader Emirate,United Kingdom
1842,FromExporter,unknown despite gravity,,Abdelkader Emirate,United States of America
1842,FromExporter,imputed zero,0,Abdelkader Emirate,Venezuela
