year,CafFob,status,value,importerLabel,exporterLabel
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Austria-Hungary (Austrian Empire)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Belgium"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Brazil"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Bremen"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Cape Colony (Cape of Good Hope)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Congress Poland"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Cuba"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Denmark"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Dominica"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Egypt Arab Republic (Egypt)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","France"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Greece"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Haiti"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Hamburg"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","India"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Indonesia (Dutch East Indies)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Kingdom of Sardinia"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Leeward Is."
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Morocco"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Netherlands"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Norway"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Papal States"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Prussia"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Russia (USSR)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Sierra Leone"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Spain"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Sweden"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Tripolitania (Regency of Tripoli)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Tunisia (Regency of Tunis)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Turkey (Ottoman Empire)"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Tuscany"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Two Sicilies"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","United Kingdom"
1834,"FromExporter","unknown despite gravity",,"Abdelkader Emirate","United States of America"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Uruguay"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Venezuela"
1834,"FromExporter","imputed zero",0,"Abdelkader Emirate","Windward Is."
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Austria-Hungary (Austrian Empire)"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Belgium"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Brazil"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bremen"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cape Colony (Cape of Good Hope)"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Congress Poland"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cuba"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Denmark"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Dominica"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Egypt Arab Republic (Egypt)"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","France"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Greece"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Haiti"
1834,"FromExporter","imputed zero",0,"Abuja (Suleja)","Hamburg"
