year,id,full_id,importerLabel,exporterLabel,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,notes,status,totreat_flows,pred_trade,treated_flows
1868,"1063<-British Northern America","1063<-British Northern AmericaFromImporter","Leeward Is.","British Columbia","FromImporter","1063","Leeward Is.","1027","British Columbia",762.20319,"1076<-British Northern America 1764
From a flow part-of reporter 1076 to/from British Northern America","ok thanks to gravity",218,142.0443,79
1868,"1063<-British Northern America","1063<-British Northern AmericaFromImporter","Leeward Is.","Prince Edward Is.","FromImporter","1063","Leeward Is.","1024","Prince Edward Is.",762.20319,"1076<-British Northern America 1764
From a flow part-of reporter 1076 to/from British Northern America","ok thanks to gravity",218,157.59819,79
1868,"1063<-British Northern America","1063<-British Northern AmericaFromImporter","Leeward Is.","Newfoundland and Labrador (Newfoundland)","FromImporter","1063","Leeward Is.","21","Newfoundland and Labrador (Newfoundland)",762.20319,"1076<-British Northern America 1764
From a flow part-of reporter 1076 to/from British Northern America","ok thanks to gravity",218,462.5607,79
1868,"155<-900","155<-900FromImporter","Chile","Victoria","FromImporter","155","Chile","904","Victoria",1014.7793,"","ok thanks to gravity",218,10.981336,79
1868,"155<-900","155<-900FromImporter","Chile","Western Australia","FromImporter","155","Chile","902","Western Australia",1014.7793,"","ok thanks to gravity",218,14.442278,79
1868,"155<-900","155<-900FromImporter","Chile","Queensland","FromImporter","155","Chile","905","Queensland",1014.7793,"","ok thanks to gravity",218,69.876923,79
1868,"155<-900","155<-900FromImporter","Chile","Tasmania","FromImporter","155","Chile","906","Tasmania",1014.7793,"","ok thanks to gravity",218,104.30529,79
1868,"155<-900","155<-900FromImporter","Chile","South Australia","FromImporter","155","Chile","903","South Australia",1014.7793,"","ok thanks to gravity",218,222.62013,79
1868,"155<-900","155<-900FromImporter","Chile","New South Wales","FromImporter","155","Chile","901","New South Wales",1014.7793,"","ok thanks to gravity",218,592.55328,79
1868,"200<-Dominican Republic (Santo Domingo) & Haiti","200<-Dominican Republic (Santo Domingo) & HaitiFromImporter","United Kingdom","Dominican Republic (Santo Domingo)","FromImporter","200","United Kingdom","42","Dominican Republic (Santo Domingo)",144985,"","ok thanks to gravity",218,42363.34,79
1868,"200<-Dominican Republic (Santo Domingo) & Haiti","200<-Dominican Republic (Santo Domingo) & HaitiFromImporter","United Kingdom","Haiti","FromImporter","200","United Kingdom","41","Haiti",144985,"","ok thanks to gravity",218,102621.66,79
1868,"20<-British Northern America","20<-British Northern AmericaFromImporter","Canada (Province of Canada)","British Columbia","FromImporter","20","Canada (Province of Canada)","1027","British Columbia",334934.63,"","ok thanks to gravity",218,62418.461,79
1868,"20<-British Northern America","20<-British Northern AmericaFromImporter","Canada (Province of Canada)","Prince Edward Is.","FromImporter","20","Canada (Province of Canada)","1024","Prince Edward Is.",334934.63,"","ok thanks to gravity",218,69253.313,79
1868,"20<-British Northern America","20<-British Northern AmericaFromImporter","Canada (Province of Canada)","Newfoundland and Labrador (Newfoundland)","FromImporter","20","Canada (Province of Canada)","21","Newfoundland and Labrador (Newfoundland)",334934.63,"","ok thanks to gravity",218,203262.86,79
1868,"211<-Cuba & Puerto Rico","211<-Cuba & Puerto RicoFromImporter","Belgium","Puerto Rico","FromImporter","211","Belgium","6","Puerto Rico",301094.81,"","ok thanks to gravity",218,31037.279,79
1868,"211<-Cuba & Puerto Rico","211<-Cuba & Puerto RicoFromImporter","Belgium","Cuba","FromImporter","211","Belgium","40","Cuba",301094.81,"","ok thanks to gravity",218,270057.53,79
1868,"211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal","211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & SenegalFromImporter","Belgium","Sierra Leone","FromImporter","211","Belgium","451","Sierra Leone",37233,"","ok thanks to gravity",218,7087.4761,79
1868,"211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal","211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & SenegalFromImporter","Belgium","Senegal","FromImporter","211","Belgium","433","Senegal",37233,"","ok thanks to gravity",218,30145.523,79
1868,"211<-Gibraltar & Malta","211<-Gibraltar & MaltaFromImporter","Belgium","Gibraltar","FromImporter","211","Belgium","231","Gibraltar",4058.2,"","ok thanks to gravity",218,1378.9139,79
1868,"211<-Gibraltar & Malta","211<-Gibraltar & MaltaFromImporter","Belgium","Malta","FromImporter","211","Belgium","338","Malta",4058.2,"","ok thanks to gravity",218,2679.2861,79
1868,"211<-Haiti & Venezuela","211<-Haiti & VenezuelaFromImporter","Belgium","Haiti","FromImporter","211","Belgium","41","Haiti",282222.19,"","ok thanks to gravity",218,36229.926,79
1868,"211<-Haiti & Venezuela","211<-Haiti & VenezuelaFromImporter","Belgium","Venezuela","FromImporter","211","Belgium","101","Venezuela",282222.19,"","ok thanks to gravity",218,245992.25,79
1868,"211<-India & People's Republic of China (China) & Singapore","211<-India & People's Republic of China (China) & SingaporeFromImporter","Belgium","Straits Settlements","FromImporter","211","Belgium","827","Straits Settlements",238133.59,"","ok thanks to gravity",218,11546.26,79
1868,"211<-India & People's Republic of China (China) & Singapore","211<-India & People's Republic of China (China) & SingaporeFromImporter","Belgium","People's Republic of China (China)","FromImporter","211","Belgium","710","People's Republic of China (China)",238133.59,"","ok thanks to gravity",218,62123.551,79
1868,"211<-India & People's Republic of China (China) & Singapore","211<-India & People's Republic of China (China) & SingaporeFromImporter","Belgium","India","FromImporter","211","Belgium","750","India",238133.59,"","ok thanks to gravity",218,164463.78,79
1868,"211<-Norway & Sweden","211<-Norway & SwedenFromImporter","Belgium","Norway","FromImporter","211","Belgium","385","Norway",352787.59,"","ok thanks to gravity",218,86799.531,79
1868,"211<-Norway & Sweden","211<-Norway & SwedenFromImporter","Belgium","Sweden","FromImporter","211","Belgium","380","Sweden",352787.59,"","ok thanks to gravity",218,265988.06,79
1868,"220<-Barbary Coast","220<-Barbary CoastFromImporter","France","Captaincy-general of north Africa","FromImporter","220","France","6067","Captaincy-general of north Africa",524392.19,"","ok thanks to gravity",218,404.67105,79
1868,"220<-Barbary Coast","220<-Barbary CoastFromImporter","France","Morocco","FromImporter","220","France","600","Morocco",524392.19,"","ok thanks to gravity",218,163801.63,79
1868,"220<-Barbary Coast","220<-Barbary CoastFromImporter","France","Tunisia (Regency of Tunis)","FromImporter","220","France","616","Tunisia (Regency of Tunis)",524392.19,"","ok thanks to gravity",218,360185.91,79
1868,"220<-British Mediterranean Sea","220<-British Mediterranean SeaFromImporter","France","Gibraltar","FromImporter","220","France","231","Gibraltar",242332.75,"","ok thanks to gravity",218,82340.945,79
1868,"220<-British Mediterranean Sea","220<-British Mediterranean SeaFromImporter","France","Malta","FromImporter","220","France","338","Malta",242332.75,"","ok thanks to gravity",218,159991.8,79
1868,"220<-Cochin China & Thailand (Siam)","220<-Cochin China & Thailand (Siam)FromImporter","France","Thailand (Siam)","FromImporter","220","France","800","Thailand (Siam)",63562.688,"","ok thanks to gravity",218,13729.436,79
1868,"220<-Cochin China & Thailand (Siam)","220<-Cochin China & Thailand (Siam)FromImporter","France","Cochin China","FromImporter","220","France","8151","Cochin China",63562.688,"","ok thanks to gravity",218,49833.254,79
1868,"220<-Costa Rica & Guatemala & Honduras","220<-Costa Rica & Guatemala & HondurasFromImporter","France","Honduras","FromImporter","220","France","91","Honduras",31781.344,"","ok thanks to gravity",218,6870.0234,79
1868,"220<-Costa Rica & Guatemala & Honduras","220<-Costa Rica & Guatemala & HondurasFromImporter","France","Guatemala","FromImporter","220","France","90","Guatemala",31781.344,"","ok thanks to gravity",218,6879.1943,79
1868,"220<-Costa Rica & Guatemala & Honduras","220<-Costa Rica & Guatemala & HondurasFromImporter","France","Costa Rica","FromImporter","220","France","94","Costa Rica",31781.344,"","ok thanks to gravity",218,18032.125,79
1868,"220<-Spanish America","220<-Spanish AmericaFromImporter","France","Puerto Rico","FromImporter","220","France","6","Puerto Rico",2010170,"","ok thanks to gravity",218,207211.17,79
1868,"220<-Spanish America","220<-Spanish AmericaFromImporter","France","Cuba","FromImporter","220","France","40","Cuba",2010170,"","ok thanks to gravity",218,1802958.9,79
1868,"230<-Norway & Sweden","230<-Norway & SwedenFromImporter","Spain","Norway","FromImporter","230","Spain","385","Norway",476824.25,"","ok thanks to gravity",218,117317.38,79
1868,"230<-Norway & Sweden","230<-Norway & SwedenFromImporter","Spain","Sweden","FromImporter","230","Spain","380","Sweden",476824.25,"","ok thanks to gravity",218,359506.88,79
1868,"255<-British Northern America","255<-British Northern AmericaFromImporter","Germany (Zollverein)","British Columbia","FromImporter","255","Germany (Zollverein)","1027","British Columbia",18917.898,"248<-British Northern America 18917.899408284025
From a flow part-of reporter 248 to/from British Northern America","ok thanks to gravity",218,3525.5422,79
1868,"255<-British Northern America","255<-British Northern AmericaFromImporter","Germany (Zollverein)","Prince Edward Is.","FromImporter","255","Germany (Zollverein)","1024","Prince Edward Is.",18917.898,"248<-British Northern America 18917.899408284025
From a flow part-of reporter 248 to/from British Northern America","ok thanks to gravity",218,3911.5906,79
1868,"255<-British Northern America","255<-British Northern AmericaFromImporter","Germany (Zollverein)","Newfoundland and Labrador (Newfoundland)","FromImporter","255","Germany (Zollverein)","21","Newfoundland and Labrador (Newfoundland)",18917.898,"248<-British Northern America 18917.899408284025
From a flow part-of reporter 248 to/from British Northern America","ok thanks to gravity",218,11480.767,79
1868,"2<-900","2<-900FromImporter","United States of America","Victoria","FromImporter","2","United States of America","904","Victoria",17460.465,"","ok thanks to gravity",218,188.94673,79
1868,"2<-900","2<-900FromImporter","United States of America","Western Australia","FromImporter","2","United States of America","902","Western Australia",17460.465,"","ok thanks to gravity",218,248.49629,79
1868,"2<-900","2<-900FromImporter","United States of America","Queensland","FromImporter","2","United States of America","905","Queensland",17460.465,"","ok thanks to gravity",218,1202.3143,79
1868,"2<-900","2<-900FromImporter","United States of America","Tasmania","FromImporter","2","United States of America","906","Tasmania",17460.465,"","ok thanks to gravity",218,1794.6946,79
1868,"2<-900","2<-900FromImporter","United States of America","South Australia","FromImporter","2","United States of America","903","South Australia",17460.465,"","ok thanks to gravity",218,3830.4399,79
1868,"2<-900","2<-900FromImporter","United States of America","New South Wales","FromImporter","2","United States of America","901","New South Wales",17460.465,"","ok thanks to gravity",218,10195.573,79
1868,"2<-British America (Pacific)","2<-British America (Pacific)FromImporter","United States of America","Falkland Is.","FromImporter","2","United States of America","1163","Falkland Is.",361636.41,"","ok thanks to gravity",218,45370.613,79
1868,"2<-British America (Pacific)","2<-British America (Pacific)FromImporter","United States of America","British Columbia","FromImporter","2","United States of America","1027","British Columbia",361636.41,"","ok thanks to gravity",218,58939.332,79
1868,"2<-British America (Pacific)","2<-British America (Pacific)FromImporter","United States of America","Prince Edward Is.","FromImporter","2","United States of America","1024","Prince Edward Is.",361636.41,"","ok thanks to gravity",218,65393.215,79
1868,"2<-British America (Pacific)","2<-British America (Pacific)FromImporter","United States of America","Newfoundland and Labrador (Newfoundland)","FromImporter","2","United States of America","21","Newfoundland and Labrador (Newfoundland)",361636.41,"","ok thanks to gravity",218,191933.23,79
1868,"2<-French West Indies","2<-French West IndiesFromImporter","United States of America","Guadeloupe","FromImporter","2","United States of America","65","Guadeloupe",44910.672,"","ok thanks to gravity",218,9430.6396,79
1868,"2<-French West Indies","2<-French West IndiesFromImporter","United States of America","Martinique","FromImporter","2","United States of America","66","Martinique",44910.672,"","ok thanks to gravity",218,35480.031,79
1868,"2<-Norway & Sweden","2<-Norway & SwedenFromImporter","United States of America","Norway","FromImporter","2","United States of America","385","Norway",251196.44,"","ok thanks to gravity",218,61804.133,79
1868,"2<-Norway & Sweden","2<-Norway & SwedenFromImporter","United States of America","Sweden","FromImporter","2","United States of America","380","Sweden",251196.44,"","ok thanks to gravity",218,189392.3,79
1868,"30<-British Northern America","30<-British Northern AmericaFromImporter","Bermuda","British Columbia","FromImporter","30","Bermuda","1027","British Columbia",41842,"","ok thanks to gravity",218,1377.504,79
1868,"30<-British Northern America","30<-British Northern AmericaFromImporter","Bermuda","Prince Edward Is.","FromImporter","30","Bermuda","1024","Prince Edward Is.",41842,"","ok thanks to gravity",218,1528.3413,79
1868,"30<-British Northern America","30<-British Northern AmericaFromImporter","Bermuda","Newfoundland and Labrador (Newfoundland)","FromImporter","30","Bermuda","21","Newfoundland and Labrador (Newfoundland)",41842,"","ok thanks to gravity",218,4485.7788,79
1868,"30<-British Northern America","30<-British Northern AmericaFromImporter","Bermuda","Canada (Province of Canada)","FromImporter","30","Bermuda","20","Canada (Province of Canada)",41842,"","ok thanks to gravity",218,34450.375,79
1868,"325<-Denmark & Norway & Sweden","325<-Denmark & Norway & SwedenFromImporter","Italy","Denmark","FromImporter","325","Italy","390","Denmark",147209.09,"","ok thanks to gravity",218,5962.5361,79
1868,"325<-Denmark & Norway & Sweden","325<-Denmark & Norway & SwedenFromImporter","Italy","Norway","FromImporter","325","Italy","385","Norway",147209.09,"","ok thanks to gravity",218,34752.168,79
1868,"325<-Denmark & Norway & Sweden","325<-Denmark & Norway & SwedenFromImporter","Italy","Sweden","FromImporter","325","Italy","380","Sweden",147209.09,"","ok thanks to gravity",218,106494.38,79
