year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade,totreat_flows,treated_flows
1901,1055->65|66,,Windward Is.,X,FromExporter,66,Martinique,1055,Windward Is.,1018,462.13135,455,85
1901,1055->65|66,,Windward Is.,X,FromExporter,65,Guadeloupe,1055,Windward Is.,1018,555.86871,455,85
1901,1063->British Northern America,British Northern America,Leeward Is.,X,FromExporter,21,Newfoundland and Labrador (Newfoundland),1063,Leeward Is.,185,18.818378,455,85
1901,1063->British Northern America,British Northern America,Leeward Is.,X,FromExporter,20,Canada (Province of Canada),1063,Leeward Is.,185,166.18161,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,51,Jamaica,110,Guyana (British Guiana),11318,105.7263,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1055,Windward Is.,110,Guyana (British Guiana),11318,194.52859,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1063,Leeward Is.,110,Guyana (British Guiana),11318,247.41534,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,53,Barbados,110,Guyana (British Guiana),11318,1086.3232,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,31,Bahamas,110,Guyana (British Guiana),11318,1797.6974,455,85
1901,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,52,Trinidad and Tobago,110,Guyana (British Guiana),11318,7886.3091,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,51,Jamaica,2,United States of America,1796558.6,16782.426,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,1055,Windward Is.,2,United States of America,1796558.6,30878.426,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,1063,Leeward Is.,2,United States of America,1796558.6,39273.387,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,53,Barbados,2,United States of America,1796558.6,172437.11,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,31,Bahamas,2,United States of America,1796558.6,285356.84,455,85
1901,2->British West Indies,British West Indies,United States of America,X,FromExporter,52,Trinidad and Tobago,2,United States of America,1796558.6,1251830.4,455,85
1901,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,4383,Loos Is.,2,United States of America,444355.91,1339.757,455,85
1901,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,420,Gambia,2,United States of America,444355.91,44734.793,455,85
1901,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,452,Ghana (Gold Coast),2,United States of America,444355.91,116409.61,455,85
1901,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,4781,Lagos,2,United States of America,444355.91,281871.75,455,85
1901,2->Cyprus & Gozo & Malta,Cyprus & Gozo & Malta,United States of America,X,FromExporter,352,Cyprus,2,United States of America,89871.484,8523.5293,455,85
1901,2->Cyprus & Gozo & Malta,Cyprus & Gozo & Malta,United States of America,X,FromExporter,338,Malta,2,United States of America,89871.484,81347.953,455,85
1901,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,11,Faeroe Is.,2,United States of America,106.5814,7.7257795,455,85
1901,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,10,Greenland,2,United States of America,106.5814,33.761936,455,85
1901,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,395,Iceland,2,United States of America,106.5814,65.093681,455,85
1901,2->French West Indies,French West Indies,United States of America,X,FromExporter,66,Martinique,2,United States of America,374804.38,170146.2,455,85
1901,2->French West Indies,French West Indies,United States of America,X,FromExporter,65,Guadeloupe,2,United States of America,374804.38,204658.17,455,85
1901,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,404,Guinea-Bissau (Portuguese Guinea),2,United States of America,292183.91,558.90656,455,85
1901,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,541,Mozambique (Portuguese East Africa),2,United States of America,292183.91,11714.502,455,85
