year,CafFob,status,value,importerLabel,exporterLabel
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Aden"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Algeria (Regency of Algiers)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Annam"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Argentina (La Plata)"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Austria-Hungary (Austrian Empire)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bahamas"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Barbados"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Belgium"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Benin (Dahomey)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bermuda"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bulgaria"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cambodia (Kampuchea)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Canada (Province of Canada)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cape Colony (Cape of Good Hope)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Chile"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cochin China"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Comoros"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Congo (Brazzaville) (French Congo) (Middle Congo)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cyprus"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Denmark"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Egypt Arab Republic (Egypt)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Falkland Is."
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Fiji"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","France"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","French Guiana"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","French India"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Gambia"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Germany (Zollverein)"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Ghana (Gold Coast)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Greece"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Guadeloupe"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Guinea (French Guinea) (Rivieres du Sud)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Guyana (British Guiana)"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","India"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Italy"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Ivory Coast"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Jamaica"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Japan"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Kingdom of Serbia"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Lagos"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Leeward Is."
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Madagascar (Malagasy Republic)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Malta"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Martinique"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Mauritius"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Mexico"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Natal"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Netherlands"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","New Caledonia"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","New South Wales"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","New Zealand"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Newfoundland and Labrador (Newfoundland)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Norway"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Nossi Be"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","People's Republic of China (China)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Philippines"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Portugal"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Queensland"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Reunion (Bourbon I.)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Romania"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Russia (USSR)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Senegal"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Sierra Leone"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Society Is."
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","South Australia"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Southern Nigeria (Niger Coast Protectorate)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Spain"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Sri Lanka (Ceylon)"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","St. Helena"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","St. Pierre and Miquelon"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Straits Settlements"
1894,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Sweden"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Switzerland"
1894,"FromExporter","imputed zero",0,"Abuja (Suleja)","Tasmania"
