year,CafFob,status,value,importerLabel,exporterLabel
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Antigua and Barbuda (Antigua)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Austria-Hungary (Austrian Empire)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Belgium
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Brazil
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Bremen
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Cape Colony (Cape of Good Hope)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Congress Poland
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Cuba
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Dominica
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Egypt Arab Republic (Egypt)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,France
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Greece
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Haiti
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Hamburg
1833,FromExporter,imputed zero,0,Abdelkader Emirate,India
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Indonesia (Dutch East Indies)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Ionian Is.
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Kingdom of Sardinia
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Morocco
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Netherlands
1833,FromExporter,imputed zero,0,Abdelkader Emirate,New South Wales
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Papal States
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Prussia
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Russia (USSR)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Sierra Leone
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Spain
1833,FromExporter,imputed zero,0,Abdelkader Emirate,St. Kitts
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Sweden
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Tobago
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Tripolitania (Regency of Tripoli)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Tunisia (Regency of Tunis)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Turkey (Ottoman Empire)
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Tuscany
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Two Sicilies
1833,FromExporter,imputed zero,0,Abdelkader Emirate,United Kingdom
1833,FromExporter,unknown despite gravity,,Abdelkader Emirate,United States of America
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Uruguay
1833,FromExporter,imputed zero,0,Abdelkader Emirate,Venezuela
1833,FromExporter,imputed zero,0,Abuja (Suleja),Antigua and Barbuda (Antigua)
1833,FromExporter,imputed zero,0,Abuja (Suleja),Austria-Hungary (Austrian Empire)
1833,FromExporter,imputed zero,0,Abuja (Suleja),Belgium
