year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,31,Bahamas,110,Guyana (British Guiana),117141.04,5449.7656
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1055,Windward Is.,110,Guyana (British Guiana),117141.04,7819.2949
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1063,Leeward Is.,110,Guyana (British Guiana),117141.04,11762.855
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,51,Jamaica,110,Guyana (British Guiana),117141.04,15575.553
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,53,Barbados,110,Guyana (British Guiana),117141.04,26772.621
1913,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,52,Trinidad and Tobago,110,Guyana (British Guiana),117141.04,49760.953
1913,120->Dutch Colonies,Dutch Colonies,French Guiana,X,FromExporter,115,Surinam (Dutch Guiana),120,French Guiana,845.27631,20.389791
1913,120->Dutch Colonies,Dutch Colonies,French Guiana,X,FromExporter,68,Netherlands Antilles,120,French Guiana,845.27631,34.484074
1913,120->Dutch Colonies,Dutch Colonies,French Guiana,X,FromExporter,850,Indonesia (Dutch East Indies),120,French Guiana,845.27631,790.40247
1913,2->British West Indies (other),British West Indies (other),United States of America,X,FromExporter,31,Bahamas,2,United States of America,595168.88,129575.82
1913,2->British West Indies (other),British West Indies (other),United States of America,X,FromExporter,1055,Windward Is.,2,United States of America,595168.88,185914.7
1913,2->British West Indies (other),British West Indies (other),United States of America,X,FromExporter,1063,Leeward Is.,2,United States of America,595168.88,279678.38
1913,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,420,Gambia,2,United States of America,679938.81,293144.25
1913,2->British Western Africa,British Western Africa,United States of America,X,FromExporter,452,Ghana (Gold Coast),2,United States of America,679938.81,386794.53
1913,2->Cyprus & Gozo & Malta,Cyprus & Gozo & Malta,United States of America,X,FromExporter,352,Cyprus,2,United States of America,92321.719,15693.318
1913,2->Cyprus & Gozo & Malta,Cyprus & Gozo & Malta,United States of America,X,FromExporter,338,Malta,2,United States of America,92321.719,76628.398
1913,2->Faeroe Is. & Iceland,Faeroe Is. & Iceland,United States of America,X,FromExporter,11,Faeroe Is.,2,United States of America,6976.6533,63.571613
1913,2->Faeroe Is. & Iceland,Faeroe Is. & Iceland,United States of America,X,FromExporter,395,Iceland,2,United States of America,6976.6533,6913.0815
1913,2->French West Indies,French West Indies,United States of America,X,FromExporter,65,Guadeloupe,2,United States of America,351601.19,65877.742
1913,2->French West Indies,French West Indies,United States of America,X,FromExporter,66,Martinique,2,United States of America,351601.19,285723.44
1913,2->German Africa,German Africa,United States of America,X,FromExporter,470,Kamerun,2,United States of America,115788.59,2697.1443
1913,2->German Africa,German Africa,United States of America,X,FromExporter,565,Namibia (South West Africa) (German South West Africa),2,United States of America,115788.59,54263.094
1913,2->German Africa,German Africa,United States of America,X,FromExporter,510,German East Africa,2,United States of America,115788.59,58828.348
1913,2->German Oceania,German Oceania,United States of America,X,FromExporter,970,Nauru,2,United States of America,36064.352,611.88019
1913,2->German Oceania,German Oceania,United States of America,X,FromExporter,990,Samoa (Western Samoa) (German Samoa),2,United States of America,36064.352,10434.697
1913,2->German Oceania,German Oceania,United States of America,X,FromExporter,912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),2,United States of America,36064.352,25017.775
1913,2->Kingdom of Serbia & Montenegro,Kingdom of Serbia & Montenegro,United States of America,X,FromExporter,341,Montenegro,2,United States of America,1563.8282,221.99867
1913,2->Kingdom of Serbia & Montenegro,Kingdom of Serbia & Montenegro,United States of America,X,FromExporter,342,Kingdom of Serbia,2,United States of America,1563.8282,1341.8295
1913,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,404,Guinea-Bissau (Portuguese Guinea),2,United States of America,461577.19,12012.505
1913,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,541,Mozambique (Portuguese East Africa),2,United States of America,461577.19,38248.781
1913,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,402,Cape Verde,2,United States of America,461577.19,59745.004
1913,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,403,Sao Tome-Principe,2,United States of America,461577.19,105151.23
1913,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,540,Angola,2,United States of America,461577.19,246419.67
1913,2->Portuguese Asia,Portuguese Asia,United States of America,X,FromExporter,860,East Timor (Portuguese Timor),2,United States of America,823.80237,24.802874
1913,2->Portuguese Asia,Portuguese Asia,United States of America,X,FromExporter,721,Macao,2,United States of America,823.80237,324.16986
1913,2->Portuguese Asia,Portuguese Asia,United States of America,X,FromExporter,752,Portuguese India,2,United States of America,823.80237,474.82968
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,31,Bahamas,20,Canada (Province of Canada),804945,37448.547
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,1055,Windward Is.,20,Canada (Province of Canada),804945,53730.98
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,1063,Leeward Is.,20,Canada (Province of Canada),804945,80829.5
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,51,Jamaica,20,Canada (Province of Canada),804945,107028.8
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,53,Barbados,20,Canada (Province of Canada),804945,183970.42
1913,20->British West Indies,British West Indies,Canada (Province of Canada),X,FromExporter,52,Trinidad and Tobago,20,Canada (Province of Canada),804945,341936.78
1913,20->British Western Africa,British Western Africa,Canada (Province of Canada),X,FromExporter,420,Gambia,20,Canada (Province of Canada),17029.545,7342.0034
1913,20->British Western Africa,British Western Africa,Canada (Province of Canada),X,FromExporter,452,Ghana (Gold Coast),20,Canada (Province of Canada),17029.545,9687.541
1913,20->Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Canada (Province of Canada),X,FromExporter,625,Sudan (Anglo-Egyptian Sudan) (Mahdist State),20,Canada (Province of Canada),7390.5713,3538.762
1913,20->Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Canada (Province of Canada),X,FromExporter,651,Egypt Arab Republic (Egypt),20,Canada (Province of Canada),7390.5713,3851.8096
1913,20->French West Indies,French West Indies,Canada (Province of Canada),X,FromExporter,65,Guadeloupe,20,Canada (Province of Canada),6200.9912,1161.8484
1913,20->French West Indies,French West Indies,Canada (Province of Canada),X,FromExporter,66,Martinique,20,Canada (Province of Canada),6200.9912,5039.1426
