year,CafFob,status,value,importerLabel,exporterLabel
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Algeria (Regency of Algiers)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Argentina (La Plata)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Austria-Hungary (Austrian Empire)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bahamas"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Barbados"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Belgium"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Belize (British Honduras)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bermuda"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Bulgaria"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Canada (Province of Canada)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cape Colony (Cape of Good Hope)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Chile"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cochin China"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Comoros"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Congo (Brazzaville) (French Congo) (Middle Congo)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Cyprus"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Denmark"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Egypt Arab Republic (Egypt)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Falkland Is."
1889,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","France"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","French Guiana"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","French India"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Gambia"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Germany (Zollverein)"
1889,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Ghana (Gold Coast)"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Greece"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Guadeloupe"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Guyana (British Guiana)"
1889,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","India"
1889,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Italy"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Ivory Coast"
1889,"FromExporter","unknown despite gravity",,"Abuja (Suleja)","Jamaica"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Japan"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Kingdom of Serbia"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Lagos"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Leeward Is."
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Malta"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Martinique"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Mauritius"
1889,"FromExporter","imputed zero",0,"Abuja (Suleja)","Mexico"
