year,CafFob,status,value,importerLabel,exporterLabel
1938,FromExporter,imputed zero,0,Adelie Land,Aden
1938,FromExporter,imputed zero,0,Adelie Land,Albania
1938,FromExporter,unknown despite gravity,,Adelie Land,Algeria (Regency of Algiers)
1938,FromExporter,imputed zero,0,Adelie Land,Angola
1938,FromExporter,imputed zero,0,Adelie Land,Argentina (La Plata)
1938,FromExporter,unknown despite gravity,,Adelie Land,Australia
1938,FromExporter,imputed zero,0,Adelie Land,Austria
1938,FromExporter,imputed zero,0,Adelie Land,Bahamas
1938,FromExporter,imputed zero,0,Adelie Land,Barbados
1938,FromExporter,imputed zero,0,Adelie Land,Belgium
1938,FromExporter,imputed zero,0,Adelie Land,Belize (British Honduras)
1938,FromExporter,imputed zero,0,Adelie Land,Bermuda
1938,FromExporter,imputed zero,0,Adelie Land,Bolivia
1938,FromExporter,imputed zero,0,Adelie Land,Brazil
1938,FromExporter,imputed zero,0,Adelie Land,British Cameroons
1938,FromExporter,imputed zero,0,Adelie Land,Bulgaria
1938,FromExporter,imputed zero,0,Adelie Land,Cameroun (French Cameroon)
1938,FromExporter,imputed zero,0,Adelie Land,Canada (Province of Canada)
1938,FromExporter,imputed zero,0,Adelie Land,Cape Verde
1938,FromExporter,imputed zero,0,Adelie Land,Cayman Is.
1938,FromExporter,imputed zero,0,Adelie Land,Chile
1938,FromExporter,imputed zero,0,Adelie Land,Colombia (New Granada) (Gran Colombia)
1938,FromExporter,imputed zero,0,Adelie Land,Costa Rica
1938,FromExporter,imputed zero,0,Adelie Land,Cuba
1938,FromExporter,imputed zero,0,Adelie Land,Cyprus
1938,FromExporter,imputed zero,0,Adelie Land,Czechoslovakia
1938,FromExporter,imputed zero,0,Adelie Land,Danzig (Free City of Danzig)
1938,FromExporter,imputed zero,0,Adelie Land,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
1938,FromExporter,imputed zero,0,Adelie Land,Denmark
1938,FromExporter,imputed zero,0,Adelie Land,Djibouti (Afar and Issas) (French Somaliland)
1938,FromExporter,imputed zero,0,Adelie Land,Dominican Republic (Santo Domingo)
1938,FromExporter,imputed zero,0,Adelie Land,East Timor (Portuguese Timor)
1938,FromExporter,imputed zero,0,Adelie Land,Ecuador
1938,FromExporter,unknown despite gravity,,Adelie Land,Egypt Arab Republic (Egypt)
1938,FromExporter,imputed zero,0,Adelie Land,El Salvador
1938,FromExporter,imputed zero,0,Adelie Land,Estonia
1938,FromExporter,imputed zero,0,Adelie Land,Falkland Is.
1938,FromExporter,imputed zero,0,Adelie Land,Federated Malay States
1938,FromExporter,imputed zero,0,Adelie Land,Fiji
1938,FromExporter,imputed zero,0,Adelie Land,Finland
1938,FromExporter,unknown despite gravity,,Adelie Land,France
1938,FromExporter,imputed zero,0,Adelie Land,French Equatorial Africa
1938,FromExporter,imputed zero,0,Adelie Land,French Guiana
1938,FromExporter,imputed zero,0,Adelie Land,French India
1938,FromExporter,unknown despite gravity,,Adelie Land,French Indochina
1938,FromExporter,imputed zero,0,Adelie Land,French Polynesia
1938,FromExporter,imputed zero,0,Adelie Land,French West Africa
1938,FromExporter,imputed zero,0,Adelie Land,Gambia
1938,FromExporter,imputed zero,0,Adelie Land,Germany (Zollverein)
1938,FromExporter,imputed zero,0,Adelie Land,Ghana (Gold Coast)
1938,FromExporter,imputed zero,0,Adelie Land,Gilbert and Ellice Is.
1938,FromExporter,imputed zero,0,Adelie Land,Greece
1938,FromExporter,imputed zero,0,Adelie Land,Guadeloupe
1938,FromExporter,imputed zero,0,Adelie Land,Guatemala
1938,FromExporter,imputed zero,0,Adelie Land,Guinea-Bissau (Portuguese Guinea)
1938,FromExporter,imputed zero,0,Adelie Land,Guyana (British Guiana)
1938,FromExporter,imputed zero,0,Adelie Land,Haiti
1938,FromExporter,imputed zero,0,Adelie Land,Hong Kong
1938,FromExporter,imputed zero,0,Adelie Land,Hungary
1938,FromExporter,imputed zero,0,Adelie Land,Iceland
1938,FromExporter,imputed zero,0,Adelie Land,India
1938,FromExporter,imputed zero,0,Adelie Land,Indonesia (Dutch East Indies)
1938,FromExporter,imputed zero,0,Adelie Land,Iran (Persia)
1938,FromExporter,imputed zero,0,Adelie Land,Iraq (Mesopotamia)
1938,FromExporter,unknown despite gravity,,Adelie Land,Italy
1938,FromExporter,imputed zero,0,Adelie Land,Jamaica
1938,FromExporter,unknown despite gravity,,Adelie Land,Japan
1938,FromExporter,imputed zero,0,Adelie Land,Johore
1938,FromExporter,imputed zero,0,Adelie Land,Kedah
1938,FromExporter,imputed zero,0,Adelie Land,Kelantan
1938,FromExporter,imputed zero,0,Adelie Land,Kenya (British East Africa Protectorate)
1938,FromExporter,imputed zero,0,Adelie Land,Latvia
1938,FromExporter,imputed zero,0,Adelie Land,Lebanon
1938,FromExporter,imputed zero,0,Adelie Land,Leeward Is.
1938,FromExporter,imputed zero,0,Adelie Land,Liberia
1938,FromExporter,imputed zero,0,Adelie Land,Lithuania
