year,id,full_id,importerLabel,exporterLabel,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,notes,status,totreat_flows,pred_trade,treated_flows
1863,1063<-Dutch Colonies,1063<-Dutch ColoniesFromImporter,Leeward Is.,Surinam (Dutch Guiana),FromImporter,1063,Leeward Is.,115,Surinam (Dutch Guiana),110.11225,59<-Dutch Colonies 4
From a flow part-of reporter 59 to/from Dutch Colonies
58<-Dutch Colonies 786
From a flow part-of reporter 58 to/from Dutch Colonies,ok thanks to gravity,270,31.85211,78
1863,1063<-Dutch Colonies,1063<-Dutch ColoniesFromImporter,Leeward Is.,Indonesia (Dutch East Indies),FromImporter,1063,Leeward Is.,850,Indonesia (Dutch East Indies),110.11225,59<-Dutch Colonies 4
From a flow part-of reporter 59 to/from Dutch Colonies
58<-Dutch Colonies 786
From a flow part-of reporter 58 to/from Dutch Colonies,ok thanks to gravity,270,78.260147,78
1863,140<-Hanse Towns,140<-Hanse TownsFromImporter,Brazil,Lübeck,FromImporter,140,Brazil,276,Lübeck,368375.19,Rio de Janeiro<-Hanse Towns 368375.1881486176
From a flow part-of reporter Rio de Janeiro to/from Hanse Towns,ok thanks to gravity,270,3269.3875,78
1863,140<-Hanse Towns,140<-Hanse TownsFromImporter,Brazil,Bremen,FromImporter,140,Brazil,246,Bremen,368375.19,Rio de Janeiro<-Hanse Towns 368375.1881486176
From a flow part-of reporter Rio de Janeiro to/from Hanse Towns,ok thanks to gravity,270,49148.25,78
1863,140<-Hanse Towns,140<-Hanse TownsFromImporter,Brazil,Hamburg,FromImporter,140,Brazil,248,Hamburg,368375.19,Rio de Janeiro<-Hanse Towns 368375.1881486176
From a flow part-of reporter Rio de Janeiro to/from Hanse Towns,ok thanks to gravity,270,315957.53,78
1863,200<-Dominican Republic (Santo Domingo) & Haiti,200<-Dominican Republic (Santo Domingo) & HaitiFromImporter,United Kingdom,Dominican Republic (Santo Domingo),FromImporter,200,United Kingdom,42,Dominican Republic (Santo Domingo),276610,,ok thanks to gravity,270,10634.468,78
1863,200<-Dominican Republic (Santo Domingo) & Haiti,200<-Dominican Republic (Santo Domingo) & HaitiFromImporter,United Kingdom,Haiti,FromImporter,200,United Kingdom,41,Haiti,276610,,ok thanks to gravity,270,265975.53,78
1863,200<-Hanse Towns,200<-Hanse TownsFromImporter,United Kingdom,Lübeck,FromImporter,200,United Kingdom,276,Lübeck,6946235,,ok thanks to gravity,270,61648.918,78
1863,200<-Hanse Towns,200<-Hanse TownsFromImporter,United Kingdom,Bremen,FromImporter,200,United Kingdom,246,Bremen,6946235,,ok thanks to gravity,270,926759.75,78
1863,200<-Hanse Towns,200<-Hanse TownsFromImporter,United Kingdom,Hamburg,FromImporter,200,United Kingdom,248,Hamburg,6946235,,ok thanks to gravity,270,5957826,78
1863,211<-Chile & Peru,211<-Chile & PeruFromImporter,Belgium,Chile,FromImporter,211,Belgium,155,Chile,727591.19,,ok thanks to gravity,270,259778.88,78
1863,211<-Chile & Peru,211<-Chile & PeruFromImporter,Belgium,Peru,FromImporter,211,Belgium,135,Peru,727591.19,,ok thanks to gravity,270,467812.28,78
1863,211<-Cuba & Puerto Rico,211<-Cuba & Puerto RicoFromImporter,Belgium,Puerto Rico,FromImporter,211,Belgium,6,Puerto Rico,366284.81,,ok thanks to gravity,270,32986.867,78
1863,211<-Cuba & Puerto Rico,211<-Cuba & Puerto RicoFromImporter,Belgium,Cuba,FromImporter,211,Belgium,40,Cuba,366284.81,,ok thanks to gravity,270,333297.97,78
1863,211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal,211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & SenegalFromImporter,Belgium,Senegal,FromImporter,211,Belgium,433,Senegal,1372,,ok thanks to gravity,270,675.76416,78
1863,211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal,211<-Gambia & Guinea (French Guinea) (Rivieres du Sud) & SenegalFromImporter,Belgium,Gambia,FromImporter,211,Belgium,420,Gambia,1372,,ok thanks to gravity,270,696.2359,78
1863,211<-Greece & Ionian Is.,211<-Greece & Ionian Is.FromImporter,Belgium,Ionian Is.,FromImporter,211,Belgium,3349,Ionian Is.,705.59998,,ok thanks to gravity,270,149.53056,78
1863,211<-Greece & Ionian Is.,211<-Greece & Ionian Is.FromImporter,Belgium,Greece,FromImporter,211,Belgium,350,Greece,705.59998,,ok thanks to gravity,270,556.06946,78
1863,211<-Haiti & Venezuela,211<-Haiti & VenezuelaFromImporter,Belgium,Venezuela,FromImporter,211,Belgium,101,Venezuela,345587.19,,ok thanks to gravity,270,54174.098,78
1863,211<-Haiti & Venezuela,211<-Haiti & VenezuelaFromImporter,Belgium,Haiti,FromImporter,211,Belgium,41,Haiti,345587.19,,ok thanks to gravity,270,291413.09,78
1863,211<-Hanover & Oldenburg,211<-Hanover & OldenburgFromImporter,Belgium,Oldenburg,FromImporter,211,Belgium,257,Oldenburg,4821.6001,,ok thanks to gravity,270,206.81519,78
1863,211<-Hanover & Oldenburg,211<-Hanover & OldenburgFromImporter,Belgium,Hanover,FromImporter,211,Belgium,240,Hanover,4821.6001,,ok thanks to gravity,270,4614.7852,78
