CafFob,value,status,year,importerLabel,exporterLabel
FromExporter,0,imputed zero,1869,Alaska,Martinique
FromExporter,0,imputed zero,1869,Alaska,Mauritius
FromExporter,0,imputed zero,1869,Alaska,Natal
FromExporter,0,imputed zero,1869,Alaska,Netherlands
FromExporter,0,imputed zero,1869,Alaska,New South Wales
FromExporter,0,imputed zero,1869,Alaska,New Zealand
FromExporter,0,imputed zero,1869,Alaska,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Alaska,Norway
FromExporter,0,imputed zero,1869,Alaska,People's Republic of China (China)
FromExporter,0,imputed zero,1869,Alaska,Portugal
FromExporter,0,imputed zero,1869,Alaska,Prince Edward Is.
FromExporter,0,imputed zero,1869,Alaska,Queensland
FromExporter,0,imputed zero,1869,Alaska,Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Alaska,Russia (USSR)
FromExporter,0,imputed zero,1869,Alaska,Senegal
FromExporter,0,imputed zero,1869,Alaska,Sierra Leone
FromExporter,0,imputed zero,1869,Alaska,South Australia
FromExporter,0,imputed zero,1869,Alaska,Spain
FromExporter,0,imputed zero,1869,Alaska,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Alaska,St. Helena
FromExporter,0,imputed zero,1869,Alaska,St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Alaska,Straits Settlements
FromExporter,0,imputed zero,1869,Alaska,Sweden
FromExporter,0,imputed zero,1869,Alaska,Tasmania
FromExporter,0,imputed zero,1869,Alaska,Trinidad
FromExporter,0,imputed zero,1869,Alaska,Turks and Caicos Is.
FromExporter,0,imputed zero,1869,Alaska,United Kingdom
FromExporter,0,imputed zero,1869,Alaska,United States of America
FromExporter,0,imputed zero,1869,Alaska,Uruguay
FromExporter,0,imputed zero,1869,Alaska,Victoria
FromExporter,0,imputed zero,1869,Alaska,Western Australia
FromExporter,0,imputed zero,1869,Alaska,Windward Is.
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Aden
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Argentina (La Plata)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Bahamas
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Belgium
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Belize (British Honduras)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Bermuda
FromExporter,8276.6641,ok thanks to gravity,1869,Algeria (Regency of Algiers),Brazil
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),British Columbia
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Canada (Province of Canada)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Cape Colony (Cape of Good Hope)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Chile
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Dominica
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Falkland Is.
FromExporter,5145014,ok,1869,Algeria (Regency of Algiers),France
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),French Guiana
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),French India
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Greece
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),Guadeloupe
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Guyana (British Guiana)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Haiti
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),India
FromExporter,19536.975,ok,1869,Algeria (Regency of Algiers),Italy
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Jamaica
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Leeward Is.
FromExporter,45862,ok,1869,Algeria (Regency of Algiers),Malta
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),Martinique
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Mauritius
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Natal
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Netherlands
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),New South Wales
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),New Zealand
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Norway
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),People's Republic of China (China)
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),Portugal
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Prince Edward Is.
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Queensland
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Russia (USSR)
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),Senegal
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Sierra Leone
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),South Australia
FromExporter,213466.38,ok,1869,Algeria (Regency of Algiers),Spain
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),St. Helena
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Straits Settlements
FromExporter,45353.23,ok,1869,Algeria (Regency of Algiers),Sweden
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Tasmania
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Trinidad
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Turks and Caicos Is.
FromExporter,26796,ok,1869,Algeria (Regency of Algiers),United Kingdom
FromExporter,,unknown despite gravity,1869,Algeria (Regency of Algiers),United States of America
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Uruguay
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Victoria
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Western Australia
FromExporter,0,imputed zero,1869,Algeria (Regency of Algiers),Windward Is.
FromExporter,0,imputed zero,1869,Andaman Is.,Aden
FromExporter,0,imputed zero,1869,Andaman Is.,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1869,Andaman Is.,Argentina (La Plata)
FromExporter,0,imputed zero,1869,Andaman Is.,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1869,Andaman Is.,Bahamas
FromExporter,0,imputed zero,1869,Andaman Is.,Belgium
FromExporter,0,imputed zero,1869,Andaman Is.,Belize (British Honduras)
FromExporter,0,imputed zero,1869,Andaman Is.,Bermuda
FromExporter,,unknown despite gravity,1869,Andaman Is.,Brazil
FromExporter,0,imputed zero,1869,Andaman Is.,British Columbia
FromExporter,0,imputed zero,1869,Andaman Is.,Canada (Province of Canada)
FromExporter,0,imputed zero,1869,Andaman Is.,Cape Colony (Cape of Good Hope)
FromExporter,0,imputed zero,1869,Andaman Is.,Chile
FromExporter,0,imputed zero,1869,Andaman Is.,Dominica
FromExporter,0,imputed zero,1869,Andaman Is.,Falkland Is.
FromExporter,0,imputed zero,1869,Andaman Is.,France
FromExporter,0,imputed zero,1869,Andaman Is.,French Guiana
FromExporter,0,imputed zero,1869,Andaman Is.,French India
FromExporter,0,imputed zero,1869,Andaman Is.,Greece
FromExporter,0,imputed zero,1869,Andaman Is.,Guadeloupe
FromExporter,0,imputed zero,1869,Andaman Is.,Guyana (British Guiana)
FromExporter,,unknown despite gravity,1869,Andaman Is.,Haiti
FromExporter,0,imputed zero,1869,Andaman Is.,India
FromExporter,0,imputed zero,1869,Andaman Is.,Italy
FromExporter,0,imputed zero,1869,Andaman Is.,Jamaica
FromExporter,0,imputed zero,1869,Andaman Is.,Leeward Is.
FromExporter,0,imputed zero,1869,Andaman Is.,Malta
FromExporter,0,imputed zero,1869,Andaman Is.,Martinique
FromExporter,0,imputed zero,1869,Andaman Is.,Mauritius
FromExporter,0,imputed zero,1869,Andaman Is.,Natal
FromExporter,,unknown despite gravity,1869,Andaman Is.,Netherlands
FromExporter,0,imputed zero,1869,Andaman Is.,New South Wales
FromExporter,0,imputed zero,1869,Andaman Is.,New Zealand
FromExporter,0,imputed zero,1869,Andaman Is.,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Andaman Is.,Norway
FromExporter,0,imputed zero,1869,Andaman Is.,People's Republic of China (China)
FromExporter,,unknown despite gravity,1869,Andaman Is.,Portugal
FromExporter,0,imputed zero,1869,Andaman Is.,Prince Edward Is.
FromExporter,0,imputed zero,1869,Andaman Is.,Queensland
FromExporter,0,imputed zero,1869,Andaman Is.,Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Andaman Is.,Russia (USSR)
FromExporter,0,imputed zero,1869,Andaman Is.,Senegal
FromExporter,0,imputed zero,1869,Andaman Is.,Sierra Leone
FromExporter,0,imputed zero,1869,Andaman Is.,South Australia
FromExporter,,unknown despite gravity,1869,Andaman Is.,Spain
FromExporter,0,imputed zero,1869,Andaman Is.,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Andaman Is.,St. Helena
FromExporter,0,imputed zero,1869,Andaman Is.,St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Andaman Is.,Straits Settlements
FromExporter,0,imputed zero,1869,Andaman Is.,Sweden
FromExporter,0,imputed zero,1869,Andaman Is.,Tasmania
FromExporter,0,imputed zero,1869,Andaman Is.,Trinidad
FromExporter,0,imputed zero,1869,Andaman Is.,Turks and Caicos Is.
FromExporter,0,imputed zero,1869,Andaman Is.,United Kingdom
FromExporter,,unknown despite gravity,1869,Andaman Is.,United States of America
FromExporter,0,imputed zero,1869,Andaman Is.,Uruguay
FromExporter,0,imputed zero,1869,Andaman Is.,Victoria
FromExporter,0,imputed zero,1869,Andaman Is.,Western Australia
FromExporter,0,imputed zero,1869,Andaman Is.,Windward Is.
FromExporter,0,imputed zero,1869,Angola,Aden
FromExporter,0,imputed zero,1869,Angola,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1869,Angola,Argentina (La Plata)
FromExporter,0,imputed zero,1869,Angola,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1869,Angola,Bahamas
FromExporter,0,imputed zero,1869,Angola,Belgium
FromExporter,0,imputed zero,1869,Angola,Belize (British Honduras)
FromExporter,0,imputed zero,1869,Angola,Bermuda
FromExporter,,unknown despite gravity,1869,Angola,Brazil
FromExporter,0,imputed zero,1869,Angola,British Columbia
FromExporter,0,imputed zero,1869,Angola,Canada (Province of Canada)
FromExporter,0,imputed zero,1869,Angola,Cape Colony (Cape of Good Hope)
FromExporter,0,imputed zero,1869,Angola,Chile
FromExporter,0,imputed zero,1869,Angola,Dominica
FromExporter,0,imputed zero,1869,Angola,Falkland Is.
FromExporter,0,imputed zero,1869,Angola,France
FromExporter,0,imputed zero,1869,Angola,French Guiana
FromExporter,0,imputed zero,1869,Angola,French India
FromExporter,0,imputed zero,1869,Angola,Greece
FromExporter,0,imputed zero,1869,Angola,Guadeloupe
FromExporter,0,imputed zero,1869,Angola,Guyana (British Guiana)
FromExporter,0,imputed zero,1869,Angola,Haiti
FromExporter,0,imputed zero,1869,Angola,India
FromExporter,0,imputed zero,1869,Angola,Italy
FromExporter,0,imputed zero,1869,Angola,Jamaica
FromExporter,0,imputed zero,1869,Angola,Leeward Is.
FromExporter,0,imputed zero,1869,Angola,Malta
FromExporter,0,imputed zero,1869,Angola,Martinique
FromExporter,0,imputed zero,1869,Angola,Mauritius
FromExporter,0,imputed zero,1869,Angola,Natal
FromExporter,0,imputed zero,1869,Angola,Netherlands
FromExporter,0,imputed zero,1869,Angola,New South Wales
FromExporter,0,imputed zero,1869,Angola,New Zealand
FromExporter,0,imputed zero,1869,Angola,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Angola,Norway
FromExporter,0,imputed zero,1869,Angola,People's Republic of China (China)
FromExporter,,unknown despite gravity,1869,Angola,Portugal
FromExporter,0,imputed zero,1869,Angola,Prince Edward Is.
FromExporter,0,imputed zero,1869,Angola,Queensland
FromExporter,0,imputed zero,1869,Angola,Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Angola,Russia (USSR)
FromExporter,0,imputed zero,1869,Angola,Senegal
FromExporter,0,imputed zero,1869,Angola,Sierra Leone
FromExporter,0,imputed zero,1869,Angola,South Australia
FromExporter,0,imputed zero,1869,Angola,Spain
FromExporter,0,imputed zero,1869,Angola,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Angola,St. Helena
FromExporter,0,imputed zero,1869,Angola,St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Angola,Straits Settlements
FromExporter,0,imputed zero,1869,Angola,Sweden
FromExporter,0,imputed zero,1869,Angola,Tasmania
FromExporter,0,imputed zero,1869,Angola,Trinidad
FromExporter,0,imputed zero,1869,Angola,Turks and Caicos Is.
FromExporter,0,imputed zero,1869,Angola,United Kingdom
FromExporter,,unknown despite gravity,1869,Angola,United States of America
FromExporter,0,imputed zero,1869,Angola,Uruguay
FromExporter,0,imputed zero,1869,Angola,Victoria
FromExporter,0,imputed zero,1869,Angola,Western Australia
FromExporter,0,imputed zero,1869,Angola,Windward Is.
FromExporter,0,imputed zero,1869,Argentina (La Plata),Aden
FromExporter,0,imputed zero,1869,Argentina (La Plata),Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Bahamas
FromExporter,112973.85,ok,1869,Argentina (La Plata),Belgium
FromExporter,0,imputed zero,1869,Argentina (La Plata),Belize (British Honduras)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Bermuda
FromExporter,850689.25,ok,1869,Argentina (La Plata),Brazil
FromExporter,0,imputed zero,1869,Argentina (La Plata),British Columbia
FromExporter,0,imputed zero,1869,Argentina (La Plata),Canada (Province of Canada)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Cape Colony (Cape of Good Hope)
FromExporter,44672.359,ok,1869,Argentina (La Plata),Chile
FromExporter,0,imputed zero,1869,Argentina (La Plata),Dominica
FromExporter,0,imputed zero,1869,Argentina (La Plata),Falkland Is.
FromExporter,2737385.8,ok,1869,Argentina (La Plata),France
FromExporter,0,imputed zero,1869,Argentina (La Plata),French Guiana
FromExporter,0,imputed zero,1869,Argentina (La Plata),French India
FromExporter,0,imputed zero,1869,Argentina (La Plata),Greece
FromExporter,0,imputed zero,1869,Argentina (La Plata),Guadeloupe
FromExporter,0,imputed zero,1869,Argentina (La Plata),Guyana (British Guiana)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Haiti
FromExporter,,unknown despite gravity,1869,Argentina (La Plata),India
FromExporter,409714.25,ok thanks to gravity,1869,Argentina (La Plata),Italy
FromExporter,6107.1167,ok thanks to gravity,1869,Argentina (La Plata),Jamaica
FromExporter,0,imputed zero,1869,Argentina (La Plata),Leeward Is.
FromExporter,0,imputed zero,1869,Argentina (La Plata),Malta
FromExporter,0,imputed zero,1869,Argentina (La Plata),Martinique
FromExporter,0,imputed zero,1869,Argentina (La Plata),Mauritius
FromExporter,0,imputed zero,1869,Argentina (La Plata),Natal
FromExporter,198009.42,ok,1869,Argentina (La Plata),Netherlands
FromExporter,0,imputed zero,1869,Argentina (La Plata),New South Wales
FromExporter,0,imputed zero,1869,Argentina (La Plata),New Zealand
FromExporter,0,imputed zero,1869,Argentina (La Plata),Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Norway
FromExporter,15877.703,ok thanks to gravity,1869,Argentina (La Plata),People's Republic of China (China)
FromExporter,6874.6772,ok,1869,Argentina (La Plata),Portugal
FromExporter,0,imputed zero,1869,Argentina (La Plata),Prince Edward Is.
FromExporter,0,imputed zero,1869,Argentina (La Plata),Queensland
FromExporter,0,imputed zero,1869,Argentina (La Plata),Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Russia (USSR)
FromExporter,0,imputed zero,1869,Argentina (La Plata),Senegal
FromExporter,0,imputed zero,1869,Argentina (La Plata),Sierra Leone
FromExporter,0,imputed zero,1869,Argentina (La Plata),South Australia
FromExporter,490501.03,ok,1869,Argentina (La Plata),Spain
FromExporter,0,imputed zero,1869,Argentina (La Plata),Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Argentina (La Plata),St. Helena
FromExporter,0,imputed zero,1869,Argentina (La Plata),St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Argentina (La Plata),Straits Settlements
FromExporter,0,imputed zero,1869,Argentina (La Plata),Sweden
FromExporter,0,imputed zero,1869,Argentina (La Plata),Tasmania
FromExporter,0,imputed zero,1869,Argentina (La Plata),Trinidad
FromExporter,0,imputed zero,1869,Argentina (La Plata),Turks and Caicos Is.
FromExporter,2271496,ok,1869,Argentina (La Plata),United Kingdom
FromExporter,461080.75,ok,1869,Argentina (La Plata),United States of America
FromExporter,0,imputed zero,1869,Argentina (La Plata),Uruguay
FromExporter,0,imputed zero,1869,Argentina (La Plata),Victoria
FromExporter,0,imputed zero,1869,Argentina (La Plata),Western Australia
FromExporter,0,imputed zero,1869,Argentina (La Plata),Windward Is.
FromExporter,0,imputed zero,1869,Ascension I.,Aden
FromExporter,0,imputed zero,1869,Ascension I.,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1869,Ascension I.,Argentina (La Plata)
FromExporter,0,imputed zero,1869,Ascension I.,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1869,Ascension I.,Bahamas
FromExporter,0,imputed zero,1869,Ascension I.,Belgium
FromExporter,0,imputed zero,1869,Ascension I.,Belize (British Honduras)
FromExporter,0,imputed zero,1869,Ascension I.,Bermuda
FromExporter,0,imputed zero,1869,Ascension I.,Brazil
FromExporter,0,imputed zero,1869,Ascension I.,British Columbia
FromExporter,0,imputed zero,1869,Ascension I.,Canada (Province of Canada)
FromExporter,1898,ok,1869,Ascension I.,Cape Colony (Cape of Good Hope)
FromExporter,0,imputed zero,1869,Ascension I.,Chile
FromExporter,0,imputed zero,1869,Ascension I.,Dominica
FromExporter,0,imputed zero,1869,Ascension I.,Falkland Is.
FromExporter,0,imputed zero,1869,Ascension I.,France
FromExporter,0,imputed zero,1869,Ascension I.,French Guiana
FromExporter,0,imputed zero,1869,Ascension I.,French India
FromExporter,0,imputed zero,1869,Ascension I.,Greece
FromExporter,0,imputed zero,1869,Ascension I.,Guadeloupe
FromExporter,0,imputed zero,1869,Ascension I.,Guyana (British Guiana)
FromExporter,0,imputed zero,1869,Ascension I.,Haiti
FromExporter,0,imputed zero,1869,Ascension I.,India
FromExporter,0,imputed zero,1869,Ascension I.,Italy
FromExporter,0,imputed zero,1869,Ascension I.,Jamaica
FromExporter,0,imputed zero,1869,Ascension I.,Leeward Is.
FromExporter,0,imputed zero,1869,Ascension I.,Malta
FromExporter,0,imputed zero,1869,Ascension I.,Martinique
FromExporter,0,imputed zero,1869,Ascension I.,Mauritius
FromExporter,0,imputed zero,1869,Ascension I.,Natal
FromExporter,0,imputed zero,1869,Ascension I.,Netherlands
FromExporter,0,imputed zero,1869,Ascension I.,New South Wales
FromExporter,0,imputed zero,1869,Ascension I.,New Zealand
FromExporter,0,imputed zero,1869,Ascension I.,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1869,Ascension I.,Norway
FromExporter,0,imputed zero,1869,Ascension I.,People's Republic of China (China)
FromExporter,0,imputed zero,1869,Ascension I.,Portugal
FromExporter,0,imputed zero,1869,Ascension I.,Prince Edward Is.
FromExporter,0,imputed zero,1869,Ascension I.,Queensland
FromExporter,0,imputed zero,1869,Ascension I.,Reunion (Bourbon I.)
FromExporter,0,imputed zero,1869,Ascension I.,Russia (USSR)
FromExporter,0,imputed zero,1869,Ascension I.,Senegal
FromExporter,0,imputed zero,1869,Ascension I.,Sierra Leone
FromExporter,0,imputed zero,1869,Ascension I.,South Australia
FromExporter,0,imputed zero,1869,Ascension I.,Spain
FromExporter,0,imputed zero,1869,Ascension I.,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1869,Ascension I.,St. Helena
FromExporter,0,imputed zero,1869,Ascension I.,St. Pierre and Miquelon
FromExporter,0,imputed zero,1869,Ascension I.,Straits Settlements
FromExporter,0,imputed zero,1869,Ascension I.,Sweden
FromExporter,0,imputed zero,1869,Ascension I.,Tasmania
FromExporter,0,imputed zero,1869,Ascension I.,Trinidad
FromExporter,0,imputed zero,1869,Ascension I.,Turks and Caicos Is.
FromExporter,3882,ok,1869,Ascension I.,United Kingdom
FromExporter,0,imputed zero,1869,Ascension I.,United States of America
FromExporter,0,imputed zero,1869,Ascension I.,Uruguay
FromExporter,0,imputed zero,1869,Ascension I.,Victoria
FromExporter,0,imputed zero,1869,Ascension I.,Western Australia
FromExporter,0,imputed zero,1869,Ascension I.,Windward Is.
FromExporter,1073.2047,ok,1869,Austria-Hungary (Austrian Empire),Aden
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Argentina (La Plata)
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Bahamas
FromExporter,71656.352,ok,1869,Austria-Hungary (Austrian Empire),Belgium
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Belize (British Honduras)
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Bermuda
FromExporter,7264.9956,ok,1869,Austria-Hungary (Austrian Empire),Brazil
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),British Columbia
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Canada (Province of Canada)
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Cape Colony (Cape of Good Hope)
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Chile
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Dominica
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Falkland Is.
FromExporter,595947.56,ok,1869,Austria-Hungary (Austrian Empire),France
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),French Guiana
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),French India
FromExporter,206892.86,ok,1869,Austria-Hungary (Austrian Empire),Greece
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Guadeloupe
FromExporter,0,imputed zero,1869,Austria-Hungary (Austrian Empire),Guyana (British Guiana)
