CafFob,value,status,year,importerLabel,exporterLabel
FromExporter,0,imputed zero,1916,Aden,Nigeria
FromExporter,0,imputed zero,1916,Aden,Norway
FromExporter,0,imputed zero,1916,Aden,Panama
FromExporter,0,imputed zero,1916,Aden,Paraguay
FromExporter,40255.313,ok thanks to gravity,1916,Aden,People's Republic of China (China)
FromExporter,0,imputed zero,1916,Aden,Perlis
FromExporter,0,imputed zero,1916,Aden,Peru
FromExporter,241.49338,ok,1916,Aden,Philippines
FromExporter,0,imputed zero,1916,Aden,Portugal
FromExporter,0,imputed zero,1916,Aden,Puerto Rico
FromExporter,0,imputed zero,1916,Aden,Republic of China (Taiwan) (Formosa)
FromExporter,0,imputed zero,1916,Aden,Russia (USSR)
FromExporter,0,imputed zero,1916,Aden,Sarawak
FromExporter,0,imputed zero,1916,Aden,Sierra Leone
FromExporter,184567,ok,1916,Aden,Somaliland Republic (British Somaliland)
FromExporter,67099,ok,1916,Aden,South Africa
FromExporter,0,imputed zero,1916,Aden,Spain
FromExporter,0,imputed zero,1916,Aden,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1916,Aden,St. Helena
FromExporter,0,imputed zero,1916,Aden,Straits Settlements
FromExporter,0,imputed zero,1916,Aden,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
FromExporter,0,imputed zero,1916,Aden,Sweden
FromExporter,0,imputed zero,1916,Aden,Switzerland
FromExporter,0,imputed zero,1916,Aden,Thailand (Siam)
FromExporter,0,imputed zero,1916,Aden,Tonga (Haʻapai)
FromExporter,0,imputed zero,1916,Aden,Trengganu
FromExporter,0,imputed zero,1916,Aden,Trinidad and Tobago
FromExporter,0,imputed zero,1916,Aden,Tunisia (Regency of Tunis)
FromExporter,0,imputed zero,1916,Aden,Turks and Caicos Is.
FromExporter,0,imputed zero,1916,Aden,Uganda
FromExporter,384838,ok,1916,Aden,United Kingdom
FromExporter,204927.47,ok,1916,Aden,United States of America
FromExporter,0,imputed zero,1916,Aden,Uruguay
FromExporter,0,imputed zero,1916,Aden,Venezuela
FromExporter,0,imputed zero,1916,Aden,Windward Is.
FromExporter,0,imputed zero,1916,Aden,Zanzibar
FromExporter,0,imputed zero,1916,Aden,Zimbabwe (Rhodesia) (Southern Rhodesia)
FromExporter,0,imputed zero,1916,Aden Protectorate,Aden
FromExporter,0,imputed zero,1916,Aden Protectorate,Alaska
FromExporter,0,imputed zero,1916,Aden Protectorate,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1916,Aden Protectorate,Argentina (La Plata)
FromExporter,0,imputed zero,1916,Aden Protectorate,Australia
FromExporter,0,imputed zero,1916,Aden Protectorate,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1916,Aden Protectorate,Bahamas
FromExporter,0,imputed zero,1916,Aden Protectorate,Barbados
FromExporter,0,imputed zero,1916,Aden Protectorate,Belize (British Honduras)
FromExporter,0,imputed zero,1916,Aden Protectorate,Bermuda
FromExporter,0,imputed zero,1916,Aden Protectorate,Bolivia
FromExporter,0,imputed zero,1916,Aden Protectorate,Brazil
FromExporter,0,imputed zero,1916,Aden Protectorate,Bulgaria
FromExporter,0,imputed zero,1916,Aden Protectorate,Canada (Province of Canada)
FromExporter,0,imputed zero,1916,Aden Protectorate,Chile
FromExporter,0,imputed zero,1916,Aden Protectorate,Colombia (New Granada) (Gran Colombia)
FromExporter,0,imputed zero,1916,Aden Protectorate,Costa Rica
FromExporter,0,imputed zero,1916,Aden Protectorate,Cuba
FromExporter,0,imputed zero,1916,Aden Protectorate,Cyprus
FromExporter,0,imputed zero,1916,Aden Protectorate,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
FromExporter,,unknown despite gravity,1916,Aden Protectorate,Denmark
FromExporter,0,imputed zero,1916,Aden Protectorate,Dominican Republic (Santo Domingo)
FromExporter,0,imputed zero,1916,Aden Protectorate,Ecuador
FromExporter,0,imputed zero,1916,Aden Protectorate,Egypt Arab Republic (Egypt)
FromExporter,0,imputed zero,1916,Aden Protectorate,El Salvador
FromExporter,0,imputed zero,1916,Aden Protectorate,Falkland Is.
FromExporter,0,imputed zero,1916,Aden Protectorate,Federated Malay States
FromExporter,0,imputed zero,1916,Aden Protectorate,Fiji
FromExporter,0,imputed zero,1916,Aden Protectorate,France
FromExporter,0,imputed zero,1916,Aden Protectorate,French Indochina
FromExporter,0,imputed zero,1916,Aden Protectorate,Gambia
FromExporter,0,imputed zero,1916,Aden Protectorate,Ghana (Gold Coast)
FromExporter,0,imputed zero,1916,Aden Protectorate,Greece
FromExporter,0,imputed zero,1916,Aden Protectorate,Guyana (British Guiana)
FromExporter,0,imputed zero,1916,Aden Protectorate,Hawaii (Sandwich Is.)
FromExporter,0,imputed zero,1916,Aden Protectorate,Iceland
FromExporter,,unknown despite gravity,1916,Aden Protectorate,India
FromExporter,0,imputed zero,1916,Aden Protectorate,Iran (Persia)
FromExporter,0,imputed zero,1916,Aden Protectorate,Italy
FromExporter,0,imputed zero,1916,Aden Protectorate,Jamaica
FromExporter,0,imputed zero,1916,Aden Protectorate,Japan
FromExporter,0,imputed zero,1916,Aden Protectorate,Johore
FromExporter,0,imputed zero,1916,Aden Protectorate,Kedah
FromExporter,0,imputed zero,1916,Aden Protectorate,Kelantan
FromExporter,0,imputed zero,1916,Aden Protectorate,Kenya (British East Africa Protectorate)
FromExporter,0,imputed zero,1916,Aden Protectorate,Leeward Is.
FromExporter,0,imputed zero,1916,Aden Protectorate,Malawi (Nyasaland) (British Central Africa Protectorate)
FromExporter,0,imputed zero,1916,Aden Protectorate,Malta
FromExporter,0,imputed zero,1916,Aden Protectorate,Mauritius
FromExporter,0,imputed zero,1916,Aden Protectorate,Morocco
FromExporter,0,imputed zero,1916,Aden Protectorate,Netherlands
FromExporter,0,imputed zero,1916,Aden Protectorate,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
FromExporter,0,imputed zero,1916,Aden Protectorate,New Zealand
FromExporter,0,imputed zero,1916,Aden Protectorate,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1916,Aden Protectorate,Nicaragua
FromExporter,0,imputed zero,1916,Aden Protectorate,Nigeria
FromExporter,0,imputed zero,1916,Aden Protectorate,Norway
FromExporter,0,imputed zero,1916,Aden Protectorate,Panama
FromExporter,0,imputed zero,1916,Aden Protectorate,Paraguay
FromExporter,0,imputed zero,1916,Aden Protectorate,People's Republic of China (China)
FromExporter,0,imputed zero,1916,Aden Protectorate,Perlis
FromExporter,0,imputed zero,1916,Aden Protectorate,Peru
FromExporter,0,imputed zero,1916,Aden Protectorate,Philippines
FromExporter,0,imputed zero,1916,Aden Protectorate,Portugal
FromExporter,0,imputed zero,1916,Aden Protectorate,Puerto Rico
FromExporter,0,imputed zero,1916,Aden Protectorate,Republic of China (Taiwan) (Formosa)
FromExporter,0,imputed zero,1916,Aden Protectorate,Russia (USSR)
FromExporter,0,imputed zero,1916,Aden Protectorate,Sarawak
FromExporter,0,imputed zero,1916,Aden Protectorate,Sierra Leone
FromExporter,0,imputed zero,1916,Aden Protectorate,Somaliland Republic (British Somaliland)
FromExporter,0,imputed zero,1916,Aden Protectorate,South Africa
FromExporter,0,imputed zero,1916,Aden Protectorate,Spain
FromExporter,0,imputed zero,1916,Aden Protectorate,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1916,Aden Protectorate,St. Helena
FromExporter,0,imputed zero,1916,Aden Protectorate,Straits Settlements
FromExporter,,unknown despite gravity,1916,Aden Protectorate,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
FromExporter,0,imputed zero,1916,Aden Protectorate,Sweden
FromExporter,0,imputed zero,1916,Aden Protectorate,Switzerland
FromExporter,0,imputed zero,1916,Aden Protectorate,Thailand (Siam)
FromExporter,0,imputed zero,1916,Aden Protectorate,Tonga (Haʻapai)
FromExporter,0,imputed zero,1916,Aden Protectorate,Trengganu
FromExporter,0,imputed zero,1916,Aden Protectorate,Trinidad and Tobago
FromExporter,0,imputed zero,1916,Aden Protectorate,Tunisia (Regency of Tunis)
FromExporter,0,imputed zero,1916,Aden Protectorate,Turks and Caicos Is.
FromExporter,0,imputed zero,1916,Aden Protectorate,Uganda
FromExporter,,unknown despite gravity,1916,Aden Protectorate,United Kingdom
FromExporter,0,imputed zero,1916,Aden Protectorate,United States of America
FromExporter,0,imputed zero,1916,Aden Protectorate,Uruguay
FromExporter,0,imputed zero,1916,Aden Protectorate,Venezuela
FromExporter,0,imputed zero,1916,Aden Protectorate,Windward Is.
FromExporter,0,imputed zero,1916,Aden Protectorate,Zanzibar
FromExporter,0,imputed zero,1916,Aden Protectorate,Zimbabwe (Rhodesia) (Southern Rhodesia)
FromExporter,0,imputed zero,1916,Afghanistan,Aden
FromExporter,0,imputed zero,1916,Afghanistan,Alaska
FromExporter,0,imputed zero,1916,Afghanistan,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1916,Afghanistan,Argentina (La Plata)
FromExporter,0,imputed zero,1916,Afghanistan,Australia
FromExporter,0,imputed zero,1916,Afghanistan,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1916,Afghanistan,Bahamas
FromExporter,0,imputed zero,1916,Afghanistan,Barbados
FromExporter,0,imputed zero,1916,Afghanistan,Belize (British Honduras)
FromExporter,0,imputed zero,1916,Afghanistan,Bermuda
FromExporter,0,imputed zero,1916,Afghanistan,Bolivia
FromExporter,0,imputed zero,1916,Afghanistan,Brazil
FromExporter,0,imputed zero,1916,Afghanistan,Bulgaria
FromExporter,0,imputed zero,1916,Afghanistan,Canada (Province of Canada)
FromExporter,0,imputed zero,1916,Afghanistan,Chile
FromExporter,0,imputed zero,1916,Afghanistan,Colombia (New Granada) (Gran Colombia)
FromExporter,0,imputed zero,1916,Afghanistan,Costa Rica
FromExporter,0,imputed zero,1916,Afghanistan,Cuba
FromExporter,0,imputed zero,1916,Afghanistan,Cyprus
FromExporter,0,imputed zero,1916,Afghanistan,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
FromExporter,0,imputed zero,1916,Afghanistan,Denmark
FromExporter,0,imputed zero,1916,Afghanistan,Dominican Republic (Santo Domingo)
FromExporter,0,imputed zero,1916,Afghanistan,Ecuador
FromExporter,0,imputed zero,1916,Afghanistan,Egypt Arab Republic (Egypt)
FromExporter,0,imputed zero,1916,Afghanistan,El Salvador
FromExporter,0,imputed zero,1916,Afghanistan,Falkland Is.
FromExporter,0,imputed zero,1916,Afghanistan,Federated Malay States
FromExporter,0,imputed zero,1916,Afghanistan,Fiji
FromExporter,0,imputed zero,1916,Afghanistan,France
FromExporter,0,imputed zero,1916,Afghanistan,French Indochina
FromExporter,0,imputed zero,1916,Afghanistan,Gambia
FromExporter,0,imputed zero,1916,Afghanistan,Ghana (Gold Coast)
FromExporter,0,imputed zero,1916,Afghanistan,Greece
FromExporter,0,imputed zero,1916,Afghanistan,Guyana (British Guiana)
FromExporter,0,imputed zero,1916,Afghanistan,Hawaii (Sandwich Is.)
FromExporter,0,imputed zero,1916,Afghanistan,Iceland
FromExporter,0,imputed zero,1916,Afghanistan,India
FromExporter,30731.252,ok,1916,Afghanistan,Iran (Persia)
FromExporter,0,imputed zero,1916,Afghanistan,Italy
FromExporter,0,imputed zero,1916,Afghanistan,Jamaica
FromExporter,0,imputed zero,1916,Afghanistan,Japan
FromExporter,0,imputed zero,1916,Afghanistan,Johore
FromExporter,0,imputed zero,1916,Afghanistan,Kedah
FromExporter,0,imputed zero,1916,Afghanistan,Kelantan
FromExporter,0,imputed zero,1916,Afghanistan,Kenya (British East Africa Protectorate)
FromExporter,0,imputed zero,1916,Afghanistan,Leeward Is.
FromExporter,0,imputed zero,1916,Afghanistan,Malawi (Nyasaland) (British Central Africa Protectorate)
FromExporter,0,imputed zero,1916,Afghanistan,Malta
FromExporter,0,imputed zero,1916,Afghanistan,Mauritius
FromExporter,0,imputed zero,1916,Afghanistan,Morocco
FromExporter,0,imputed zero,1916,Afghanistan,Netherlands
FromExporter,0,imputed zero,1916,Afghanistan,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
FromExporter,0,imputed zero,1916,Afghanistan,New Zealand
FromExporter,0,imputed zero,1916,Afghanistan,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1916,Afghanistan,Nicaragua
FromExporter,0,imputed zero,1916,Afghanistan,Nigeria
FromExporter,0,imputed zero,1916,Afghanistan,Norway
FromExporter,0,imputed zero,1916,Afghanistan,Panama
FromExporter,0,imputed zero,1916,Afghanistan,Paraguay
FromExporter,0,imputed zero,1916,Afghanistan,People's Republic of China (China)
FromExporter,0,imputed zero,1916,Afghanistan,Perlis
FromExporter,0,imputed zero,1916,Afghanistan,Peru
FromExporter,0,imputed zero,1916,Afghanistan,Philippines
FromExporter,0,imputed zero,1916,Afghanistan,Portugal
FromExporter,0,imputed zero,1916,Afghanistan,Puerto Rico
FromExporter,0,imputed zero,1916,Afghanistan,Republic of China (Taiwan) (Formosa)
FromExporter,0,imputed zero,1916,Afghanistan,Russia (USSR)
FromExporter,0,imputed zero,1916,Afghanistan,Sarawak
FromExporter,0,imputed zero,1916,Afghanistan,Sierra Leone
FromExporter,0,imputed zero,1916,Afghanistan,Somaliland Republic (British Somaliland)
FromExporter,0,imputed zero,1916,Afghanistan,South Africa
FromExporter,0,imputed zero,1916,Afghanistan,Spain
FromExporter,0,imputed zero,1916,Afghanistan,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1916,Afghanistan,St. Helena
FromExporter,0,imputed zero,1916,Afghanistan,Straits Settlements
FromExporter,0,imputed zero,1916,Afghanistan,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
FromExporter,0,imputed zero,1916,Afghanistan,Sweden
FromExporter,45.917442,ok thanks to gravity,1916,Afghanistan,Switzerland
FromExporter,0,imputed zero,1916,Afghanistan,Thailand (Siam)
FromExporter,0,imputed zero,1916,Afghanistan,Tonga (Haʻapai)
FromExporter,0,imputed zero,1916,Afghanistan,Trengganu
FromExporter,0,imputed zero,1916,Afghanistan,Trinidad and Tobago
FromExporter,0,imputed zero,1916,Afghanistan,Tunisia (Regency of Tunis)
FromExporter,0,imputed zero,1916,Afghanistan,Turks and Caicos Is.
FromExporter,0,imputed zero,1916,Afghanistan,Uganda
FromExporter,175,ok,1916,Afghanistan,United Kingdom
FromExporter,0,imputed zero,1916,Afghanistan,United States of America
FromExporter,0,imputed zero,1916,Afghanistan,Uruguay
FromExporter,0,imputed zero,1916,Afghanistan,Venezuela
FromExporter,0,imputed zero,1916,Afghanistan,Windward Is.
FromExporter,0,imputed zero,1916,Afghanistan,Zanzibar
FromExporter,0,imputed zero,1916,Afghanistan,Zimbabwe (Rhodesia) (Southern Rhodesia)
FromExporter,0,imputed zero,1916,Alaska,Aden
FromExporter,0,imputed zero,1916,Alaska,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1916,Alaska,Argentina (La Plata)
FromExporter,0,imputed zero,1916,Alaska,Australia
FromExporter,0,imputed zero,1916,Alaska,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1916,Alaska,Bahamas
FromExporter,0,imputed zero,1916,Alaska,Barbados
FromExporter,0,imputed zero,1916,Alaska,Belize (British Honduras)
FromExporter,0,imputed zero,1916,Alaska,Bermuda
FromExporter,0,imputed zero,1916,Alaska,Bolivia
FromExporter,0,imputed zero,1916,Alaska,Brazil
FromExporter,0,imputed zero,1916,Alaska,Bulgaria
FromExporter,69675.531,ok,1916,Alaska,Canada (Province of Canada)
FromExporter,0,imputed zero,1916,Alaska,Chile
FromExporter,0,imputed zero,1916,Alaska,Colombia (New Granada) (Gran Colombia)
FromExporter,0,imputed zero,1916,Alaska,Costa Rica
FromExporter,0,imputed zero,1916,Alaska,Cuba
FromExporter,0,imputed zero,1916,Alaska,Cyprus
FromExporter,0,imputed zero,1916,Alaska,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
FromExporter,0,imputed zero,1916,Alaska,Denmark
FromExporter,0,imputed zero,1916,Alaska,Dominican Republic (Santo Domingo)
FromExporter,0,imputed zero,1916,Alaska,Ecuador
FromExporter,0,imputed zero,1916,Alaska,Egypt Arab Republic (Egypt)
FromExporter,0,imputed zero,1916,Alaska,El Salvador
FromExporter,0,imputed zero,1916,Alaska,Falkland Is.
FromExporter,0,imputed zero,1916,Alaska,Federated Malay States
FromExporter,0,imputed zero,1916,Alaska,Fiji
FromExporter,0,imputed zero,1916,Alaska,France
FromExporter,0,imputed zero,1916,Alaska,French Indochina
FromExporter,0,imputed zero,1916,Alaska,Gambia
FromExporter,0,imputed zero,1916,Alaska,Ghana (Gold Coast)
FromExporter,0,imputed zero,1916,Alaska,Greece
FromExporter,0,imputed zero,1916,Alaska,Guyana (British Guiana)
FromExporter,0,imputed zero,1916,Alaska,Hawaii (Sandwich Is.)
FromExporter,0,imputed zero,1916,Alaska,Iceland
FromExporter,0,imputed zero,1916,Alaska,India
FromExporter,,unknown despite gravity,1916,Alaska,Iran (Persia)
FromExporter,0,imputed zero,1916,Alaska,Italy
FromExporter,0,imputed zero,1916,Alaska,Jamaica
FromExporter,,unknown despite gravity,1916,Alaska,Japan
FromExporter,0,imputed zero,1916,Alaska,Johore
FromExporter,0,imputed zero,1916,Alaska,Kedah
FromExporter,0,imputed zero,1916,Alaska,Kelantan
FromExporter,0,imputed zero,1916,Alaska,Kenya (British East Africa Protectorate)
FromExporter,0,imputed zero,1916,Alaska,Leeward Is.
FromExporter,0,imputed zero,1916,Alaska,Malawi (Nyasaland) (British Central Africa Protectorate)
FromExporter,0,imputed zero,1916,Alaska,Malta
FromExporter,0,imputed zero,1916,Alaska,Mauritius
FromExporter,0,imputed zero,1916,Alaska,Morocco
FromExporter,0,imputed zero,1916,Alaska,Netherlands
FromExporter,0,imputed zero,1916,Alaska,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
FromExporter,0,imputed zero,1916,Alaska,New Zealand
FromExporter,0,imputed zero,1916,Alaska,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1916,Alaska,Nicaragua
FromExporter,0,imputed zero,1916,Alaska,Nigeria
FromExporter,,unknown despite gravity,1916,Alaska,Norway
FromExporter,0,imputed zero,1916,Alaska,Panama
FromExporter,0,imputed zero,1916,Alaska,Paraguay
FromExporter,0,imputed zero,1916,Alaska,People's Republic of China (China)
FromExporter,0,imputed zero,1916,Alaska,Perlis
FromExporter,0,imputed zero,1916,Alaska,Peru
FromExporter,0,imputed zero,1916,Alaska,Philippines
FromExporter,0,imputed zero,1916,Alaska,Portugal
FromExporter,0,imputed zero,1916,Alaska,Puerto Rico
FromExporter,0,imputed zero,1916,Alaska,Republic of China (Taiwan) (Formosa)
FromExporter,0,imputed zero,1916,Alaska,Russia (USSR)
FromExporter,0,imputed zero,1916,Alaska,Sarawak
FromExporter,0,imputed zero,1916,Alaska,Sierra Leone
FromExporter,0,imputed zero,1916,Alaska,Somaliland Republic (British Somaliland)
FromExporter,0,imputed zero,1916,Alaska,South Africa
FromExporter,0,imputed zero,1916,Alaska,Spain
FromExporter,0,imputed zero,1916,Alaska,Sri Lanka (Ceylon)
FromExporter,0,imputed zero,1916,Alaska,St. Helena
FromExporter,0,imputed zero,1916,Alaska,Straits Settlements
FromExporter,0,imputed zero,1916,Alaska,Sudan (Anglo-Egyptian Sudan) (Mahdist State)
FromExporter,0,imputed zero,1916,Alaska,Sweden
FromExporter,0,imputed zero,1916,Alaska,Switzerland
FromExporter,0,imputed zero,1916,Alaska,Thailand (Siam)
FromExporter,0,imputed zero,1916,Alaska,Tonga (Haʻapai)
FromExporter,0,imputed zero,1916,Alaska,Trengganu
FromExporter,0,imputed zero,1916,Alaska,Trinidad and Tobago
FromExporter,0,imputed zero,1916,Alaska,Tunisia (Regency of Tunis)
FromExporter,0,imputed zero,1916,Alaska,Turks and Caicos Is.
FromExporter,0,imputed zero,1916,Alaska,Uganda
FromExporter,0,imputed zero,1916,Alaska,United Kingdom
FromExporter,0,imputed zero,1916,Alaska,United States of America
FromExporter,0,imputed zero,1916,Alaska,Uruguay
FromExporter,0,imputed zero,1916,Alaska,Venezuela
FromExporter,0,imputed zero,1916,Alaska,Windward Is.
FromExporter,0,imputed zero,1916,Alaska,Zanzibar
FromExporter,0,imputed zero,1916,Alaska,Zimbabwe (Rhodesia) (Southern Rhodesia)
FromExporter,0,imputed zero,1916,Albania,Aden
FromExporter,0,imputed zero,1916,Albania,Alaska
FromExporter,0,imputed zero,1916,Albania,Algeria (Regency of Algiers)
FromExporter,0,imputed zero,1916,Albania,Argentina (La Plata)
FromExporter,0,imputed zero,1916,Albania,Australia
FromExporter,29592.08,ok,1916,Albania,Austria-Hungary (Austrian Empire)
FromExporter,0,imputed zero,1916,Albania,Bahamas
FromExporter,0,imputed zero,1916,Albania,Barbados
FromExporter,0,imputed zero,1916,Albania,Belize (British Honduras)
FromExporter,0,imputed zero,1916,Albania,Bermuda
FromExporter,0,imputed zero,1916,Albania,Bolivia
FromExporter,0,imputed zero,1916,Albania,Brazil
FromExporter,0,imputed zero,1916,Albania,Bulgaria
FromExporter,0,imputed zero,1916,Albania,Canada (Province of Canada)
FromExporter,0,imputed zero,1916,Albania,Chile
FromExporter,0,imputed zero,1916,Albania,Colombia (New Granada) (Gran Colombia)
FromExporter,0,imputed zero,1916,Albania,Costa Rica
FromExporter,0,imputed zero,1916,Albania,Cuba
FromExporter,0,imputed zero,1916,Albania,Cyprus
FromExporter,0,imputed zero,1916,Albania,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
FromExporter,0,imputed zero,1916,Albania,Denmark
FromExporter,0,imputed zero,1916,Albania,Dominican Republic (Santo Domingo)
FromExporter,0,imputed zero,1916,Albania,Ecuador
FromExporter,0,imputed zero,1916,Albania,Egypt Arab Republic (Egypt)
FromExporter,0,imputed zero,1916,Albania,El Salvador
FromExporter,0,imputed zero,1916,Albania,Falkland Is.
FromExporter,0,imputed zero,1916,Albania,Federated Malay States
FromExporter,0,imputed zero,1916,Albania,Fiji
FromExporter,0,imputed zero,1916,Albania,France
FromExporter,0,imputed zero,1916,Albania,French Indochina
FromExporter,0,imputed zero,1916,Albania,Gambia
FromExporter,0,imputed zero,1916,Albania,Ghana (Gold Coast)
FromExporter,0,imputed zero,1916,Albania,Greece
FromExporter,0,imputed zero,1916,Albania,Guyana (British Guiana)
FromExporter,0,imputed zero,1916,Albania,Hawaii (Sandwich Is.)
FromExporter,0,imputed zero,1916,Albania,Iceland
FromExporter,0,imputed zero,1916,Albania,India
FromExporter,0,imputed zero,1916,Albania,Iran (Persia)
FromExporter,600182.38,ok,1916,Albania,Italy
FromExporter,0,imputed zero,1916,Albania,Jamaica
FromExporter,0,imputed zero,1916,Albania,Japan
FromExporter,0,imputed zero,1916,Albania,Johore
FromExporter,0,imputed zero,1916,Albania,Kedah
FromExporter,0,imputed zero,1916,Albania,Kelantan
FromExporter,0,imputed zero,1916,Albania,Kenya (British East Africa Protectorate)
FromExporter,0,imputed zero,1916,Albania,Leeward Is.
FromExporter,0,imputed zero,1916,Albania,Malawi (Nyasaland) (British Central Africa Protectorate)
FromExporter,0,imputed zero,1916,Albania,Malta
FromExporter,0,imputed zero,1916,Albania,Mauritius
FromExporter,0,imputed zero,1916,Albania,Morocco
FromExporter,0,imputed zero,1916,Albania,Netherlands
FromExporter,0,imputed zero,1916,Albania,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
FromExporter,0,imputed zero,1916,Albania,New Zealand
FromExporter,0,imputed zero,1916,Albania,Newfoundland and Labrador (Newfoundland)
FromExporter,0,imputed zero,1916,Albania,Nicaragua
FromExporter,0,imputed zero,1916,Albania,Nigeria
FromExporter,0,imputed zero,1916,Albania,Norway
FromExporter,0,imputed zero,1916,Albania,Panama
FromExporter,0,imputed zero,1916,Albania,Paraguay
FromExporter,0,imputed zero,1916,Albania,People's Republic of China (China)
FromExporter,0,imputed zero,1916,Albania,Perlis
FromExporter,0,imputed zero,1916,Albania,Peru
FromExporter,0,imputed zero,1916,Albania,Philippines
FromExporter,0,imputed zero,1916,Albania,Portugal
FromExporter,0,imputed zero,1916,Albania,Puerto Rico
FromExporter,0,imputed zero,1916,Albania,Republic of China (Taiwan) (Formosa)
FromExporter,0,imputed zero,1916,Albania,Russia (USSR)
FromExporter,0,imputed zero,1916,Albania,Sarawak
