year,id,importerLabel,exporterLabel,importerReporting,exporterReporting,CafFob,newimporterId,newexporterId,valueToSplit,pred_trade
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,115,3469.0457,72.766418
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,145,3469.0457,75.711899
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,100,3469.0457,107.94175
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,101,3469.0457,130.73352
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,150,3469.0457,159.4146
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,1055,3469.0457,202.14784
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,165,3469.0457,231.6331
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,155,3469.0457,333.75424
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,110,3469.0457,416.19516
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,135,3469.0457,422.2688
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,140,3469.0457,529.81293
1880,750<-Southern America,India,Southern America,1,,FromImporter,750,160,3469.0457,686.65436
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,902,32356,519.4201
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,905,32356,1013.0895
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,906,32356,1320.4742
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,920,32356,2074.3899
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,903,32356,5633.6958
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,901,32356,10458.314
1880,780<-Australasia,Sri Lanka (Ceylon),Australasia,1,,FromImporter,780,904,32356,11336.615
1880,8271<-Malaysia (British Malaya) (West),Malacca,Malaysia (British Malaya) (West),1,,FromImporter,827,8201,2.6547991e-11,1.1894018e-12
1880,8271<-Malaysia (British Malaya) (West),Malacca,Malaysia (British Malaya) (West),1,,FromImporter,827,8210,2.6547991e-11,4.1011500e-12
1880,8271<-Malaysia (British Malaya) (West),Malacca,Malaysia (British Malaya) (West),1,,FromImporter,827,8202,2.6547991e-11,2.1257440e-11
1880,8272<-820,Penang,Malaysia (British Malaya),1,,FromImporter,827,8201,3.8542329e-11,1.7267715e-12
1880,8272<-820,Penang,Malaysia (British Malaya),1,,FromImporter,827,8210,3.8542329e-11,5.9540424e-12
1880,8272<-820,Penang,Malaysia (British Malaya),1,,FromImporter,827,8202,3.8542329e-11,3.0861515e-11
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,902,26955,462.35883
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,905,26955,901.79578
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,906,26955,1175.4127
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,903,26955,5014.8022
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,901,26955,9309.4092
1880,827<-900,Straits Settlements,Australia,1,,FromImporter,827,904,26955,10091.223
1880,827<-Dutch Colonies,Straits Settlements,Dutch Colonies,1,,FromImporter,827,68,1087455.8,8702.251
1880,827<-Dutch Colonies,Straits Settlements,Dutch Colonies,1,,FromImporter,827,115,1087455.8,60091.805
1880,827<-Dutch Colonies,Straits Settlements,Dutch Colonies,1,,FromImporter,827,850,1087455.8,1018661.8
1880,830<-900,Singapore,Australia,1,,FromImporter,827,902,27404.441,470.06808
1880,830<-900,Singapore,Australia,1,,FromImporter,827,905,27404.441,916.83209
1880,830<-900,Singapore,Australia,1,,FromImporter,827,906,27404.441,1195.0112
1880,830<-900,Singapore,Australia,1,,FromImporter,827,903,27404.441,5098.418
1880,830<-900,Singapore,Australia,1,,FromImporter,827,901,27404.441,9464.6318
1880,830<-900,Singapore,Australia,1,,FromImporter,827,904,27404.441,10259.481
1880,830<-Malaysia (British Malaya) (other),Singapore,Malaysia (British Malaya) (other),1,,FromImporter,827,8201,6.3274379e-11,2.8348155e-12
1880,830<-Malaysia (British Malaya) (other),Singapore,Malaysia (British Malaya) (other),1,,FromImporter,827,8210,6.3274379e-11,9.7746646e-12
1880,830<-Malaysia (British Malaya) (other),Singapore,Malaysia (British Malaya) (other),1,,FromImporter,827,8202,6.3274379e-11,5.0664899e-11
1880,902<-Dutch Colonies,Western Australia,Dutch Colonies,1,,FromImporter,902,68,197,1.5764717
1880,902<-Dutch Colonies,Western Australia,Dutch Colonies,1,,FromImporter,902,115,197,10.886039
1880,902<-Dutch Colonies,Western Australia,Dutch Colonies,1,,FromImporter,902,850,197,184.53749
1880,903<-Dutch Colonies,South Australia,Dutch Colonies,1,,FromImporter,903,68,1029,8.2344646
1880,903<-Dutch Colonies,South Australia,Dutch Colonies,1,,FromImporter,903,115,1029,56.861591
1880,903<-Dutch Colonies,South Australia,Dutch Colonies,1,,FromImporter,903,850,1029,963.90399
1880,903<-Norway & Sweden,South Australia,Norway & Sweden,1,,FromImporter,903,385,75262,34857.871
1880,903<-Norway & Sweden,South Australia,Norway & Sweden,1,,FromImporter,903,380,75262,40404.129
1880,904<-Dutch Colonies,Victoria,Dutch Colonies,1,,FromImporter,904,68,271222,2170.4255
1880,904<-Dutch Colonies,Victoria,Dutch Colonies,1,,FromImporter,904,115,271222,14987.478
1880,904<-Dutch Colonies,Victoria,Dutch Colonies,1,,FromImporter,904,850,271222,254064.09
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,120,1672740.6,870.51685
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,1048,1672740.6,4864.3765
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,68,1672740.6,5081.1953
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,1163,1672740.6,18105.596
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,130,1672740.6,19302.748
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,115,1672740.6,35087.266
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,145,1672740.6,36507.551
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,100,1672740.6,52048.473
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,101,1672740.6,63038.449
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,150,1672740.6,76868.188
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,1055,1672740.6,97473.75
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,165,1672740.6,111691.26
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,155,1672740.6,160933.09
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,110,1672740.6,200685.3
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,135,1672740.6,203613.95
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,140,1672740.6,255470.7
1880,European Russia<-Southern America,European Russia,Southern America,1,,FromImporter,365,160,1672740.6,331098.16
1880,St. Vincent<-British Northern America,St. Vincent,British Northern America,1,,FromImporter,1055,30,3496,47.693657
1880,St. Vincent<-British Northern America,St. Vincent,British Northern America,1,,FromImporter,1055,21,3496,457.76852
1880,St. Vincent<-British Northern America,St. Vincent,British Northern America,1,,FromImporter,1055,20,3496,2990.5378
