year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade,totreat_flows,treated_flows
1933,100<-Belgium & Luxemburg,Colombia (New Granada) (Gran Colombia),Belgium & Luxemburg,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),212,Luxemburg,272335.25,2613.3525,849,175
1933,100<-Belgium & Luxemburg,Colombia (New Granada) (Gran Colombia),Belgium & Luxemburg,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),211,Belgium,272335.25,269721.91,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),30,Bermuda,39362.508,266.01276,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),1055,Windward Is.,39362.508,1160.4711,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),31,Bahamas,39362.508,1361.0682,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),1063,Leeward Is.,39362.508,1992.9297,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),53,Barbados,39362.508,3392.0266,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),51,Jamaica,39362.508,6642.7378,849,175
1933,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),52,Trinidad and Tobago,39362.508,24547.262,849,175
1933,100<-French West Indies,Colombia (New Granada) (Gran Colombia),French West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),66,Martinique,17.045212,3.7441082,849,175
1933,100<-French West Indies,Colombia (New Granada) (Gran Colombia),French West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),65,Guadeloupe,17.045212,13.301103,849,175
1933,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),1055,Windward Is.,87080.414,2677.9688,849,175
1933,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),1063,Leeward Is.,87080.414,4598.9976,849,175
1933,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),53,Barbados,87080.414,7827.6333,849,175
1933,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),51,Jamaica,87080.414,15329.158,849,175
1933,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),52,Trinidad and Tobago,87080.414,56646.656,849,175
1933,110<-British Western Africa,Guyana (British Guiana),British Western Africa,I,FromImporter,110,Guyana (British Guiana),420,Gambia,436.04166,15.041221,849,175
1933,110<-British Western Africa,Guyana (British Guiana),British Western Africa,I,FromImporter,110,Guyana (British Guiana),452,Ghana (Gold Coast),436.04166,182.22404,849,175
1933,110<-British Western Africa,Guyana (British Guiana),British Western Africa,I,FromImporter,110,Guyana (British Guiana),475,Nigeria,436.04166,238.7764,849,175
1933,110<-French West Indies,Guyana (British Guiana),French West Indies,I,FromImporter,110,Guyana (British Guiana),66,Martinique,643.33331,141.31299,849,175
1933,110<-French West Indies,Guyana (British Guiana),French West Indies,I,FromImporter,110,Guyana (British Guiana),65,Guadeloupe,643.33331,502.02036,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),404,Guinea-Bissau (Portuguese Guinea),3625.8333,10.440585,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),752,Portuguese India,3625.8333,41.746632,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),860,East Timor (Portuguese Timor),3625.8333,46.803799,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),402,Cape Verde,3625.8333,138.98497,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),721,Macao,3625.8333,261.80649,849,175
1933,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),403,Sao Tome-Principe,3625.8333,652.78503,849,175
