year,CafFob,status,value,importerLabel,exporterLabel
1922,"FromExporter","imputed zero",0,"Adelie Land","Aden"
1922,"FromExporter","imputed zero",0,"Adelie Land","Albania"
1922,"FromExporter","imputed zero",0,"Adelie Land","Algeria (Regency of Algiers)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Angola"
1922,"FromExporter","imputed zero",0,"Adelie Land","Argentina (La Plata)"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","Australia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Austria"
1922,"FromExporter","imputed zero",0,"Adelie Land","Bahamas"
1922,"FromExporter","imputed zero",0,"Adelie Land","Barbados"
1922,"FromExporter","imputed zero",0,"Adelie Land","Belgium"
1922,"FromExporter","imputed zero",0,"Adelie Land","Belize (British Honduras)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Bermuda"
1922,"FromExporter","imputed zero",0,"Adelie Land","Bolivia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Brazil"
1922,"FromExporter","imputed zero",0,"Adelie Land","Bulgaria"
1922,"FromExporter","imputed zero",0,"Adelie Land","Canada (Province of Canada)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Chile"
1922,"FromExporter","imputed zero",0,"Adelie Land","Colombia (New Granada) (Gran Colombia)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Costa Rica"
1922,"FromExporter","imputed zero",0,"Adelie Land","Cuba"
1922,"FromExporter","imputed zero",0,"Adelie Land","Cyprus"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","Czechoslovakia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Denmark"
1922,"FromExporter","imputed zero",0,"Adelie Land","Djibouti (Afar and Issas) (French Somaliland)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Dominican Republic (Santo Domingo)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Ecuador"
1922,"FromExporter","imputed zero",0,"Adelie Land","Egypt Arab Republic (Egypt)"
1922,"FromExporter","imputed zero",0,"Adelie Land","El Salvador"
1922,"FromExporter","imputed zero",0,"Adelie Land","Falkland Is."
1922,"FromExporter","imputed zero",0,"Adelie Land","Federated Malay States"
1922,"FromExporter","imputed zero",0,"Adelie Land","Fiji"
1922,"FromExporter","imputed zero",0,"Adelie Land","Finland"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","France"
1922,"FromExporter","imputed zero",0,"Adelie Land","French Equatorial Africa"
1922,"FromExporter","imputed zero",0,"Adelie Land","French Guiana"
1922,"FromExporter","imputed zero",0,"Adelie Land","French India"
1922,"FromExporter","imputed zero",0,"Adelie Land","French Indochina"
1922,"FromExporter","imputed zero",0,"Adelie Land","French Polynesia"
1922,"FromExporter","imputed zero",0,"Adelie Land","French West Africa"
1922,"FromExporter","imputed zero",0,"Adelie Land","Gambia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Ghana (Gold Coast)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Greece"
1922,"FromExporter","imputed zero",0,"Adelie Land","Guadeloupe"
1922,"FromExporter","imputed zero",0,"Adelie Land","Guatemala"
1922,"FromExporter","imputed zero",0,"Adelie Land","Guyana (British Guiana)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Haiti"
1922,"FromExporter","imputed zero",0,"Adelie Land","Honduras"
1922,"FromExporter","imputed zero",0,"Adelie Land","Hong Kong"
1922,"FromExporter","imputed zero",0,"Adelie Land","Hungary"
1922,"FromExporter","imputed zero",0,"Adelie Land","Iceland"
1922,"FromExporter","imputed zero",0,"Adelie Land","India"
1922,"FromExporter","imputed zero",0,"Adelie Land","Iran (Persia)"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","Italy"
1922,"FromExporter","imputed zero",0,"Adelie Land","Jamaica"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","Japan"
1922,"FromExporter","imputed zero",0,"Adelie Land","Johore"
1922,"FromExporter","imputed zero",0,"Adelie Land","Kedah"
1922,"FromExporter","imputed zero",0,"Adelie Land","Kelantan"
1922,"FromExporter","imputed zero",0,"Adelie Land","Kenya (British East Africa Protectorate)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Latvia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Liberia"
1922,"FromExporter","imputed zero",0,"Adelie Land","Luxemburg"
1922,"FromExporter","imputed zero",0,"Adelie Land","Madagascar (Malagasy Republic)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Malawi (Nyasaland) (British Central Africa Protectorate)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Malta"
1922,"FromExporter","imputed zero",0,"Adelie Land","Martinique"
1922,"FromExporter","imputed zero",0,"Adelie Land","Mauritius"
1922,"FromExporter","imputed zero",0,"Adelie Land","Mexico"
1922,"FromExporter","imputed zero",0,"Adelie Land","Morocco"
1922,"FromExporter","imputed zero",0,"Adelie Land","Namibia (South West Africa) (German South West Africa)"
1922,"FromExporter","unknown despite gravity",,"Adelie Land","Netherlands"
1922,"FromExporter","imputed zero",0,"Adelie Land","New Caledonia"
1922,"FromExporter","imputed zero",0,"Adelie Land","New Guinea (German New Guinea) (Kaiser Wilhelmsland)"
1922,"FromExporter","imputed zero",0,"Adelie Land","New Zealand"
1922,"FromExporter","imputed zero",0,"Adelie Land","Newfoundland and Labrador (Newfoundland)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Nicaragua"
1922,"FromExporter","imputed zero",0,"Adelie Land","Nigeria"
1922,"FromExporter","imputed zero",0,"Adelie Land","Norway"
1922,"FromExporter","imputed zero",0,"Adelie Land","Oman (Sultanate of Muscat and Oman)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Palestine"
1922,"FromExporter","imputed zero",0,"Adelie Land","Panama"
1922,"FromExporter","imputed zero",0,"Adelie Land","Papua (British New Guinea)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Paraguay"
1922,"FromExporter","imputed zero",0,"Adelie Land","People's Republic of China (China)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Perlis"
1922,"FromExporter","imputed zero",0,"Adelie Land","Peru"
1922,"FromExporter","imputed zero",0,"Adelie Land","Philippines"
1922,"FromExporter","imputed zero",0,"Adelie Land","Poland"
1922,"FromExporter","imputed zero",0,"Adelie Land","Portugal"
1922,"FromExporter","imputed zero",0,"Adelie Land","Reunion (Bourbon I.)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Romania"
1922,"FromExporter","imputed zero",0,"Adelie Land","Russia (USSR)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Samoa (Western Samoa) (German Samoa)"
1922,"FromExporter","imputed zero",0,"Adelie Land","Seychelles"
1922,"FromExporter","imputed zero",0,"Adelie Land","Sierra Leone"
