year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),30,Bermuda,1180.8511,36.523849
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),53,Barbados,1180.8511,91.508957
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),31,Bahamas,1180.8511,102.34375
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),1063,Leeward Is.,1180.8511,131.123
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),1055,Windward Is.,1180.8511,137.15633
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),51,Jamaica,1180.8511,311.78955
1924,100<-British West Indies,Colombia (New Granada) (Gran Colombia),British West Indies,I,FromImporter,100,Colombia (New Granada) (Gran Colombia),52,Trinidad and Tobago,1180.8511,370.40561
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),9620,Pitcairn Is.,236.25,.031751961
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),570,Lesotho (Basutoland),236.25,.052513286
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),231,Gibraltar,236.25,.50374842
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),1163,Falkland Is.,236.25,.98965383
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),338,Malta,236.25,1.2430456
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),4050,St. Helena,236.25,1.3104495
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),591,Seychelles,236.25,2.1922741
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),352,Cyprus,236.25,2.2906144
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),420,Gambia,236.25,2.6683812
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),935,Vanuatu (New Hebrides),236.25,5.4321094
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),80,Belize (British Honduras),236.25,7.3481364
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),950,Fiji,236.25,8.1227283
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),452,Ghana (Gold Coast),236.25,11.232002
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),590,Mauritius,236.25,26.047047
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),552,Zimbabwe (Rhodesia) (Southern Rhodesia),236.25,33.516186
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),945,Gilbert and Ellice Is.,236.25,53.163521
1924,110<-British Colonies (other),Guyana (British Guiana),British Colonies (other),I,FromImporter,110,Guyana (British Guiana),475,Nigeria,236.25,80.105843
1924,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),53,Barbados,111946.46,9831.3496
1924,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),1063,Leeward Is.,111946.46,14087.322
1924,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),1055,Windward Is.,111946.46,14735.517
1924,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),51,Jamaica,111946.46,33497.402
1924,110<-British West Indies,Guyana (British Guiana),British West Indies,I,FromImporter,110,Guyana (British Guiana),52,Trinidad and Tobago,111946.46,39794.871
1924,110<-French West Indies,Guyana (British Guiana),French West Indies,I,FromImporter,110,Guyana (British Guiana),65,Guadeloupe,699.16669,267.22751
1924,110<-French West Indies,Guyana (British Guiana),French West Indies,I,FromImporter,110,Guyana (British Guiana),66,Martinique,699.16669,431.93918
1924,110<-Portuguese Colonies,Guyana (British Guiana),Portuguese Colonies,I,FromImporter,110,Guyana (British Guiana),404,Guinea-Bissau (Portuguese Guinea),10869.583,10.567715
