year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade
1836,101<-Hanse Towns,Venezuela,Hanse Towns,I,FromImporter,101,Venezuela,276,Lübeck,46089.285,17.085451
1836,101<-Hanse Towns,Venezuela,Hanse Towns,I,FromImporter,101,Venezuela,246,Bremen,46089.285,11323.927
1836,101<-Hanse Towns,Venezuela,Hanse Towns,I,FromImporter,101,Venezuela,248,Hamburg,46089.285,34748.273
1836,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,276,Lübeck,204420.98,75.779541
1836,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,246,Bremen,204420.98,50225.301
1836,140<-246|248|276,Brazil,,I,FromImporter,140,Brazil,248,Hamburg,204420.98,154119.91
1836,165<-246|248|276,Uruguay,,I,FromImporter,165,Uruguay,276,Lübeck,13991.883,5.1868377
1836,165<-246|248|276,Uruguay,,I,FromImporter,165,Uruguay,246,Bremen,13991.883,3437.7415
1836,165<-246|248|276,Uruguay,,I,FromImporter,165,Uruguay,248,Hamburg,13991.883,10548.955
1836,210<-Cuba & Puerto Rico,Netherlands,Cuba & Puerto Rico,I,FromImporter,210,Netherlands,6,Puerto Rico,311864.13,75398.383
1836,210<-Cuba & Puerto Rico,Netherlands,Cuba & Puerto Rico,I,FromImporter,210,Netherlands,40,Cuba,311864.13,236465.75
1836,210<-Hanse Towns,Netherlands,Hanse Towns,I,FromImporter,210,Netherlands,276,Lübeck,405008.06,150.13783
1836,210<-Hanse Towns,Netherlands,Hanse Towns,I,FromImporter,210,Netherlands,246,Bremen,405008.06,99508.617
1836,210<-Hanse Towns,Netherlands,Hanse Towns,I,FromImporter,210,Netherlands,248,Hamburg,405008.06,305349.31
1836,211<-Cuba & Puerto Rico,Belgium,Cuba & Puerto Rico,I,FromImporter,211,Belgium,6,Puerto Rico,152172.73,36790.313
1836,211<-Cuba & Puerto Rico,Belgium,Cuba & Puerto Rico,I,FromImporter,211,Belgium,40,Cuba,152172.73,115382.43
1836,211<-Greece & Ionian Is.,Belgium,Greece & Ionian Is.,I,FromImporter,211,Belgium,350,Greece,10814.531,3612.2603
1836,211<-Greece & Ionian Is.,Belgium,Greece & Ionian Is.,I,FromImporter,211,Belgium,3349,Ionian Is.,10814.531,7202.2705
1836,211<-Hanover & Oldenburg,Belgium,Hanover & Oldenburg,I,FromImporter,211,Belgium,240,Hanover,75862.367,16327.411
1836,211<-Hanover & Oldenburg,Belgium,Hanover & Oldenburg,I,FromImporter,211,Belgium,257,Oldenburg,75862.367,59534.953
1836,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,276,Lübeck,101318.65,37.559158
1836,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,246,Bremen,101318.65,24893.527
1836,211<-Hanse Towns,Belgium,Hanse Towns,I,FromImporter,211,Belgium,248,Hamburg,101318.65,76387.563
1836,211<-Norway & Sweden,Belgium,Norway & Sweden,I,FromImporter,211,Belgium,380,Sweden,79882.977,29515.422
1836,211<-Norway & Sweden,Belgium,Norway & Sweden,I,FromImporter,211,Belgium,385,Norway,79882.977,50367.559
1836,220<-Cape Colony (Cape of Good Hope) & Mauritius,France,Cape Colony (Cape of Good Hope) & Mauritius,I,FromImporter,220,France,561,Cape Colony (Cape of Good Hope),15761.063,622.5592
1836,220<-Cape Colony (Cape of Good Hope) & Mauritius,France,Cape Colony (Cape of Good Hope) & Mauritius,I,FromImporter,220,France,590,Mauritius,15761.063,15138.504
1836,220<-Hanse Towns,France,Hanse Towns,I,FromImporter,220,France,276,Lübeck,409787.63,151.90962
1836,220<-Hanse Towns,France,Hanse Towns,I,FromImporter,220,France,246,Bremen,409787.63,100682.93
1836,220<-Hanse Towns,France,Hanse Towns,I,FromImporter,220,France,248,Hamburg,409787.63,308952.78
1836,220<-Papal States & Tuscany,France,Papal States & Tuscany,I,FromImporter,220,France,327,Papal States,484652.66,234223.22
1836,220<-Papal States & Tuscany,France,Papal States & Tuscany,I,FromImporter,220,France,337,Tuscany,484652.66,250429.44
1836,220<-Spanish America,France,Spanish America,I,FromImporter,220,France,6,Puerto Rico,102446.91,24768.256
1836,220<-Spanish America,France,Spanish America,I,FromImporter,220,France,40,Cuba,102446.91,77678.648
1836,230<-246|248|276,Spain,,I,FromImporter,230,Spain,276,Lübeck,103975.73,38.544144
1836,230<-246|248|276,Spain,,I,FromImporter,230,Spain,246,Bremen,103975.73,25546.359
1836,230<-246|248|276,Spain,,I,FromImporter,230,Spain,248,Hamburg,103975.73,78390.82
1836,230<-380|385,Spain,,I,FromImporter,230,Spain,380,Sweden,25840.262,9547.5439
1836,230<-380|385,Spain,,I,FromImporter,230,Spain,385,Norway,25840.262,16292.718
1836,248<-Norway & Sweden,Hamburg,Norway & Sweden,I,FromImporter,248,Hamburg,380,Sweden,110603.26,40866.051
1836,248<-Norway & Sweden,Hamburg,Norway & Sweden,I,FromImporter,248,Hamburg,385,Norway,110603.26,69737.211
1836,2<-French West Indies,United States of America,French West Indies,I,FromImporter,2,United States of America,66,Martinique,87173.625,36051.227
1836,2<-French West Indies,United States of America,French West Indies,I,FromImporter,2,United States of America,65,Guadeloupe,87173.625,51122.395
1836,2<-Hanse Towns,United States of America,Hanse Towns,I,FromImporter,2,United States of America,276,Lübeck,1043326.3,386.7645
1836,2<-Hanse Towns,United States of America,Hanse Towns,I,FromImporter,2,United States of America,246,Bremen,1043326.3,256340.48
1836,2<-Hanse Towns,United States of America,Hanse Towns,I,FromImporter,2,United States of America,248,Hamburg,1043326.3,786599
1836,2<-Norway & Sweden,United States of America,Norway & Sweden,I,FromImporter,2,United States of America,380,Sweden,259679.36,95947.172
1836,2<-Norway & Sweden,United States of America,Norway & Sweden,I,FromImporter,2,United States of America,385,Norway,259679.36,163732.19
1836,327<-Norway & Sweden,Papal States,Norway & Sweden,I,FromImporter,327,Papal States,380,Sweden,5851.2944,2161.9553
1836,327<-Norway & Sweden,Papal States,Norway & Sweden,I,FromImporter,327,Papal States,385,Norway,5851.2944,3689.3391
1836,337<-3349|338,Tuscany,,I,FromImporter,337,Tuscany,338,Malta,86685.844,9942.4746
1836,337<-3349|338,Tuscany,,I,FromImporter,337,Tuscany,3349,Ionian Is.,86685.844,76743.375
1836,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),276,Lübeck,1234546.3,457.65039
1836,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),246,Bremen,1234546.3,303322.34
1836,365<-Hanse Towns,Russia (USSR),Hanse Towns,I,FromImporter,365,Russia (USSR),248,Hamburg,1234546.3,930766.31
1836,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,276,Lübeck,285643.63,29.119715
1836,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,280,Mecklenburg Schwerin,285643.63,1865.7828
1836,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,246,Bremen,285643.63,19300.018
1836,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,248,Hamburg,285643.63,59223.48
1836,380<-Hanover & Hanse Towns & Mecklenburg Schwerin,Sweden,Hanover & Hanse Towns & Mecklenburg Schwerin,I,FromImporter,380,Sweden,240,Hanover,285643.63,205225.23
1836,41<-Hanse Towns,Haiti,Hanse Towns,I,FromImporter,41,Haiti,276,Lübeck,131774.3,48.849163
1836,41<-Hanse Towns,Haiti,Hanse Towns,I,FromImporter,41,Haiti,246,Bremen,131774.3,32376.34
1836,41<-Hanse Towns,Haiti,Hanse Towns,I,FromImporter,41,Haiti,248,Hamburg,131774.3,99349.109
