year,CafFob,status,value,importerLabel,exporterLabel
1931,FromExporter,imputed zero,0,Adelie Land,Aden
1931,FromExporter,imputed zero,0,Adelie Land,Albania
1931,FromExporter,imputed zero,0,Adelie Land,Algeria (Regency of Algiers)
1931,FromExporter,imputed zero,0,Adelie Land,Angola
1931,FromExporter,imputed zero,0,Adelie Land,Argentina (La Plata)
1931,FromExporter,unknown despite gravity,,Adelie Land,Australia
1931,FromExporter,imputed zero,0,Adelie Land,Austria
1931,FromExporter,imputed zero,0,Adelie Land,Bahamas
1931,FromExporter,imputed zero,0,Adelie Land,Barbados
1931,FromExporter,imputed zero,0,Adelie Land,Belgium
1931,FromExporter,imputed zero,0,Adelie Land,Belize (British Honduras)
1931,FromExporter,imputed zero,0,Adelie Land,Bermuda
1931,FromExporter,imputed zero,0,Adelie Land,Bolivia
1931,FromExporter,imputed zero,0,Adelie Land,Brazil
1931,FromExporter,imputed zero,0,Adelie Land,British Cameroons
1931,FromExporter,imputed zero,0,Adelie Land,Bulgaria
1931,FromExporter,imputed zero,0,Adelie Land,Cameroun (French Cameroon)
1931,FromExporter,imputed zero,0,Adelie Land,Canada (Province of Canada)
1931,FromExporter,imputed zero,0,Adelie Land,Cape Verde
1931,FromExporter,imputed zero,0,Adelie Land,Cayman Is.
1931,FromExporter,imputed zero,0,Adelie Land,Chile
1931,FromExporter,imputed zero,0,Adelie Land,Colombia (New Granada) (Gran Colombia)
1931,FromExporter,imputed zero,0,Adelie Land,Costa Rica
1931,FromExporter,imputed zero,0,Adelie Land,Cuba
1931,FromExporter,imputed zero,0,Adelie Land,Cyprus
1931,FromExporter,unknown despite gravity,,Adelie Land,Czechoslovakia
1931,FromExporter,imputed zero,0,Adelie Land,Danzig (Free City of Danzig)
1931,FromExporter,imputed zero,0,Adelie Land,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
1931,FromExporter,imputed zero,0,Adelie Land,Denmark
1931,FromExporter,imputed zero,0,Adelie Land,Djibouti (Afar and Issas) (French Somaliland)
1931,FromExporter,imputed zero,0,Adelie Land,Dominican Republic (Santo Domingo)
1931,FromExporter,imputed zero,0,Adelie Land,East Timor (Portuguese Timor)
1931,FromExporter,imputed zero,0,Adelie Land,Ecuador
1931,FromExporter,imputed zero,0,Adelie Land,Egypt Arab Republic (Egypt)
1931,FromExporter,imputed zero,0,Adelie Land,El Salvador
1931,FromExporter,imputed zero,0,Adelie Land,Estonia
1931,FromExporter,imputed zero,0,Adelie Land,Falkland Is.
1931,FromExporter,imputed zero,0,Adelie Land,Fiji
1931,FromExporter,imputed zero,0,Adelie Land,Finland
1931,FromExporter,unknown despite gravity,,Adelie Land,France
1931,FromExporter,imputed zero,0,Adelie Land,French Equatorial Africa
1931,FromExporter,imputed zero,0,Adelie Land,French Guiana
1931,FromExporter,imputed zero,0,Adelie Land,French Indochina
1931,FromExporter,imputed zero,0,Adelie Land,French West Africa
1931,FromExporter,imputed zero,0,Adelie Land,Gambia
1931,FromExporter,imputed zero,0,Adelie Land,Germany (Zollverein)
1931,FromExporter,imputed zero,0,Adelie Land,Ghana (Gold Coast)
1931,FromExporter,imputed zero,0,Adelie Land,Greece
1931,FromExporter,imputed zero,0,Adelie Land,Guadeloupe
1931,FromExporter,imputed zero,0,Adelie Land,Guatemala
1931,FromExporter,imputed zero,0,Adelie Land,Guinea-Bissau (Portuguese Guinea)
1931,FromExporter,imputed zero,0,Adelie Land,Guyana (British Guiana)
1931,FromExporter,imputed zero,0,Adelie Land,Haiti
1931,FromExporter,imputed zero,0,Adelie Land,Honduras
1931,FromExporter,imputed zero,0,Adelie Land,Hong Kong
1931,FromExporter,imputed zero,0,Adelie Land,Hungary
1931,FromExporter,imputed zero,0,Adelie Land,Iceland
1931,FromExporter,imputed zero,0,Adelie Land,India
1931,FromExporter,imputed zero,0,Adelie Land,Indonesia (Dutch East Indies)
1931,FromExporter,imputed zero,0,Adelie Land,Iran (Persia)
1931,FromExporter,imputed zero,0,Adelie Land,Ireland
1931,FromExporter,unknown despite gravity,,Adelie Land,Italy
1931,FromExporter,imputed zero,0,Adelie Land,Jamaica
1931,FromExporter,unknown despite gravity,,Adelie Land,Japan
1931,FromExporter,imputed zero,0,Adelie Land,Jebel Druze
1931,FromExporter,imputed zero,0,Adelie Land,Kelantan
1931,FromExporter,imputed zero,0,Adelie Land,Kenya (British East Africa Protectorate)
1931,FromExporter,imputed zero,0,Adelie Land,Latvia
1931,FromExporter,imputed zero,0,Adelie Land,Leeward Is.
1931,FromExporter,imputed zero,0,Adelie Land,Lithuania
1931,FromExporter,imputed zero,0,Adelie Land,Macao
1931,FromExporter,imputed zero,0,Adelie Land,Madagascar (Malagasy Republic)
1931,FromExporter,imputed zero,0,Adelie Land,Malawi (Nyasaland) (British Central Africa Protectorate)
1931,FromExporter,imputed zero,0,Adelie Land,Malta
1931,FromExporter,imputed zero,0,Adelie Land,Martinique
1931,FromExporter,imputed zero,0,Adelie Land,Mauritius
1931,FromExporter,imputed zero,0,Adelie Land,Mexico
1931,FromExporter,imputed zero,0,Adelie Land,Morocco
1931,FromExporter,imputed zero,0,Adelie Land,Mozambique (Portuguese East Africa)
1931,FromExporter,imputed zero,0,Adelie Land,Namibia (South West Africa) (German South West Africa)
1931,FromExporter,imputed zero,0,Adelie Land,Nauru
1931,FromExporter,imputed zero,0,Adelie Land,Netherlands
1931,FromExporter,imputed zero,0,Adelie Land,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
1931,FromExporter,imputed zero,0,Adelie Land,New Zealand
1931,FromExporter,imputed zero,0,Adelie Land,Newfoundland and Labrador (Newfoundland)
1931,FromExporter,imputed zero,0,Adelie Land,Nicaragua
1931,FromExporter,imputed zero,0,Adelie Land,Nigeria
1931,FromExporter,imputed zero,0,Adelie Land,Norway
1931,FromExporter,imputed zero,0,Adelie Land,Palestine
1931,FromExporter,imputed zero,0,Adelie Land,Papua (British New Guinea)
