key,common_empire,year
"1055-200",1,1854
"1055-200",1,1855
"1055-200",1,1856
"1055-200",1,1857
"1055-200",1,1858
"1055-200",1,1859
"1055-200",1,1860
"1055-200",1,1861
"1055-200",1,1862
"1055-200",1,1863
"1055-200",1,1864
"1055-200",1,1865
"1055-200",1,1866
"1055-200",1,1867
"1055-200",1,1868
"1055-200",1,1869
"1055-200",1,1870
"1055-200",1,1871
"1055-200",1,1872
"1055-200",1,1873
"1055-200",1,1874
"1055-200",1,1875
"1055-200",1,1876
"1055-200",1,1877
"1055-200",1,1878
"1055-200",1,1879
"1055-200",1,1880
"1055-200",1,1881
"1055-200",1,1882
"1055-200",1,1883
"1055-200",1,1884
"1055-200",1,1885
"1055-200",1,1886
"1055-200",1,1887
"1055-200",1,1888
"1055-200",1,1889
"1055-200",1,1890
"1055-200",1,1891
"1055-200",1,1892
"1055-200",1,1893
"1055-200",1,1894
"1055-200",1,1895
"1055-200",1,1896
"1055-200",1,1897
"1055-200",1,1898
"1055-200",1,1899
"1055-200",1,1900
"1055-200",1,1901
"1055-200",1,1902
"1055-200",1,1903
"1055-200",1,1904
"1055-200",1,1905
"1055-200",1,1906
"1055-200",1,1907
"1055-200",1,1908
"1055-200",1,1909
"1055-200",1,1910
"1055-200",1,1911
"1055-200",1,1912
"1055-200",1,1913
"1055-200",1,1914
"1055-200",1,1915
"1055-200",1,1916
"1055-200",1,1917
"1055-200",1,1918
"1055-200",1,1919
"1055-200",1,1920
"1055-200",1,1921
"1055-200",1,1922
"1055-200",1,1923
"1055-200",1,1924
"1055-200",1,1925
"1055-200",1,1926
"1055-200",1,1927
"1055-200",1,1928
"1055-200",1,1929
"1055-200",1,1930
"1055-200",1,1931
"1055-200",1,1932
"1055-200",1,1933
"1055-200",1,1934
"1055-200",1,1935
"1055-200",1,1936
"1055-200",1,1937
"1055-200",1,1938
"1055-200",1,1939
"1055-200",1,1940
"1055-200",1,1941
"1055-200",1,1942
"1055-200",1,1943
"1055-200",1,1944
"1055-200",1,1945
"1055-200",1,1946
"1055-200",1,1947
"1055-200",1,1948
"1055-200",1,1949
"1055-200",1,1950
"1055-200",1,1951
"1055-200",1,1952
"1055-200",1,1953
"1055-200",1,1954
"1055-200",1,1955
"1055-200",1,1956
"1055-200",1,1957
"1055-200",1,1958
"1055-200",1,1959
"1055-200",1,1960
"1061-200",1,1816
"1061-200",1,1829
"1061-200",1,1830
"1061-200",1,1840
"1061-200",1,1842
"1061-200",1,1843
"1061-200",1,1844
"1061-200",1,1847
"1061-200",1,1850
"1061-200",1,1853
"1061-200",1,1855
"1061-200",1,1858
"1061-200",1,1879
"1061-200",1,1881
"1061-200",1,1885
"1061-200",1,1886
"1061-200",1,1889
"1061-200",1,1894
"1061-200",1,1957
"1061-200",1,1958
"1061-200",1,1959
"1061-200",1,1960
"1061-200",1,1961
"1061-200",1,1962
"1061-200",1,1963
"1061-200",1,1964
"1061-200",1,1965
"1061-200",1,1966
"1061-200",1,1967
"1061-200",1,1968
"1061-200",1,1971
"1061-200",1,1972
"1061-200",1,1973
"1061-200",1,1974
"1061-200",1,1975
"1061-200",1,1976
"1061-200",1,1977
"1061-200",1,1978
"1061-200",1,1979
"1061-200",1,1981
"1061-200",1,1985
"1061-200",1,1986
"1061-200",1,1988
"1061-200",1,1989
"1061-200",1,1991
"1061-200",1,1992
"1061-200",1,1994
"1061-200",1,1996
"1061-200",1,1997
"1061-200",1,1999
"1061-200",1,2000
"1061-200",1,2001
"1061-200",1,2002
"1061-200",1,2003
"1061-200",1,2004
"1061-200",1,2005
"1061-200",1,2006
"1061-200",1,2007
"1061-200",1,2008
"1061-200",1,2009
"1061-200",1,2010
"1061-200",1,2011
"1061-200",1,2012
"1061-200",1,2013
"1061-200",1,2014
"1061-200",1,2015
"1061-200",1,2016
"1061-200",1,2017
"1061-200",1,2018
"1061-200",1,2020
"1061-200",1,2022
"1061-200",1,2023
"1061-200",1,2024
"1061-200",1,2027
"1061-200",1,2028
"1061-200",1,2030
"1061-200",1,2031
"1061-200",1,2032
"1061-200",1,2033
"1061-200",1,2035
"1061-200",1,2036
"1061-200",1,2037
"1061-200",1,2038
"1061-200",1,2039
"1061-200",1,2040
"1062-200",1,1817
"1062-200",1,1819
"1062-200",1,1820
"1062-200",1,1823
"1062-200",1,1826
"1062-200",1,1830
"1062-200",1,1835
"1062-200",1,1836
"1062-200",1,1838
"1062-200",1,1861
"1062-200",1,1863
"1062-200",1,1865
"1062-200",1,1868
"1062-200",1,1869
"1062-200",1,1872
"1062-200",1,1876
"1062-200",1,1878
"1062-200",1,1886
"1062-200",1,1969
"1062-200",1,1971
"1062-200",1,1974
"1062-200",1,1975
"1062-200",1,1977
"1062-200",1,1978
"1062-200",1,1980
"1062-200",1,1981
"1062-200",1,1982
"1062-200",1,1984
"1062-200",1,1985
"1062-200",1,1986
"1062-200",1,1987
"1062-200",1,1990
"1062-200",1,1992
"1062-200",1,1993
"1062-200",1,1994
"1062-200",1,1995
"1062-200",1,1996
"1062-200",1,1997
"1062-200",1,1998
"1062-200",1,1999
"1062-200",1,2000
"1062-200",1,2001
"1062-200",1,2002
"1062-200",1,2003
"1062-200",1,2004
"1062-200",1,2005
"1062-200",1,2006
"1062-200",1,2007
"1062-200",1,2008
"1062-200",1,2009
"1062-200",1,2010
"1062-200",1,2011
"1062-200",1,2012
"1062-200",1,2013
"1062-200",1,2015
"1062-200",1,2017
"1062-200",1,2019
"1062-200",1,2020
"1062-200",1,2023
"1062-200",1,2024
"1062-200",1,2026
"1062-200",1,2027
"1062-200",1,2028
"1062-200",1,2030
"1062-200",1,2032
"1062-200",1,2033
"1062-200",1,2034
"1062-200",1,2035
"1062-200",1,2036
"1062-200",1,2037
"1062-200",1,2038
"1062-200",1,2040
"1063-200",1,1833
"1063-200",1,1834
"1063-200",1,1835
"1063-200",1,1836
"1063-200",1,1837
"1063-200",1,1838
"1063-200",1,1839
"1063-200",1,1840
"1063-200",1,1841
"1063-200",1,1842
"1063-200",1,1843
"1063-200",1,1844
"1063-200",1,1845
"1063-200",1,1846
"1063-200",1,1847
"1063-200",1,1848
"1063-200",1,1849
"1063-200",1,1850
"1063-200",1,1851
"1063-200",1,1852
"1063-200",1,1853
"1063-200",1,1854
"1063-200",1,1855
"1063-200",1,1856
"1063-200",1,1857
"1063-200",1,1858
"1063-200",1,1859
"1063-200",1,1860
"1063-200",1,1861
"1063-200",1,1862
"1063-200",1,1863
"1063-200",1,1864
"1063-200",1,1865
"1063-200",1,1866
"1063-200",1,1867
"1063-200",1,1868
"1063-200",1,1869
"1063-200",1,1870
"1063-200",1,1871
"1063-200",1,1872
"1063-200",1,1873
"1063-200",1,1874
"1063-200",1,1875
"1063-200",1,1876
"1063-200",1,1877
"1063-200",1,1878
"1063-200",1,1879
"1063-200",1,1880
"1063-200",1,1881
"1063-200",1,1882
"1063-200",1,1883
"1063-200",1,1884
"1063-200",1,1885
"1063-200",1,1886
"1063-200",1,1887
"1063-200",1,1888
"1063-200",1,1889
"1063-200",1,1890
"1063-200",1,1891
"1063-200",1,1892
"1063-200",1,1893
"1063-200",1,1894
"1063-200",1,1895
"1063-200",1,1896
"1063-200",1,1897
"1063-200",1,1898
"1063-200",1,1899
"1063-200",1,1900
"1063-200",1,1901
"1063-200",1,1902
"1063-200",1,1903
"1063-200",1,1904
"1063-200",1,1905
"1063-200",1,1906
"1063-200",1,1907
"1063-200",1,1908
"1063-200",1,1909
"1063-200",1,1910
"1063-200",1,1911
"1063-200",1,1912
"1063-200",1,1913
"1063-200",1,1914
"1063-200",1,1915
"1063-200",1,1916
"1063-200",1,1917
"1063-200",1,1918
"1063-200",1,1919
"1063-200",1,1920
"1063-200",1,1921
"1063-200",1,1922
"1063-200",1,1923
"1063-200",1,1924
"1063-200",1,1925
"1063-200",1,1926
"1063-200",1,1927
"1063-200",1,1928
"1063-200",1,1929
"1063-200",1,1930
"1063-200",1,1931
"1063-200",1,1932
"1063-200",1,1933
"1063-200",1,1934
"1063-200",1,1935
"1063-200",1,1936
"1063-200",1,1937
"1063-200",1,1938
"1063-200",1,1939
"1063-200",1,1940
"1063-200",1,1941
"1063-200",1,1942
"1063-200",1,1943
"1063-200",1,1944
"1063-200",1,1945
"1063-200",1,1946
"1063-200",1,1947
"1063-200",1,1948
"1063-200",1,1949
"1063-200",1,1950
"1063-200",1,1951
"1063-200",1,1952
"1063-200",1,1953
"1063-200",1,1954
"1063-200",1,1955
"1063-200",1,1956
"1064-220",1,2007
"1064-220",1,2008
"1064-220",1,2009
"1064-220",1,2010
"1064-220",1,2011
"1064-220",1,2012
"1064-220",1,2013
"1064-220",1,2014
"1064-220",1,2015
"1064-220",1,2016
"1064-220",1,2017
"1064-220",1,2018
"1064-220",1,2019
"1064-220",1,2020
"1064-220",1,2021
"1064-220",1,2022
"1064-380",1,1816
"1064-380",1,1817
"1064-380",1,1818
"1064-380",1,1819
"1064-380",1,1820
"1064-380",1,1821
"1064-380",1,1822
"1064-380",1,1823
"1064-380",1,1824
"1064-380",1,1825
"1064-380",1,1826
"1064-380",1,1827
"1064-380",1,1828
"1064-380",1,1829
"1064-380",1,1830
"1064-380",1,1831
"1064-380",1,1832
"1064-380",1,1833
"1064-380",1,1834
"1064-380",1,1835
"1064-380",1,1836
"1064-380",1,1837
"1064-380",1,1838
"1064-380",1,1839
"1064-380",1,1840
"1064-380",1,1841
"1064-380",1,1842
"1064-380",1,1843
"1064-380",1,1844
"1064-380",1,1845
"1064-380",1,1846
"1064-380",1,1847
"1064-380",1,1848
"1064-380",1,1849
"1064-380",1,1850
"1064-380",1,1851
"1064-380",1,1852
"1064-380",1,1853
"1064-380",1,1854
"1064-380",1,1855
"1064-380",1,1856
"1064-380",1,1857
"1064-380",1,1858
"1064-380",1,1859
"1064-380",1,1860
"1064-380",1,1861
"1064-380",1,1862
"1064-380",1,1863
"1064-380",1,1864
"1064-380",1,1865
"1064-380",1,1866
"1064-380",1,1867
"1064-380",1,1868
"1064-380",1,1869
"1064-380",1,1870
"1064-380",1,1871
"1064-380",1,1872
"1064-380",1,1873
"1064-380",1,1874
"1064-380",1,1875
"1064-380",1,1876
"1064-380",1,1877
"1064-380",1,1878
"1065-210",1,1817
"1065-210",1,1818
"1065-210",1,1822
"1065-210",1,1824
"1065-210",1,1826
"1065-210",1,1827
"1065-210",1,1829
"1065-210",1,1831
"1065-210",1,1834
"1065-210",1,1837
"1065-210",1,1838
"1065-210",1,1840
"1065-210",1,1841
"1065-210",1,2010
"1065-210",1,2013
"1065-210",1,2014
"1065-210",1,2015
"1065-210",1,2017
"1065-210",1,2019
"1065-210",1,2022
"1065-210",1,2024
"1065-210",1,2026
"1065-210",1,2027
"1065-210",1,2029
"1065-210",1,2030
"1065-210",1,2033
"1066-210",1,1816
"1066-210",1,1818
"1066-210",1,1819
"1066-210",1,1820
"1066-210",1,1821
"1066-210",1,1825
"1066-210",1,1827
"1066-210",1,1831
"1066-210",1,1832
"1066-210",1,1833
"1066-210",1,1837
"1066-210",1,1839
"1066-210",1,1841
"1066-210",1,2011
"1066-210",1,2016
"1066-210",1,2017
"1066-210",1,2018
"1066-210",1,2020
"1066-210",1,2022
"1066-210",1,2023
"1066-210",1,2024
"1066-210",1,2028
"1066-210",1,2029
"1066-210",1,2030
"1066-210",1,2032
"1066-210",1,2034
"1067-210",1,1816
"1067-210",1,1818
"1067-210",1,1820
"1067-210",1,1822
"1067-210",1,1823
"1067-210",1,1827
"1067-210",1,1828
"1067-210",1,1831
"1067-210",1,1833
"1067-210",1,1834
"1067-210",1,1835
"1067-210",1,1839
"1067-210",1,1841
"1067-210",1,2011
"1067-210",1,2013
"1067-210",1,2015
"1067-210",1,2018
"1067-210",1,2019
"1067-210",1,2020
"1067-210",1,2023
"1067-210",1,2024
"1067-210",1,2026
"1067-210",1,2030
"1067-210",1,2031
"1067-210",1,2032
"1067-210",1,2034
"1068-210",1,1818
"1068-210",1,1819
"1068-210",1,1823
"1068-210",1,1824
"1068-210",1,1828
"1068-210",1,1829
"1068-210",1,1831
"1068-210",1,1833
"1068-210",1,1835
"1068-210",1,1836
"1068-210",1,1839
"1068-210",1,1840
"1068-210",1,1841
"1068-210",1,2010
"1068-210",1,2011
"1068-210",1,2014
"1068-210",1,2015
"1068-210",1,2016
"1068-210",1,2019
"1068-210",1,2020
"1068-210",1,2021
"1068-210",1,2024
"1068-210",1,2026
"1068-210",1,2028
"1068-210",1,2031
"1068-210",1,2032
"1069-210",1,1817
"1069-210",1,1818
"1069-210",1,1821
"1069-210",1,1822
"1069-210",1,1824
"1069-210",1,1826
"1069-210",1,1827
"1069-210",1,1833
"1069-210",1,1841
"1069-210",1,1853
"1069-210",1,1855
"1069-210",1,1858
"1069-210",1,1862
"1069-210",1,1986
"1069-210",1,1989
"1069-210",1,1990
"1069-210",1,1993
"1069-210",1,1995
"1069-210",1,1998
"1069-210",1,1999
"1069-210",1,2000
"1069-210",1,2001
"1069-210",1,2002
"1069-210",1,2004
"1069-210",1,2005
"1069-210",1,2006
"1069-210",1,2007
"1069-210",1,2008
"1069-210",1,2009
"1069-210",1,2010
"1069-210",1,2012
"1069-210",1,2013
"1069-210",1,2014
"1069-210",1,2015
"1069-210",1,2016
"1069-210",1,2017
"1069-210",1,2018
"1069-210",1,2019
"1069-210",1,2020
"1069-210",1,2021
"1069-210",1,2022
"1069-210",1,2024
"1069-210",1,2026
"1069-210",1,2027
"1069-210",1,2029
"1069-210",1,2030
"1069-210",1,2031
"1069-210",1,2033
"1069-210",1,2034
"1069-210",1,2035
"1070-230",1,1816
"1070-230",1,1817
"1070-230",1,1818
"1070-230",1,1819
"1070-230",1,1820
"1070-230",1,1821
"1073-210",1,1816
"1073-210",1,1818
"1073-210",1,1819
"1073-210",1,1820
"1073-210",1,1821
"1073-210",1,1824
"1073-210",1,1826
"1073-210",1,1828
"1073-210",1,1831
"1073-210",1,1832
"1073-210",1,1835
"1073-210",1,1840
"1073-210",1,1841
"1073-210",1,2011
"1073-210",1,2016
"1073-210",1,2017
"1073-210",1,2019
"1073-210",1,2021
"1073-210",1,2023
"1073-210",1,2024
"1073-210",1,2027
"1073-210",1,2028
"1073-210",1,2030
"1073-210",1,2031
"1073-210",1,2032
"1073-210",1,2033
"1075-200",1,1816
"1075-200",1,1817
"1075-200",1,1818
"1075-200",1,1819
"1075-200",1,1820
"1075-200",1,1821
"1075-200",1,1822
"1075-200",1,1823
"1075-200",1,1824
"1075-200",1,1825
"1075-200",1,1826
"1075-200",1,1827
"1075-200",1,1828
"1075-200",1,1829
"1075-200",1,1830
"1075-200",1,1831
"1075-200",1,1832
"1075-200",1,1833
"1076-200",1,1816
"1076-200",1,1817
"1076-200",1,1818
"1076-200",1,1819
"1076-200",1,1820
"1076-200",1,1821
"1076-200",1,1822
"1076-200",1,1823
"1076-200",1,1824
"1076-200",1,1825
"1076-200",1,1826
"1076-200",1,1827
"1076-200",1,1828
"1076-200",1,1829
"1076-200",1,1830
"1076-200",1,1831
"1076-200",1,1832
"1076-200",1,1833
"1077-220",1,2007
"1077-220",1,2008
"1077-220",1,2009
"1077-220",1,2010
"1077-220",1,2011
"1077-220",1,2012
"1077-220",1,2013
"1077-220",1,2014
"1077-220",1,2015
"1077-220",1,2016
"1077-220",1,2017
"1077-220",1,2018
"1077-220",1,2019
"1077-220",1,2020
"1077-220",1,2021
"1077-220",1,2022
"1081-200",1,1844
"1081-200",1,1845
"1081-200",1,1846
"1081-200",1,1847
"1081-200",1,1848
"1081-200",1,1849
"1081-200",1,1850
"1081-200",1,1851
"1081-200",1,1852
"1081-200",1,1853
"1081-200",1,1854
"1081-200",1,1855
"1081-200",1,1856
"1081-200",1,1857
"1081-200",1,1858
"1081-200",1,1859
"1081-200",1,1860
"1081-230",1,1816
"1081-230",1,1817
"1081-230",1,1818
"1081-230",1,1819
"11-390",1,1817
"11-390",1,1818
"11-390",1,1820
"11-390",1,1822
"11-390",1,1823
"11-390",1,1825
"11-390",1,1826
"11-390",1,1827
"11-390",1,1828
"11-390",1,1830
"11-390",1,1832
"11-390",1,1835
"11-390",1,1836
"11-390",1,1838
"11-390",1,1839
"11-390",1,1840
"11-390",1,1841
"11-390",1,1843
"11-390",1,1844
"11-390",1,1845
"11-390",1,1846
"11-390",1,1847
"11-390",1,1848
"11-390",1,1850
"11-390",1,1852
"11-390",1,1853
"11-390",1,1854
"11-390",1,1856
"11-390",1,1857
"11-390",1,1858
"11-390",1,1859
"11-390",1,1861
"11-390",1,1862
"11-390",1,1867
"11-390",1,1868
"11-390",1,1869
"11-390",1,1870
"11-390",1,1872
"11-390",1,1875
"11-390",1,1876
"11-390",1,1877
"11-390",1,1880
"11-390",1,1881
"11-390",1,1882
"11-390",1,1884
"11-390",1,1886
"11-390",1,1887
"11-390",1,1888
"11-390",1,1889
"11-390",1,1890
"11-390",1,1893
"11-390",1,1894
"11-390",1,1895
"11-390",1,1898
"11-390",1,1899
"11-390",1,1901
"11-390",1,1902
"11-390",1,1903
"11-390",1,1906
"11-390",1,1907
"11-390",1,1908
"11-390",1,1910
"11-390",1,1913
"11-390",1,1914
"11-390",1,1915
"11-390",1,1917
"11-390",1,1918
"11-390",1,1919
"11-390",1,1920
"11-390",1,1921
"11-390",1,1922
"11-390",1,1923
"11-390",1,1924
"11-390",1,1925
"11-390",1,1926
"11-390",1,1928
"11-390",1,1931
"11-390",1,1932
"11-390",1,1935
"11-390",1,1936
"11-390",1,1937
"11-390",1,1938
"11-390",1,1939
"11-390",1,1944
"11-390",1,1945
"11-390",1,1946
"11-390",1,1947
"11-390",1,1948
"11-390",1,1950
"11-390",1,1951
"11-390",1,1952
"11-390",1,1953
"11-390",1,1955
"11-390",1,1956
"11-390",1,1957
"11-390",1,1958
"11-390",1,1960
"11-390",1,1962
"11-390",1,1963
"11-390",1,1964
"11-390",1,1965
"11-390",1,1968
"11-390",1,1969
"11-390",1,1970
"11-390",1,1971
"11-390",1,1973
"11-390",1,1976
"11-390",1,1977
"11-390",1,1980
"11-390",1,1981
"11-390",1,1982
"11-390",1,1984
"11-390",1,1985
"11-390",1,1986
"11-390",1,1990
"11-390",1,1991
"11-390",1,1992
"11-390",1,1994
"11-390",1,1995
"11-390",1,1996
"11-390",1,1997
"11-390",1,1998
"11-390",1,2000
"11-390",1,2001
"11-390",1,2002
"11-390",1,2004
"11-390",1,2005
"11-390",1,2006
"11-390",1,2007
"11-390",1,2008
"11-390",1,2009
"11-390",1,2010
"11-390",1,2011
"11-390",1,2012
"11-390",1,2013
"11-390",1,2014
"11-390",1,2016
"11-390",1,2017
"11-390",1,2021
"11-390",1,2022
"11-390",1,2023
"11-390",1,2027
"11-390",1,2028
"11-390",1,2031
"11-390",1,2035
"11-390",1,2036
"11-390",1,2040
"11-390",1,2042
"11-390",1,2043
"11-390",1,2047
"11-390",1,2058
"11-390",1,2060
"11-390",1,2061
"11-390",1,2064
"11-390",1,2065
"11-390",1,2071
"11-390",1,2072
"11-390",1,2073
"11-390",1,2074
"11-390",1,2080
"11-390",1,2081
"11-390",1,2083
"11-390",1,2085
"11-390",1,2090
"11-390",1,2092
"11-390",1,2096
"11-390",1,2097
"11-390",1,2098
"11-390",1,2103
"11-390",1,2105
"11-390",1,2106
"11-390",1,2109
"11-390",1,2110
"11-390",1,2111
"11-390",1,2114
"11-390",1,2118
"11-390",1,2119
"11-390",1,2120
"11-390",1,2124
"11-390",1,2128
"11-390",1,2130
"11-390",1,2133
"11-390",1,2134
"11-390",1,2141
"11-390",1,2146
"11-390",1,2147
"11-390",1,2149
"11-390",1,2150
"11-390",1,2151
"11-390",1,2153
"110-200",1,1831
"110-200",1,1832
"110-200",1,1833
"110-200",1,1834
"110-200",1,1835
"110-200",1,1836
"110-200",1,1837
"110-200",1,1838
"110-200",1,1839
"110-200",1,1840
"110-200",1,1841
"110-200",1,1842
"110-200",1,1843
"110-200",1,1844
"110-200",1,1845
"110-200",1,1846
"110-200",1,1847
"110-200",1,1848
"110-200",1,1849
"110-200",1,1850
"110-200",1,1851
"110-200",1,1852
"110-200",1,1853
"110-200",1,1854
"110-200",1,1855
"110-200",1,1856
"110-200",1,1857
"110-200",1,1858
"110-200",1,1859
"110-200",1,1860
"110-200",1,1861
"110-200",1,1862
"110-200",1,1863
"110-200",1,1864
"110-200",1,1865
"110-200",1,1866
"110-200",1,1867
"110-200",1,1868
"110-200",1,1869
"110-200",1,1870
"110-200",1,1871
"110-200",1,1872
"110-200",1,1873
"110-200",1,1874
"110-200",1,1875
"110-200",1,1876
"110-200",1,1877
"110-200",1,1878
"110-200",1,1879
"110-200",1,1880
"110-200",1,1881
"110-200",1,1882
"110-200",1,1883
"110-200",1,1884
"110-200",1,1885
"110-200",1,1886
"110-200",1,1887
"110-200",1,1888
"110-200",1,1889
"110-200",1,1890
"110-200",1,1891
"110-200",1,1892
"110-200",1,1893
"110-200",1,1894
"110-200",1,1895
"110-200",1,1896
"110-200",1,1897
"110-200",1,1898
"110-200",1,1899
"110-200",1,1900
"110-200",1,1901
"110-200",1,1902
"110-200",1,1903
"110-200",1,1904
"110-200",1,1905
"110-200",1,1906
"110-200",1,1907
"110-200",1,1908
"110-200",1,1909
"110-200",1,1910
"110-200",1,1911
"110-200",1,1912
"110-200",1,1913
"110-200",1,1914
"110-200",1,1915
"110-200",1,1916
"110-200",1,1917
"110-200",1,1918
"110-200",1,1919
"110-200",1,1920
"110-200",1,1921
"110-200",1,1922
"110-200",1,1923
"110-200",1,1924
"110-200",1,1925
"110-200",1,1926
"110-200",1,1927
"110-200",1,1928
"110-200",1,1929
"110-200",1,1930
"110-200",1,1931
"110-200",1,1932
"110-200",1,1933
"110-200",1,1934
"110-200",1,1935
"110-200",1,1936
"110-200",1,1937
"110-200",1,1938
"110-200",1,1939
"110-200",1,1940
"110-200",1,1941
"110-200",1,1942
"110-200",1,1943
"110-200",1,1944
"110-200",1,1945
"110-200",1,1946
"110-200",1,1947
"110-200",1,1948
"110-200",1,1949
"110-200",1,1950
"110-200",1,1951
"110-200",1,1952
"110-200",1,1953
"110-200",1,1954
"110-200",1,1955
"110-200",1,1956
"110-200",1,1957
"110-200",1,1958
"110-200",1,1959
"110-200",1,1960
"110-200",1,1961
"110-200",1,1962
"110-200",1,1963
"110-200",1,1964
"110-200",1,1965
"110-200",1,1966
"1113-200",1,1816
"1113-200",1,1817
"1113-200",1,1818
"1113-200",1,1819
"1113-200",1,1820
"1113-200",1,1821
"1113-200",1,1822
"1113-200",1,1823
"1113-200",1,1824
"1113-200",1,1825
"1113-200",1,1826
"1113-200",1,1827
"1113-200",1,1828
"1113-200",1,1829
"1113-200",1,1830
"1113-200",1,1831
"1114-200",1,1816
"1114-200",1,1817
"1114-200",1,1818
"1114-200",1,1819
"1114-200",1,1820
"1114-200",1,1821
"1114-200",1,1822
"1114-200",1,1823
"1114-200",1,1824
"1114-200",1,1825
"1114-200",1,1826
"1114-200",1,1827
"1114-200",1,1828
"1114-200",1,1829
"1114-200",1,1830
"1114-200",1,1831
"1135-230",1,1816
"1135-230",1,1817
"1135-230",1,1818
"1135-230",1,1819
"1135-230",1,1820
"1135-230",1,1821
"115-210",1,1822
"115-210",1,1823
"115-210",1,1845
"115-210",1,1846
"115-210",1,1847
"115-210",1,1848
"115-210",1,1849
"115-210",1,1850
"115-210",1,1851
"115-210",1,1853
"115-210",1,1854
"115-210",1,1855
"115-210",1,1856
"115-210",1,1857
"115-210",1,1858
"115-210",1,1859
"115-210",1,1860
"115-210",1,1861
"115-210",1,1862
"115-210",1,1864
"115-210",1,1865
"115-210",1,1866
"115-210",1,1867
"115-210",1,1868
"115-210",1,1869
"115-210",1,1870
"115-210",1,1874
"115-210",1,1877
"115-210",1,1878
"115-210",1,1879
"115-210",1,1881
"115-210",1,1882
"115-210",1,1883
"115-210",1,1884
"115-210",1,1885
"115-210",1,1886
"115-210",1,1887
"115-210",1,1888
"115-210",1,1889
"115-210",1,1890
"115-210",1,1891
"115-210",1,1892
"115-210",1,1893
"115-210",1,1894
"115-210",1,1895
"115-210",1,1897
"115-210",1,1898
"115-210",1,1899
"115-210",1,1900
"115-210",1,1901
"115-210",1,1904
"115-210",1,1905
"115-210",1,1908
"115-210",1,1909
"115-210",1,1910
"115-210",1,1912
"115-210",1,1913
"115-210",1,1914
"115-210",1,1915
"115-210",1,1916
"115-210",1,1918
"115-210",1,1921
"115-210",1,1922
"115-210",1,1923
"115-210",1,1924
"115-210",1,1925
"115-210",1,1926
"115-210",1,1927
"115-210",1,1928
"115-210",1,1929
"115-210",1,1930
"115-210",1,1932
"115-210",1,1933
"115-210",1,1934
"115-210",1,1935
"115-210",1,1936
"115-210",1,1937
"115-210",1,1938
"115-210",1,1941
"115-210",1,1942
"115-210",1,1943
"115-210",1,1946
"115-210",1,1947
"115-210",1,1948
"115-210",1,1950
"115-210",1,1951
"115-210",1,1952
"115-210",1,1954
"115-210",1,1955
"115-210",1,1956
"115-210",1,1957
"115-210",1,1959
"115-210",1,1960
"115-210",1,1961
"115-210",1,1963
"115-210",1,1966
"115-210",1,1967
"115-210",1,1968
"115-210",1,1969
"115-210",1,1971
"115-210",1,1972
"115-210",1,1974
"115-210",1,1975
"115-210",1,1976
"115-210",1,1978
"115-210",1,1979
"115-210",1,1980
"115-210",1,1981
"115-210",1,1982
"115-210",1,1983
"115-210",1,1984
"115-210",1,1985
"115-210",1,1986
"115-210",1,1987
"115-210",1,1989
"115-210",1,2005
"115-210",1,2011
"115-210",1,2012
"115-210",1,2016
"115-210",1,2020
"115-210",1,2024
"115-210",1,2026
"115-210",1,2028
"115-210",1,2040
"115-210",1,2049
"115-210",1,2054
"115-210",1,2058
"115-210",1,2071
"115-210",1,2073
"115-210",1,2074
"115-210",1,2082
"115-210",1,2086
"115-210",1,2090
"1151-155",1,1888
"1151-155",1,1889
"1151-155",1,1890
"1151-155",1,1891
"1151-155",1,1892
"1151-155",1,1893
"1151-155",1,1894
"1151-155",1,1895
"1151-155",1,1896
"1151-155",1,1897
"1151-155",1,1898
"1151-155",1,1899
"1151-155",1,1900
"1151-155",1,1901
"1151-155",1,1902
"1151-155",1,1903
"1151-155",1,1904
"1151-155",1,1905
"1151-155",1,1906
"1151-155",1,1907
"1151-155",1,1908
"1151-155",1,1909
"1151-155",1,1910
"1151-155",1,1911
"1151-155",1,1912
"1151-155",1,1913
"1151-155",1,1914
"1151-155",1,1915
"1151-155",1,1916
"1151-155",1,1917
"1151-155",1,1918
"1151-155",1,1919
"1151-155",1,1920
"1151-155",1,1921
"1151-155",1,1922
"1151-155",1,1923
"1151-155",1,1924
"1151-155",1,1925
"1151-155",1,1926
"1151-155",1,1927
"1151-155",1,1928
"1151-155",1,1929
"1151-155",1,1930
"1151-155",1,1931
"1151-155",1,1932
"1151-155",1,1933
"1151-155",1,1934
"1151-155",1,1935
"1151-155",1,1936
"1151-155",1,1937
"1151-155",1,1938
"1151-155",1,1939
"1151-155",1,1940
"1151-155",1,1941
"1151-155",1,1942
"1151-155",1,1943
"1151-155",1,1944
"1151-155",1,1945
"1151-155",1,1946
"1151-155",1,1947
"1151-155",1,1948
"1151-155",1,1949
"1151-155",1,1950
"1151-155",1,1951
"1151-155",1,1952
"1151-155",1,1953
"1151-155",1,1954
"1151-155",1,1955
"1151-155",1,1956
"1151-155",1,1957
"1151-155",1,1958
"1151-155",1,1959
"1151-155",1,1960
