GPH_code,GPH_name,continent,lat,lng,region_AndersonNorheim,subregion_AndersonNorheim,Comment,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10,period_11
59,Montserrat,America,16.75,-62.2,LA,,,1816-1833 | Colony of | 200,1833-1956 | Part of | 1063,1956-1958 | Colony of | 200,1958-1962 | Part of | 50,1962-2022 | Colony of | 200,NA,NA,NA,NA,NA,NA
1053,Morant Cays,America,17.4,-75.98333333,LA,,,1816-1862 | Discovered | NA,1862-1882 | Colony of | 200,1882-2022 | Part of | 51,NA,NA,NA,NA,NA,NA,NA,NA
2111,Moresnet,Europe,50.730277777778,6.0133333333333,WE,,,1816-1830 | Neutral or demilitarized zone of | 210,1830-1914 | Neutral or demilitarized zone of | 211,1914-1919 | Occupied by | 255,1919-2022 | Part of | 211,NA,NA,NA,NA,NA,NA,NA
600,Morocco,Africa,32,-6,AF,,,1816-1847 | Sovereign (unrecognized) | NA,1847-1912 | Sovereign | NA,1912-1956 | Protectorate of | 220,1956-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA
1081,Mosquito Coast,America,13.4555055555556,-84.8114638888889,LA,,,1816-1819 | Colony of | 230,1819-1844 | Part of | 100,1844-1860 | Protectorate of | 200,1860-1894 | Occupied by | 93,1860-2022 | Part of | 91,1894-2022 | Part of | 93,NA,NA,NA,NA,NA
3502,Mount Athos,Europe,40.1583333333333,24.3272222222222,WE,,,1816-1913 | Part of | 640,1913-2022 | Dependency of | 350,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,Mozambique (Portuguese East Africa),Africa,-19,35,AF,,,1816-1975 | Colony of | 235,1975-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5512,Mwamba Bemba,Africa,NA,NA,AF,,,1816-1900 | Sovereign (unrecognized) | NA,1900-1911 | Part of | 5518,1911-2022 | Part of | 551,NA,NA,NA,NA,NA,NA,NA,NA
775,Myanmar (Burma),Asia,22,96,AS,DA,,1816-1886 | Sovereign (unrecognized) | NA,1886-1937 | Part of | 750,1937-1942 | Colony of | 200,1942-1945 | Occupied by | 740,1945-1948 | Colony of | 200,1948-2022 | Sovereign | NA,NA,NA,NA,NA,NA
7703,Nagar,Asia,35.4,73.8,AS,DA,,1816-1891 | Sovereign (unrecognized) | NA,1891-1947 | Vassal of | 750,1947-1974 | Vassal of | 770,1974-1974 | Dissolved into | 770,NA,NA,NA,NA,NA,NA,NA
7777,Namhkok,Asia,20.62455,97.204242,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
565,Namibia (South West Africa) (German South West Africa),Africa,-23,17,AF,,,1816-1885 | Discovered | NA,1885-1915 | Colony of | 255,1915-1922 | Occupied by | 560,1922-1966 | Mandated to | 560,1966-1990 | Colony of | 560,1990-2022 | Sovereign | NA,NA,NA,NA,NA,NA
7766,Namtok,Asia,20.38305556,98.04,AS,DA,,1816-1887 | Vassal of | 775,1887-1931 | Protectorate of | 200,1931-2022 | Part of | 7760,NA,NA,NA,NA,NA,NA,NA,NA
254,Nassau,Europe,NA,NA,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1944 | Part of | 239,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Natal,Africa,-29.58333333,30.41666667,AF,,,1816-1839 | Discovered | NA,1839-1843 | Sovereign (unrecognized) | NA,1843-1844 | Colony of | 200,1844-1856 | Part of | 561,1856-1910 | Colony of | 200,1910-2022 | Part of | 560,NA,NA,NA,NA,NA
970,Nauru,Oceania,-0.5275,166.935,AS,DA,,1816-1888 | Sovereign (unrecognized) | NA,1888-1914 | Colony of | 255,1914-1919 | Occupied by | 900,1919-1942 | Mandated to | 900,1942-1945 | Occupied by | 740,1945-1968 | Mandated to | 900,1968-1999 | Sovereign (unrecognized) | NA,1999-2022 | Sovereign | NA,NA,NA,NA
1044,Navassa I.,America,18.4027,-75.0126,LA,,,1816-1857 | Discovered | NA,1857-1903 | Claimed by | 2,1874-2022 | Claimed by | 41,1903-2022 | Dependency of | 2,NA,NA,NA,NA,NA,NA,NA
7779,Nawng Wawn,Asia,20.5311111111111,97.2108333333333,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
5522,Ndebele (Matabeleland),Africa,-19.83,28.16,AF,,,1838-1890 | Sovereign (unrecognized) | NA,1890-1923 | Colony of | 200,1923-2022 | Part of | 552,NA,NA,NA,NA,NA,NA,NA,NA
8210,Negeri Sembilan,Asia,2.69805555555556,102.156666666667,AS,DA,,1816-1874 | Vassal of | 8221,1874-1895 | Colony of | 200,1895-1946 | Part of | 821,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA
4795,Nembe (Brass),Africa,4.53333055555556,6.4,AF,,,1816-1885 | Sovereign (unrecognized) | NA,1885-1899 | Part of | 4782,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,Nepal,Asia,28,84,AS,DA,,1816-1923 | Protectorate of | 200,1923-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Netherlands,Europe,52.316666666667,5.55,WE,,,1816-1940 | Sovereign | NA,1940-1945 | Occupied by | 255,1945-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Netherlands Antilles,America,15,-66,LA,,,1828-1954 | Colony of | 210,1954-2010 | Dependency of | 210,2010-2010 | Dissolved into | 1065,2010-2010 | Dissolved into | 1066,2010-2010 | Dissolved into | 1067,2010-2010 | Dissolved into | 1068,2010-2010 | Dissolved into | 1069,2010-2010 | Dissolved into | 1073,NA,NA,NA
1076,Nevis,America,17.15,-62.583333333333,LA,,,1816-1833 | Colony of | 200,1833-1882 | Part of | 1063,1882-2022 | Part of | 60,NA,NA,NA,NA,NA,NA,NA,NA
1023,New Brunswick,America,46.6,-66,NAM,,,1816-1867 | Colony of | 200,1867-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
4793,New Calabar (Kalabari),Africa,4.56833333,6.97611111,AF,,,1816-1885 | Sovereign (unrecognized) | NA,1885-1899 | Part of | 4782,1899-1914 | Part of | 4783,1914-2022 | Part of | 475,NA,NA,NA,NA,NA,NA,NA
930,New Caledonia,Oceania,-21.25,165.3,AS,DA,,1816-1853 | Sovereign (unrecognized) | NA,1853-1946 | Colony of | 220,1946-1986 | Dependency of | 220,1986-2022 | Colony of | 220,NA,NA,NA,NA,NA,NA,NA
3503,New Greece,Europe,NA,NA,WE,,,1816-1912 | Part of | 640,1912-1913 | Occupied by | 350,1913-2022 | Part of | 350,NA,NA,NA,NA,NA,NA,NA,NA
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),Oceania,-5,145,AS,DA,,1883-1914 | Colony of | 255,1914-1920 | Occupied by | 900,1919-1919 | Dissolved into | 980,1920-1975 | Mandated to | 900,1975-1975 | Dissolved into | 910,NA,NA,NA,NA,NA,NA
901,New South Wales,Oceania,-32,147,AS,ANZ,,1816-1901 | Colony of | 200,1901-2022 | Part of | 900,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,New Zealand,Oceania,-41.2,174,AS,ANZ,,1816-1840 | Part of | 901,1840-1920 | Colony of | 200,1920-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Newfoundland and Labrador (Newfoundland),America,53,-60,NAM,,,1816-1949 | Colony of | 200,1949-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Nicaragua,America,13,-85,LA,,,1816-1821 | Part of | 1070,1821-1823 | Part of | 70,1823-1838 | Part of | 89,1838-2022 | Sovereign | NA,1912-1925 | Occupied by | 2,1927-1933 | Occupied by | 2,NA,NA,NA,NA,NA
7502,Nicobar Is.,Asia,7.8666666666667,93.5,AS,DA,,1816-1868 | Possession of | 390,1868-1872 | Part of | 750,1872-2022 | Part of | 7500,NA,NA,NA,NA,NA,NA,NA,NA
436,Niger,Africa,17,10,AF,,,1816-1904 | Part of | 4361,1904-1922 | Occupied by | 220,1922-1958 | Part of | 430,1958-1960 | Associated state of | 220,1960-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
475,Nigeria,Africa,9,8,AF,,,1914-1960 | Colony of | 200,1960-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9253,Niue I.,Oceania,-19.05,-169.91666666667,AS,DA,,1816-1900 | Sovereign (unrecognized) | NA,1900-1901 | Protectorate of | 200,1901-1904 | Part of | 925,1904-1974 | Colony of | 920,1974-2022 | Associated state of | 920,NA,NA,NA,NA,NA,NA
9004,Norfolk I.,Oceania,-29.033333333333,167.94972222222,AS,ANZ,put it with Australia,1816-1920 | Colony of | 200,1920-1979 | Colony of | 900,1979-2022 | Dependency of | 900,NA,NA,NA,NA,NA,NA,NA,NA
731,North Korea (Democratic People's Republic of Korea),Asia,,,AS,DA,,1945-1948 | Occupied by | 365,1948-2022 | Sovereign | NA,,,,,,,,,
343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),Europe,,,WE,,,1816-1914 | Part of | 640,1914-1918 | Part of | 355,1918-1991 | Part of | 345,1991-1993 | Sovereign (unrecognized) | NA,1993-2022 | Sovereign | NA,,,,,,
10200,North-Western Territory,America,64.517033,-121.83484,NAM,,,1816-1870 | Possession of | 200,1870-1870 | Dissolved into | 10201,NA,NA,NA,NA,NA,NA,NA,NA,NA
5518,Northeastern Rhodesia,Africa,-11.850968,31.404575,AF,,,1900-1911 | Protectorate of | 200,1911-1911 | Dissolved into | 551,NA,NA,NA,NA,NA,NA,NA,NA,NA
9252,Northern Cook Is.,Oceania,-10,-161,AS,DA,,1816-1901 | Discovered | NA,1901-2022 | Possession of | 925,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,Northern Marianas Is.,Oceania,,,AS,DA,,,,,,,,,,,,
4784,Northern Nigeria (British Nigeria),Africa,9.8,6.15,AF,,,1879-1900 | Possession of | 200,1900-1914 | Protectorate of | 200,1914-1914 | Dissolved into | 475,NA,NA,NA,NA,NA,NA,NA,NA
385,Norway,Europe,65,11,WE,,,1816-1905 | Sovereign (limited) | NA,1905-1940 | Sovereign | NA,1940-1945 | Occupied by | 255,1945-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA
5801,Nossi Be,Africa,-13.315,48.2675,AF,,,1816-1840 | Discovered | NA,1840-1896 | Colony of | 220,1896-2022 | Part of | 580,NA,NA,NA,NA,NA,NA,NA,NA
1022,Nova Scotia,America,45,-63,NAM,,,1816-1867 | Colony of | 200,1867-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
3471,Novi Pazar,Europe,43.15,20.516666666667,WE,,,1816-1878 | Part of | 640,1878-1908 | Occupied by | 300,1908-1912 | Part of | 640,1912-1913 | Occupied by | 345,1913-1918 | Part of | 342,1918-1992 | Part of | 345,1992-2022 | Part of | 348,NA,NA,NA,NA
4782,Oil Rivers Protectorate,Africa,5.091,6.317,AF,,,1885-1899 | Protectorate of | 200,1899-1899 | Part of | 4783,NA,NA,NA,NA,NA,NA,NA,NA,NA
4792,Old Calabar (Efik),Africa,4.95,8.31666667,AF,,,1816-1885 | Sovereign (unrecognized) | NA,1885-1899 | Part of | 4782,1899-1914 | Part of | 4783,1914-2022 | Part of | 475,NA,NA,NA,NA,NA,NA,NA
4341,Old Dahomey,Africa,7.1855555555556,1.9880555555556,AF,,,1816-1894 | Sovereign (unrecognized) | NA,1894-1904 | Protectorate of | 220,1904-2022 | Part of | 434,NA,NA,NA,NA,NA,NA,NA,NA
257,Oldenburg,Europe,53.1438888888889,8.21388888888889,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1945 | Part of | 255,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Oman (Sultanate of Muscat and Oman),Asia,21,57,ME,,,1816-1971 | Sovereign (unrecognized) | NA,1971-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,Ontario (Upper Canada),America,50,-85,NAM,,,1816-1841 | Colony of | 200,1841-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Orange Free State (Orange River Colony),Africa,-29.1,26.216666666667,AF,,,1816-1848 | Discovered | NA,1848-1854 | Colony of | 200,1854-1902 | Sovereign (unrecognized) | NA,1902-1910 | Colony of | 200,1910-2022 | Part of | 560,NA,NA,NA,NA,NA,NA
1016,Oregon (Oregon Country),America,43.9358333333333,-120.575,NAM,,,1816-1821 | Part of | 1070,1816-1825 | Claimed by | 365,1816-1819 | Claimed by | 230,1818-1848 | Claimed by | 2,1818-1846 | Occupied by | 200,1846-1849 | Possession of | 200,1848-2022 | Part of | 2,1849-1849 | Dissolved into | 1027,1849-1849 | Dissolved into | 1028,NA,NA
4395,Ouagadougou (Mossi Empire),Africa,NA,NA,AF,,,1816-1896 | Sovereign (unrecognized) | NA,1896-1896 | Dissolved into | 439,NA,NA,NA,NA,NA,NA,NA,NA,NA
4345,Ouidah,Africa,6.3666666666667,2.0833333333333,AF,,,1816-1843 | Unknown | NA,1843-1894 | Possession of | 220,1894-2022 | Part of | 434,NA,NA,NA,NA,NA,NA,NA,NA
8203,Pahang,Asia,3.75,102.5,AS,DA,,1816-1888 | Sovereign (unrecognized) | NA,1888-1895 | Colony of | 200,1895-1946 | Part of | 821,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA
770,Pakistan,Asia,,,AS,DA,,1849-1947 | Part of | 750,1947-2022 | Sovereign | NA,,,,,,,,,
986,Palau,Oceania,,,AS,DA,,1816-1947 | Part of | 9810,1947-1994 | Part of | 980,1994-2022 | Sovereign | NA,,,,,,,,
665,Palestine,Asia,32,35.25,ME,,"Ottoman Empire for the large part, so WE?",1816-1918 | Part of | 640,1918-1923 | Occupied by | 200,1923-1948 | Mandated to | 200,1948-1948 | Dissolved into | 666,1949-1967 | Occupied by | 651,1949-1967 | Part of | 663,1967-2022 | Occupied by | 666,1988-2012 | Sovereign (unrecognized) | NA,2012-2022 | Sovereign | NA,NA,NA
9740,Palmyra Is.,Oceania,5.8833333333333,-162.08333333333,AS,DA,Put it in AS DA to be consistent with A and N,1816-1859 | Discovered | NA,1859-1862 | Claimed by | 2,1862-1890 | Part of | 4,1889-1912 | Colony of | 200,1912-1960 | Part of | 4,1960-2022 | Dependency of | 2,NA,NA,NA,NA,NA
95,Panama,America,8.616667,-80.366667,LA,,,1816-1821 | Colony of | 230,1821-1903 | Part of | 100,1903-2022 | Sovereign | NA,1989-1990 | Occupied by | 2,NA,NA,NA,NA,NA,NA,NA
96,Panama Canal Zone,America,9.1176694444444,-79.720166666667,LA,,,1816-1903 | Part of | 100,1903-1979 | Leased to | 2,1979-2022 | Part of | 95,NA,NA,NA,NA,NA,NA,NA,NA
7767,Pangmi,Asia,20.585067330237,96.6923159428375,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
7768,Pangtara,Asia,20.95,96.66666667,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
327,Papal States,Europe,41.904,12.453,WE,,,1816-1861 | Sovereign | NA,1861-1870 | Part of | 325,1870-1870 | Dissolved into | 328,NA,NA,NA,NA,NA,NA,NA,NA
911,Papua (British New Guinea),Oceania,-2.5,138.5,AS,ANZ,,1883-1884 | Part of | 905,1884-1888 | Protectorate of | 200,1888-1902 | Colony of | 200,1902-1975 | Dependency of | 900,1975-1975 | Dissolved into | 910,NA,NA,NA,NA,NA,NA
910,Papua New Guinea,Oceania,,,AS,ANZ,,1949-1975 | Part of | 911,1949-1975 | Part of | 912,1975-2022 | Sovereign | NA,,,,,,,,
8171,Paracel Is.,Asia,16.654612,112.747192,AS,DA,,1816-1945 | Claimed by | 710,1931-1954 | Claimed by | 220,1939-1945 | Occupied by | 740,1945-1949 | Occupied by | 710,1949-1954 | Claimed by | 710,1954-2022 | Occupied by | 710,1954-1974 | Occupied by | 817,1975-2022 | Claimed by | 815,1999-2022 | Claimed by | 713,NA,NA
150,Paraguay,America,-23.5,-58,LA,,,1816-2022 | Sovereign | NA,1870-1876 | Occupied by | 140,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,Parma,Europe,44.801472222222,10.328,WE,,,1816-1851 | Sovereign (unrecognized) | NA,1851-1859 | Sovereign | NA,1859-1861 | Part of | 324,1861-1861 | Dissolved into | 325,NA,NA,NA,NA,NA,NA,NA
8002,Patani,Asia,6.5,101.033333333333,AS,DA,,1816-1902 | Vassal of | 800,1902-1902 | Dissolved into | 800,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,Pate,Africa,-2.1,41.05,AF,,,1816-1824 | Unknown | NA,1824-1856 | Vassal of | 698,1856-1920 | Part of | 511,1920-1963 | Part of | 5011,1963-2022 | Part of | 501,NA,NA,NA,NA,NA,NA
1054,Pedro Bank,America,17.1,-77.45,LA,,,1816-1863 | Discovered | NA,1863-1882 | Colony of | 200,1882-2022 | Part of | 51,NA,NA,NA,NA,NA,NA,NA,NA
710,People's Republic of China (China),Asia,35.8447222222222,103.451944444444,AS,DA,,1816-1860 | Sovereign (unrecognized) | NA,1860-2022 | Sovereign | NA,1937-1945 | Occupied by | 740,NA,NA,NA,NA,NA,NA,NA,NA
275,People’s State of Hesse (Hesse Grand Ducal),Europe,49.86666667,8.65,WE,,,1816-1867 | Sovereign | NA,1867-1945 | Part of | 239,1945-1945 | Dissolved into | 2602,1946-1946 | Dissolved into | 2605,NA,NA,NA,NA,NA,NA,NA
8201,Perak,Asia,4.75,101,AS,DA,,1816-1874 | Sovereign (unrecognized) | NA,1874-1895 | Colony of | 200,1895-1946 | Part of | 821,1942-1945 | Occupied by | 740,1945-1946 | Occupied by | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA
6802,Perim I.,Asia,12.6597222222222,43.4208333333333,ME,,,1816-1857 | Discovered | NA,1857-1937 | Possession of | 200,1937-1963 | Part of | 681,NA,NA,NA,NA,NA,NA,NA,NA
8224,Perlis,Asia,6.5,100.25,AS,DA,,1816-1843 | Part of | 8222,1843-1909 | Sovereign (unrecognized) | NA,1909-1942 | Protectorate of | 200,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA
135,Peru,America,-9.4,-76,LA,,,1816-1821 | Part of | 1135,1821-1836 | Sovereign (unrecognized) | NA,1836-1839 | Part of | 136,1839-2022 | Sovereign | NA,1880-1883 | Occupied by | 155,NA,NA,NA,NA,NA,NA
840,Philippines,Asia,12,123,AS,DA,,1816-1821 | Part of | 1070,1821-1898 | Colony of | 230,1898-1942 | Colony of | 2,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 2,1946-2022 | Sovereign | NA,NA,NA,NA,NA,NA
9620,Pitcairn Is.,Oceania,-25.0677812,-130.1045778,AS,DA,,1816-1839 | Discovered | NA,1839-2022 | Colony of | 200,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Poland,Europe,52,19,EESU,,Could be EESU but followed historical reality,1816-1816 | Dissolved into | 2901,1816-1816 | Dissolved into | 2902,1816-1816 | Dissolved into | 2903,1918-1939 | Sovereign | NA,1939-1945 | Occupied by | 255,1939-1941 | Occupied by | 365,1944-1949 | Occupied by | 365,1945-2022 | Sovereign | NA,NA,NA,NA
4348,Porto Novo,Africa,6.4833333333333,2.6166666666667,AF,,,1816-1863 | Sovereign (unrecognized) | NA,1863-1883 | Protectorate of | 220,1883-1894 | Part of | 4341,1894-2022 | Part of | 434,NA,NA,NA,NA,NA,NA,NA
235,Portugal,Europe,38.7,-9.18333333333333,WE,,,1816-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,Portuguese India,Asia,2.18888888888889,102.384444444444,AS,DA,,1816-1961 | Colony of | 235,1961-1962 | Occupied by | 750,1962-1962 | Dissolved into | 7591,1962-1962 | Dissolved into | 7592,1962-1962 | Dissolved into | 7593,1962-1962 | Dissolved into | 7594,1962-1962 | Dissolved into | 7595,NA,NA,NA,NA
7528,Pratapgarh,Asia,24.05,74.8,AS,DA,,1816-1818 | Unknown | NA,1818-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA
5606,Prince Edward and Marion Is.,Africa,-46.88,37.75,AF,,,1816-1919 | Possession of | 200,1919-2022 | Possession of | 560,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024,Prince Edward Is.,America,46.4,-63.2,NAM,,,1816-1873 | Colony of | 200,1873-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2902,Province of Posen (Grand Duchy of Posen),Europe,52.4,16.91666667,EESU,,Could be EESU but followed historical reality,1816-1848 | Dependency of | 239,1848-1919 | Part of | 239,1919-1939 | Part of | 290,1922-1922 | Dissolved into | 2390,1939-1945 | Occupied by | 255,1945-1945 | Dissolved into | 290,NA,NA,NA,NA,NA
239,Prussia,Europe,52.5221,13.3896,EESU,,,1816-1871 | Sovereign | NA,1871-1947 | Part of | 255,1945-1945 | Part of | 290,1947-1947 | Dissolved into | 260,1947-1947 | Dissolved into | 265,NA,NA,NA,NA,NA,NA
6,Puerto Rico,America,18.25,-66.5,LA,,,1816-1821 | Part of | 1070,1821-1898 | Colony of | 230,1898-1952 | Colony of | 2,1952-2022 | Dependency of | 2,NA,NA,NA,NA,NA,NA,NA
7769,Pwehla,Asia,20.8447222222222,96.6830555555556,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
694,Qatar,Asia,25.269535,51.212767,ME,,,1816-1871 | Dependency of | 692,1871-1913 | Vassal of | 640,1913-1916 | Occupied by | 640,1916-1971 | Protectorate of | 200,1971-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
6845,Quaiti of Shihr and Mukalla,Asia,14.58333333,49.08333333,ME,,,1858-1888 | Sovereign (unrecognized) | NA,1888-1937 | Part of | 682,1937-1959 | Part of | 6812,1959-1962 | Part of | 6803,1962-1967 | Part of | 6801,1967-1967 | Dissolved into | 680,NA,NA,NA,NA,NA
1025,Quebec (Lower Canada),America,52,-72,NAM,,,1816-1841 | Colony of | 200,1841-2022 | Part of | 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,Queensland,Oceania,-20,143,AS,ANZ,,1816-1859 | Part of | 901,1859-1901 | Colony of | 200,1901-2022 | Part of | 900,NA,NA,NA,NA,NA,NA,NA,NA
4822,Rafai,Africa,4.9730555555556,23.931944444444,AF,,,1816-1890 | Sovereign (unrecognized) | NA,1890-1906 | Occupied by | 220,1906-2022 | Part of | 482,NA,NA,NA,NA,NA,NA,NA,NA
7582,Rampur,Asia,28.8,79,AS,DA,,1816-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Republic of China (Taiwan) (Formosa),Asia,24,121,AS,DA,,1816-1895 | Part of | 710,1895-1945 | Colony of | 740,1945-1971 | Sovereign | NA,1971-2022 | Sovereign (unrecognized) | NA,NA,NA,NA,NA,NA,NA,NA
3261,Republic of St. Mark,Europe,,,WE,,,,,,,,,,,,,
585,Reunion (Bourbon I.),Africa,-21.114444444444,55.5325,AF,,,1816-1947 | Colony of | 220,1947-2022 | Part of | 220,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"Reuss, Older Line",Europe,NA,NA,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1945 | Part of | 255,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"Reuss, Younger Line",Europe,NA,NA,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1945 | Part of | 255,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,Revillagigedo Is,America,18.8213888888889,-112.763888888889,LA,,,1816-2022 | Possession of | 70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7538,Rewa,Asia,24.53,81.3,AS,DA,,1816-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,Rhineland,Europe,50.276989,6.860735,WE,,,1816-1871 | Part of | 239,1871-1919 | Part of | 255,1919-1930 | Occupied by | 200,1930-1945 | Part of | 255,NA,NA,NA,NA,NA,NA,NA
8532,Riau,Asia,0.54,101.45,AS,DA,,1818-1844 | Occupied by | 210,1844-1949 | Part of | 850,1949-2022 | Part of | 850,NA,NA,NA,NA,NA,NA,NA,NA
6090,Río de Oro,Africa,23,-13,AF,,,1884-1958 | Colony of | 230,1958-1958 | Dissolved into | 609,NA,NA,NA,NA,NA,NA,NA,NA,NA
4334,Rip,Africa,NA,NA,AF,,,1816-1867 | Sovereign (unrecognized) | NA,1867-1887 | Unknown | NA,1887-1895 | Occupied by | 220,1895-2022 | Part of | 433,NA,NA,NA,NA,NA,NA,NA
5901,Rodrigues I.,Africa,-19.72,63.42,AF,,,1816-2002 | Possession of | 590,2002-2022 | Dependency of | 590,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,Romania,Europe,46,25,EESU,,Could be EESU but followed historical reality,1859-1878 | Vassal of | 640,1878-2022 | Sovereign | NA,1916-1918 | Occupied by | 255,1944-1949 | Occupied by | 365,NA,NA,NA,NA,NA,NA,NA
1102,Roncador Cay,America,13.533333333333,-80.05,LA,,US Claimed but ok,1816-1856 | Discovered | NA,1856-1981 | Claimed by | 2,1981-2022 | Part of | 100,?-1981 | Claimed by | 100,NA,NA,NA,NA,NA,NA,NA
9994,Ross Dependency,Oceania,-75,-175,AS,ANZ,,1841-1923 | Discovered | NA,1923-2022 | Dependency of | 920,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Ruanda-Urundi,Africa,-2.7,29.9,AF,,,1916-1922 | Occupied by | 211,1922-1962 | Mandated to | 211,1962-1962 | Dissolved into | 516,1962-1962 | Dissolved into | 517,NA,NA,NA,NA,NA,NA,NA
1019,Rupert's Land,America,57,-92.3,NAM,,UK at some point but possession,1816-1870 | Possession of | 200,1870-1870 | Dissolved into | 10201,1870-1870 | Dissolved into | 10204,NA,NA,NA,NA,NA,NA,NA,NA
365,Russia (USSR),Europe,66.4166666666667,94.25,EESU,,Could be EESU but followed historical reality,1816-2022 | Sovereign | NA,1915-1918 | Occupied by | 255,1941-1943 | Occupied by | 255,NA,NA,NA,NA,NA,NA,NA,NA
517,Rwanda,Africa,-2,30,AF,,,1816-1885 | Sovereign (unrecognized) | NA,1885-1916 | Part of | 510,1916-1962 | Part of | 515,1962-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA
741,Ryukyu Is.,Asia,26.5,127.9,AS,JA,,1816-1879 | Protectorate of | 740,1879-1945 | Part of | 740,1945-1951 | Occupied by | 2,1951-1972 | Colony of | 2,1972-2022 | Part of | 740,NA,NA,NA,NA,NA,NA
3327,"S.M.O.M. (Sovereign & Military Order of Jerusalem, Rhodes and Malta)",Europe,41.90541,12.48061,WE,,,1816-1822 | Part of | 327,1822-2022 | Sovereign (unrecognized) | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7780,Sa-koi,Asia,19.9049722222222,97.0332222222222,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
