GPH_code,GPH_name,continent,lat,lng,region_AndersonNorheim,subregion_AndersonNorheim,Comment,period_1,period_2,period_3,period_4,period_5,period_6,period_7,period_8,period_9,period_10,period_11
4382,Kankan,Africa,10.383333333333,-9.3,AF,,,1816-1880 | Sovereign (unrecognized) | NA,1880-1893 | Occupied by | 220,1893-1895 | Part of | 438,1895-1958 | Part of | 430,NA,NA,NA,NA,NA,NA,NA
7573,Kapurthala,Asia,31.3833,75.3833,AS,DA,,1816-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104,Karagwe,Africa,NA,NA,AF,,,1816-1898 | Sovereign (unrecognized) | NA,1898-2022 | Part of | 512,NA,NA,NA,NA,NA,NA,NA,NA,NA
7519,Karauli,Asia,26.3,77.23,AS,DA,,1816-1817 | Part of | 7589,1817-1949 | Vassal of | 750,1949-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA
7508,Kashmir,Asia,34.09,74.79,AS,DA,,1816-1819 | Part of | 700,1819-1846 | Part of | 7691,1846-1947 | Vassal of | 750,1947-2022 | Part of | 750,1947-1947 | Dissolved into | 7708,1947-1947 | Dissolved into | 7709,NA,NA,NA,NA,NA
7531,Kathiawar,Asia,22.302439,70.804825,AS,DA,,1819-1948 | Vassal of | 750,1948-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
6844,Kathiri of Seiyun,Asia,17.166666666667,50.25,ME,,,1816-1888 | Sovereign (unrecognized) | NA,1888-1937 | Part of | 682,1937-1959 | Part of | 6812,1959-1962 | Part of | 6803,1962-1967 | Part of | 6801,1967-1967 | Dissolved into | 680,NA,NA,NA,NA,NA
705,Kazakhstan,Asia,,,EESU,,,1816-1848 | Protectorate of | 365,1848-1991 | Part of | 365,1991-2022 | Sovereign | NA,,,,,,,,
5517,Kazembe,Africa,NA,NA,AF,,,1816-1899 | Sovereign (unrecognized) | NA,1899-1911 | Part of | 5518,1911-2022 | Part of | 551,NA,NA,NA,NA,NA,NA,NA,NA
8222,Kedah,Asia,6.1283333333333,100.36277777778,AS,DA,,1816-1821 | Part of | 8272,1821-1909 | Part of | 800,1909-1942 | Protectorate of | 200,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA
7790,Kehsi Mansam,Asia,22.025,98.01666667,AS,DA,,1816-1860 | Part of | 7750,1860-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA
8223,Kelantan,Asia,5.25,102,AS,DA,,1816-1909 | Claimed by | 800,1909-1942 | Protectorate of | 200,1942-1945 | Occupied by | 740,1945-1946 | Colony of | 200,1946-2022 | Part of | 820,NA,NA,NA,NA,NA,NA
7791,Keng Lon,Asia,21.95,98.1333333333,AS,DA,,1816-1857 | Part of | 7750,1857-1887 | Vassal of | 775,1887-1926 | Protectorate of | 200,1926-1926 | Dissolved into | 7790,NA,NA,NA,NA,NA,NA,NA
7793,Keng Tung,Asia,21.291388888889,99.603888888889,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7788,Kenghkam,Asia,21.86666667,97.36666667,AS,DA,,1816-1870 | Vassal of | 775,1870-1882 | Occupied by | 7783,1882-1882 | Dissolved into | 7783,NA,NA,NA,NA,NA,NA,NA,NA
501,Kenya (British East Africa Protectorate),Africa,-4.05,39.6666666666667,AF,,,1816-1887 | Discovered | NA,1887-1895 | Leased to | 200,1895-1920 | Protectorate of | 200,1920-1963 | Colony of | 200,1963-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
5011,Kenya Protectorate,Africa,-4.0437,39.6668,AF,,,1920-1963 | Protectorate of | 200,1963-1963 | Dissolved into | 501,NA,NA,NA,NA,NA,NA,NA,NA,NA
9973,Kerguelen Is.,Oceania,-49.25,69.166666666667,AS,DA,,1816-1893 | Discovered | NA,1893-1955 | Possession of | 220,1955-2022 | Part of | 9970,NA,NA,NA,NA,NA,NA,NA,NA
4343,Ketu,Africa,NA,NA,AF,,,1816-1886 | Sovereign (unrecognized) | NA,1886-2022 | Part of | 434,NA,NA,NA,NA,NA,NA,NA,NA,NA
7552,Khairpur,Asia,27.53,68.74,AS,DA,,1816-1838 | Sovereign (unrecognized) | NA,1838-1947 | Vassal of | 750,1947-2022 | Part of | 770,NA,NA,NA,NA,NA,NA,NA,NA
7030,Khiva,Asia,41.3783333333333,60.3638888888889,EESU,,,1816-1873 | Sovereign (unrecognized) | NA,1873-1920 | Protectorate of | 365,1920-1991 | Part of | 365,1991-2022 | Part of | 701,1991-2022 | Part of | 704,1991-2022 | Part of | 705,NA,NA,NA,NA,NA
7120,Kiauchau,Asia,36.123333,120.245556,AS,DA,,1816-1898 | Part of | 710,1898-1914 | Leased to | 255,1914-1922 | Occupied by | 740,1922-2022 | Part of | 710,NA,NA,NA,NA,NA,NA,NA
324,Kingdom of Sardinia,Europe,45.087,7.685,WE,,,1816-1861 | Sovereign | NA,1861-1861 | Dissolved into | 325,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,Kingdom of Serbia,Europe,44.8108333333333,20.4625,WE,,,1816-1878 | Vassal of | 640,1878-1918 | Sovereign | NA,1918-1918 | Dissolved into | 345,NA,NA,NA,NA,NA,NA,NA,NA
946,Kiribati,Oceania,,,AS,DA,,1816-1892 | Discovered | NA,1892-1975 | Part of | 945,1975-1999 | Colony of | 200,1999-2022 | Sovereign | NA,,,,,,,
7514,Kishangarh,Asia,26.57,74.87,AS,DA,,1816-1818 | Sovereign (unrecognized) | NA,1818-1948 | Vassal of | 750,1948-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA
7010,Kokand,Asia,40.528611,70.9425,EESU,,,1816-1867 | Sovereign (unrecognized) | NA,1867-1876 | Vassal of | 365,1876-1991 | Part of | 365,1991-2022 | Part of | 701,1991-2022 | Part of | 702,1991-2022 | Part of | 703,1991-2022 | Part of | 704,NA,NA,NA,NA
4392,Kong,Africa,9.15055555555556,-4.61027777777778,AF,,,1816-1898 | Sovereign (unrecognized) | NA,1898-1958 | Part of | 430,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,Korea (Chosen),Asia,37.58,126.9775,AS,DA,,1816-1897 | Sovereign (unrecognized) | NA,1897-1905 | Sovereign | NA,1905-1907 | Occupied by | 740,1907-1910 | Protectorate of | 740,1910-1945 | Colony of | 740,1945-1948 | Occupied by | 365,1948-1948 | Dissolved into | 731,1948-1948 | Dissolved into | 732,NA,NA,NA
347,Kosovo,Europe,,,WE,,,1816-1912 | Part of | 640,1912-1992 | Part of | 345,1992-1999 | Part of | 348,1999-2008 | Mandated to | 1,2008-2022 | Sovereign (unrecognized) | NA,,,,,,
7521,Kotah,Asia,25.18,75.83,AS,DA,,1816-1817 | Sovereign (unrecognized) | NA,1817-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA
4515,Koya-Temne,Africa,NA,NA,AF,,,1816-1896 | Sovereign (unrecognized) | NA,1896-2022 | Part of | 451,NA,NA,NA,NA,NA,NA,NA,NA,NA
4910,Kuba,Africa,NA,NA,AF,,,1816-1910 | Sovereign (unrecognized) | NA,1910-2022 | Part of | 490,NA,NA,NA,NA,NA,NA,NA,NA,NA
6982,Kuria Muria Is.,Asia,17.5,56,ME,,,1816-1854 | Part of | 698,1854-1967 | Possession of | 200,1967-2022 | Part of | 698,NA,NA,NA,NA,NA,NA,NA,NA
690,Kuwait,Asia,29.166667,47.6,ME,,,1816-1899 | Sovereign (unrecognized) | NA,1899-1961 | Protectorate of | 200,1961-2022 | Sovereign | NA,1990-1991 | Occupied by | 645,NA,NA,NA,NA,NA,NA,NA
7110,Kwanchowan,Asia,21.177277777778,110.41798888889,AS,DA,,1816-1898 | Part of | 710,1898-1943 | Leased to | 220,1898-1946 | Part of | 810,1943-1945 | Occupied by | 740,1945-1946 | Leased to | 220,1946-2022 | Part of | 710,NA,NA,NA,NA,NA
7104,Kwangtung Territory,Asia,39.16666667,121.75,AS,DA,,1816-1898 | Part of | 710,1898-1905 | Leased to | 365,1905-1945 | Leased to | 740,1945-1955 | Occupied by | 365,1955-2022 | Part of | 710,NA,NA,NA,NA,NA,NA
7757,Kyawkku,Asia,21.8,96.91666667,AS,DA,,1816-1887 | Vassal of | 775,1887-1922 | Protectorate of | 200,1922-1922 | Dissolved into | 7769,NA,NA,NA,NA,NA,NA,NA,NA
7758,Kyong,Asia,20.7891666666667,96.6494444444445,AS,DA,,1816-1886 | Vassal of | 775,1886-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
703,Kyrgyzstan,Asia,,,EESU,,,1816-1876 | Part of | 7010,1876-1991 | Part of | 365,1991-2022 | Sovereign | NA,,,,,,,,
10210,Labrador,America,54,-62,NAM,,,1816-1927 | Part of | 21,1816-1841 | Claimed by | 1025,1841-1927 | Claimed by | 20,1927-2022 | Part of | 21,NA,NA,NA,NA,NA,NA,NA
8231,Labuan I.,Asia,5.3,115.22,AS,DA,,1816-1846 | Part of | 835,1846-1889 | Colony of | 200,1889-1907 | Part of | 823,1907-1946 | Part of | 827,1946-2022 | Part of | 823,NA,NA,NA,NA,NA,NA
4781,Lagos,Africa,6.45,3.4,AF,,,1816-1861 | Vassal of | 4776,1861-1866 | Colony of | 200,1866-1874 | Part of | 451,1874-1886 | Part of | 452,1886-1906 | Colony of | 200,1906-1914 | Part of | 4783,1914-2022 | Part of | 475,NA,NA,NA,NA
6821,Lahej,Asia,13.1,45.4667,ME,,,1816-1839 | Sovereign (unrecognized) | NA,1839-1874 | Protectorate of | 200,1874-1937 | Part of | 682,1914-1918 | Occupied by | 640,1937-1959 | Part of | 6811,1959-1962 | Part of | 6803,1962-1967 | Part of | 6801,1967-1967 | Dissolved into | 680,NA,NA,NA
8522,Lanfang,Asia,0.348043,109.339994,AS,DA,,1816-1884 | Vassal of | 710,1884-1884 | Dissolved into | 850,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,Laos,Asia,,,AS,DA,,1816-1893 | Part of | 800,1893-1953 | Protectorate of | 220,1893-1954 | Part of | 810,1945-1945 | Occupied by | 740,1954-2022 | Sovereign | NA,1975-1989 | Occupied by | 815,,,,,
367,Latvia,Europe,57,25,EESU,,Could be EESU but followed historical reality,1816-1918 | Part of | 365,1918-1940 | Sovereign | NA,1940-1941 | Occupied by | 365,1941-1944 | Occupied by | 255,1944-1991 | Occupied by | 365,1991-2022 | Sovereign | NA,NA,NA,NA,NA,NA
7515,Lawa,Asia,26.36666667,75.55,AS,DA,,1816-1817 | Part of | 7512,1817-1867 | Vassal of | 7527,1867-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA
7772,Lawksawk,Asia,21.23333333,96.86666667,AS,DA,,1816-1881 | Vassal of | 775,1881-1886 | Occupied by | 7771,1886-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA
660,Lebanon,Asia,,,ME,,"Ottoman Empire for the large part, so WE?",1816-1918 | Part of | 640,1918-1923 | Occupied by | 220,1923-1946 | Mandated to | 220,1946-2022 | Sovereign | NA,1976-1990 | Occupied by | 652,,,,,,
1063,Leeward Is.,America,17.0833333333333,-61.8,LA,,,1833-1956 | Colony of | 200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Lesotho (Basutoland),Africa,-29.51666667,27.8,AF,,,1816-1868 | Sovereign (unrecognized) | NA,1868-1871 | Protectorate of | 200,1871-1884 | Part of | 561,1884-1966 | Colony of | 200,1966-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
450,Liberia,Africa,6.533333,-9.75,AF,,,1822-1847 | Colony of | 2,1847-1920 | Sovereign (unrecognized) | NA,1920-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA
620,Libya,Africa,26.82,18.15,AF,,,1934-1943 | Colony of | 325,1943-1951 | Occupied by | 200,1943-1951 | Occupied by | 220,1951-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA
223,Liechtenstein,Europe,47.145,9.553889,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1990 | Sovereign (unrecognized) | NA,1990-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA
2101,Limburg,Europe,50.6166666666667,5.93333333333333,WE,,,1816-1830 | Part of | 210,1830-1839 | Part of | 211,1839-1867 | Sovereign (limited) | NA,1867-2022 | Part of | 210,NA,NA,NA,NA,NA,NA,NA
5321,Limmu-Ennarea,Africa,8.2,36.933333,AF,,,1816-1891 | Sovereign (unrecognized) | NA,1891-2022 | Part of | 530,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,Lippe,Europe,51.93609,8.877296,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1947 | Part of | 255,1947-2022 | Part of | 2604,NA,NA,NA,NA,NA,NA,NA,NA
368,Lithuania,Europe,55.2,24,EESU,,Could be EESU but followed historical reality,1816-1918 | Part of | 365,1918-1940 | Sovereign | NA,1940-1941 | Occupied by | 365,1941-1944 | Occupied by | 255,1944-1991 | Occupied by | 365,1991-2022 | Sovereign | NA,NA,NA,NA,NA,NA
4842,Loango,Africa,-4.7106,11.8378,AF,,,1816-1882 | Sovereign (unrecognized) | NA,1882-2022 | Part of | 484,NA,NA,NA,NA,NA,NA,NA,NA,NA
7542,Loharu,Asia,28.45,75.82,AS,DA,,1816-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
7760,Loi Long,Asia,20.095,96.789722,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
8510,Lombok,Asia,-8.63121944444444,116.317555555556,AS,DA,,1816-1894 | Sovereign (unrecognized) | 8541,1894-1949 | Part of | 850,1949-2022 | Part of | 850,NA,NA,NA,NA,NA,NA,NA,NA
4383,Loos Is.,Africa,9.4625,-13.795,AF,,,1816-1818 | Unknown | NA,1818-1904 | Colony of | 200,1904-2022 | Part of | 438,NA,NA,NA,NA,NA,NA,NA,NA
9007,Lord Howe I.,Oceania,,,AS,ANZ,,,,,,,,,,,,
4904,Luba Kingdom,Africa,-7.3596,25.6784,AF,,,1816-1889 | Sovereign (unrecognized) | NA,1889-1889 | Part of | 490,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,Lübeck,Europe,53.869722222222,10.686388888889,WE,,,1816-1867 | Sovereign (limited) | NA,1867-1937 | Part of | 255,1937-1937 | Dissolved into | 2555,NA,NA,NA,NA,NA,NA,NA,NA
4902,Lunda Kingdom (Mwata Yamvo),Africa,-10,24,AF,,,1816-1885 | Sovereign (unrecognized) | NA,1885-1885 | Dissolved into | 490,1885-1885 | Dissolved into | 540,1885-1885 | Dissolved into | 5517,NA,NA,NA,NA,NA,NA,NA
212,Luxemburg,Europe,49.77,6.13,WE,,,1816-1890 | Sovereign (limited) | NA,1890-1914 | Sovereign (unrecognized) | NA,1914-1918 | Occupied by | 255,1918-1940 | Sovereign | NA,1940-1944 | Occupied by | 255,1944-2022 | Sovereign | NA,NA,NA,NA,NA,NA
721,Macao,Asia,22.19,113.538055555556,AS,DA,,1816-1999 | Colony of | 235,1999-2022 | Dependency of | 710,NA,NA,NA,NA,NA,NA,NA,NA,NA
4326,Macina,Africa,NA,NA,AF,,,1816-1818 | Part of | 4327,1818-1862 | Sovereign (unrecognized) | NA,1862-1893 | Part of | 4321,1893-1895 | Occupied by | 220,1895-2022 | Part of | 432,NA,NA,NA,NA,NA,NA
9006,Macquarie I.,Oceania,-54.63,158.86,AS,ANZ,put it with Australia,1816-1890 | Possession of | 901,1890-1901 | Possession of | 906,1901-2022 | Possession of | 900,NA,NA,NA,NA,NA,NA,NA,NA
580,Madagascar (Malagasy Republic),Africa,-20,47,AF,,,1816-1882 | Sovereign (unrecognized) | NA,1882-1896 | Protectorate of | 220,1896-1960 | Colony of | 220,1960-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA
401,Madeira Isles,Africa,32.75,-17,WE,,,1816-1834 | Colony of | 235,1834-1976 | Part of | 235,1976-2022 | Dependency of | 235,NA,NA,NA,NA,NA,NA,NA,NA
5109,Mafia I.,Africa,-7.85,39.783333333333,AF,,Middle East for 1816-1856 since part of Oman?,1816-1856 | Part of | 698,1856-1892 | Part of | 511,1892-1915 | Part of | 510,1915-1919 | Occupied by | 200,1919-2022 | Part of | 512,NA,NA,NA,NA,NA,NA
6846,Mahri of Qishn and Socotra,Asia,15.8,51.7333,ME,,,1816-1886 | Sovereign (unrecognized) | NA,1886-1937 | Part of | 682,1937-1959 | Part of | 6812,1959-1962 | Part of | 6803,1962-1967 | Part of | 6801,1967-1967 | Dissolved into | 680,NA,NA,NA,NA,NA
553,Malawi (Nyasaland) (British Central Africa Protectorate),Africa,-13,34,AF,,,1858-1891 | Discovered | NA,1891-1953 | Protectorate of | 200,1953-1963 | Part of | 550,1963-1964 | Protectorate of | 200,1964-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
820,Malaysia (British Malaya),Asia,,,AS,DA,,1826-1946 | Informal | NA,1946-1948 | Colony of | 200,1948-1957 | Colony of | 200,1957-2022 | Sovereign | NA,,,,,,,
9462,Malden I.,Oceania,-4.0166666666667,-154.93333333333,AS,DA,,1825-1856 | Discovered | NA,1856-1979 | Claimed by | 2,1972-1979 | Part of | 945,1979-2022 | Part of | 946,NA,NA,NA,NA,NA,NA,NA
781,Maldive Islands,Asia,3.25,73,AS,DA,,1816-1887 | Protectorate of | 200,1887-1965 | Protectorate of | 200,1965-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA
7543,Malerkotla,Asia,30.5333,75.9833,AS,DA,,1816-1948 | Vassal of | 750,1948-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,Mali (French Sudan) (Upper Senegal and Niger),Africa,17,-4,AF,,,1816-1880 | Sovereign (unrecognized) | NA,1880-1895 | Colony of | 220,1895-1958 | Part of | 430,1959-1960 | Part of | 431,1960-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
1106,Malpelo I.,America,4.0027777777778,-81.608888888889,LA,,,1816-1819 | Discovered | NA,1819-2022 | Possession of | 100,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,Malta,Europe,35.8833333333333,14.5,WE,,,1816-1964 | Colony of | 200,1964-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4394,Mamprussi,Africa,NA,NA,AF,,,1816-1895 | Sovereign (unrecognized) | NA,1895-1958 | Part of | 430,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,Manchukuo,Asia,43.883333333333,125.31666666667,AS,DA,,1932-1945 | Occupied by | 740,1945-1945 | Dissolved into | 7111,NA,NA,NA,NA,NA,NA,NA,NA,NA
7111,Manchuria,Asia,45,125,AS,DA,,1816-1900 | Part of | 710,1900-1907 | Occupied by | 365,1905-1932 | Occupied by | 740,1907-1917 | Part of | 710,1932-1945 | Part of | 711,1945-1946 | Occupied by | 365,1946-2022 | Part of | 710,NA,NA,NA,NA
7755,Mang Lon,Asia,22.1667,99.1833,AS,DA,,1816-1888 | Vassal of | 7750,1888-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
7587,Manipur,Asia,24.8167,93.95,AS,DA,,1816-1824 | Occupied by | 775,1824-1947 | Vassal of | 750,1947-2022 | Part of | 750,NA,NA,NA,NA,NA,NA,NA,NA
8218,Manjung (Dindings),Asia,4.1833333333333,100.65,AS,DA,,1826-1873 | Part of | 827,1874-1935 | Colony of | 200,1935-2022 | Part of | 8201,NA,NA,NA,NA,NA,NA,NA,NA
9820,Mariana Is.,Oceania,16.7,145.78,AS,DA,,1816-1821 | Part of | 1070,1821-1899 | Colony of | 230,1898-1898 | Dissolved into | 985,1899-1899 | Dissolved into | 984,NA,NA,NA,NA,NA,NA,NA
9602,Marquesas Is.,Oceania,-9,-139.5,AS,DA,,1816-1842 | Discovered | NA,1842-1881 | Protectorate of | 220,1881-1903 | Colony of | 220,1903-2022 | Part of | 960,NA,NA,NA,NA,NA,NA,NA
983,Marshall Is.,Oceania,9.82,169.29,AS,DA,,1816-1885 | Discovered | NA,1885-1914 | Protectorate of | 255,1914-1920 | Occupied by | 740,1920-1945 | Mandated to | 740,1945-1947 | Occupied by | 2,1947-1979 | Part of | 980,1979-1991 | Sovereign (unrecognized) | NA,1991-2022 | Sovereign | NA,NA,NA,NA
66,Martinique,America,14.65,-61.015,LA,,,1816-1947 | Colony of | 220,1947-2022 | Part of | 220,NA,NA,NA,NA,NA,NA,NA,NA,NA
4501,Maryland,Africa,4.36666667,-7.71666667,AF,,,1834-1857 | Colony of | 2,1857-2022 | Part of | 450,NA,NA,NA,NA,NA,NA,NA,NA,NA
5523,Mashona,Africa,-17.6,30.6,AF,,,1890-1923 | Colony of | 200,1923-2022 | Part of | 552,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,Mauritania,Africa,,,AF,,,1816-1904 | Part of | 600,1904-1920 | Protectorate of | 220,1920-1958 | Part of | 430,1958-1960 | Associated state of | 220,1960-2022 | Sovereign | NA,,,,,,
590,Mauritius,Africa,-20.2,57.5,AF,,,1816-1968 | Colony of | 200,1968-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7762,Maw,Asia,21.45,96.3667,AS,DA,,1816-1887 | Vassal of | 775,1887-1934 | Protectorate of | 200,1934-1934 | Dissolved into | 7756,NA,NA,NA,NA,NA,NA,NA,NA
7784,Mawkmai,Asia,20.2266666666667,97.725,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
5812,Mayotte,Africa,-12.843055555556,45.138333333333,AF,,,1816-1832 | Sovereign (unrecognized) | NA,1832-1841 | Possession of | 580,1832-1841 | Possession of | 5813,1832-1841 | Possession of | 5814,1841-1848 | Possession of | 220,1848-1886 | Part of | 220,1886-1975 | Part of | 581,1974-2022 | Claimed by | 581,1975-2011 | Dependency of | 220,2011-2022 | Part of | 220,NA
280,Mecklenburg Schwerin,Europe,53.6333333333333,11.4166666666667,EESU,,,1816-1843 | Sovereign (limited) | NA,1843-1867 | Sovereign | NA,1867-1934 | Part of | 255,1934-1934 | Dissolved into | 281,NA,NA,NA,NA,NA,NA,NA
253,Mecklenburg Strelitz,Europe,NA,NA,EESU,,,1816-1867 | Sovereign (limited) | NA,1867-1934 | Part of | 255,1934-1934 | Dissolved into | 281,NA,NA,NA,NA,NA,NA,NA,NA
6064,Melilla,Africa,35.2825,-2.9475,AF,,"Followed the logic bcs protectorate only, but isn""t part of Spain???",1816-1847 | Colony of | 230,1847-1913 | Part of | 6067,1913-1956 | Part of | 602,1956-2022 | Dependency of | 230,NA,NA,NA,NA,NA,NA,NA
3363,Memel,Europe,55.7125,21.135,EESU,,Could be EESU but followed historical reality (Maybe can be Russian  post 1919),1816-1919 | Part of | 239,1919-1923 | Mandated to | 0,1923-1939 | Part of | 368,1939-1944 | Occupied by | 255,1944-1991 | Part of | 365,1991-2022 | Part of | 368,NA,NA,NA,NA,NA
70,Mexico,America,23,-102,LA,,,1816-1821 | Part of | 1070,1821-2022 | Sovereign | NA,1847-1848 | Occupied by | 2,1863-1867 | Occupied by | 220,NA,NA,NA,NA,NA,NA,NA
332,Modena,Europe,NA,NA,WE,,,1816-1842 | Part of | 300,1842-1859 | Sovereign | NA,1859-1861 | Part of | 324,1861-1861 | Dissolved into | 325,NA,NA,NA,NA,NA,NA,NA
5814,Moheli,Africa,-12.3166666666667,43.7333333333333,AF,,,1816-1830 | Part of | 5813,1830-1886 | Sovereign (unrecognized) | NA,1886-1909 | Protectorate of | 220,1909-1914 | Colony of | 220,1914-1947 | Part of | 580,1947-1997 | Part of | 581,1997-1998 | Sovereign (unrecognized) | NA,1998-2022 | Part of | 581,NA,NA,NA
3361,Moldavia,Europe,47.25,28.516667,EESU,,Could be EESU but followed historical reality,1816-1856 | Vassal of | 640,1828-1856 | Occupied by | 365,1856-1859 | Vassal of | 640,1859-1859 | Dissolved into | 360,NA,NA,NA,NA,NA,NA,NA
359,Moldova (Bessarabia) (Moldavian Republic),Europe,,,EESU,,,1816-1917 | Part of | 365,1859-1859 | Dissolved into | 3361,1918-1940 | Part of | 360,1940-1991 | Part of | 365,1991-2022 | Sovereign | NA,,,,,,
221,Monaco,Europe,43.7311111111111,7.42,WE,,,1816-1861 | Protectorate of | 324,1861-1940 | Sovereign (unrecognized) | NA,1940-1943 | Occupied by | 325,1943-1944 | Occupied by | 255,1944-1993 | Sovereign (unrecognized) | NA,1993-2022 | Sovereign | NA,NA,NA,NA,NA,NA
7792,Mong Hsu,Asia,21.8,98.35,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7782,Mong Kung,Asia,21.6,97.5167,AS,DA,,1835-1887 | Vassal of | 7750,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7796,Mong Mit,Asia,23.11666667,96.68333333,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7783,Mong Nai,Asia,20.51666667,97.86666667,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7789,Mong Nawng,Asia,21.6457409267436,98.1217395683736,AS,DA,,1816-1851 | Part of | 7750,1851-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA
7778,Mong Pai,Asia,19.25,97.33333333,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA,NA
7787,Mong Pan,Asia,20.31666667,98.36666667,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7785,Mong Pawn,Asia,20.7,97.4333,AS,DA,,1816-1887 | Vassal of | 7783,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
7786,Mong Sit,Asia,20.55,98.61666667,AS,DA,,1816-1887 | Vassal of | 775,1887-1948 | Protectorate of | 200,1948-1959 | Part of | 775,1959-2022 | Part of | 775,NA,NA,NA,NA,NA,NA,NA
712,Mongolia,Asia,46,105,AS,DA,,1816-1911 | Part of | 710,1911-1919 | Sovereign (unrecognized) | NA,1919-1921 | Occupied by | 710,1921-1924 | Occupied by | 365,1921-2022 | Sovereign | NA,NA,NA,NA,NA,NA,NA
341,Montenegro,Europe,42.766667,19.216667,WE,,,1816-1878 | Vassal of | 640,1878-1916 | Sovereign | NA,1915-1918 | Occupied by | 300,1918-1992 | Part of | 345,1992-2006 | Part of | 348,2006-2022 | Sovereign | NA,NA,NA,NA,NA,NA
