key,target,source,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
"10-100","Colombia (New Granada) (Gran Colombia)","Greenland",0,"NA","0",1980,"7913.31875613869","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-101","Greenland","Venezuela",0,"NA","0",1980,"7359.07986940942","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-11","Faeroe Is.","Greenland",1,"NA","0",1980,"1785.46158731762","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-110","Greenland","Guyana (British Guiana)",0,"NA","0",1980,"7496.88098766382","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-115","Greenland","Surinam (Dutch Guiana)",0,"NA","0",1980,"7651.66199829931","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-1163","Falkland Is.","Greenland",1,"NA","0",1980,"13855.7311892892","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10-130","Ecuador","Greenland",0,"NA","0",1980,"8559.01440327601","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-135","Greenland","Peru",0,"NA","0",1980,"9435.54890237129","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-140","Brazil","Greenland",0,"NA","0",1980,"9622.5980236522","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-145","Bolivia","Greenland",0,"NA","0",1980,"10090.1900782043","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-150","Greenland","Paraguay",0,"NA","0",1980,"10719.9475816745","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-155","Chile","Greenland",0,"NA","0",1980,"11934.3041281598","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-160","Argentina (La Plata)","Greenland",0,"NA","0",1980,"11947.3270738972","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-165","Greenland","Uruguay",0,"NA","0",1980,"11754.9328101237","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-2","Greenland","United States of America",0,"NA","1",1980,"4772.67368497192","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-20","Canada (Province of Canada)","Greenland",0,"NA","1",1980,"3533.96495285992","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-200","Greenland","United Kingdom",1,"NA","0",1980,"2628.25677827517","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-205","Greenland","Ireland",1,"NA","0",1980,"2612.80962538688","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-210","Greenland","Netherlands",0,"NA","0",1980,"3089.59907632314","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-220","France","Greenland",0,"NA","0",1980,"3512.22841699335","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-225","Greenland","Switzerland",0,"NA","0",1980,"3725.73453730521","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-230","Greenland","Spain",0,"NA","0",1980,"4065.93820849844","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-231","Gibraltar","Greenland",0,"NA","0",1980,"4451.33725975107","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-235","Greenland","Portugal",0,"NA","0",1980,"4085.62089908142","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-255","Germany (Zollverein)","Greenland",0,"NA","0",1980,"3363.89858409664","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-265","German Democratic Republic","Greenland",0,"NA","0",1980,"3340.57317617484","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10-290","Greenland","Poland",0,"NA","0",1980,"3569.67203648578","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
