importerId,exporterId,exportateur,importateur,meme_intramax,meme_louvain,meme_AN,year,distance_km,conttype,contig_terre,contig_24mi,contig_large,mid_n,mid_hihost,mid_guerre,mid_duration,atop_allie,atop_defense,atop_offense,atop_neutral,atop_nonagg,atop_consul,atop_asymm
100,70,"Mexico","Colombia (New Granada) (Gran Colombia)",1,"NA","1",1954,"3747.243073006","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0"
100,2,"United States of America","Colombia (New Granada) (Gran Colombia)",1,"NA","0",1954,"4732.51400555514","NA","0","0","0","0","0","0","0","1","1","0","0","1","1","0"
100,42,"Dominican Republic (Santo Domingo)","Colombia (New Granada) (Gran Colombia)",1,"NA","1",1954,"1680.60405246683","5","0","0","1","0","0","0","0","1","1","0","0","1","1","0"
100,51,"Jamaica","Colombia (New Granada) (Gran Colombia)",0,"NA","1",1954,"1641.96385505687","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,530,"Ethiopia (Abyssinia)","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"12491.2942263162","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,651,"Egypt Arab Republic (Egypt)","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"11023.7805781781","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,140,"Brazil","Colombia (New Granada) (Gran Colombia)",1,"NA","1",1954,"3002.48617639081","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0"
100,235,"Portugal","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"7504.38596208393","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,652,"Syria","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"11715.3350789348","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,840,"Philippines","Colombia (New Granada) (Gran Colombia)",1,"NA","0",1954,"17506.2895042982","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,475,"Nigeria","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"8988.69835084648","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,200,"United Kingdom","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"8455.75319595548","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,130,"Ecuador","Colombia (New Granada) (Gran Colombia)",1,"NA","1",1954,"767.480592844524","1","1","1","1","0","0","0","0","1","1","0","0","1","1","0"
100,615,"Algeria (Regency of Algiers)","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"8262.8735891774","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,94,"Costa Rica","Colombia (New Granada) (Gran Colombia)",1,"NA","1",1954,"1362.16278641369","4","0","0","1","0","0","0","0","1","1","0","0","1","1","0"
100,325,"Italy","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"9369.40890116434","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,660,"Lebanon","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"11506.6259477055","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
100,220,"France","Colombia (New Granada) (Gran Colombia)",0,"NA","0",1954,"8576.30861096249","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
