id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
615<-French Entrepôts,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,French Entrepôts,French Entrepôts,RIC,486476.58457008714,615,,,,,,ignore_resolved,
615<-380,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,34232.44340110612,615,,,,,,ok,
615<-385,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,385,Norway,GPH-AUTONOMOUS-CITED,906.5372219790713,615,,,,,,ok,
615<-390,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,3738.5509091632516,615,,,,,,ok,
615<-200,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,53465.56320375602,615,,,,,,ok,
615<-255,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH,739.346675685354,615,,204.29316038674253,,212|239|241|243|244|245|247|252|254|257|258|259|261|262|264|266|267|268|269|270|271|272|273|274|275|277,,split_only_partial,
615<-235,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,235,Portugal,GPH-AUTONOMOUS-CITED,45.756575020888874,615,,,,,,ok,
615<-230,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,176089.72267536705,615,,,,,,ok,
615<-300,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,28030.796164405365,615,,,,,,ok,
615<-324,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,324,Kingdom of Sardinia,GPH-AUTONOMOUS-CITED,56734.81080650937,615,,,,,,ok,
615<-337,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,337,Tuscany,GPH,1633.9871881589943,615,,,,,,ignore_resolved,
615<-327,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,327,Papal States,GPH-AUTONOMOUS-CITED,14980.861815143437,615,,,,,,ok,
615<-329,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,329,Two Sicilies,GPH-AUTONOMOUS-CITED,8957.665221024152,615,,,,,,ok,
615<-651,1860,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,49.57625432698047,615,,,,,,ok,
