id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
8272->Malacca & Myanmar (Burma) & Singapore,1864,Malacca & Myanmar (Burma) & Singapore,Malacca & Myanmar (Burma) & Singapore,RIC,8272,Penang,GPH,744303.2098765433,8272,,,,,,ignore_duplicate,
8272->Sumatra,1864,Sumatra,Sumatra,RIC,8272,Penang,GPH,420373.3333333333,8272,,,,,,ignore_duplicate,
8272->200,1864,200,United Kingdom,GPH-AUTONOMOUS-CITED,8272,Penang,GPH,422618.27160493826,8272,,,,,,ignore_duplicate,
8272->800,1864,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,8272,Penang,GPH,226205.43209876542,8272,,,,,,ignore_duplicate,
8272->Malaysia (British Malaya) (other),1864,Malaysia (British Malaya) (other),Malaysia (British Malaya) (other),RIC,8272,Penang,GPH,210186.66666666666,8272,,,,,,ignore_duplicate,
8272->710,1864,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,8272,Penang,GPH,217379.25925925927,8272,,,,,,ignore_duplicate,
8272->Kolkata (Calcutta),1864,Kolkata (Calcutta),Kolkata (Calcutta),RIC,8272,Penang,GPH,100038.02469135802,8272,,,,,,ignore_duplicate,
8272->Chennai (Madras),1864,Chennai (Madras),Chennai (Madras),RIC,8272,Penang,GPH,44683.456790123455,8272,,,,,,ignore_duplicate,
8272->Continental Europe,1864,Continental Europe,Continental Europe,RIC,8272,Penang,GPH,47549.135802469136,8272,,,,,,ignore_duplicate,
8272->2,1864,2,United States of America,GPH-AUTONOMOUS-CITED,8272,Penang,GPH,87609.38271604938,8272,,,,,,ignore_duplicate,
8272->Mumbai (Bombay),1864,Mumbai (Bombay),Mumbai (Bombay),RIC,8272,Penang,GPH,16265.67901234568,8272,,,,,,ignore_duplicate,
8272<-Malacca & Myanmar (Burma) & Singapore,1864,8272,Penang,GPH,Malacca & Myanmar (Burma) & Singapore,Malacca & Myanmar (Burma) & Singapore,RIC,609428.1481481482,8272,,,,,,ignore_duplicate,
8272<-Sumatra,1864,8272,Penang,GPH,Sumatra,Sumatra,RIC,216697.28395061727,8272,,,,,,ignore_duplicate,
8272<-200,1864,8272,Penang,GPH,200,United Kingdom,GPH-AUTONOMOUS-CITED,148824.6913580247,8272,,,,,,ignore_duplicate,
8272<-800,1864,8272,Penang,GPH,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,272078.02469135803,8272,,,,,,ignore_duplicate,
8272<-Malaysia (British Malaya) (other),1864,8272,Penang,GPH,Malaysia (British Malaya) (other),Malaysia (British Malaya) (other),RIC,108348.64197530864,8272,,,,,,ignore_duplicate,
8272<-710,1864,8272,Penang,GPH,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,80275.55555555556,8272,,,,,,ignore_duplicate,
