id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
451<-200,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,243034,451,,,,,,ok,
451<-220,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,15800,451,,,,,,ok,
451<-255,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,,1,,12050,451,,,,,,ok,
451<-401,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,401,Madeira Isles,GPH,,,,141,451,,,,,,ignore_resolved,
451<-420,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH,1,,,367,451,,,,,,ignore_resolved,
451<-4338,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,4338,Goree,GPH,1,,,21,451,,,,,,ignore_resolved,
451<-Windward Coast of Africa,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,Windward Coast of Africa,Windward Coast of Africa,RIC,,,,2258,451,,2258,451,437|4341|4344|4345|4347|4348|4372|4373|4521|4535|4792|4793|4794,,split_failed_no_ratio,
451<-Leeward Coast of Africa,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,Leeward Coast of Africa,Leeward Coast of Africa,RIC,,,,1192,451,,1192,451,402|4042|4381|4383,,split_failed_no_ratio,
451<-450,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,450,Liberia,GPH-AUTONOMOUS-CITED,,,,92,451,,,,,,ok,
451<-2,1871,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,30894,451,,,,,,ok,
451->200,1871,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,152599,451,,,,,,ok,
451->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,99108,451,,,,,,ok,
451->255,1871,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,,1,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,9176,451,,,,,,ok,
451->230,1871,230,Spain,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,21199,451,,,,,,ok,
451->420,1871,420,Gambia,GPH,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,11891,451,,,,,,ignore_resolved,
451->Windward Coast of Africa,1871,Windward Coast of Africa,Windward Coast of Africa,RIC,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,86469,451,,86469,451,437|4341|4344|4345|4347|4348|4372|4373|4521|4535|4792|4793|4794,,split_failed_no_ratio,
451->Leeward Coast of Africa,1871,Leeward Coast of Africa,Leeward Coast of Africa,RIC,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,13325,451,,13325,451,402|4042|4381|4383,,split_failed_no_ratio,
451->450,1871,450,Liberia,GPH-AUTONOMOUS-CITED,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,459,451,,,,,,ok,
451->2,1871,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,46242,451,,,,,,ok,
451->Freetown,1871,Freetown,Freetown,RIC,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,27286,451,,,,,,ignore_resolved,
6->2,1871,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,1108017.0759409391,6,,,,,,ok,
6->200,1871,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,278267.3403047037,6,,,,,,ok,
6->230,1871,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,85849.68472173266,6,,,,,,ok,
6->West Indies (other),1871,West Indies (other),West Indies (other),RIC,,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,83969.76461833705,6,,83969.76461833705,6,5|30|31|40|41|42|51|54|65|66|68|1032|1033|1044|1048|1053|1054|1055|1063|1064|1081|1087,,split_failed_no_ratio,
6->255,1871,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,,1,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,29882.896643559314,6,,,,,,ok,
6->Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),1871,Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),RIC,,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,26867.19147769553,6,,26867.19147769553,6,20|21,,split_failed_no_ratio,
6->325,1871,325,Italy,GPH-AUTONOMOUS-CITED,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,22402.381232130967,6,,,,,,ok,
6->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,8655.4654760506,6,,,,,,ok,
6<-2,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,783926.6831159675,6,,,,,,ok,
6<-200,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,583871.8521129518,6,,,,,,ok,
6<-230,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,577292.1317510672,6,,,,,,ok,
6<-West Indies (other),1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,West Indies (other),West Indies (other),RIC,,,,576626.3267144479,6,,576626.3267144479,6,5|30|31|40|41|42|51|54|65|66|68|1032|1033|1044|1048|1053|1054|1055|1063|1064|1081|1087,,split_failed_no_ratio,
6<-255,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,,1,,133865.97736262874,6,,,,,,ok,
6<-Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),Canada (Province of Canada) & Newfoundland and Labrador (Newfoundland),RIC,,,,104218.07073199388,6,,104218.07073199388,6,20|21,,split_failed_no_ratio,
6<-325,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,19386.676066267184,6,,,,,,ok,
6<-220,1871,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,1644.930090471155,6,,,,,,ok,
66->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,916903.3407746837,66,,,,,,ok,
65->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,990374.7307406102,65,,,,,,ok,
120->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,30510.24164806329,120,,,,,,ok,
585->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,1,,,631042.8073473544,585,,,,,,ok,
Saint-Louis (Senegal)->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,Saint-Louis (Senegal),Saint-Louis (Senegal),RIC,1,,,389921.8658207026,Saint-Louis (Senegal),,,,,,ignore_resolved,
4338->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,4338,Goree,GPH,1,,,132730.2706301649,4338,,,,,,ignore_resolved,
1029->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,1029,St. Pierre and Miquelon,GPH-AUTONOMOUS-CITED,1,,,213613.59808874788,1029,,,,,,ok,
751->220,1871,220,France,GPH-AUTONOMOUS-CITED,1,,,751,French India,GPH-AUTONOMOUS-CITED,1,,,299448.6350996749,751,,,,,,ok,
66<-220,1871,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,591899.071789449,66,,,,,,ok,
66->French Colonies,1871,French Colonies,French Colonies,RIC,,,,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,4659.2253162573925,66,,4659.2253162573925,66,65|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
65<-220,1871,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,552556.2605255943,65,,,,,,ok,
65->French Colonies,1871,French Colonies,French Colonies,RIC,,,,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,2617.0837739396075,65,,2617.0837739396075,65,66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
120<-220,1871,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,164514.51063329808,120,,,,,,ok,
120->French Colonies,1871,French Colonies,French Colonies,RIC,,,,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,4006.1489053381897,120,,4006.1489053381897,120,65|66|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
