id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
451<-200,1835,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,59891,451,,,,,,ok,
451<-British Northern America,1835,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,British Northern America,British Northern America,RIC,,,,2239,451,,2239,,21|1022|1023|1024|1025|1026,,split_failed_no_ratio,
451<-British Colonies (other),1835,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,British Colonies (other),British Colonies (other),RIC,,,,4860,451,,4860,,110|231|338|561|590|750|780|901|902|906|1163|2249|4044|4050|4383|7501|9004,,split_failed_no_ratio,
451<-2,1835,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,1158,451,,,,,,ok,
451->200,1835,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,60547,451,,,,,,ok,
451->British West Indies,1835,British West Indies,British West Indies,RIC,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,4817,451,,4817,,30|31|51|54|1048|1055|1063,,split_failed_no_ratio,
451->British Colonies (other),1835,British Colonies (other),British Colonies (other),RIC,,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,1539,451,,1539,,110|231|338|561|590|750|780|901|902|906|1163|2249|4044|4050|4383|7501|9004,,split_failed_no_ratio,
248->200,1835,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,3757622.251072033,248,,,,,,ok,
248->239,1835,239,Prussia,GPH-AUTONOMOUS-CITED,,1,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,4907785.514772414,248,,,,,,ok,
248->240,1835,240,Hanover,GPH-AUTONOMOUS-CITED,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,3526417.2469412643,248,,,,,,ok,
248->West Indies,1835,West Indies,West Indies,RIC,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,676855.8951965065,248,,676855.8951965065,,5|6|30|31|40|42|51|54|65|66|68|89|1032|1048|1055|1058|1063|1064,,split_failed_no_ratio,
248->140,1835,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,432275.069829655,248,,,,,,ok,
248->2,1835,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,407726.5037963728,248,,,,,,ok,
248->220,1835,220,France,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,383925.4101262835,248,,,,,,ok,
248->41,1835,41,Haiti,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,120500.4130768323,248,,,,,,ok,
248->210,1835,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,239191.1562217239,248,,,,,,ok,
248->390,1835,390,Denmark,GPH-AUTONOMOUS-CITED,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,134781.06927888587,248,,,,,,ok,
248->Hanse Towns,1835,Hanse Towns,Hanse Towns,RIC,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,133954.91561430425,248,,133954.91561430425,,246|276,,split_failed_no_ratio,
248->211,1835,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,121877.33585113498,248,,,,,,ok,
248->235,1835,235,Portugal,GPH-AUTONOMOUS-CITED,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,65069.43624847555,248,,,,,,ok,
248->Norway & Sweden,1835,Norway & Sweden,Norway & Sweden,RIC,,,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,194146.11117667885,248,,194146.11117667885,,380|385,,split_failed_no_ratio,
248->230,1835,230,Spain,GPH-AUTONOMOUS-CITED,,1,,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,45005.70439435068,248,,,,,,ok,
