id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
501<-200,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,329769,501,,,,,,ok,
501<-India & Myanmar (Burma),1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,India & Myanmar (Burma),India & Myanmar (Burma),RIC,183436,501,,,,,,ignore_resolved,
501<-780,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,3938,501,,,,,,ok,
501<-511,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,511,Zanzibar,GPH-AUTONOMOUS-CITED,1474,501,,,,,,ok,
501<-590,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,590,Mauritius,GPH-AUTONOMOUS-CITED,3040,501,,,,,,ok,
501<-500,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,500,Uganda,GPH-AUTONOMOUS-CITED,5946,501,,,,,,ok,
501<-560,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,560,South Africa,GPH,5824,501,,,,,,split_failed_error,
501<-900,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,900,Australia,GPH-AUTONOMOUS-CITED,2139,501,,,,,,ok,
501<-British Colonies (other),1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,British Colonies (other),British Colonies (other),RIC,769,501,,769,,20|21|30|31|51|52|53|80|110|231|338|420|452|561|562|563|564|570|591|720|821|827|920|935|950|1055|1063|1163|4050|5522|5523|8218|9004|9620|9740,,split_failed_no_ratio,
501<-300,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,22254,501,,,,,,ok,
501<-211,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,3318,501,,,,,,ok,
501<-220,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,18777,501,,,,,,ok,
501<-255,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,63709,501,,,,,,ok,
501<-210,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,49143,501,,,,,,ok,
501<-325,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,325,Italy,GPH-AUTONOMOUS-CITED,9439,501,,,,,,ok,
501<-380,1907,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,5379,501,,,,,,ok,
