id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowId,status,notes
30->2,1849,2,United States of America,GPH-AUTONOMOUS-CITED,30,Bermuda,GPH-AUTONOMOUS-CITED,3490,30,,,,,,ok,
338<-200,1849,338,Malta,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,12782,338,,,,,,ok,
338<-British Colonies (other),1849,338,Malta,GPH-AUTONOMOUS-CITED,British Colonies (other),British Colonies (other),RIC,2567,338,,2567,,20|21|30|31|51|54|110|231|420|451|452|561|564|590|720|750|780|901|902|903|906|920|1022|1023|1024|1028|1032|1048|1055|1063|1163|2249|4044|4050|4383|7501|8231|9004|9620,,split_failed_no_ratio,
380<-385,1849,380,Sweden,GPH-AUTONOMOUS-CITED,385,Norway,GPH-AUTONOMOUS-CITED,255733.72860869352,380,,,,,,ok,
380<-375,1849,380,Sweden,GPH-AUTONOMOUS-CITED,375,Finland,GPH,39617.30225047734,380,,,,,,ignore_resolved,
380<-365,1849,380,Sweden,GPH-AUTONOMOUS-CITED,365,Russia (USSR),GPH-AUTONOMOUS-CITED,144077.6175721441,380,,,,,,ok,
380<-239,1849,380,Sweden,GPH-AUTONOMOUS-CITED,239,Prussia,GPH-AUTONOMOUS-CITED,6710.6858914073855,380,,,,,,ok,
380<-Hanover & Hanse Towns & Mecklenburg Schwerin,1849,380,Sweden,GPH-AUTONOMOUS-CITED,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanover & Hanse Towns & Mecklenburg Schwerin,RIC,417437.00310043775,380,,417437.00310043775,,240|246|248|276|280,,split_failed_no_ratio,
380<-390,1849,380,Sweden,GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,128230.69667195318,380,,,,,,ok,
380<-210,1849,380,Sweden,GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,58698.28864050316,380,,,,,,ok,
380<-211,1849,380,Sweden,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,12693.707047601923,380,,,,,,ok,
380<-200,1849,380,Sweden,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,308691.55100473977,380,,,,,,ok,
380<-220,1849,380,Sweden,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,46732.24632811409,380,,,,,,ok,
380<-230,1849,380,Sweden,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,30561.91887893966,380,,,,,,ok,
380<-235,1849,380,Sweden,GPH-AUTONOMOUS-CITED,235,Portugal,GPH-AUTONOMOUS-CITED,12612.855410356051,380,,,,,,ok,
380<-325,1849,380,Sweden,GPH-AUTONOMOUS-CITED,325,Italy,GPH,12612.855410356051,380,,12612.855410356051,,324|329|332|335|337,,split_failed_no_ratio,
380<-2,1849,380,Sweden,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,216439.83290719966,380,,,,,,ok,
380<-West Indies,1849,380,Sweden,GPH-AUTONOMOUS-CITED,West Indies,West Indies,RIC,9702.196469504654,380,,9702.196469504654,,5|6|30|31|40|41|42|51|54|65|66|68|91|1032|1048|1055|1058|1063|1064|1081|restOfTheWorld,,split_failed_no_ratio,
380<-140,1849,380,Sweden,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,255895.43188318526,380,,,,,,ok,
380<-Australia & East Indies,1849,380,Sweden,GPH-AUTONOMOUS-CITED,Australia & East Indies,Australia & East Indies,RIC,106966.71607628881,380,,106966.71607628881,,710|720|721|750|751|752|775|780|781|790|800|811|815|824|835|840|850|860|901|902|903|906|7501|7502|7531|7588|8201|8202|8203|8210|8221|8223|8224|8231|8401|8501|8510|8531|8560|restOfTheWorld,,split_failed_no_ratio,
380->385,1849,385,Norway,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,119983.82967287423,380,,,,,,ok,
380->375,1849,375,Finland,GPH,380,Sweden,GPH-AUTONOMOUS-CITED,68643.04002174543,380,,,,,,ignore_resolved,
380->365,1849,365,Russia (USSR),GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,15523.514351207446,380,,,,,,ok,
380->239,1849,239,Prussia,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,99609.21708691445,380,,,,,,ok,
380->Hanover & Hanse Towns & Mecklenburg Schwerin,1849,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanover & Hanse Towns & Mecklenburg Schwerin,RIC,380,Sweden,GPH-AUTONOMOUS-CITED,297210.6185158259,380,,297210.6185158259,,240|246|248|276|280,,split_failed_no_ratio,
380->390,1849,390,Denmark,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,238916.58806155212,380,,,,,,ok,
380->210,1849,210,Netherlands,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,54494.00350371781,380,,,,,,ok,
380->211,1849,211,Belgium,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,27408.70502635065,380,,,,,,ok,
380->200,1849,200,United Kingdom,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,656676.9977109734,380,,,,,,ok,
380->220,1849,220,France,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,138741.40951391656,380,,,,,,ok,
380->230,1849,230,Spain,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,31451.286888644256,380,,,,,,ok,
380->235,1849,235,Portugal,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,93707.04756796578,380,,,,,,ok,
380->325,1849,325,Italy,GPH,380,Sweden,GPH-AUTONOMOUS-CITED,29025.73777126809,380,,29025.73777126809,,324|329|332|335|337,,split_failed_no_ratio,
380->Gibraltar & Malta,1849,Gibraltar & Malta,Gibraltar & Malta,RIC,380,Sweden,GPH-AUTONOMOUS-CITED,3072.3622153431406,380,,3072.3622153431406,,231|338,,split_failed_no_ratio,
380->300,1849,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,808.5163724587212,380,,,,,,ok,
380->Barbary Coast,1849,Barbary Coast,Barbary Coast,RIC,380,Sweden,GPH-AUTONOMOUS-CITED,44064.142299000305,380,,44064.142299000305,,600|615|616|640|6067,,split_failed_no_ratio,
380->2,1849,2,United States of America,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,147715.94124820837,380,,,,,,ok,
380->140,1849,140,Brazil,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,39293.89570149385,380,,,,,,ok,
380->Argentina (La Plata) & Southern America (other),1849,Argentina (La Plata) & Southern America (other),Argentina (La Plata) & Southern America (other),RIC,380,Sweden,GPH-AUTONOMOUS-CITED,1051.0712841963375,380,,1051.0712841963375,,100|101|110|115|120|130|135|145|150|155|160|165|1163,,split_failed_no_ratio,
380->561,1849,561,Cape Colony (Cape of Good Hope),GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,9621.344832258783,380,,,,,,ok,
380->Australia & East Indies,1849,Australia & East Indies,Australia & East Indies,RIC,380,Sweden,GPH-AUTONOMOUS-CITED,13097.965233831283,380,,13097.965233831283,,710|720|721|750|751|752|775|780|781|790|800|811|815|824|835|840|850|860|901|902|903|906|7501|7502|7531|7588|8201|8202|8203|8210|8221|8223|8224|8231|8401|8501|8510|8531|8560|restOfTheWorld,,split_failed_no_ratio,
Alexandria->220,1849,220,France,GPH-AUTONOMOUS-CITED,Alexandria,Alexandria,RIC,107835.01085454904,Alexandria,,,,,,ignore_resolved,
Alexandria<-220,1849,Alexandria,Alexandria,RIC,220,France,GPH-AUTONOMOUS-CITED,192895.20426287744,Alexandria,,,,,,ignore_resolved,
326->British Europe & United Kingdom,1849,British Europe & United Kingdom,British Europe & United Kingdom,RIC,326,Trieste,GPH,631774.2253799092,326,,631774.2253799092,,200|231|338|2249,,split_failed_no_ratio,
326->640,1849,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,326,Trieste,GPH,864772.0544701007,326,,,,,,ignore_resolved,
326->329,1849,329,Two Sicilies,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,291217.68304716796,326,,,,,,ignore_resolved,
326->327,1849,327,Papal States,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,479652.65443062957,326,,,,,,ignore_resolved,
326->651,1849,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,326,Trieste,GPH,230747.97710676928,326,,,,,,ignore_resolved,
326->350,1849,350,Greece,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,149516.47917900138,326,,,,,,ignore_resolved,
326->365,1849,365,Russia (USSR),GPH-AUTONOMOUS-CITED,326,Trieste,GPH,29090.191434774028,326,,,,,,ignore_resolved,
326->Algeria (Regency of Algiers) & France,1849,Algeria (Regency of Algiers) & France,Algeria (Regency of Algiers) & France,RIC,326,Trieste,GPH,109137.55673968818,326,,,,,,ignore_resolved,
326->210,1849,210,Netherlands,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,93546.47720544701,326,,,,,,ignore_resolved,
326->Hanse Towns,1849,Hanse Towns,Hanse Towns,RIC,326,Trieste,GPH,107637.65541740674,326,,107637.65541740674,,246|248|276,,split_failed_no_ratio,
326->140,1849,140,Brazil,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,50009.86777185711,326,,,,,,ignore_resolved,
326->2,1849,2,United States of America,GPH-AUTONOMOUS-CITED,326,Trieste,GPH,110795.34241168344,326,,,,,,ignore_resolved,
326<-British Europe & United Kingdom,1849,326,Trieste,GPH,British Europe & United Kingdom,British Europe & United Kingdom,RIC,1808920.4657588317,326,,1808920.4657588317,,200|231|338|2249,,split_failed_no_ratio,
326<-640,1849,326,Trieste,GPH,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,1218354.0556542333,326,,,,,,ignore_resolved,
326<-329,1849,326,Trieste,GPH,329,Two Sicilies,GPH-AUTONOMOUS-CITED,1070061.180185514,326,,,,,,ignore_resolved,
326<-327,1849,326,Trieste,GPH,327,Papal States,GPH-AUTONOMOUS-CITED,355200.3157686994,326,,,,,,ignore_resolved,
326<-651,1849,326,Trieste,GPH,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,660627.5902901124,326,,,,,,ignore_resolved,
326<-350,1849,326,Trieste,GPH,350,Greece,GPH-AUTONOMOUS-CITED,244128.67574501678,326,,,,,,ignore_resolved,
326<-365,1849,326,Trieste,GPH,365,Russia (USSR),GPH-AUTONOMOUS-CITED,364949.6743635287,326,,,,,,ignore_resolved,
326<-Algeria (Regency of Algiers) & France,1849,326,Trieste,GPH,Algeria (Regency of Algiers) & France,Algeria (Regency of Algiers) & France,RIC,253364.9102032761,326,,,,,,ignore_resolved,
326<-210,1849,326,Trieste,GPH,210,Netherlands,GPH-AUTONOMOUS-CITED,276771.26504835207,326,,,,,,ignore_resolved,
326<-Hanse Towns,1849,326,Trieste,GPH,Hanse Towns,Hanse Towns,RIC,30629.563844483913,326,,30629.563844483913,,246|248|276,,split_failed_no_ratio,
326<-140,1849,326,Trieste,GPH,140,Brazil,GPH-AUTONOMOUS-CITED,797039.6684428656,326,,,,,,ignore_resolved,
326<-2,1849,326,Trieste,GPH,2,United States of America,GPH-AUTONOMOUS-CITED,703137.9514505625,326,,,,,,ignore_resolved,
326<-Mexico & West Indies,1849,326,Trieste,GPH,Mexico & West Indies,Mexico & West Indies,RIC,329938.8198144859,326,,329938.8198144859,,5|6|30|31|40|41|42|51|54|65|66|68|70|91|1032|1048|1055|1058|1063|1064|1081|restOfTheWorld,,split_failed_no_ratio,
Cap-Haïtien<-2,1849,Cap-Haïtien,Cap-Haïtien,RIC,2,United States of America,GPH-AUTONOMOUS-CITED,12079.179001381488,Cap-Haïtien,,,,,,ignore_resolved,
Cap-Haïtien<-200,1849,Cap-Haïtien,Cap-Haïtien,RIC,200,United Kingdom,GPH-AUTONOMOUS-CITED,10815.275310834813,Cap-Haïtien,,,,,,ignore_resolved,
Cap-Haïtien<-220,1849,Cap-Haïtien,Cap-Haïtien,RIC,220,France,GPH-AUTONOMOUS-CITED,4007.8942174856916,Cap-Haïtien,,,,,,ignore_resolved,
Cap-Haïtien<-Hanse Towns,1849,Cap-Haïtien,Cap-Haïtien,RIC,Hanse Towns,Hanse Towns,RIC,2762.976119992106,Cap-Haïtien,,2762.976119992106,,246|248|276,,split_failed_no_ratio,
56<-200,1849,56,St. Lucia,GPH,200,United Kingdom,GPH-AUTONOMOUS-CITED,20532,56,,,,,,ignore_resolved,
56<-British West Indies,1849,56,St. Lucia,GPH,British West Indies,British West Indies,RIC,17804,56,,17804,,30|31|51|54|1032|1048|1055|1063,,split_failed_no_ratio,
56<-British Northern America,1849,56,St. Lucia,GPH,British Northern America,British Northern America,RIC,3611,56,,3611,,20|21|1022|1023|1024|1028,,split_failed_no_ratio,
56<-British Colonies (other),1849,56,St. Lucia,GPH,British Colonies (other),British Colonies (other),RIC,30,56,,30,,110|231|338|420|451|452|561|564|590|720|750|780|901|902|903|906|920|1163|2249|4044|4050|4383|7501|8231|9004|9620,,split_failed_no_ratio,
56<-2,1849,56,St. Lucia,GPH,2,United States of America,GPH-AUTONOMOUS-CITED,2988,56,,,,,,ignore_resolved,
56->200,1849,200,United Kingdom,GPH-AUTONOMOUS-CITED,56,St. Lucia,GPH,50571,56,,,,,,ignore_resolved,
56->British West Indies,1849,British West Indies,British West Indies,RIC,56,St. Lucia,GPH,4058,56,,4058,,30|31|51|54|1032|1048|1055|1063,,split_failed_no_ratio,
56->British Northern America,1849,British Northern America,British Northern America,RIC,56,St. Lucia,GPH,1236,56,,1236,,20|21|1022|1023|1024|1028,,split_failed_no_ratio,
56->2,1849,2,United States of America,GPH-AUTONOMOUS-CITED,56,St. Lucia,GPH,145,56,,,,,,ignore_resolved,
375->365,1849,365,Russia (USSR),GPH-AUTONOMOUS-CITED,375,Finland,GPH,221524.8009797918,375,,,,,,ignore_duplicate,
375<-365,1849,375,Finland,GPH,365,Russia (USSR),GPH-AUTONOMOUS-CITED,349357.01163502753,375,,,,,,ignore_duplicate,
375->Norway & Sweden,1849,Norway & Sweden,Norway & Sweden,RIC,375,Finland,GPH,31537.048377219842,375,,,,,,ignore_duplicate,
375<-Norway & Sweden,1849,375,Finland,GPH,Norway & Sweden,Norway & Sweden,RIC,83741.57991426822,375,,,,,,ignore_duplicate,
Cape Town<-200,1849,Cape Town,Cape Town,RIC,200,United Kingdom,GPH-AUTONOMOUS-CITED,405384,Cape Town,,,,,,ignore_resolved,
Cape Town<-Guernsey,1849,Cape Town,Cape Town,RIC,Guernsey,Guernsey,RIC,2689,Cape Town,,,,,,ignore_resolved,
Cape Town<-248,1849,Cape Town,Cape Town,RIC,248,Hamburg,GPH-AUTONOMOUS-CITED,804,Cape Town,,,,,,ignore_resolved,
Cape Town<-Chennai (Madras) & Kolkata (Calcutta),1849,Cape Town,Cape Town,RIC,Chennai (Madras) & Kolkata (Calcutta),Chennai (Madras) & Kolkata (Calcutta),RIC,32614,Cape Town,,,,,,ignore_resolved,
Cape Town<-Mumbai (Bombay),1849,Cape Town,Cape Town,RIC,Mumbai (Bombay),Mumbai (Bombay),RIC,510,Cape Town,,,,,,ignore_resolved,
Cape Town<-Adelaide,1849,Cape Town,Cape Town,RIC,Adelaide,Adelaide,RIC,9010,Cape Town,,,,,,ignore_resolved,
Cape Town<-780,1849,Cape Town,Cape Town,RIC,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,2230,Cape Town,,,,,,ignore_resolved,
Cape Town<-710,1849,Cape Town,Cape Town,RIC,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,21491,Cape Town,,,,,,ignore_resolved,
Cape Town<-720,1849,Cape Town,Cape Town,RIC,720,Hong Kong,GPH-AUTONOMOUS-CITED,4314,Cape Town,,,,,,ignore_resolved,
Cape Town<-Mawlamyine,1849,Cape Town,Cape Town,RIC,Mawlamyine,Mawlamyine,RIC,1693,Cape Town,,,,,,ignore_resolved,
Cape Town<-830,1849,Cape Town,Cape Town,RIC,830,Singapore,GPH,11335,Cape Town,,,,,,ignore_resolved,
Cape Town<-906,1849,Cape Town,Cape Town,RIC,906,Tasmania,GPH-AUTONOMOUS-CITED,2019,Cape Town,,,,,,ignore_resolved,
Cape Town<-Kalingapatnam,1849,Cape Town,Cape Town,RIC,Kalingapatnam,Kalingapatnam,RIC,400,Cape Town,,,,,,ignore_resolved,
Cape Town<-Manila,1849,Cape Town,Cape Town,RIC,Manila,Manila,RIC,2676,Cape Town,,,,,,ignore_resolved,
Cape Town<-901,1849,Cape Town,Cape Town,RIC,901,New South Wales,GPH-AUTONOMOUS-CITED,1170,Cape Town,,,,,,ignore_resolved,
Cape Town<-4050,1849,Cape Town,Cape Town,RIC,4050,St. Helena,GPH-AUTONOMOUS-CITED,3263,Cape Town,,,,,,ignore_resolved,
Cape Town<-590,1849,Cape Town,Cape Town,RIC,590,Mauritius,GPH-AUTONOMOUS-CITED,38445,Cape Town,,,,,,ignore_resolved,
Cape Town<-401,1849,Cape Town,Cape Town,RIC,401,Madeira Isles,GPH,16,Cape Town,,,,,,ignore_resolved,
Cape Town<-Durban (Port Natal),1849,Cape Town,Cape Town,RIC,Durban (Port Natal),Durban (Port Natal),RIC,9043,Cape Town,,,,,,ignore_resolved,
Cape Town<-9974,1849,Cape Town,Cape Town,RIC,9974,Crozet Is.,GPH-AUTONOMOUS-CITED,4656,Cape Town,,,,,,ignore_resolved,
Cape Town<-Angra Pequena,1849,Cape Town,Cape Town,RIC,Angra Pequena,Angra Pequena,RIC,487,Cape Town,,,,,,ignore_resolved,
Cape Town<-4070,1849,Cape Town,Cape Town,RIC,4070,Ascension I.,GPH-AUTONOMOUS-CITED,23,Cape Town,,,,,,ignore_resolved,
Cape Town<-5651,1849,Cape Town,Cape Town,RIC,5651,Walvis Bay,GPH,70,Cape Town,,,,,,split_failed_error,
Cape Town<-541,1849,Cape Town,Cape Town,RIC,541,Mozambique (Portuguese East Africa),GPH-AUTONOMOUS-CITED,3755,Cape Town,,,,,,ignore_resolved,
Cape Town<-Rio de Janeiro,1849,Cape Town,Cape Town,RIC,Rio de Janeiro,Rio de Janeiro,RIC,28922,Cape Town,,,,,,ignore_resolved,
Cape Town<-Santos,1849,Cape Town,Cape Town,RIC,Santos,Santos,RIC,21569,Cape Town,,,,,,ignore_resolved,
Cape Town<-Montevideo,1849,Cape Town,Cape Town,RIC,Montevideo,Montevideo,RIC,1846,Cape Town,,,,,,ignore_resolved,
Cape Town<-1025,1849,Cape Town,Cape Town,RIC,1025,Quebec (Lower Canada),GPH,1253,Cape Town,,,,,,ignore_resolved,
Cape Town<-220,1849,Cape Town,Cape Town,RIC,220,France,GPH-AUTONOMOUS-CITED,8317,Cape Town,,,,,,ignore_resolved,
Cape Town<-210,1849,Cape Town,Cape Town,RIC,210,Netherlands,GPH-AUTONOMOUS-CITED,9102,Cape Town,,,,,,ignore_resolved,
Cape Town<-380,1849,Cape Town,Cape Town,RIC,380,Sweden,GPH-AUTONOMOUS-CITED,10948,Cape Town,,,,,,ignore_resolved,
Cape Town<-365,1849,Cape Town,Cape Town,RIC,365,Russia (USSR),GPH-AUTONOMOUS-CITED,2199,Cape Town,,,,,,ignore_resolved,
Cape Town<-246,1849,Cape Town,Cape Town,RIC,246,Bremen,GPH-AUTONOMOUS-CITED,3867,Cape Town,,,,,,ignore_resolved,
Cape Town<-Java,1849,Cape Town,Cape Town,RIC,Java,Java,RIC,3882,Cape Town,,,,,,ignore_resolved,
Cape Town<-585,1849,Cape Town,Cape Town,RIC,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,519,Cape Town,,,,,,ignore_resolved,
Cape Town<-511,1849,Cape Town,Cape Town,RIC,511,Zanzibar,GPH-AUTONOMOUS-CITED,491,Cape Town,,,,,,ignore_resolved,
Cape Town<-2,1849,Cape Town,Cape Town,RIC,2,United States of America,GPH-AUTONOMOUS-CITED,31063,Cape Town,,,,,,ignore_resolved,
Port Simon<-200,1849,Port Simon,Port Simon,RIC,200,United Kingdom,GPH-AUTONOMOUS-CITED,1560,Port Simon,,,,,,ignore_resolved,
Port Simon<-Chennai (Madras) & Kolkata (Calcutta),1849,Port Simon,Port Simon,RIC,Chennai (Madras) & Kolkata (Calcutta),Chennai (Madras) & Kolkata (Calcutta),RIC,1526,Port Simon,,,,,,ignore_resolved,
Port Simon<-Mumbai (Bombay),1849,Port Simon,Port Simon,RIC,Mumbai (Bombay),Mumbai (Bombay),RIC,33,Port Simon,,,,,,ignore_resolved,
Port Simon<-780,1849,Port Simon,Port Simon,RIC,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,3,Port Simon,,,,,,ignore_resolved,
Port Simon<-590,1849,Port Simon,Port Simon,RIC,590,Mauritius,GPH-AUTONOMOUS-CITED,3,Port Simon,,,,,,ignore_resolved,
Port Simon<-Java,1849,Port Simon,Port Simon,RIC,Java,Java,RIC,5429,Port Simon,,,,,,ignore_resolved,
Port Simon<-2,1849,Port Simon,Port Simon,RIC,2,United States of America,GPH-AUTONOMOUS-CITED,58,Port Simon,,,,,,ignore_resolved,
Port Elizabeth<-200,1849,Port Elizabeth,Port Elizabeth,RIC,200,United Kingdom,GPH-AUTONOMOUS-CITED,201854,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-Guernsey,1849,Port Elizabeth,Port Elizabeth,RIC,Guernsey,Guernsey,RIC,60,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-248,1849,Port Elizabeth,Port Elizabeth,RIC,248,Hamburg,GPH-AUTONOMOUS-CITED,2131,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-Chennai (Madras) & Kolkata (Calcutta),1849,Port Elizabeth,Port Elizabeth,RIC,Chennai (Madras) & Kolkata (Calcutta),Chennai (Madras) & Kolkata (Calcutta),RIC,2508,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-Mumbai (Bombay),1849,Port Elizabeth,Port Elizabeth,RIC,Mumbai (Bombay),Mumbai (Bombay),RIC,4,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-Adelaide,1849,Port Elizabeth,Port Elizabeth,RIC,Adelaide,Adelaide,RIC,275,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-780,1849,Port Elizabeth,Port Elizabeth,RIC,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,101,Port Elizabeth,,,,,,ignore_resolved,
Port Elizabeth<-710,1849,Port Elizabeth,Port Elizabeth,RIC,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,4840,Port Elizabeth,,,,,,ignore_resolved,
