"id","year","importerId","importerLabel","importerType","exporterId","exporterLabel","exporterType","value","reportedBy","partial","valueToSplit","newReporters","newPartners","originalReportedTradeFlowIds","status","notes"
"630->461",2005,"461","Togo (French Togoland)","GPH","630","Iran (Persia)","GPH",5584.61538461538,"630",NA,NA,NA,NA,NA,"ok",NA
"94->910",2005,"910","Papua New Guinea","GPH","94","Costa Rica","GPH",14413.1868131868,"94",NA,NA,NA,NA,NA,"ok",NA
"439->235",2005,"235","Portugal","GPH","439","Burkina Faso (Upper Volta)","GPH",2838250.54945055,"439",NA,NA,NA,NA,NA,"ok",NA
"439->713",2005,"713","Republic of China (Taiwan) (Formosa)","GPH","439","Burkina Faso (Upper Volta)","GPH",2393.40659340659,"439",NA,NA,NA,NA,NA,"ok",NA
"316->955",2005,"955","Tonga (Haʻapai)","GPH","316","Czech Republic","GPH",2516.48351648352,"316",NA,NA,NA,NA,NA,"ok",NA
"840->531",2005,"531","Eritrea","GPH","840","Philippines","GPH",70873.6263736264,"840",NA,NA,NA,NA,NA,"ok",NA
"316->983",2005,"983","Marshall Is.","GPH","316","Czech Republic","GPH",1512715.38461538,"316",NA,NA,NA,NA,NA,"ok",NA
"231->651",2005,"651","Egypt Arab Republic (Egypt)","GPH","231","Gibraltar","GPH",71320.8791208791,"231",NA,NA,NA,NA,NA,"ok",NA
"630->55",2005,"55","Grenada","GPH","630","Iran (Persia)","GPH",13707.6923076923,"630",NA,NA,NA,NA,NA,"ok",NA
"696->1062",2005,"1062","Anguilla","GPH","696","United Arab Emirates (Trucial Oman)","GPH",30530.7692307692,"696",NA,NA,NA,NA,NA,"ok",NA
"703->484",2005,"484","Congo (Brazzaville) (French Congo) (Middle Congo)","GPH","703","Kyrgyzstan","GPH",27473.0769230769,"703",NA,NA,NA,NA,NA,"ok",NA
"679->625",2005,"625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH","679","Yemen","GPH",7541637.36263736,"679",NA,NA,NA,NA,NA,"ok",NA
"625->501",2005,"501","Kenya (British East Africa Protectorate)","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",1217034.06593407,"625",NA,NA,NA,NA,NA,"ok",NA
"750->1163",2005,"1163","Falkland Is.","GPH","750","India","GPH",18474.7252747253,"750",NA,NA,NA,NA,NA,"ok",NA
"231->1062",2005,"1062","Anguilla","GPH","231","Gibraltar","GPH",349718.681318681,"231",NA,NA,NA,NA,NA,"ok",NA
"57->344",2005,"344","Croatia","GPH","57","St. Vincent and the Grenadines","GPH",940547.252747253,"57",NA,NA,NA,NA,NA,"ok",NA
"625->380",2005,"380","Sweden","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",3196153.84615385,"625",NA,NA,NA,NA,NA,"ok",NA
"368->348",2005,"348","Serbia (Serbia and Montenegro) (Federal Republic of Yugoslavia)","GPH","368","Lithuania","GPH",696209.340659341,"368",NA,NA,NA,NA,NA,"ok",NA
"625->830",2005,"830","Singapore","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",3204946.15384615,"625",NA,NA,NA,NA,NA,"ok",NA
"231->690",2005,"690","Kuwait","GPH","231","Gibraltar","GPH",112.087912087912,"231",NA,NA,NA,NA,NA,"ok",NA
"625->600",2005,"600","Morocco","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",31318.6813186813,"625",NA,NA,NA,NA,NA,"ok",NA
