id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowId,status,notes
651<-200,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,8416313.210466111,651,,,,,,ok,
651<-British Mediterranean Sea,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,British Mediterranean Sea,British Mediterranean Sea,RIC,284244.6252336241,651,,284244.6252336241,,231|338,,split_failed_no_ratio,
651<-British Eastern Asia,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,British Eastern Asia,British Eastern Asia,RIC,1011624.0224263973,651,,1011624.0224263973,,720|821|827|8218,,split_failed_no_ratio,
651<-255,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1139509.0528451093,651,,,,,,ok,
651<-300,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,1662193.7862341409,651,,,,,,ok,
651<-211,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,739050.4859040547,651,,,,,,ok,
651<-Eastern Asia & People's Republic of China (China),1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,Eastern Asia & People's Republic of China (China),Eastern Asia & People's Republic of China (China),RIC,445231.51497079985,651,,445231.51497079985,,710|713|721|730|740|750|800|810|811|812|823|824|835|840|850|860|7104|7105|7110|7111|7120|7121|7124|7127|7351|8151|8152|8153|8221|8223|8224|8401|8501|8560,,split_failed_no_ratio,
651<-2,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,220319.93081237105,651,,,,,,ok,
651<-Algeria (Regency of Algiers) & France,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,Algeria (Regency of Algiers) & France,Algeria (Regency of Algiers) & France,RIC,3035121.5583126326,651,,3035121.5583126326,,220|615,,split_failed_no_ratio,
651<-350,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,350,Greece,GPH-AUTONOMOUS-CITED,385579.7363712497,651,,,,,,ok,
651<-325,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,325,Italy,GPH-AUTONOMOUS-CITED,1209559.0067200188,651,,,,,,ok,
651<-600,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,600,Morocco,GPH-AUTONOMOUS-CITED,48206.759314488445,651,,,,,,ok,
651<-630,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,630,Iran (Persia),GPH-AUTONOMOUS-CITED,69869.70933238305,651,,,,,,ok,
651<-360,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,360,Romania,GPH-AUTONOMOUS-CITED,543407.7641258416,651,,,,,,ok,
651<-365,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,365,Russia (USSR),GPH-AUTONOMOUS-CITED,991868.4059008883,651,,,,,,ok,
651<-Norway & Sweden,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,Norway & Sweden,Norway & Sweden,RIC,509199.9976142486,651,,509199.9976142486,,380|385,,split_failed_no_ratio,
651<-225,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,225,Switzerland,GPH-AUTONOMOUS-CITED,129368.73831962256,651,,,,,,ok,
651<-640,1908,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,3251505.640781133,651,,,,,,ok,
651->200,1908,200,United Kingdom,GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,11352147.520776829,651,,,,,,ok,
651->British Mediterranean Sea,1908,British Mediterranean Sea,British Mediterranean Sea,RIC,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,9187.380015110475,651,,9187.380015110475,,231|338,,split_failed_no_ratio,
651->British Eastern Asia,1908,British Eastern Asia,British Eastern Asia,RIC,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,152409.4898405591,651,,152409.4898405591,,720|821|827|8218,,split_failed_no_ratio,
651->255,1908,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1882824.307924877,651,,,,,,ok,
