id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
8272->Malacca & Myanmar (Burma) & Singapore,1864,Malacca & Myanmar (Burma) & Singapore,Malacca & Myanmar (Burma) & Singapore,RIC,,,,8272,Penang,GPH,1,,,744303.2098765433,8272,,,,,,ignore_resolved,
8272->Sumatra,1864,Sumatra,Sumatra,RIC,,,,8272,Penang,GPH,1,,,420373.3333333333,8272,,,,,,ignore_resolved,
8272->200,1864,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,8272,Penang,GPH,1,,,422618.27160493826,8272,,,,,,ignore_resolved,
8272->800,1864,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,8272,Penang,GPH,1,,,226205.43209876542,8272,,,,,,ignore_resolved,
8272->Malaysia (British Malaya) (other),1864,Malaysia (British Malaya) (other),Malaysia (British Malaya) (other),RIC,,,,8272,Penang,GPH,1,,,210186.66666666666,8272,,,,,,ignore_resolved,
8272->710,1864,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,,,,8272,Penang,GPH,1,,,217379.25925925927,8272,,,,,,ignore_resolved,
8272->Kolkata (Calcutta),1864,Kolkata (Calcutta),Kolkata (Calcutta),RIC,,,,8272,Penang,GPH,1,,,100038.02469135802,8272,,,,,,ignore_resolved,
8272->Chennai (Madras),1864,Chennai (Madras),Chennai (Madras),RIC,,,,8272,Penang,GPH,1,,,44683.456790123455,8272,,,,,,ignore_resolved,
8272->Continental Europe,1864,Continental Europe,Continental Europe,RIC,,,,8272,Penang,GPH,1,,,47549.135802469136,8272,,47549.135802469136,750,210|211|212|220|221|223|225|230|232|235|239|240|244|245|246|247|248|249|252|254|257|258|259|261|262|264|266|267|268|269|270|271|272|273|274|275|276|277|280|300|325|341|342|350|360|365|380|385|390|640|2111|2246|2247|2248,,split_failed_no_ratio,
8272->2,1864,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,8272,Penang,GPH,1,,,87609.38271604938,8272,,,,,,ignore_resolved,
8272->Mumbai (Bombay),1864,Mumbai (Bombay),Mumbai (Bombay),RIC,,,,8272,Penang,GPH,1,,,16265.67901234568,8272,,,,,,ignore_resolved,
8272<-Malacca & Myanmar (Burma) & Singapore,1864,8272,Penang,GPH,1,,,Malacca & Myanmar (Burma) & Singapore,Malacca & Myanmar (Burma) & Singapore,RIC,,,,609428.1481481482,8272,,,,,,ignore_resolved,
8272<-Sumatra,1864,8272,Penang,GPH,1,,,Sumatra,Sumatra,RIC,,,,216697.28395061727,8272,,,,,,ignore_resolved,
8272<-200,1864,8272,Penang,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,148824.6913580247,8272,,,,,,ignore_resolved,
8272<-800,1864,8272,Penang,GPH,1,,,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,272078.02469135803,8272,,,,,,ignore_resolved,
8272<-Malaysia (British Malaya) (other),1864,8272,Penang,GPH,1,,,Malaysia (British Malaya) (other),Malaysia (British Malaya) (other),RIC,,,,108348.64197530864,8272,,,,,,ignore_resolved,
8272<-710,1864,8272,Penang,GPH,1,,,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,,,,80275.55555555556,8272,,,,,,ignore_resolved,
8272<-Kolkata (Calcutta),1864,8272,Penang,GPH,1,,,Kolkata (Calcutta),Kolkata (Calcutta),RIC,,,,158749.62962962964,8272,,,,,,ignore_resolved,
8272<-Chennai (Madras),1864,8272,Penang,GPH,1,,,Chennai (Madras),Chennai (Madras),RIC,,,,46066.666666666664,8272,,,,,,ignore_resolved,
8272<-Continental Europe,1864,8272,Penang,GPH,1,,,Continental Europe,Continental Europe,RIC,,,,49477.03703703704,8272,,49477.03703703704,750,210|211|212|220|221|223|225|230|232|235|239|240|244|245|246|247|248|249|252|254|257|258|259|261|262|264|266|267|268|269|270|271|272|273|274|275|276|277|280|300|325|341|342|350|360|365|380|385|390|640|2111|2246|2247|2248,,split_failed_no_ratio,
8272<-2,1864,8272,Penang,GPH,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,1330.8641975308642,8272,,,,,,ignore_resolved,
8272<-Mumbai (Bombay),1864,8272,Penang,GPH,1,,,Mumbai (Bombay),Mumbai (Bombay),RIC,,,,6762.962962962963,8272,,,,,,ignore_resolved,
343->220,1864,220,France,GPH-AUTONOMOUS-CITED,1,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,775141.6009822949,343,,,,,,ignore_resolved,
343->200,1864,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,72087.77280468967,343,,,,,,ignore_resolved,
343->300,1864,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,56719.61025072286,343,,,,,,ignore_resolved,
343->325,1864,325,Italy,GPH-AUTONOMOUS-CITED,1,,,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,152810.23487939162,343,,,,,,ignore_resolved,
343<-220,1864,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,161841.01081316592,343,,,,,,ignore_resolved,
343<-200,1864,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,255396.68079375767,343,,,,,,ignore_resolved,
343<-300,1864,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,211906.36511268665,343,,,,,,ignore_resolved,
343<-325,1864,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,30062.977779538163,343,,,,,,ignore_resolved,
343<-225,1864,343,North Macedonia (Former Yugoslav Republic of Macedonia) (Macedonia),GPH,1,,,225,Switzerland,GPH-AUTONOMOUS-CITED,,,,120806.4324474195,343,,,,,,ignore_resolved,
351->640,1864,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,,1,,351,Crete,GPH,1,,,374301.8972551194,351,,,,,,ignore_resolved,
351->350,1864,350,Greece,GPH-AUTONOMOUS-CITED,1,,,351,Crete,GPH,1,,,95892.58129678774,351,,,,,,ignore_resolved,
351->325,1864,325,Italy,GPH-AUTONOMOUS-CITED,1,,,351,Crete,GPH,1,,,5941.299956430467,351,,,,,,ignore_resolved,
351->200,1864,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,351,Crete,GPH,1,,,13744.20723254248,351,,,,,,ignore_resolved,
351<-640,1864,351,Crete,GPH,1,,,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,,1,,177961.73802828058,351,,,,,,ignore_resolved,
351<-350,1864,351,Crete,GPH,1,,,350,Greece,GPH-AUTONOMOUS-CITED,1,,,389907.71180734347,351,,,,,,ignore_resolved,
351<-325,1864,351,Crete,GPH,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,8991.167267398107,351,,,,,,ignore_resolved,
351<-200,1864,351,Crete,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,4911.474630649186,351,,,,,,ignore_resolved,
351<-220,1864,351,Crete,GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,1663.5639878005309,351,,,,,,ignore_resolved,
1076<-200,1864,1076,Nevis,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,6412,1076,,,,,,ignore_resolved,
1076<-British West Indies,1864,1076,Nevis,GPH,1,,,British West Indies,British West Indies,RIC,,,,10766,1076,,10766,1063,30|31|51|54|1032|1048|1053|1054|1055,,split_failed_no_ratio,
1076<-British Northern America,1864,1076,Nevis,GPH,1,,,British Northern America,British Northern America,RIC,,,,834,1076,,834,1063,20|21|1022|1023|1024|1027|1028,,split_failed_no_ratio,
1076<-2,1864,1076,Nevis,GPH,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,9502,1076,,,,,,ignore_resolved,
1076<-Swedish West Indies,1864,1076,Nevis,GPH,1,,,Swedish West Indies,Swedish West Indies,RIC,,,,602,1076,,,,,,ignore_resolved,
1076<-68,1864,1076,Nevis,GPH,1,,,68,Netherlands Antilles,GPH-AUTONOMOUS-CITED,,,,103,1076,,,,,,ignore_resolved,
1076<-French West Indies,1864,1076,Nevis,GPH,1,,,French West Indies,French West Indies,RIC,,,,7,1076,,,,,,toTreat,
Lisbon->200,1864,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,272151.1466708916,Lisbon,,,,,,ignore_resolved,
Lisbon<-200,1864,Lisbon,Lisbon,RIC,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1652711.2132134512,Lisbon,,,,,,ignore_resolved,
Lisbon->211,1864,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,3406.3453083534678,Lisbon,,,,,,ignore_resolved,
Lisbon<-211,1864,Lisbon,Lisbon,RIC,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,19329.02919158712,Lisbon,,,,,,ignore_resolved,
Lisbon->140,1864,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,Lisbon,Lisbon,RIC,1,,,494949.8950370341,Lisbon,,,,,,ignore_resolved,
Lisbon<-140,1864,Lisbon,Lisbon,RIC,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,408919.87166792096,Lisbon,,,,,,ignore_resolved,
Lisbon->230,1864,230,Spain,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,475.30399651443736,Lisbon,,,,,,ignore_resolved,
Lisbon<-230,1864,Lisbon,Lisbon,RIC,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,27448.805798708756,Lisbon,,,,,,ignore_resolved,
Lisbon->220,1864,220,France,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,42143.62102428011,Lisbon,,,,,,ignore_resolved,
Lisbon<-220,1864,Lisbon,Lisbon,RIC,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,397869.05374896026,Lisbon,,,,,,ignore_resolved,
Lisbon->210,1864,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,11961.81724561334,Lisbon,,,,,,ignore_resolved,
Lisbon<-210,1864,Lisbon,Lisbon,RIC,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,21507.50584227829,Lisbon,,,,,,ignore_resolved,
Lisbon->325,1864,325,Italy,GPH-AUTONOMOUS-CITED,1,,,Lisbon,Lisbon,RIC,1,,,35528.973739454195,Lisbon,,,,,,ignore_resolved,
Lisbon<-325,1864,Lisbon,Lisbon,RIC,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,11328.07858359409,Lisbon,,,,,,ignore_resolved,
Lisbon->Portuguese Africa,1864,Portuguese Africa,Portuguese Africa,RIC,,,,Lisbon,Lisbon,RIC,1,,,166831.70277656752,Lisbon,,166831.70277656752,235,402|403|540|541,,split_failed_no_ratio,
Lisbon<-Portuguese Africa,1864,Lisbon,Lisbon,RIC,1,,,Portuguese Africa,Portuguese Africa,RIC,,,,71018.33881253218,Lisbon,,71018.33881253218,235,402|403|540|541,,split_failed_no_ratio,
Lisbon->Portuguese Asia,1864,Portuguese Asia,Portuguese Asia,RIC,,,,Lisbon,Lisbon,RIC,1,,,23963.243157602883,Lisbon,,23963.243157602883,235,721|752|860,,split_failed_no_ratio,
