id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
355<-305,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,305,Austria,GPH-AUTONOMOUS-CITED,511443.38262298837,355,,,,,,ok,
355<-200,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,909614.289885787,355,,,,,,ok,
355<-211,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,226603.2418584769,355,,,,,,ok,
355<-255,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1309065.1020813643,355,,,,,,ok,
355<-350,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,350,Greece,GPH-AUTONOMOUS-CITED,191341.45328219733,355,,,,,,ok,
355<-390,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,390,Denmark,GPH-AUTONOMOUS-CITED,806.6805946066361,355,,,,,,ok,
355<-651,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,11648.166990782272,355,,,,,,ok,
355<-230,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,8072.412744667145,355,,,,,,ok,
355<-325,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,325,Italy,GPH-AUTONOMOUS-CITED,747674.9426526104,355,,,,,,ok,
355<-385,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,385,Norway,GPH-AUTONOMOUS-CITED,2419.1371701396206,355,,,,,,ok,
355<-290,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,290,Poland,GPH-AUTONOMOUS-CITED,8789.270167917974,355,,,,,,ok,
355<-360,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,360,Romania,GPH-AUTONOMOUS-CITED,451127.69352109963,355,,,,,,ok,
355<-365,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,365,Russia (USSR),GPH-AUTONOMOUS-CITED,21288.76442715828,355,,,,,,ok,
355<-2,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,112931.29150536146,355,,,,,,ok,
355<-640,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,450553.62959305936,355,,,,,,ok,
355<-310,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,310,Hungary,GPH-AUTONOMOUS-CITED,307854.64619219356,355,,,,,,ok,
355<-220,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,420557.93892578257,355,,,,,,ok,
355<-210,1922,355,Bulgaria,GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,64758.03465528349,355,,,,,,ok,
