id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
66->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,1038726.7381803734,66,,,,,,ok,
65->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,934088.6372665871,65,,,,,,ok,
120->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,91815.53436630909,120,,,,,,ok,
585->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,1,,,788274.572904251,585,,,,,,ok,
Saint-Louis (Senegal)->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,Saint-Louis (Senegal),Saint-Louis (Senegal),RIC,1,,,367554.74771553435,Saint-Louis (Senegal),,,,,,ignore_resolved,
4338->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,4338,Goree,GPH,1,,,132313.4684147795,4338,,,,,,ignore_resolved,
1029->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,1029,St. Pierre and Miquelon,GPH-AUTONOMOUS-CITED,1,,,181150.2979737783,1029,,,,,,ok,
751->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,751,French India,GPH-AUTONOMOUS-CITED,1,,,448115.0973381009,751,,,,,,ok,
66<-220,1869,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,565387.2467222884,66,,,,,,ok,
66->French Colonies,1869,French Colonies,French Colonies,RIC,,,,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,2996.7818831942786,66,,2996.7818831942786,,65|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
65<-220,1869,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,454633.3333333333,65,,,,,,ok,
65->French Colonies,1869,French Colonies,French Colonies,RIC,,,,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,2654.8271752085816,65,,2654.8271752085816,,66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
120<-220,1869,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,233854.66825586013,120,,,,,,ok,
585<-220,1869,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,357372.6658720699,585,,,,,,ok,
585->French Colonies,1869,French Colonies,French Colonies,RIC,,,,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,1,,,2864.6404449741754,585,,2864.6404449741754,,65|66|120|433|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
Saint-Louis (Senegal)<-220,1869,Saint-Louis (Senegal),Saint-Louis (Senegal),RIC,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,134000.11918951132,Saint-Louis (Senegal),,,,,,ignore_resolved,
Saint-Louis (Senegal)->French Colonies,1869,French Colonies,French Colonies,RIC,,,,Saint-Louis (Senegal),Saint-Louis (Senegal),RIC,1,,,7443.146603098927,Saint-Louis (Senegal),,7443.146603098927,,65|66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
4338<-220,1869,4338,Goree,GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,167479.2610250298,4338,,,,,,ignore_resolved,
1029<-220,1869,1029,St. Pierre and Miquelon,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,127243.82201032975,1029,,,,,,ok,
1029->French Colonies,1869,French Colonies,French Colonies,RIC,,,,1029,St. Pierre and Miquelon,GPH-AUTONOMOUS-CITED,1,,,110627.37385776718,1029,,110627.37385776718,,65|66|120|433|585|615|751|930|5801|5803|8151,,split_failed_no_ratio,
751<-220,1869,751,French India,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,55575.80452920143,751,,,,,,ok,
751->French Colonies,1869,French Colonies,French Colonies,RIC,,,,751,French India,GPH-AUTONOMOUS-CITED,1,,,26445.45093365117,751,,26445.45093365117,,65|66|120|433|585|615|930|1029|5801|5803|8151,,split_failed_no_ratio,
66<-French Colonies,1869,66,Martinique,GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,62827.77115613825,66,,62827.77115613825,,65|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
65<-French Colonies,1869,65,Guadeloupe,GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,75150.69527214937,65,,75150.69527214937,,66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
120<-French Colonies,1869,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,4475.407230830353,120,,4475.407230830353,,65|66|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
585<-French Colonies,1869,585,Reunion (Bourbon I.),GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,214800.0794596742,585,,214800.0794596742,,65|66|120|433|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
Saint-Louis (Senegal)<-French Colonies,1869,Saint-Louis (Senegal),Saint-Louis (Senegal),RIC,1,,,French Colonies,French Colonies,RIC,,,,49305.08541914978,Saint-Louis (Senegal),,49305.08541914978,,65|66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
4338<-French Colonies,1869,4338,Goree,GPH,1,,,French Colonies,French Colonies,RIC,,,,58584.028605482716,4338,,58584.028605482716,,65|66|120|433|585|615|751|930|1029|5801|5803|8151,,split_failed_no_ratio,
1029<-French Colonies,1869,1029,St. Pierre and Miquelon,GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,4267.183154549066,1029,,4267.183154549066,,65|66|120|433|585|615|751|930|5801|5803|8151,,split_failed_no_ratio,
751<-French Colonies,1869,751,French India,GPH-AUTONOMOUS-CITED,1,,,French Colonies,French Colonies,RIC,,,,16455.899880810488,751,,16455.899880810488,,65|66|120|433|585|615|930|1029|5801|5803|8151,,split_failed_no_ratio,
160<-220,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,2978704.8073102897,160,,,,,,ok,
160<-200,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,2607945.9674215335,160,,,,,,ok,
160<-140,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,1,,,758522.0500595947,160,,,,,,ok,
160<-2,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,536114.42193087,160,,,,,,ok,
160<-325,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,518355.1847437425,160,,,,,,ok,
160<-150,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,150,Paraguay,GPH-AUTONOMOUS-CITED,,,,363329.36034962256,160,,,,,,ok,
160<-230,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,482161.3031386571,160,,,,,,ok,
160<-255,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,,1,,377353.9928486293,160,,,,,,ok,
160<-210,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,235955.5025824394,160,,,,,,ok,
160<-211,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,243106.87326181962,160,,,,,,ok,
160<-155,1869,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,155,Chile,GPH-AUTONOMOUS-CITED,1,,,193206.19785458877,160,,,,,,ok,
160->220,1869,220,France,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,1736465.2363925306,160,,,,,,ok,
160->211,1869,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,1531691.89511323,160,,,,,,ok,
160->2,1869,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,735464.4417957886,160,,,,,,ok,
160->200,1869,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,710183.7504966229,160,,,,,,ok,
160->325,1869,325,Italy,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,298443.5836313071,160,,,,,,ok,
160->230,1869,230,Spain,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,117140.24632499006,160,,,,,,ok,
160->40,1869,40,Cuba,GPH-AUTONOMOUS-CITED,,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,89965.03774334525,160,,,,,,ok,
160->140,1869,140,Brazil,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,70630.11521652761,160,,,,,,ok,
160->155,1869,155,Chile,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,47400.675407230825,160,,,,,,ok,
