id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
310<-305,1910,310,Hungary,GPH,1,,,305,Austria,GPH,,,,58024776.77995782,310,,,,,,ignore_resolved,
310<-346,1910,310,Hungary,GPH,1,,,346,Bosnia-Herzegovina,GPH,,,,1047759.0646096509,310,,,,,,ignore_resolved,
310<-326,1910,310,Hungary,GPH,1,,,326,Trieste,GPH,,,,191822.6135857878,310,,,,,,ignore_resolved,
310<-255,1910,310,Hungary,GPH,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,6454874.985961658,310,,,,,,ignore_resolved,
310<-225,1910,310,Hungary,GPH,1,,,225,Switzerland,GPH-AUTONOMOUS-CITED,1,,,374873.61332373874,310,,,,,,ignore_resolved,
310<-325,1910,310,Hungary,GPH,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,787231.4309126379,310,,,,,,ignore_resolved,
310<-220,1910,310,Hungary,GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,981472.3829410223,310,,,,,,ignore_resolved,
310<-230,1910,310,Hungary,GPH,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,92468.87647506583,310,,,,,,ignore_resolved,
310<-235,1910,310,Hungary,GPH,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,5835.291768747947,310,,,,,,ignore_resolved,
310<-211,1910,310,Hungary,GPH,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,294303.5110414162,310,,,,,,ignore_resolved,
310<-210,1910,310,Hungary,GPH,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,166150.6657293907,310,,,,,,ignore_resolved,
310<-200,1910,310,Hungary,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1343523.3535624114,310,,,,,,ignore_resolved,
310<-390,1910,310,Hungary,GPH,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,17049.826756456598,310,,,,,,ignore_resolved,
310<-385,1910,310,Hungary,GPH,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,32766.822093647184,310,,,,,,ignore_resolved,
310<-380,1910,310,Hungary,GPH,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,40531.00289917766,310,,,,,,ignore_resolved,
310<-365,1910,310,Hungary,GPH,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,666667.6094886715,310,,,,,,ignore_resolved,
310<-360,1910,310,Hungary,GPH,1,,,360,Romania,GPH-AUTONOMOUS-CITED,1,,,1196430.6422697608,310,,,,,,ignore_resolved,
310<-342,1910,310,Hungary,GPH,1,,,342,Kingdom of Serbia,GPH-AUTONOMOUS-CITED,1,,,329490.46016646357,310,,,,,,ignore_resolved,
310<-355,1910,310,Hungary,GPH,1,,,355,Bulgaria,GPH-AUTONOMOUS-CITED,1,,,122880.9174212709,310,,,,,,ignore_resolved,
310<-341,1910,310,Hungary,GPH,1,,,341,Montenegro,GPH-AUTONOMOUS-CITED,1,,,613.9435055508645,310,,,,,,ignore_resolved,
310<-350,1910,310,Hungary,GPH,1,,,350,Greece,GPH-AUTONOMOUS-CITED,1,,,31589.015569041607,310,,,,,,ignore_resolved,
310<-British Mediterranean Sea,1910,310,Hungary,GPH,1,,,British Mediterranean Sea,British Mediterranean Sea,RIC,,,,3011.359618656229,310,,3011.359618656229,300,231|338,,split_failed_no_ratio,
310<-European Turkey,1910,310,Hungary,GPH,1,,,European Turkey,European Turkey,RIC,,,,140785.8560061228,310,,,,,,ignore_resolved,
310<-Asian Turkey,1910,310,Hungary,GPH,1,,,Asian Turkey,Asian Turkey,RIC,,,,165477.15805717662,310,,,,,,ignore_resolved,
310<-British Arabia,1910,310,Hungary,GPH,1,,,British Arabia,British Arabia,RIC,,,,553.2146764110093,310,,,,,,split_failed_error,
310<-630,1910,310,Hungary,GPH,1,,,630,Iran (Persia),GPH-AUTONOMOUS-CITED,1,,,764.309750304684,310,,,,,,ignore_resolved,
310<-India & Straits Settlements,1910,310,Hungary,GPH,1,,,India & Straits Settlements,India & Straits Settlements,RIC,,,,1654419.5613381972,310,,1654419.5613381972,300,750|827,,split_failed_no_ratio,
310<-800,1910,310,Hungary,GPH,1,,,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,38007.51207297442,310,,,,,,ignore_resolved,
310<-French Asia,1910,310,Hungary,GPH,1,,,French Asia,French Asia,RIC,,,,9334.64496512252,310,,9334.64496512252,300,751|810|8151,,split_failed_no_ratio,
310<-850,1910,310,Hungary,GPH,1,,,850,Indonesia (Dutch East Indies),GPH-AUTONOMOUS-CITED,1,,,340685.9861987497,310,,,,,,ignore_resolved,
310<-840,1910,310,Hungary,GPH,1,,,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,58177.17843876995,310,,,,,,ignore_resolved,
310<-720,1910,310,Hungary,GPH,1,,,720,Hong Kong,GPH-AUTONOMOUS-CITED,,,,4683.440579336392,310,,,,,,ignore_resolved,
310<-710,1910,310,Hungary,GPH,1,,,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,1,,,73614.07245032507,310,,,,,,ignore_resolved,
310<-740,1910,310,Hungary,GPH,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,75074.22643534251,310,,,,,,ignore_resolved,
310<-651,1910,310,Hungary,GPH,1,,,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,203666.7734273937,310,,,,,,ignore_resolved,
310<-616,1910,310,Hungary,GPH,1,,,616,Tunisia (Regency of Tunis),GPH-AUTONOMOUS-CITED,1,,,27065.8408655106,310,,,,,,ignore_resolved,
310<-615,1910,310,Hungary,GPH,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,60549.80387915795,310,,,,,,ignore_resolved,
310<-French Africa (other),1910,310,Hungary,GPH,1,,,French Africa (other),French Africa (other),RIC,,,,34913.87736936023,310,,34913.87736936023,300,430|480|481|482|484|522|580|581|585|5814,,split_failed_no_ratio,
310<-British Africa,1910,310,Hungary,GPH,1,,,British Africa,British Africa,RIC,,,,887.1400465033089,310,,887.1400465033089,300,420|452|560|561|562|563|564|570|590|591|4050|5522|5523,,split_failed_no_ratio,
310<-German Africa,1910,310,Hungary,GPH,1,,,German Africa,German Africa,RIC,,,,817.8842242308028,310,,817.8842242308028,300,470|510|565,,split_failed_no_ratio,
310<-490,1910,310,Hungary,GPH,1,,,490,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State),GPH-AUTONOMOUS-CITED,1,,,998.2821228469343,310,,,,,,ignore_resolved,
310<-511,1910,310,Hungary,GPH,1,,,511,Zanzibar,GPH-AUTONOMOUS-CITED,1,,,42.21901477873493,310,,,,,,ignore_resolved,
310<-British Northern America,1910,310,Hungary,GPH,1,,,British Northern America,British Northern America,RIC,,,,20930.357343404892,310,,20930.357343404892,300,20|21,,split_failed_no_ratio,
310<-2,1910,310,Hungary,GPH,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,1254798.6589743483,310,,,,,,ignore_resolved,
310<-70,1910,310,Hungary,GPH,1,,,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,6939.932532766531,310,,,,,,ignore_resolved,
310<-40,1910,310,Hungary,GPH,1,,,40,Cuba,GPH-AUTONOMOUS-CITED,1,,,63499.644361993734,310,,,,,,ignore_resolved,
310<-6,1910,310,Hungary,GPH,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,1,,,13894.589726845054,310,,,,,,ignore_resolved,
310<-41,1910,310,Hungary,GPH,1,,,41,Haiti,GPH-AUTONOMOUS-CITED,,,,708.3643563368038,310,,,,,,ignore_resolved,
310<-British West Indies,1910,310,Hungary,GPH,1,,,British West Indies,British West Indies,RIC,,,,5329.370707906811,310,,5329.370707906811,300,30|31|51|52|53|1055|1063,,split_failed_no_ratio,
310<-92,1910,310,Hungary,GPH,1,,,92,El Salvador,GPH-AUTONOMOUS-CITED,1,,,14257.132517792299,310,,,,,,ignore_resolved,
310<-90,1910,310,Hungary,GPH,1,,,90,Guatemala,GPH-AUTONOMOUS-CITED,,,,61801.98242191562,310,,,,,,ignore_resolved,
310<-91,1910,310,Hungary,GPH,1,,,91,Honduras,GPH-AUTONOMOUS-CITED,,,,42.177419690282974,310,,,,,,ignore_resolved,
310<-93,1910,310,Hungary,GPH,1,,,93,Nicaragua,GPH-AUTONOMOUS-CITED,1,,,5772.774350804657,310,,,,,,ignore_resolved,
310<-94,1910,310,Hungary,GPH,1,,,94,Costa Rica,GPH-AUTONOMOUS-CITED,1,,,392.24168410194125,310,,,,,,ignore_resolved,
310<-100,1910,310,Hungary,GPH,1,,,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,1,,,407.2575110330972,310,,,,,,ignore_resolved,
310<-101,1910,310,Hungary,GPH,1,,,101,Venezuela,GPH-AUTONOMOUS-CITED,1,,,3683.245082420668,310,,,,,,ignore_resolved,
310<-130,1910,310,Hungary,GPH,1,,,130,Ecuador,GPH-AUTONOMOUS-CITED,1,,,815.6796845428491,310,,,,,,ignore_resolved,
310<-135,1910,310,Hungary,GPH,1,,,135,Peru,GPH-AUTONOMOUS-CITED,1,,,121.04170739519078,310,,,,,,ignore_resolved,
310<-140,1910,310,Hungary,GPH,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,1,,,213200.57567602416,310,,,,,,ignore_resolved,
310<-155,1910,310,Hungary,GPH,1,,,155,Chile,GPH-AUTONOMOUS-CITED,1,,,84467.14611938622,310,,,,,,ignore_resolved,
310<-160,1910,310,Hungary,GPH,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,188685.5952049182,310,,,,,,ignore_resolved,
310<-165,1910,310,Hungary,GPH,1,,,165,Uruguay,GPH-AUTONOMOUS-CITED,1,,,2420.8341479038154,310,,,,,,ignore_resolved,
310<-900,1910,310,Hungary,GPH,1,,,900,Australia,GPH-AUTONOMOUS-CITED,1,,,4340.780240669182,310,,,,,,ignore_resolved,
310<-***NA,1910,310,Hungary,GPH,1,,,***NA,***NA,RIC,,,,17978935.70647178,310,,,,,,split_failed_error,
310->305,1910,305,Austria,GPH,,,,310,Hungary,GPH,1,,,53239811.57424931,310,,,,,,ignore_resolved,
310->346,1910,346,Bosnia-Herzegovina,GPH,,,,310,Hungary,GPH,1,,,1706037.319113359,310,,,,,,ignore_resolved,
310->326,1910,326,Trieste,GPH,,,,310,Hungary,GPH,1,,,27453.13273408676,310,,,,,,ignore_resolved,
310->255,1910,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,5248450.250194457,310,,,,,,ignore_resolved,
310->225,1910,225,Switzerland,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,647578.4171405041,310,,,,,,ignore_resolved,
310->325,1910,325,Italy,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,1950032.943310054,310,,,,,,ignore_resolved,
310->220,1910,220,France,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,877194.9520200655,310,,,,,,ignore_resolved,
310->230,1910,230,Spain,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,136763.61095281868,310,,,,,,ignore_resolved,
310->235,1910,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,131795.90953900164,310,,,,,,ignore_resolved,
310->211,1910,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,210333.71739465004,310,,,,,,ignore_resolved,
310->210,1910,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,225243.56004043043,310,,,,,,ignore_resolved,
310->200,1910,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,1523645.6015273717,310,,,,,,ignore_resolved,
310->390,1910,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,13880.572182036745,310,,,,,,ignore_resolved,
310->385,1910,385,Norway,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,3730.1643421944736,310,,,,,,ignore_resolved,
310->380,1910,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,26704.129976332395,310,,,,,,ignore_resolved,
310->365,1910,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,482786.039024512,310,,,,,,ignore_resolved,
310->360,1910,360,Romania,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,874551.3761735015,310,,,,,,ignore_resolved,
310->342,1910,342,Kingdom of Serbia,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,205850.59876129826,310,,,,,,ignore_resolved,
310->355,1910,355,Bulgaria,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,400696.2601855973,310,,,,,,ignore_resolved,
310->341,1910,341,Montenegro,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,23907.90015514968,310,,,,,,ignore_resolved,
310->350,1910,350,Greece,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,139330.98459733874,310,,,,,,ignore_resolved,
310->British Mediterranean Sea,1910,British Mediterranean Sea,British Mediterranean Sea,RIC,,,,310,Hungary,GPH,1,,,75107.87686190015,310,,75107.87686190015,300,231|338,,split_failed_no_ratio,
310->European Turkey,1910,European Turkey,European Turkey,RIC,,,,310,Hungary,GPH,1,,,1002250.0031196317,310,,,,,,ignore_resolved,
310->Asian Turkey,1910,Asian Turkey,Asian Turkey,RIC,,,,310,Hungary,GPH,1,,,483496.815895979,310,,,,,,ignore_resolved,
310->British Arabia,1910,British Arabia,British Arabia,RIC,,,,310,Hungary,GPH,1,,,44854.39639287393,310,,,,,,split_failed_error,
310->630,1910,630,Iran (Persia),GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,17612.89946883072,310,,,,,,ignore_resolved,
310->India & Straits Settlements,1910,India & Straits Settlements,India & Straits Settlements,RIC,,,,310,Hungary,GPH,1,,,434464.81679443293,310,,434464.81679443293,300,750|827,,split_failed_no_ratio,
310->800,1910,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH,1,,,21.130304933593443,310,,,,,,ignore_resolved,
310->French Asia,1910,French Asia,French Asia,RIC,,,,310,Hungary,GPH,1,,,4.492269552811204,310,,4.492269552811204,300,751|810|8151,,split_failed_no_ratio,
