id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
220->615,1837,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,464256.20647598064,220,,,,,,ok,
220<-615,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,31474.997049219026,220,,,,,,ok,
220->200,1837,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,2458984.1444702363,220,,,,,,ok,
220<-200,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1876696.6990596843,220,,,,,,ok,
220->255,1837,255,Germany (Zollverein),GPH,,,,220,France,GPH-AUTONOMOUS-CITED,1,,,1510799.8583625131,220,,1239924.1261813554,220,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220<-255,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH,,,,1353424.873116418,220,,847853.1687736262,220,241|242|243|245|247|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_only_partial,
220->300,1837,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,220,France,GPH-AUTONOMOUS-CITED,1,,,137703.11209033322,220,,,,,,ok,
220<-300,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,165243.73450839988,220,,,,,,ok,
220->211,1837,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,1475390.4866821417,220,,,,,,ok,
220<-211,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,2817012.235905103,220,,,,,,ok,
220->140,1837,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,220,France,GPH-AUTONOMOUS-CITED,1,,,491796.82889404724,220,,,,,,ok,
220<-140,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,251799.9763937522,220,,,,,,ok,
220->Cayenne,1837,Cayenne,Cayenne,RIC,,,,220,France,GPH-AUTONOMOUS-CITED,1,,,121965.61356572372,220,,,,,,ignore_resolved,
220<-Cayenne,1837,220,France,GPH-AUTONOMOUS-CITED,1,,,Cayenne,Cayenne,RIC,,,,66884.36872959042,220,,,,,,ignore_resolved,
