id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
220->615,1842,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1319717.203456402,220,,,,,,ok,
220<-615,1842,220,France,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,98193.24430479182,220,,,,,,ok,
220->200,1842,200,United Kingdom,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,3629222.309505106,220,,,,,,ok,
220<-200,1842,220,France,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,4406912.804399057,220,,,,,,ok,
220->255,1842,255,Germany (Zollverein),GPH,220,France,GPH-AUTONOMOUS-CITED,1936370.777690495,220,,1936370.777690495,,212|239|241|242|243|244|245|247|252|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_failed_no_ratio,
220<-255,1842,220,France,GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH,2333071.484681854,220,,2333071.484681854,,212|239|241|242|243|244|245|247|252|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_failed_no_ratio,
220->Africa (other),1842,Africa (other),Africa (other),RIC,220,France,GPH-AUTONOMOUS-CITED,11783.189316575019,220,,11783.189316575019,,403|411|413|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4050|4060|4070|4111|4112|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4343|4349|4352|4354|4362|4382|4392|4394|4395|4396|4397|4501|4515|4527|4529|4534|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4791|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5642|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251,,split_failed_no_ratio,
220<-Africa (other),1842,220,France,GPH-AUTONOMOUS-CITED,Africa (other),Africa (other),RIC,15710.919088766692,220,,15710.919088766692,,403|411|413|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4050|4060|4070|4111|4112|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4343|4349|4352|4354|4362|4382|4392|4394|4395|4396|4397|4501|4515|4527|4529|4534|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4791|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5642|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251,,split_failed_no_ratio,
220->300,1842,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,113904.16339355851,220,,,,,,ok,
220<-300,1842,220,France,GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,314218.38177533384,220,,,,,,ok,
220->211,1842,211,Belgium,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1732128.8295365279,220,,,,,,ok,
220<-211,1842,220,France,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,3468185.388845247,220,,,,,,ok,
220->140,1842,140,Brazil,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,597014.9253731343,220,,,,,,ok,
220<-140,1842,220,France,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,333857.0306362922,220,,,,,,ok,
220->Cayenne,1842,Cayenne,Cayenne,RIC,220,France,GPH-AUTONOMOUS-CITED,109976.43362136684,220,,,,,,ignore_resolved,
220<-Cayenne,1842,220,France,GPH-AUTONOMOUS-CITED,Cayenne,Cayenne,RIC,62843.67635506677,220,,,,,,ignore_resolved,
220->155,1842,155,Chile,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,400628.4367635507,220,,,,,,ok,
220<-155,1842,220,France,GPH-AUTONOMOUS-CITED,155,Chile,GPH-AUTONOMOUS-CITED,153181.46111547525,220,,,,,,ok,
220->Cochin China & Oceania & People's Republic of China (China),1842,Cochin China & Oceania & People's Republic of China (China),Cochin China & Oceania & People's Republic of China (China),RIC,220,France,GPH-AUTONOMOUS-CITED,23566.378633150038,220,,23566.378633150038,,4|710|815|901|902|903|906|920|930|955|960|970|9002|9004|9006|9007|9203|9205|9206|9253|9322|9324|9552|9602|9604|9606|9620|9621|9810|9820|9900|9960|9971|9974|9984,,split_failed_no_ratio,
220<-Cochin China & Oceania & People's Republic of China (China),1842,220,France,GPH-AUTONOMOUS-CITED,Cochin China & Oceania & People's Republic of China (China),Cochin China & Oceania & People's Republic of China (China),RIC,43205.027494108406,220,,43205.027494108406,,4|710|815|901|902|903|906|920|930|955|960|970|9002|9004|9006|9007|9203|9205|9206|9253|9322|9324|9552|9602|9604|9606|9620|9621|9810|9820|9900|9960|9971|9974|9984,,split_failed_no_ratio,
