id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowId,status,notes
901->200,1854,200,United Kingdom,GPH-AUTONOMOUS-CITED,901,New South Wales,GPH-AUTONOMOUS-CITED,2307609,901,,,,,,ok,
901->British Colonies,1854,British Colonies,British Colonies,RIC,901,New South Wales,GPH-AUTONOMOUS-CITED,1624717,901,,1624717,,20|21|30|31|51|54|110|231|338|420|451|452|561|590|720|750|780|902|903|904|906|920|1022|1023|1024|1028|1032|1048|1055|1063|1163|2249|4044|4050|4383|7501|8231|9004|9620,,split_failed_no_ratio,
901->2,1854,2,United States of America,GPH-AUTONOMOUS-CITED,901,New South Wales,GPH-AUTONOMOUS-CITED,3408,901,,,,,,ok,
901<-200,1854,901,New South Wales,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,4354268,901,,,,,,ok,
901<-British Colonies,1854,901,New South Wales,GPH-AUTONOMOUS-CITED,British Colonies,British Colonies,RIC,545490,901,,545490,,20|21|30|31|51|54|110|231|338|420|451|452|561|590|720|750|780|902|903|904|906|920|1022|1023|1024|1028|1032|1048|1055|1063|1163|2249|4044|4050|4383|7501|8231|9004|9620,,split_failed_no_ratio,
901<-2,1854,901,New South Wales,GPH-AUTONOMOUS-CITED,2,United States of America,GPH-AUTONOMOUS-CITED,146337,901,,,,,,ok,
230->615,1854,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,82964.27976686096,230,,,,,,ok,
230<-615,1854,230,Spain,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,3687.229392173189,230,,,,,,ok,
230->300,1854,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,9096.721482098252,230,,,,,,ok,
230<-300,1854,230,Spain,GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,10829.798084929225,230,,,,,,ok,
230->211,1854,211,Belgium,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,40067.80807660283,230,,,,,,ok,
230<-211,1854,230,Spain,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,30348.032889258953,230,,,,,,ok,
230->140,1854,140,Brazil,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,94258.31598667777,230,,,,,,ok,
230<-140,1854,230,Spain,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,66567.36053288926,230,,,,,,ok,
230->246,1854,246,Bremen,GPH-AUTONOMOUS-CITED,230,Spain,GPH-AUTONOMOUS-CITED,9748.001665278935,230,,,,,,ok,
230<-246,1854,230,Spain,GPH-AUTONOMOUS-CITED,246,Bremen,GPH-AUTONOMOUS-CITED,2.7060782681099083,230,,,,,,ok,
230->Sardinia,1854,Sardinia,Sardinia,RIC,230,Spain,GPH-AUTONOMOUS-CITED,275342.68318068277,230,,,,,,ignore_resolved,
230<-Sardinia,1854,230,Spain,GPH-AUTONOMOUS-CITED,Sardinia,Sardinia,RIC,49207.712323064115,230,,,,,,ignore_resolved,
