id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
780<-200,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1681181.8728292815,780,,,,,,ok,
780<-561,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,561,Cape Colony (Cape of Good Hope),GPH-AUTONOMOUS-CITED,1,,,0.2003740315255143,780,,,,,,ok,
780<-590,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,590,Mauritius,GPH-AUTONOMOUS-CITED,1,,,1782.5273844509752,780,,,,,,ok,
780<-562,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,562,Natal,GPH-AUTONOMOUS-CITED,1,,,46.75394068928667,780,,,,,,ok,
780<-511,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,511,Zanzibar,GPH-AUTONOMOUS-CITED,1,,,37.60352658295485,780,,,,,,ok,
780<-British Africa (other),1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,British Africa (other),British Africa (other),RIC,,,,22.241517499332087,780,,22.241517499332087,780,420|452|563|564|570|591|4050|4781|5522|5523,,split_failed_no_ratio,
780<-20,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,43.41437349719477,780,,,,,,ok,
780<-681,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,681,Aden,GPH,1,,,8963.331552230831,780,,,,,,ignore_resolved,
780<-823,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,823,Sabah (North Borneo),GPH-AUTONOMOUS-CITED,,,,5758.014961261021,780,,,,,,ok,
780<-720,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,720,Hong Kong,GPH-AUTONOMOUS-CITED,,,,103873.83115148277,780,,,,,,ok,
780<-750,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,750,India,GPH-AUTONOMOUS-CITED,1,,,4039083.555971146,780,,,,,,ok,
780<-775,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,775,Myanmar (Burma),GPH,,,,282087.429869089,780,,,,,,ignore_resolved,
780<-781,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,781,Maldive Islands,GPH-AUTONOMOUS-CITED,,,,136398.9446967673,780,,,,,,ok,
780<-827,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,827,Straits Settlements,GPH-AUTONOMOUS-CITED,1,,,27681.605663905957,780,,,,,,ok,
780<-British Asia (other),1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,British Asia (other),British Asia (other),RIC,,,,211.0606465402084,780,,211.0606465402084,780,821|8218,,split_failed_no_ratio,
780<-901,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,901,New South Wales,GPH,,,,18598.250066791345,780,,,,,,ignore_resolved,
780<-920,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,920,New Zealand,GPH-AUTONOMOUS-CITED,1,,,359.8717606198237,780,,,,,,ok,
780<-905,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,905,Queensland,GPH,,,,11699.772909430938,780,,,,,,ignore_resolved,
780<-903,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,903,South Australia,GPH,,,,32108.736307774514,780,,,,,,ignore_resolved,
780<-906,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,906,Tasmania,GPH,,,,206.78600053433075,780,,,,,,ignore_resolved,
780<-904,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,904,Victoria,GPH,,,,35457.988244723485,780,,,,,,ignore_resolved,
780<-902,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,902,Western Australia,GPH,,,,5903.887256211595,780,,,,,,ignore_resolved,
780<-231,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,84.35746727224152,780,,,,,,ok,
780<-338,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,338,Malta,GPH-AUTONOMOUS-CITED,1,,,301.562917445899,780,,,,,,ok,
780<-615,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,11.822067860005344,780,,,,,,ok,
780<-651,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,2262.022441891531,780,,,,,,ok,
780<-2,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,53510.28586695164,780,,,,,,ok,
780<-Arabia,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Arabia,Arabia,RIC,,,,198.83783061715204,780,,198.83783061715204,780,640|670|682|690|692|696|698|6800|6802|6982,,split_failed_no_ratio,
780<-Dutch Borneo,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Dutch Borneo,Dutch Borneo,RIC,,,,9723.283462463265,780,,,,,,split_failed_error,
780<-710,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,1,,,15851.188885920385,780,,,,,,ok,
780<-8151,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,8151,Cochin China,GPH-AUTONOMOUS-CITED,,,,3.339567192091905,780,,,,,,ok,
780<-India (other),1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,India (other),India (other),RIC,,,,100983.63612075875,780,,,,,,ignore_resolved,
780<-740,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,108459.39086294417,780,,,,,,ok,
780<-Java,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Java,Java,RIC,,,,33146.807373764364,780,,,,,,ignore_resolved,
780<-630,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,630,Iran (Persia),GPH-AUTONOMOUS-CITED,1,,,17.031792679668715,780,,,,,,ok,
780<-840,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,604.9292011755276,780,,,,,,ok,
780<-Asian Russia,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Asian Russia,Asian Russia,RIC,,,,65477.4913171253,780,,,,,,ignore_resolved,
780<-800,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,11539.340101522843,780,,,,,,ok,
780<-Sumatra,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Sumatra,Sumatra,RIC,,,,36.66844776916912,780,,,,,,ignore_resolved,
780<-Asian Turkey,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,Asian Turkey,Asian Turkey,RIC,,,,1.2022441891530857,780,,,,,,ignore_resolved,
780<-300,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,1,,,58660.23243387657,780,,,,,,ok,
780<-211,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,36372.2949505744,780,,,,,,ok,
780<-390,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,1101.7900080149614,780,,,,,,ok,
780<-220,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,50428.19930537003,780,,,,,,ok,
780<-255,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,179863.2113278119,780,,,,,,ok,
780<-210,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,45251.53620090836,780,,,,,,ok,
780<-325,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,21569.32941490783,780,,,,,,ok,
780<-385,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,4857.467272241518,780,,,,,,ok,
780<-235,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,191.0900347314988,780,,,,,,ok,
780<-European Russia,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,European Russia,European Russia,RIC,,,,197.76916911568262,780,,,,,,ignore_resolved,
780<-230,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1791.4106331819396,780,,,,,,ok,
780<-380,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,12177.9989313385,780,,,,,,ok,
780<-225,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,225,Switzerland,GPH-AUTONOMOUS-CITED,1,,,28840.569062249535,780,,,,,,ok,
780<-European Turkey,1905,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,European Turkey,European Turkey,RIC,,,,102.12396473417046,780,,,,,,ignore_resolved,
780->200,1905,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,3595190.154955918,780,,,,,,ok,
780->British Eastern Africa,1905,British Eastern Africa,British Eastern Africa,RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,431.53887256211596,780,,,,,,split_failed_error,
780->561,1905,561,Cape Colony (Cape of Good Hope),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,6028.185947101256,780,,,,,,ok,
780->590,1905,590,Mauritius,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,3533.529254608603,780,,,,,,ok,
780->562,1905,562,Natal,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,9357.20010686615,780,,,,,,ok,
780->511,1905,511,Zanzibar,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,763.8258081752605,780,,,,,,ok,
780->British Africa (other),1905,British Africa (other),British Africa (other),RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,1759.6847448570666,780,,1759.6847448570666,780,420|452|563|564|570|591|4050|4781|5522|5523,,split_failed_no_ratio,
780->British West Indies,1905,British West Indies,British West Indies,RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,708.3222014426931,780,,708.3222014426931,780,30|31|51|52|53|1055|1063,,split_failed_no_ratio,
780->20,1905,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,153789.47368421053,780,,,,,,ok,
780->21,1905,21,Newfoundland and Labrador (Newfoundland),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,1983.8364947902753,780,,,,,,ok,
780->681,1905,681,Aden,GPH,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,571.1327811915576,780,,,,,,ignore_resolved,
780->823,1905,823,Sabah (North Borneo),GPH-AUTONOMOUS-CITED,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,119.89046219609939,780,,,,,,ok,
780->720,1905,720,Hong Kong,GPH-AUTONOMOUS-CITED,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,21548.95805503607,780,,,,,,ok,
780->750,1905,750,India,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,338747.8626769971,780,,,,,,ok,
780->775,1905,775,Myanmar (Burma),GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,1671.1194229227892,780,,,,,,ignore_resolved,
780->781,1905,781,Maldive Islands,GPH-AUTONOMOUS-CITED,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,2567.3924659364147,780,,,,,,ok,
780->827,1905,827,Straits Settlements,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,43747.528720277856,780,,,,,,ok,
780->British Asia (other),1905,British Asia (other),British Asia (other),RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,428.19930537002404,780,,428.19930537002404,780,821|8218,,split_failed_no_ratio,
780->950,1905,950,Fiji,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,21.239647341704515,780,,,,,,ok,
780->901,1905,901,New South Wales,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,231476.89019503072,780,,,,,,ignore_resolved,
780->920,1905,920,New Zealand,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,99157.5607801229,780,,,,,,ok,
780->905,1905,905,Queensland,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,23761.62169382848,780,,,,,,ignore_resolved,
780->903,1905,903,South Australia,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,28664.039540475555,780,,,,,,ignore_resolved,
780->906,1905,906,Tasmania,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,2041.4774245257815,780,,,,,,ignore_resolved,
780->904,1905,904,Victoria,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,198152.95217739782,780,,,,,,ignore_resolved,
780->902,1905,902,Western Australia,GPH,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,23457.78787069196,780,,,,,,ignore_resolved,
780->231,1905,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,730.1629708789741,780,,,,,,ok,
780->338,1905,338,Malta,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,8709.591236975688,780,,,,,,ok,
780->651,1905,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,18251.33582687684,780,,,,,,ok,
780->580,1905,580,Madagascar (Malagasy Republic),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,720.8121827411168,780,,,,,,ok,
780->541,1905,541,Mozambique (Portuguese East Africa),GPH-AUTONOMOUS-CITED,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,704.9826342506011,780,,,,,,ok,
780->Africa (other),1905,Africa (other),Africa (other),RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,67.8600053433075,780,,67.8600053433075,780,402|403|404|411|420|430|435|436|450|451|452|460|470|481|482|483|484|490|500|501|510|521|522|530|531|540|552|553|563|564|565|570|571|572|581|585|591|600|609|616|625|640|4050|4051|4060|4070|4114|4349|restOfTheWorld|4521|4781|4783|4784|4821|4822|4823|4832|4905|4910|5200|5204|5206|5212|5322|5332|5403|5518|5519|5522|5523|5606|5805|5806|5807|5808|5813|5814|5901|5902|5903|6066|6067|6090|6251,,split_failed_no_ratio,
780->West Indies (other),1905,West Indies (other),West Indies (other),RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,2.003740315255143,780,,1.3188285935118007,780,5|6|30|31|40|41|42|51|52|53|65|66|68|93|1044|1055|1063|1087,,split_only_partial,
780->Southern America,1905,Southern America,Southern America,RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,2121.4266631044616,780,,2088.6236974946473,780,100|101|110|115|120|130|135|140|145|150|155|160|165|1163,,split_only_partial,
780->2,1905,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,544471.0793481165,780,,,,,,ok,
780->America (other),1905,America (other),America (other),RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,6944.563184611275,780,,6944.563184611275,780,3|5|6|10|30|31|40|41|42|51|52|53|65|66|68|70|80|90|91|92|93|94|95|96|100|101|110|115|120|130|135|140|145|150|155|160|165|1029|1040|1044|1055|1063|1072|1087|1094|1101|1102|1103|1104|1105|1106|1111|1151|1152|1153|1154|1163|restOfTheWorld|1409|10210,,split_failed_no_ratio,
780->Dutch Borneo,1905,Dutch Borneo,Dutch Borneo,RIC,,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,11.688485172321668,780,,,,,,split_failed_error,
