id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
56<-200,1898,56,St. Lucia,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,140329,56,,,,,,ignore_resolved,
56<-58,1898,56,St. Lucia,GPH,1,,,58,Antigua and Barbuda (Antigua),GPH,1,,,61,56,,,,,,ignore_resolved,
56<-53,1898,56,St. Lucia,GPH,1,,,53,Barbados,GPH-AUTONOMOUS-CITED,1,,,18738,56,,,,,,ignore_resolved,
56<-30,1898,56,St. Lucia,GPH,1,,,30,Bermuda,GPH-AUTONOMOUS-CITED,1,,,226,56,,,,,,ignore_resolved,
56<-110,1898,56,St. Lucia,GPH,1,,,110,Guyana (British Guiana),GPH-AUTONOMOUS-CITED,1,,,101,56,,,,,,ignore_resolved,
56<-20,1898,56,St. Lucia,GPH,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,6544,56,,,,,,ignore_resolved,
56<-780,1898,56,St. Lucia,GPH,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,4,56,,,,,,ignore_resolved,
56<-54,1898,56,St. Lucia,GPH,1,,,54,Dominica,GPH,1,,,57,56,,,,,,ignore_resolved,
56<-55,1898,56,St. Lucia,GPH,1,,,55,Grenada,GPH,1,,,4,56,,,,,,ignore_resolved,
56<-51,1898,56,St. Lucia,GPH,1,,,51,Jamaica,GPH-AUTONOMOUS-CITED,1,,,204,56,,,,,,ignore_resolved,
56<-59,1898,56,St. Lucia,GPH,1,,,59,Montserrat,GPH,1,,,782,56,,,,,,ignore_resolved,
56<-60,1898,56,St. Lucia,GPH,1,,,60,St. Kitts-Nevis,GPH,1,,,4029,56,,,,,,ignore_resolved,
56<-St. Vincent,1898,56,St. Lucia,GPH,1,,,St. Vincent,St. Vincent,RIC,1,,,3813,56,,,,,,ignore_resolved,
56<-1049,1898,56,St. Lucia,GPH,1,,,1049,Tobago,GPH,1,,,57,56,,,,,,ignore_resolved,
56<-1048,1898,56,St. Lucia,GPH,1,,,1048,Trinidad,GPH,1,,,216,56,,,,,,ignore_resolved,
56<-Barranquilla,1898,56,St. Lucia,GPH,1,,,Barranquilla,Barranquilla,RIC,,,,98,56,,,,,,ignore_resolved,
56<-211,1898,56,St. Lucia,GPH,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,1,56,,,,,,ignore_resolved,
56<-140,1898,56,St. Lucia,GPH,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,,,88,56,,,,,,ignore_resolved,
56<-Colón,1898,56,St. Lucia,GPH,1,,,Colón,Colón,RIC,,,,18,56,,,,,,ignore_resolved,
56<-5,1898,56,St. Lucia,GPH,1,,,5,Virgin Islands (Danish West Indies),GPH-AUTONOMOUS-CITED,,,,527,56,,,,,,ignore_resolved,
56<-220,1898,56,St. Lucia,GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,6514,56,,,,,,ignore_resolved,
56<-120,1898,56,St. Lucia,GPH,1,,,120,French Guiana,GPH-AUTONOMOUS-CITED,1,,,231,56,,,,,,ignore_resolved,
56<-French West Indies,1898,56,St. Lucia,GPH,1,,,French West Indies,French West Indies,RIC,,,,1380,56,,0,1055,65|66,,ignore_resolved,
56<-255,1898,56,St. Lucia,GPH,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,1081,56,,,,,,ignore_resolved,
56<-210,1898,56,St. Lucia,GPH,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,222,56,,,,,,ignore_resolved,
56<-6,1898,56,St. Lucia,GPH,1,,,6,Puerto Rico,GPH-AUTONOMOUS-CITED,,,,3308,56,,,,,,ignore_resolved,
56<-Sabanilla,1898,56,St. Lucia,GPH,1,,,Sabanilla,Sabanilla,RIC,,,,44,56,,,,,,ignore_resolved,
56<-230,1898,56,St. Lucia,GPH,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,32,56,,,,,,ignore_resolved,
56<-2,1898,56,St. Lucia,GPH,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,82937,56,,,,,,ignore_resolved,
56<-101,1898,56,St. Lucia,GPH,1,,,101,Venezuela,GPH-AUTONOMOUS-CITED,,,,305,56,,,,,,ignore_resolved,
56->200,1898,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,56,St. Lucia,GPH,1,,,8977,56,,,,,,ignore_resolved,
56->58,1898,58,Antigua and Barbuda (Antigua),GPH,1,,,56,St. Lucia,GPH,1,,,4,56,,,,,,ignore_resolved,
56->53,1898,53,Barbados,GPH-AUTONOMOUS-CITED,1,,,56,St. Lucia,GPH,1,,,2011,56,,,,,,ignore_resolved,
56->110,1898,110,Guyana (British Guiana),GPH-AUTONOMOUS-CITED,1,,,56,St. Lucia,GPH,1,,,4,56,,,,,,ignore_resolved,
56->20,1898,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,56,St. Lucia,GPH,1,,,807,56,,,,,,ignore_resolved,
56->54,1898,54,Dominica,GPH,1,,,56,St. Lucia,GPH,1,,,19,56,,,,,,ignore_resolved,
56->55,1898,55,Grenada,GPH,1,,,56,St. Lucia,GPH,1,,,6,56,,,,,,ignore_resolved,
56->51,1898,51,Jamaica,GPH-AUTONOMOUS-CITED,1,,,56,St. Lucia,GPH,1,,,3,56,,,,,,ignore_resolved,
56->59,1898,59,Montserrat,GPH,1,,,56,St. Lucia,GPH,1,,,1,56,,,,,,ignore_resolved,
56->60,1898,60,St. Kitts-Nevis,GPH,1,,,56,St. Lucia,GPH,1,,,1,56,,,,,,ignore_resolved,
56->St. Vincent,1898,St. Vincent,St. Vincent,RIC,1,,,56,St. Lucia,GPH,1,,,92,56,,,,,,ignore_resolved,
56->1048,1898,1048,Trinidad,GPH,1,,,56,St. Lucia,GPH,1,,,8,56,,,,,,ignore_resolved,
56->Colón,1898,Colón,Colón,RIC,,,,56,St. Lucia,GPH,1,,,2,56,,,,,,ignore_resolved,
