"id","year","importerId","importerLabel","importerType","exporterId","exporterLabel","exporterType","value","reportedBy","partial","valueToSplit","newReporters","newPartners","originalReportedTradeFlowIds","status","notes"
"625->900",1953,"900","Australia","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",71174.3772241993,"625",NA,NA,NA,NA,NA,"ok",NA
"625->380",1953,"380","Sweden","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",106761.565836299,"625",NA,NA,NA,NA,NA,"ok",NA
"625->560",1953,"560","South Africa","GPH","625","Sudan (Anglo-Egyptian Sudan) (Mahdist State)","GPH",71174.3772241993,"625",NA,NA,NA,NA,NA,"ok",NA
"52->490",1953,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","52","Trinidad and Tobago","GPH",71174.3772241993,"52",NA,NA,NA,NA,NA,"ok",NA
"52->560",1953,"560","South Africa","GPH","52","Trinidad and Tobago","GPH",213523.131672598,"52",NA,NA,NA,NA,NA,"ok",NA
"780->615",1953,"615","Algeria (Regency of Algiers)","GPH","780","Sri Lanka (Ceylon)","GPH",35587.1886120996,"780",NA,NA,NA,NA,NA,"ok",NA
"615->960",1953,"960","French Polynesia","GPH","615","Algeria (Regency of Algiers)","GPH",142348.754448399,"615",NA,NA,NA,NA,NA,"ok",NA
"552->540",1953,"540","Angola","GPH","552","Zimbabwe (Rhodesia) (Southern Rhodesia)","GPH",35587.1886120996,"552",NA,NA,NA,NA,NA,"ok",NA
"380->490",1953,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","380","Sweden","GPH",320284.697508897,"380",NA,NA,NA,NA,NA,"ok",NA
"380->315",1953,"315","Czechoslovakia","GPH","380","Sweden","GPH",1921708.18505338,"380",NA,NA,NA,NA,NA,"ok",NA
"900->265",1953,"265","German Democratic Republic","GPH","900","Australia","GPH",35587.1886120996,"900",NA,NA,NA,NA,NA,"ok",NA
"380->265",1953,"265","German Democratic Republic","GPH","380","Sweden","GPH",4341637.01067616,"380",NA,NA,NA,NA,NA,"ok",NA
"380->365",1953,"365","Russia (USSR)","GPH","380","Sweden","GPH",7722419.92882562,"380",NA,NA,NA,NA,NA,"ok",NA
"390->490",1953,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","390","Denmark","GPH",213523.131672598,"390",NA,NA,NA,NA,NA,"ok",NA
"615->365",1953,"365","Russia (USSR)","GPH","615","Algeria (Regency of Algiers)","GPH",498220.640569395,"615",NA,NA,NA,NA,NA,"ok",NA
"900->365",1953,"365","Russia (USSR)","GPH","900","Australia","GPH",11814946.6192171,"900",NA,NA,NA,NA,NA,"ok",NA
"390->265",1953,"265","German Democratic Republic","GPH","390","Denmark","GPH",5088967.97153025,"390",NA,NA,NA,NA,NA,"ok",NA
"452->365",1953,"365","Russia (USSR)","GPH","452","Ghana (Gold Coast)","GPH",3594306.04982206,"452",NA,NA,NA,NA,NA,"ok",NA
"390->365",1953,"365","Russia (USSR)","GPH","390","Denmark","GPH",7402135.23131673,"390",NA,NA,NA,NA,NA,"ok",NA
"390->345",1953,"345","Yugoslavia (Kingdom of Serbs, Croats and Slovenes)","GPH","390","Denmark","GPH",533807.829181495,"390",NA,NA,NA,NA,NA,"ok",NA
"230->490",1953,"490","Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)","GPH","230","Spain","GPH",640569.395017794,"230",NA,NA,NA,NA,NA,"ok",NA
"900->315",1953,"315","Czechoslovakia","GPH","900","Australia","GPH",3772241.99288256,"900",NA,NA,NA,NA,NA,"ok",NA
"20->315",1953,"315","Czechoslovakia","GPH","20","Canada (Province of Canada)","GPH",35587.1886120996,"20",NA,NA,NA,NA,NA,"ok",NA
