id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
451<-200,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,822005,451,,,,,,ok,
451<-900,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,900,Australia,GPH-AUTONOMOUS-CITED,1,,,253,451,,,,,,ok,
451<-20,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,16244,451,,,,,,ok,
451<-780,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,366,451,,,,,,ok,
451<-750,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,750,India,GPH-AUTONOMOUS-CITED,1,,,33391,451,,,,,,ok,
451<-205,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,205,Ireland,GPH-AUTONOMOUS-CITED,1,,,3502,451,,,,,,ok,
451<-51,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,51,Jamaica,GPH-AUTONOMOUS-CITED,1,,,225,451,,,,,,ok,
451<-920,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,920,New Zealand,GPH-AUTONOMOUS-CITED,1,,,546,451,,,,,,ok,
451<-420,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,1042,451,,,,,,ok,
451<-452,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,5546,451,,,,,,ok,
451<-475,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,475,Nigeria,GPH-AUTONOMOUS-CITED,1,,,4964,451,,,,,,ok,
451<-British Colonies (other),1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,British Colonies (other),British Colonies (other),RIC,,,,248,451,,248,451,21|80|110|231|338|352|501|552|570|590|591|720|821|827|935|945|950|1163|4050|8218|9620,,split_failed_no_ratio,
451<-615,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,188,451,,,,,,ok,
451<-160,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,365,451,,,,,,ok,
451<-305,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,305,Austria,GPH-AUTONOMOUS-CITED,1,,,448,451,,,,,,ok,
451<-211,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,,,,14434,451,,,,,,ok,
451<-40,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,40,Cuba,GPH-AUTONOMOUS-CITED,1,,,113,451,,,,,,ok,
451<-315,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,315,Czechoslovakia,GPH-AUTONOMOUS-CITED,1,,,3589,451,,,,,,ok,
451<-390,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,2979,451,,,,,,ok,
451<-651,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,582,451,,,,,,ok,
451<-220,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,28881,451,,,,,,ok,
451<-751,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,751,French India,GPH-AUTONOMOUS-CITED,,,,360,451,,,,,,ok,
451<-255,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,65088,451,,,,,,ok,
451<-210,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,19680,451,,,,,,ok,
451<-310,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,310,Hungary,GPH-AUTONOMOUS-CITED,1,,,1003,451,,,,,,ok,
451<-325,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,13939,451,,,,,,ok,
451<-740,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,23237,451,,,,,,ok,
451<-450,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,450,Liberia,GPH-AUTONOMOUS-CITED,,,,1105,451,,,,,,ok,
451<-600,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,600,Morocco,GPH-AUTONOMOUS-CITED,1,,,322,451,,,,,,ok,
451<-385,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,589,451,,,,,,ok,
451<-290,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,290,Poland,GPH-AUTONOMOUS-CITED,1,,,407,451,,,,,,ok,
451<-235,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,1016,451,,,,,,ok,
451<-365,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,1082,451,,,,,,ok,
451<-230,1932,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1402,451,,,,,,ok,
