id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowIds,status,notes
200<-Russia (North Ports),1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Russia (North Ports),Russia (North Ports),RIC,9999579,200,,,,,,ignore_resolved,
200<-Russia (South Ports),1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Russia (South Ports),Russia (South Ports),RIC,1562345,200,,,,,,ignore_resolved,
200<-380,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,380,Sweden,GPH-AUTONOMOUS-CITED,2031861,200,,,,,,ok,
200<-1064,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,1064,St. Barthelemy,GPH-AUTONOMOUS-CITED,609,200,,,,,,ok,
200<-385,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,385,Norway,GPH-AUTONOMOUS-CITED,947934,200,,,,,,ok,
200<-Denmark & Faeroe Is. & Iceland,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Denmark & Faeroe Is. & Iceland,Denmark & Faeroe Is. & Iceland,RIC,2201831,200,,2201831,,11|390|395,,split_failed_no_ratio,
200<-St. Croix & St. John & St. Thomas,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,St. Croix & St. John & St. Thomas,St. Croix & St. John & St. Thomas,RIC,46528,200,,,,,,ignore_resolved,
200<-239,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,239,Prussia,GPH-AUTONOMOUS-CITED,4534815,200,,,,,,ok,
200<-280,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,253248,200,,,,,,ok,
200<-240,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,240,Hanover,GPH-AUTONOMOUS-CITED,377040,200,,,,,,ok,
200<-Kniphausen & Oldenburg,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Kniphausen & Oldenburg,Kniphausen & Oldenburg,RIC,36232,200,,,,,,ignore_resolved,
200<-Hanse Towns,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Hanse Towns,Hanse Towns,RIC,5302739,200,,5302739,,246|248|276,,split_failed_no_ratio,
200<-210,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,210,Netherlands,GPH-AUTONOMOUS-CITED,7433442,200,,,,,,ok,
200<-Curacao & Dutch Windward Is. & Sint Eustatius,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Curacao & Dutch Windward Is. & Sint Eustatius,Curacao & Dutch Windward Is. & Sint Eustatius,RIC,21650,200,,,,,,ignore_resolved,
200<-115,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,115,Surinam (Dutch Guiana),GPH-AUTONOMOUS-CITED,62555,200,,,,,,ok,
200<-Java,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Java,Java,RIC,40893,200,,,,,,ignore_resolved,
200<-211,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,2936796,200,,,,,,ok,
200<-220,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,10386522,200,,,,,,ok,
200<-615,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,16174,200,,,,,,ok,
200<-Guadeloupe & Martinique,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Guadeloupe & Martinique,Guadeloupe & Martinique,RIC,10,200,,,,,,split_failed_error,
200<-751,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,751,French India,GPH-AUTONOMOUS-CITED,103011,200,,,,,,ok,
200<-235,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,235,Portugal,GPH-AUTONOMOUS-CITED,2164090,200,,,,,,ok,
200<-400,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,400,Azores (Western Isles),GPH,199119,200,,,,,,ignore_resolved,
200<-401,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,401,Madeira Isles,GPH,67109,200,,,,,,ignore_resolved,
200<-402,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,402,Cape Verde,GPH-AUTONOMOUS-CITED,13995,200,,,,,,ok,
200<-Balearic Islands & Spain,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Balearic Islands & Spain,Balearic Islands & Spain,RIC,3645083,200,,,,,,ignore_resolved,
200<-410,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,410,Canary Is.,GPH,162729,200,,,,,,ignore_resolved,
200<-Spanish West Indies,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Spanish West Indies,Spanish West Indies,RIC,2654580,200,,,,,,split_failed_error,
200<-840,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,840,Philippines,GPH-AUTONOMOUS-CITED,866530,200,,,,,,ok,
200<-413,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,413,Fernando Po (Bioko),GPH,11169,200,,,,,,ignore_resolved,
200<-Sardinia,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Sardinia,Sardinia,RIC,238258,200,,,,,,ignore_resolved,
200<-337,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,337,Tuscany,GPH-AUTONOMOUS-CITED,554437,200,,,,,,ok,
200<-327,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,327,Papal States,GPH-AUTONOMOUS-CITED,184591,200,,,,,,ok,
200<-329,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,329,Two Sicilies,GPH-AUTONOMOUS-CITED,1505582,200,,,,,,ok,
200<-300,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,902433,200,,,,,,ok,
200<-350,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,350,Greece,GPH-AUTONOMOUS-CITED,1427289,200,,,,,,ok,
200<-Turkey (Ottoman Empire) (other),1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other),RIC,2383029,200,,,,,,ignore_resolved,
200<-Moldavia & Wallachia,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Moldavia & Wallachia,Moldavia & Wallachia,RIC,684782,200,,684782,,3361|3362,,split_failed_no_ratio,
200<-Palestine & Syria,1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Palestine & Syria,Palestine & Syria,RIC,134747,200,,,,,,ignore_resolved,
200<-Egypt Arab Republic (Egypt) (other),1856,200,United Kingdom,GPH-AUTONOMOUS-CITED,Egypt Arab Republic (Egypt) (other),Egypt Arab Republic (Egypt) (other),RIC,5753518,200,,,,,,ignore_resolved,
