year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,originalReportedTradeFlowId,status,notes
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,2980763,901,,,,ok,
1853,British Colonies,British Colonies,RIC,,,,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,1482660,901,,,,split_failed_no_ratio,
1853,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,3028,901,,,,ok,
1853,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,4679435,901,,,,ok,
1853,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,British Colonies,British Colonies,RIC,,,,629179,901,,,,split_failed_no_ratio,
1853,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,218795,901,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,240306.1224489796,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,375,Finland,GPH,1,,,37329.93197278912,380,,,,ignore_resolved,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,270748.29931972787,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,239,Prussia,GPH-AUTONOMOUS-CITED,,1,,40391.15646258504,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanover & Hanse Towns & Mecklenburg Schwerin,RIC,,,,961139.4557823129,380,,,,split_failed_no_ratio,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,,,,179931.97278911565,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,33418.36734693878,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,8333.333333333334,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,482397.9591836735,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,40391.15646258504,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,17346.938775510203,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,,,,14030.612244897959,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH,,,,13945.578231292517,380,,,,split_failed_no_ratio,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,208248.2993197279,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,West Indies,West Indies,RIC,,,,11734.69387755102,380,,,,split_failed_no_ratio,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,245153.0612244898,380,,,,ok,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,Australia & East Indies,Australia & East Indies,RIC,,,,119217.68707482994,380,,,,split_failed_no_ratio,
1853,385,Norway,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,52295.91836734694,380,,,,ok,
1853,375,Finland,GPH,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,57482.99319727891,380,,,,ignore_resolved,
1853,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,13860.544217687075,380,,,,ok,
1853,239,Prussia,GPH-AUTONOMOUS-CITED,,1,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,151105.44217687074,380,,,,ok,
1853,Hanover & Hanse Towns & Mecklenburg Schwerin,Hanover & Hanse Towns & Mecklenburg Schwerin,RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,298639.45578231296,380,,,,split_failed_no_ratio,
1853,390,Denmark,GPH-AUTONOMOUS-CITED,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,405442.1768707483,380,,,,ok,
1853,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,62925.17006802721,380,,,,ok,
1853,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,18877.551020408162,380,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,1323554.4217687075,380,,,,ok,
1853,220,France,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,225085.03401360544,380,,,,ok,
1853,230,Spain,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,36479.5918367347,380,,,,ok,
1853,235,Portugal,GPH-AUTONOMOUS-CITED,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,64880.95238095238,380,,,,ok,
1853,325,Italy,GPH,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,8843.537414965987,380,,,,split_failed_no_ratio,
1853,Gibraltar & Malta,Gibraltar & Malta,RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,595.2380952380953,380,,,,split_failed_no_ratio,
1853,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,10884.3537414966,380,,,,ok,
1853,Barbary Coast,Barbary Coast,RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,22108.843537414967,380,,,,split_only_partial,
1853,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,98894.55782312926,380,,,,ok,
1853,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,36309.52380952381,380,,,,ok,
1853,Argentina (La Plata) & Southern America (other),Argentina (La Plata) & Southern America (other),RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,5102.040816326531,380,,,,split_failed_no_ratio,
1853,561,Cape Colony (Cape of Good Hope),GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,20238.095238095237,380,,,,ok,
1853,Australia & East Indies,Australia & East Indies,RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,17517.006802721087,380,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,3361,Moldavia,GPH,1,,,254150.90583316743,3361,,,,ignore_resolved,
1853,Republic of St. Mark & Trieste,Republic of St. Mark & Trieste,RIC,,,,3361,Moldavia,GPH,1,,,110651.00537527374,3361,,,,ignore_resolved,
1853,Istanbul (Constantinople) & Izmir (Smyrna),Istanbul (Constantinople) & Izmir (Smyrna),RIC,,,,3361,Moldavia,GPH,1,,,67250.64702369102,3361,,,,ignore_resolved,
1853,220,France,GPH-AUTONOMOUS-CITED,1,,,3361,Moldavia,GPH,1,,,56420.46585705754,3361,,,,ignore_resolved,
1853,324,Kingdom of Sardinia,GPH-AUTONOMOUS-CITED,1,,,3361,Moldavia,GPH,1,,,5653.991638463071,3361,,,,ignore_resolved,
1853,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,3361,Moldavia,GPH,1,,,1632.4905434999005,3361,,,,ignore_resolved,
1853,3361,Moldavia,GPH,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,283894.08719888516,3361,,,,ignore_resolved,
1853,3361,Moldavia,GPH,1,,,Istanbul (Constantinople) & Izmir (Smyrna),Istanbul (Constantinople) & Izmir (Smyrna),RIC,,,,120684.84969141948,3361,,,,ignore_resolved,
1853,3361,Moldavia,GPH,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,106510.05375273741,3361,,,,ignore_resolved,
1853,3361,Moldavia,GPH,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,10153.294843718893,3361,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Bathurst,Bathurst,RIC,1,,,25122,Bathurst,,,,ignore_resolved,
1853,West Indies,West Indies,RIC,,,,Bathurst,Bathurst,RIC,1,,,420,Bathurst,,,,split_failed_no_ratio,
1853,British Colonies (other),British Colonies (other),RIC,,,,Bathurst,Bathurst,RIC,1,,,1016.9999999999999,Bathurst,,,,split_failed_no_ratio,
1853,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,Bathurst,Bathurst,RIC,1,,,19994,Bathurst,,,,ignore_resolved,
1853,Bathurst,Bathurst,RIC,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,56996,Bathurst,,,,ignore_resolved,
1853,Bathurst,Bathurst,RIC,1,,,West Indies,West Indies,RIC,,,,344,Bathurst,,,,split_failed_no_ratio,
1853,Bathurst,Bathurst,RIC,1,,,British Colonies (other),British Colonies (other),RIC,,,,1542,Bathurst,,,,split_failed_no_ratio,
1853,Bathurst,Bathurst,RIC,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,17114,Bathurst,,,,ignore_resolved,
1853,Central America,Central America,RIC,,,,Guayaquil,Guayaquil,RIC,1,,,5674.218594465459,Guayaquil,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,9415.727652797133,Guayaquil,,,,ignore_resolved,
1853,155,Chile,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,34032.25164244475,Guayaquil,,,,ignore_resolved,
1853,230,Spain,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,62472.94445550468,Guayaquil,,,,ignore_resolved,
1853,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,18122.87477603026,Guayaquil,,,,ignore_resolved,
1853,220,France,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,5236.392594067291,Guayaquil,,,,ignore_resolved,
1853,248,Hamburg,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,9383.396376667331,Guayaquil,,,,ignore_resolved,
1853,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,Guayaquil,Guayaquil,RIC,1,,,2334.381843519809,Guayaquil,,,,ignore_resolved,
1853,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,,,,Guayaquil,Guayaquil,RIC,1,,,16306.908222177983,Guayaquil,,,,ignore_resolved,
1853,135,Peru,GPH-AUTONOMOUS-CITED,,,,Guayaquil,Guayaquil,RIC,1,,,87270.55544495322,Guayaquil,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Russia (North Ports),Russia (North Ports),RIC,,,,6582700,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Russia (South Ports),Russia (South Ports),RIC,,,,2438141,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,733314,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,267978,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Denmark & Faeroe Is. & Iceland,Denmark & Faeroe Is. & Iceland,RIC,,,,1321771,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,St. Croix & St. John & St. Thomas,St. Croix & St. John & St. Thomas,RIC,,,,15173,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,239,Prussia,GPH-AUTONOMOUS-CITED,,1,,3663561,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,,,,281044,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,240,Hanover,GPH-AUTONOMOUS-CITED,,,,176037,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Kniphausen & Oldenburg,Kniphausen & Oldenburg,RIC,,,,22988,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Hanse Towns,Hanse Towns,RIC,,,,3183673,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,4357586,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Curacao & Dutch Windward Is. & Sint Eustatius,Curacao & Dutch Windward Is. & Sint Eustatius,RIC,,,,7484,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,115,Surinam (Dutch Guiana),GPH-AUTONOMOUS-CITED,,,,50451,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Java,Java,RIC,,,,149118,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,2168185,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,8615799,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,29969,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Guadeloupe & Martinique,Guadeloupe & Martinique,RIC,,,,20,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,751,French India,GPH-AUTONOMOUS-CITED,,,,58019,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,,,,1089166,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,400,Azores (Western Isles),GPH,,,,79685,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,401,Madeira Isles,GPH,,,,13455,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,402,Cape Verde,GPH-AUTONOMOUS-CITED,,,,2494,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Balearic Islands & Spain,Balearic Islands & Spain,RIC,,,,1528621,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,410,Canary Is.,GPH,,,,301022,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Spanish West Indies,Spanish West Indies,RIC,,,,1901545,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,840,Philippines,GPH-AUTONOMOUS-CITED,,,,97363,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,413,Fernando Po (Bioko),GPH,,,,113507,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Sardinia,Sardinia,RIC,,,,113643,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,337,Tuscany,GPH-AUTONOMOUS-CITED,,,,467835,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,327,Papal States,GPH-AUTONOMOUS-CITED,,,,96167,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,329,Two Sicilies,GPH-AUTONOMOUS-CITED,1,,,1358601,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,535364,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,350,Greece,GPH-AUTONOMOUS-CITED,,,,202284,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other),RIC,,,,3050519,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Moldavia & Wallachia,Moldavia & Wallachia,RIC,,,,1194175,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Palestine & Syria,Palestine & Syria,RIC,,,,196622,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Egypt Arab Republic (Egypt) (other),Egypt Arab Republic (Egypt) (other),RIC,,,,3596307,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,616,Tunisia (Regency of Tunis),GPH-AUTONOMOUS-CITED,,,,265,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,600,Morocco,GPH-AUTONOMOUS-CITED,,,,176753,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,27458722,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,529313,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Central America,Central America,RIC,,,,412872,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,41,Haiti,GPH-AUTONOMOUS-CITED,,1,,247019,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,,,,191940,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,101,Venezuela,GPH-AUTONOMOUS-CITED,1,,,58237,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,2856803,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Montevideo,Montevideo,RIC,,,,476546,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1161,Buenos Aires,GPH-AUTONOMOUS-CITED,1,,,800366,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Patagonia,Patagonia,RIC,,,,22186,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,155,Chile,GPH-AUTONOMOUS-CITED,1,,,575314,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,145,Bolivia,GPH-AUTONOMOUS-CITED,,,,17603,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,135,Peru,GPH-AUTONOMOUS-CITED,,,,1491759,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,130,Ecuador,GPH-AUTONOMOUS-CITED,,1,,26983,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Hong Kong & People's Republic of China (China),Hong Kong & People's Republic of China (China),RIC,,,,8255615,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Western Africa (other),Western Africa (other),RIC,,,,537780,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Pacific Islands,Pacific Islands,RIC,,,,4089,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,552,Zimbabwe (Rhodesia) (Southern Rhodesia),GPH,,,,8406,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Davis Strait & Greenland,Davis Strait & Greenland,RIC,,,,67614,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,2003,Channel Is.,GPH,,,,238015,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,70343,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Gozo & Malta,Gozo & Malta,RIC,,,,230818,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,3349,Ionian Is.,GPH-AUTONOMOUS-CITED,,,,115836,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,1094610,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1023,New Brunswick,GPH-AUTONOMOUS-CITED,,,,247354,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1024,Prince Edward Is.,GPH-AUTONOMOUS-CITED,,,,8212,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Cape Breton I. & Nova Scotia,Cape Breton I. & Nova Scotia,RIC,,,,58554,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,21,Newfoundland and Labrador (Newfoundland),GPH-AUTONOMOUS-CITED,,,,393421,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,British West Indies,British West Indies,RIC,,,,4326001,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,110,Guyana (British Guiana),GPH-AUTONOMOUS-CITED,,,,1050583,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,80,Belize (British Honduras),GPH,,,,357340,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1163,Falkland Is.,GPH-AUTONOMOUS-CITED,,,,2152,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,902,Western Australia,GPH-AUTONOMOUS-CITED,,,,849,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,903,South Australia,GPH-AUTONOMOUS-CITED,,,,202053,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,901,New South Wales,GPH-AUTONOMOUS-CITED,1,,,727212,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,904,Victoria,GPH-AUTONOMOUS-CITED,,,,546105,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,906,Tasmania,GPH-AUTONOMOUS-CITED,,,,156961,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,920,New Zealand,GPH-AUTONOMOUS-CITED,,,,32472,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,British East Indies (other),British East Indies (other),RIC,,,,13641458,200,,,,split_failed_no_ratio,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,830,Singapore,GPH,,,,704394,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,,,,2486629,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,681,Aden,GPH,,,,10591,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,590,Mauritius,GPH-AUTONOMOUS-CITED,,,,1722642,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Cape Colony (Cape of Good Hope) & South Africa (other),Cape Colony (Cape of Good Hope) & South Africa (other),RIC,,,,248476,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,18830,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,44353,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,27903,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,4050,St. Helena,GPH-AUTONOMOUS-CITED,,,,4447,200,,,,ok,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,4070,Ascension I.,GPH,,,,94,200,,,,ignore_resolved,
1853,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1019,Rupert's Land,GPH,,,,53064,200,,,,ignore_resolved,
1853,Russia (North Ports),Russia (North Ports),RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1106766,200,,,,ignore_resolved,
1853,Russia (South Ports),Russia (South Ports),RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,121638,200,,,,ignore_resolved,
1853,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,243869,200,,,,ok,
1853,385,Norway,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,312314,200,,,,ok,
1853,Denmark & Holstein & Schleswig,Denmark & Holstein & Schleswig,RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,566593,200,,,,split_failed_no_ratio,
1853,Denmark & Faeroe Is. & Iceland,Denmark & Faeroe Is. & Iceland,RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,3140,200,,,,split_failed_no_ratio,
1853,St. Croix,St. Croix,RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,6282,200,,,,ignore_resolved,
1853,St. Thomas,St. Thomas,RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,505238,200,,,,ignore_resolved,
1853,239,Prussia,GPH-AUTONOMOUS-CITED,,1,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,579588,200,,,,ok,
1853,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,48614,200,,,,ok,
1853,240,Hanover,GPH-AUTONOMOUS-CITED,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,472179,200,,,,ok,
1853,257,Oldenburg,GPH-AUTONOMOUS-CITED,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,25470,200,,,,ok,
1853,Hanse Towns,Hanse Towns,RIC,,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,7093314,200,,,,split_failed_no_ratio,
1853,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,4452955,200,,,,ok,
