id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
420<-200,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,53219,420,,,,,,ok,
420<-451,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,17205,420,,,,,,ok,
420<-452,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,12,420,,,,,,ok,
420<-4781,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,4781,Lagos,GPH-AUTONOMOUS-CITED,1,,,8,420,,,,,,ok,
420<-220,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,8985,420,,,,,,ok,
420<-255,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,2453,420,,,,,,ok,
420<-2,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,2939,420,,,,,,ok,
420<-401,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,401,Madeira Isles,GPH,,,,28,420,,,,,,ignore_resolved,
420<-Tenerife,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,Tenerife,Tenerife,RIC,,,,28,420,,,,,,ignore_resolved,
420<-Gran Canaria,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,Gran Canaria,Gran Canaria,RIC,,,,16,420,,,,,,ignore_resolved,
420<-402,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,402,Cape Verde,GPH-AUTONOMOUS-CITED,,,,284,420,,,,,,ok,
420<-4338,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,4338,Goree,GPH,,,,11347,420,,,,,,ignore_resolved,
420<-Windward Coast of Africa,1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,Windward Coast of Africa,Windward Coast of Africa,RIC,,,,2329,420,,2329,420,437|460|4341|4521|4782|4783,,split_failed_no_ratio,
420<-Leeward Coast of Africa (non British),1888,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,Leeward Coast of Africa (non British),Leeward Coast of Africa (non British),RIC,,,,71,420,,71,420,404|433|450|4381|4383,,split_failed_no_ratio,
420->200,1888,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,11263,420,,,,,,ok,
420->451,1888,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,1,420,,,,,,ok,
