id,year,importerId,importerLabel,importerType,exporterId,exporterLabel,exporterType,value,reportedBy,partial,valueToSplit,newReporters,newPartners,originalReportedTradeFlowId,status,notes
220->615,1843,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1619021.5478471706,220,,,,,,ok,
220<-615,1843,220,France,GPH-AUTONOMOUS-CITED,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,86034.96147980134,220,,,,,,ok,
220->200,1843,200,United Kingdom,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,3410113.0186539437,220,,,,,,ok,
220<-200,1843,220,France,GPH-AUTONOMOUS-CITED,200,United Kingdom,GPH-AUTONOMOUS-CITED,3363184.8578467793,220,,,,,,ok,
220->255,1843,255,Germany (Zollverein),GPH,220,France,GPH-AUTONOMOUS-CITED,1990536.1542372217,220,,1990536.1542372217,,212|239|241|242|243|244|245|247|252|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_failed_no_ratio,
220<-255,1843,220,France,GPH-AUTONOMOUS-CITED,255,Germany (Zollverein),GPH,1974893.433968167,220,,1974893.433968167,,212|239|241|242|243|244|245|247|252|254|258|259|261|262|264|266|267|268|269|270|271|272|273|275|277,,split_failed_no_ratio,
220->Africa (other),1843,Africa (other),Africa (other),RIC,220,France,GPH-AUTONOMOUS-CITED,19553.400336318486,220,,19553.400336318486,,403|411|413|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4050|4060|4070|4111|4112|4114|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4343|4349|4352|4354|4362|4382|4392|4394|4395|4396|4397|4501|4515|4527|4529|4534|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4791|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251|restOfTheWorld,,split_failed_no_ratio,
220<-Africa (other),1843,220,France,GPH-AUTONOMOUS-CITED,Africa (other),Africa (other),RIC,3910.680067263697,220,,3910.680067263697,,403|411|413|481|483|500|511|516|517|520|530|540|541|562|570|572|580|698|4050|4060|4070|4111|4112|4114|4325|4326|4327|4328|4331|4332|4333|4334|4335|4336|4337|4343|4349|4352|4354|4362|4382|4392|4394|4395|4396|4397|4501|4515|4527|4529|4534|4711|4737|4741|4742|4744|4746|4751|4763|4769|4773|4776|4791|4795|4821|4822|4831|4832|4841|4842|4902|4904|4908|4910|5001|5002|5003|5013|5018|5102|5104|5203|5212|5221|5303|5306|5307|5309|5321|5322|5323|5324|5332|5403|5511|5512|5513|5516|5517|5522|5606|5611|5614|5621|5796|5801|5803|5811|5812|5813|5814|5901|5902|5903|6151|6251|restOfTheWorld,,split_failed_no_ratio,
220->300,1843,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,89945.64154706502,220,,,,,,ok,
220<-300,1843,220,France,GPH-AUTONOMOUS-CITED,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,418442.7671972156,220,,,,,,ok,
220->211,1843,211,Belgium,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,1708967.1893942356,220,,,,,,ok,
220<-211,1843,220,France,GPH-AUTONOMOUS-CITED,211,Belgium,GPH-AUTONOMOUS-CITED,3543076.1409409093,220,,,,,,ok,
220->140,1843,140,Brazil,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,711743.7722419929,220,,,,,,ok,
220<-140,1843,220,France,GPH-AUTONOMOUS-CITED,140,Brazil,GPH-AUTONOMOUS-CITED,277658.2847757225,220,,,,,,ok,
220->Cayenne,1843,Cayenne,Cayenne,RIC,220,France,GPH-AUTONOMOUS-CITED,129052.442219702,220,,,,,,ignore_resolved,
220<-Cayenne,1843,220,France,GPH-AUTONOMOUS-CITED,Cayenne,Cayenne,RIC,70392.24121074655,220,,,,,,ignore_resolved,
220->155,1843,155,Chile,GPH-AUTONOMOUS-CITED,220,France,GPH-AUTONOMOUS-CITED,563137.9296859724,220,,,,,,ok,
220<-155,1843,220,France,GPH-AUTONOMOUS-CITED,155,Chile,GPH-AUTONOMOUS-CITED,226819.44390129443,220,,,,,,ok,
