id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
230->255,1899,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,811644.0279542566,230,,,,,,ok,
230<-255,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,2050743.2020330369,230,,,,,,ok,
230->6061,1899,6061,Alhucemas,GPH,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,738.6277001270648,230,,,,,,ignore_resolved,
230->232,1899,232,Andorra,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,21176.08005082592,230,,,,,,ok,
230<-232,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,232,Andorra,GPH-AUTONOMOUS-CITED,,,,4488.595933926303,230,,,,,,ok,
230->Arabia,1899,Arabia,Arabia,RIC,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,545.1080050825921,230,,545.1080050825921,230,670|681|682|690|692|696|698|6800|6802|6982,,split_failed_no_ratio,
230<-Arabia,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,Arabia,Arabia,RIC,,,,11296.918678526048,230,,11296.918678526048,230,670|681|682|690|692|696|698|6800|6802|6982,,split_failed_no_ratio,
230->615,1899,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,262010.76874205846,230,,,,,,ok,
230<-615,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,50623.25285895807,230,,,,,,ok,
230->300,1899,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,19589.707750952984,230,,,,,,ok,
230<-300,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,1,,,395339.6124523507,230,,,,,,ok,
230->211,1899,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,897810.959339263,230,,,,,,ok,
230<-211,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,1123167.757306226,230,,,,,,ok,
230->145,1899,145,Bolivia,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2530.71791613723,230,,,,,,ok,
230<-145,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,145,Bolivia,GPH-AUTONOMOUS-CITED,,,,115.21601016518424,230,,,,,,ok,
230->140,1899,140,Brazil,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,68890.81956797966,230,,,,,,ok,
230<-140,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,,,34633.036848792886,230,,,,,,ok,
230<-355,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,355,Bulgaria,GPH-AUTONOMOUS-CITED,1,,,19394.377382465056,230,,,,,,ok,
230->410,1899,410,Canary Is.,GPH,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,209189.13595933927,230,,,,,,ignore_resolved,
230<-410,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,410,Canary Is.,GPH,,,,42975.730622617535,230,,,,,,ignore_resolved,
230->6062,1899,6062,Ceuta,GPH,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,45441.70902160102,230,,,,,,ignore_resolved,
230<-6062,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6062,Ceuta,GPH,,,,3729.637865311309,230,,,,,,ignore_resolved,
230->6063,1899,6063,Chafarinas,GPH,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1621.5057179161372,230,,,,,,ignore_resolved,
230->155,1899,155,Chile,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,25136.72172808132,230,,,,,,ok,
230<-155,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,155,Chile,GPH-AUTONOMOUS-CITED,1,,,76976.68360864041,230,,,,,,ok,
230->710,1899,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1039.5806861499364,230,,,,,,ok,
230<-710,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,1,,,59093.55146124523,230,,,,,,ok,
230->100,1899,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,65545.39390088945,230,,,,,,ok,
230<-100,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,,,,50886.467598475225,230,,,,,,ok,
230->94,1899,94,Costa Rica,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6325.158831003811,230,,,,,,ok,
230<-94,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,94,Costa Rica,GPH-AUTONOMOUS-CITED,,,,35249.364675984754,230,,,,,,ok,
230->40,1899,40,Cuba,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2343961.4040660737,230,,,,,,ok,
230<-40,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,40,Cuba,GPH-AUTONOMOUS-CITED,,,,679017.6937738246,230,,,,,,ok,
230->390,1899,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,132361.94409148666,230,,,,,,ok,
230<-390,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,53144.21855146124,230,,,,,,ok,
230->130,1899,130,Ecuador,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,4544.726810673444,230,,,,,,ok,
230<-130,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,130,Ecuador,GPH-AUTONOMOUS-CITED,,,,160054.00254129607,230,,,,,,ok,
230->651,1899,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2780.336721728081,230,,,,,,ok,
230<-651,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,651,Egypt Arab Republic (Egypt),GPH-AUTONOMOUS-CITED,1,,,333937.10292249045,230,,,,,,ok,
230->2,1899,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,419701.04828462517,230,,,,,,ok,
230<-2,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,3798094.8856416773,230,,,,,,ok,
230->840,1899,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,370337.4841168996,230,,,,,,ok,
230<-840,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,672871.124523507,230,,,,,,ok,
230<-375,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,375,Finland,GPH,1,,,64728.43074968234,230,,,,,,ignore_resolved,
230->220,1899,220,France,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,7950983.227445997,230,,,,,,ok,
230<-220,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,5007749.2693773825,230,,,,,,ok,
230->231,1899,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,241424.6505717916,230,,,,,,ok,
230<-231,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,17849.07878017789,230,,,,,,ok,
230->200,1899,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,8935795.775095299,230,,,,,,ok,
230<-200,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,7667103.240152477,230,,,,,,ok,
230->350,1899,350,Greece,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,62.89707750952986,230,,,,,,ok,
230<-350,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,350,Greece,GPH-AUTONOMOUS-CITED,1,,,2464.0088945362136,230,,,,,,ok,
230->90,1899,90,Guatemala,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2384.8475222363404,230,,,,,,ok,
230<-90,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,90,Guatemala,GPH-AUTONOMOUS-CITED,,,,177153.6213468869,230,,,,,,ok,
230->41,1899,41,Haiti,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6281.607369758577,230,,,,,,ok,
230<-41,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,41,Haiti,GPH-AUTONOMOUS-CITED,,,,941.8678526048285,230,,,,,,ok,
230->210,1899,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,896592.5984752224,230,,,,,,ok,
230<-210,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,240919.94917407876,230,,,,,,ok,
230->91,1899,91,Honduras,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2553.2083862770014,230,,,,,,ok,
230->325,1899,325,Italy,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,512066.8043202033,230,,,,,,ok,
230<-325,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,743835.7369758576,230,,,,,,ok,
230->740,1899,740,Japan,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,4159.942820838628,230,,,,,,ok,
230<-740,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,23812.64294790343,230,,,,,,ok,
230->600,1899,600,Morocco,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,31415.057179161373,230,,,,,,ok,
230<-600,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,600,Morocco,GPH-AUTONOMOUS-CITED,,,,198306.35324015247,230,,,,,,ok,
230->70,1899,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,311198.03049555275,230,,,,,,ok,
230<-70,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,100491.51842439645,230,,,,,,ok,
230->6064,1899,6064,Melilla,GPH,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,40538.5959339263,230,,,,,,ignore_resolved,
230<-6064,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6064,Melilla,GPH,,,,291.1689961880559,230,,,,,,ignore_resolved,
230->221,1899,221,Monaco,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,362.1029224904701,230,,,,,,ok,
230->93,1899,93,Nicaragua,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1365.9783989834816,230,,,,,,ok,
230<-93,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,93,Nicaragua,GPH-AUTONOMOUS-CITED,,,,16371.982210927572,230,,,,,,ok,
230->385,1899,385,Norway,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,58506.893265565435,230,,,,,,ok,
230<-385,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,495633.57687420584,230,,,,,,ok,
230->150,1899,150,Paraguay,GPH-AUTONOMOUS-CITED,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,2356.035578144854,230,,,,,,ok,
230<-150,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,150,Paraguay,GPH-AUTONOMOUS-CITED,,,,996.5057179161372,230,,,,,,ok,
230<-630,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,630,Iran (Persia),GPH-AUTONOMOUS-CITED,,,,2606.861499364676,230,,,,,,ok,
230->135,1899,135,Peru,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,6430.400254129606,230,,,,,,ok,
230<-135,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,135,Peru,GPH-AUTONOMOUS-CITED,1,,,6356.0038119440915,230,,,,,,ok,
230->235,1899,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,1034804.4790343075,230,,,,,,ok,
230<-235,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,933591.2325285895,230,,,,,,ok,
230<-Danish America,1899,230,Spain,GPH-AUTONOMOUS-CITED,1,,,Danish America,Danish America,RIC,,,,3.1766200762388817,230,,3.1766200762388817,230,5|10,,split_failed_no_ratio,
230->Danish Europe,1899,Danish Europe,Danish Europe,RIC,,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,70.20330368487929,230,,70.20330368487929,230,11|395,,split_failed_no_ratio,
