id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
452<-200,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,5460882,452,,,,,,ok,
452<-20,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,8571,452,,,,,,ok,
452<-750,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,750,India,GPH-AUTONOMOUS-CITED,1,,,52689,452,,,,,,ok,
452<-British West Indies,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,British West Indies,British West Indies,RIC,,,,1,452,,1,,30|31|53|1055|1063,,split_failed_no_ratio,
452<-51,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,51,Jamaica,GPH-AUTONOMOUS-CITED,1,,,17,452,,,,,,ok,
452<-1048,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,1048,Trinidad,GPH,,,,67,452,,,,,,ignore_resolved,
452<-1027,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,1027,British Columbia,GPH,,,,849,452,,,,,,ignore_resolved,
452<-900,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,900,Australia,GPH-AUTONOMOUS-CITED,1,,,345,452,,,,,,ok,
452<-920,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,920,New Zealand,GPH-AUTONOMOUS-CITED,1,,,253,452,,,,,,ok,
452<-720,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,720,Hong Kong,GPH-AUTONOMOUS-CITED,1,,,1082,452,,,,,,ok,
452<-827,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,827,Straits Settlements,GPH-AUTONOMOUS-CITED,1,,,53,452,,,,,,ok,
452<-645,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,645,Iraq (Mesopotamia),GPH-AUTONOMOUS-CITED,,,,11,452,,,,,,ok,
452<-780,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,780,Sri Lanka (Ceylon),GPH-AUTONOMOUS-CITED,1,,,342,452,,,,,,ok,
452<-231,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,32,452,,,,,,ok,
452<-420,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,420,Gambia,GPH-AUTONOMOUS-CITED,1,,,317,452,,,,,,ok,
452<-451,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,451,Sierra Leone,GPH-AUTONOMOUS-CITED,1,,,3265,452,,,,,,ok,
452<-475,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,475,Nigeria,GPH-AUTONOMOUS-CITED,1,,,150308,452,,,,,,ok,
452<-501,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,501,Kenya (British East Africa Protectorate),GPH-AUTONOMOUS-CITED,,,,12,452,,,,,,ok,
452<-511,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,511,Zanzibar,GPH-AUTONOMOUS-CITED,1,,,128,452,,,,,,ok,
452<-560,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,560,South Africa,GPH-AUTONOMOUS-CITED,1,,,18,452,,,,,,ok,
452<-255,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,641210,452,,,,,,ok,
452<-220,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,209788,452,,,,,,ok,
452<-210,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,826689,452,,,,,,ok,
452<-2,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,1073882,452,,,,,,ok,
452<-211,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,,,,45122,452,,,,,,ok,
452<-325,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,51879,452,,,,,,ok,
452<-740,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,11845,452,,,,,,ok,
452<-640,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,1,,,507,452,,,,,,ok,
452<-225,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,225,Switzerland,GPH-AUTONOMOUS-CITED,1,,,44905,452,,,,,,ok,
452<-365,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,44,452,,,,,,ok,
452<-305,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,305,Austria,GPH-AUTONOMOUS-CITED,1,,,1923,452,,,,,,ok,
452<-315,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,315,Czechoslovakia,GPH-AUTONOMOUS-CITED,1,,,46206,452,,,,,,ok,
452<-230,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,5002,452,,,,,,ok,
452<-235,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,12636,452,,,,,,ok,
452<-140,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,1,,,175,452,,,,,,ok,
452<-390,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,29904,452,,,,,,ok,
452<-40,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,40,Cuba,GPH-AUTONOMOUS-CITED,1,,,1164,452,,,,,,ok,
452<-385,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,3048,452,,,,,,ok,
452<-380,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,16479,452,,,,,,ok,
452<-160,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,160,Argentina (La Plata),GPH-AUTONOMOUS-CITED,1,,,5168,452,,,,,,ok,
452<-Siberia,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,Siberia,Siberia,RIC,,,,22,452,,,,,,ignore_resolved,
452<-Izmir (Smyrna),1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,Izmir (Smyrna),Izmir (Smyrna),RIC,,,,27,452,,,,,,ignore_resolved,
452<-350,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,350,Greece,GPH-AUTONOMOUS-CITED,1,,,23,452,,,,,,ok,
452<-345,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,345,"Yugoslavia (Kingdom of Serbs, Croats and Slovenes)",GPH-AUTONOMOUS-CITED,1,,,19,452,,,,,,ok,
452<-930,1925,452,Ghana (Gold Coast),GPH-AUTONOMOUS-CITED,1,,,930,New Caledonia,GPH-AUTONOMOUS-CITED,1,,,3,452,,,,,,ok,
